canonical_key,display_arity,structural_depth,groups_used,regime_families_used,location_families_used,all_families_used
(*)|(dist_prior_day_high<=0.028439362&loc_session_pos_24>0.33789843)|(asset_minus_mkt_oi_1d_peer_resid<=0.32029337&variance_ratio_10_48>-0.383322),4,4,location|regime,residual|volatility,context,context|residual|volatility
(*)|(dist_prior_day_high>0.028439362&zscore_price_200<=-1.1210667)|(price_trend_7d_vol_norm<=-0.12832895),3,3,location|regime,open_interest,context,context|open_interest
(*)|(dist_prior_day_high>0.028439362&zscore_price_200<=-1.1210667)|(price_trend_7d_vol_norm>-0.12832895),3,3,location|regime,open_interest,context,context|open_interest
(*)|(dist_prior_day_high<=0.052695721&loc_range_pos_48<=0.65827411)|(log_oi_to_volume_1d<=2.5570915&range_24h_pct>0.041211989),4,4,location|regime,compression|open_interest,context,compression|context|open_interest
(*)|(dist_prior_day_high<=0.052695721&loc_range_pos_48>0.65827411)|(range_24h_pct>0.041211989&true_range_percentile<=-0.013959034),4,4,location|regime,compression|volatility,context,compression|context|volatility
(*)|(zscore_price_200>-0.31382126)|(asset_atr_level_pct<=0.58315104&compression_score<=-0.3253378),3,3,location|regime,asset_state|volatility_term_structure,context,asset_state|context|volatility_term_structure
(*)|(zscore_price_200<=-0.7855143)|(asset_atr_level_pct<=0.58315104&compression_score>-0.3253378),3,3,location|regime,asset_state|volatility_term_structure,context,asset_state|context|volatility_term_structure
(*)|(*)|(asset_atr_level_pct>0.58315104&ema50_slope<=-0.74912548),2,2,regime,asset_state|trend,,asset_state|trend
(*)|(dist_funding_pressure_price_12h_atr<=0.75527757&dist_rolling_7d_high>0.024313556&loc_range_pos_24>0.14685366)|(asset_atr_level_pct<=0.67825484&compression_score>-0.34164566),5,5,location|regime,asset_state|volatility_term_structure,context|open_interest_location,asset_state|context|open_interest_location|volatility_term_structure
(*)|(dist_ema50_atr<=-0.0036073532)|(asset_atr_level_pct>0.67825484),2,2,location|regime,asset_state,context,asset_state|context
(*)|(loc_prev_week_range_pos_48<=0.84808141)|(asset_funding_rate_mean_7d>-0.0000044892518&log_oi_to_volume_1d<=2.5267777&prior_range<=0.32677978&up_down_semivol_ratio_tanh<=0.31570098),5,5,location|regime,context|open_interest|path_structure|perp_tradeability,context,context|open_interest|path_structure|perp_tradeability
(*)|(loc_prev_week_range_pos_48<=0.84808141)|(log_oi_to_volume_1d>2.5267777&prior_range<=0.32677978&up_down_semivol_ratio_tanh<=0.31570098),4,4,location|regime,context|open_interest|path_structure,context,context|open_interest|path_structure
(*)|(loc_prev_week_range_pos_48<=0.84808141&loc_swing_range_pos_48>0.34886277)|(prior_range<=0.32677978&up_down_semivol_ratio_tanh>0.31570098),4,4,location|regime,context|path_structure,context,context|path_structure
(*)|(*)|(asset_atr_level_pct<=0.60879207&dist_funding_pressure_price_96h_atr>1.1831381&rolling_range_20>-0.62439281),3,3,regime,asset_state|compression|perp_tradeability,,asset_state|compression|perp_tradeability
(*)|(*)|(asset_atr_level_pct>0.60879207&oi_value_z_30d<=-0.10146344&rolling_range_20>-0.62439281),3,3,regime,asset_state|compression|open_interest,,asset_state|compression|open_interest
(*)|(dist_prior_day_high>0.018983738&zscore_price_200<=-1.6205956)|(*),2,2,location,,context,context
(*)|(dist_prior_day_high>0.035611145&zscore_price_200>-0.097935714)|(oi_vol_15d_robust_z>-0.36086392),3,3,location|regime,open_interest,context,context|open_interest
(*)|(dist_prior_day_high<=0.064198881)|(compression_score<=-0.24763738&dist_funding_pressure_price_96h_atr>0.20287985&oi_vol_15d_robust_z<=-0.020853121),4,4,location|regime,open_interest|perp_tradeability|volatility_term_structure,context,context|open_interest|perp_tradeability|volatility_term_structure
(*)|(dist_prior_day_high<=0.064198881&pullback_depth<=0.48668188)|(compression_score>-0.24763738&oi_vol_15d_robust_z<=-0.23261477),4,4,location|regime,open_interest|volatility_term_structure,context,context|open_interest|volatility_term_structure
