canonical_key,display_arity,structural_depth,groups_used,regime_families_used,location_families_used,all_families_used
(*)|(loc_prev_day_range_pos_48>0.061286978)|(atr_percentile>0.029181769&variance_ratio_10_48<=0.16679472),3,3,location|regime,compression|volatility,context,compression|context|volatility
(*)|(loc_prev_day_range_pos_48>0.87965882&loc_swing_range_pos_24<=0.9866665)|(variance_ratio_10_48>0.45007193),3,3,location|regime,volatility,context,context|volatility
(*)|(*)|(ema50_slope<=0.14285737&true_range_percentile<=0.47584453&variance_ratio_10_48>0.021390539&volatility_ratio_short_long<=0.10360675),4,4,regime,trend|volatility,,trend|volatility
(*)|(loc_range_pos_48<=0.54233098)|(range_expansion_ratio<=0.84516442&true_range_percentile>0.47584453),3,3,location|regime,volatility|volatility_term_structure,context,context|volatility|volatility_term_structure
(*)|(loc_pullback_depth_24<=0.76315796&loc_range_pos_48>0.54233098)|(range_expansion_ratio<=0.84516442&true_range_percentile>0.47584453),4,4,location|regime,volatility|volatility_term_structure,context|path_structure,context|path_structure|volatility|volatility_term_structure
(*)|(loc_pullback_depth_24>0.78787845&loc_range_pos_48>0.54233098)|(range_expansion_ratio<=0.84516442&true_range_percentile>0.47584453),4,4,location|regime,volatility|volatility_term_structure,context|path_structure,context|path_structure|volatility|volatility_term_structure
(*)|(*)|(range_expansion_ratio<=0.98661095&range_expansion_ratio>0.84516442&true_range_percentile>0.47584453),3,3,regime,volatility|volatility_term_structure,,volatility|volatility_term_structure
(*)|(dist_local_swing<=0.52941191)|(direction_entropy_20>0.45102239&prior_range<=0.56973219&realized_volatility_24h<=0.84516442),4,4,location|regime,context|path_structure|volatility,context,context|path_structure|volatility
(*)|(loc_initial_balance_pos_24>0.57409328)|(direction_entropy_20>0.45102239&prior_range<=0.77171522&prior_range>0.56973219&realized_volatility_24h<=0.84516442),5,5,location|regime,context|path_structure|volatility,context,context|path_structure|volatility
(*)|(*)|(direction_entropy_20>0.45102239&prior_range>0.77171522&realized_volatility_24h<=0.84516442),3,3,regime,context|path_structure|volatility,,context|path_structure|volatility
(*)|(*)|(direction_entropy_20>0.45102239&prior_range<=0.91703665&realized_volatility_24h>0.84516442),3,3,regime,context|path_structure|volatility,,context|path_structure|volatility
(*)|(*)|(direction_entropy_20>0.45102239&prior_range>0.91703665&realized_volatility_24h>0.84516442),3,3,regime,context|path_structure|volatility,,context|path_structure|volatility
(*)|(dist_vwap_atr<=0.42718437&loc_initial_balance_pos_48>0.031029694&loc_pullback_depth_24<=0.13170716&zscore_price_200<=0.33578399)|(*),4,4,location,,context|path_structure,context|path_structure
(*)|(dist_vwap_atr<=0.42718437&loc_initial_balance_pos_48>0.031029694&loc_pullback_depth_24<=0.23529378&loc_pullback_depth_24>0.16666709&zscore_price_200<=0.33578399)|(*),5,5,location,,context|path_structure,context|path_structure
(*)|(dist_vwap_atr<=0.42718437&loc_initial_balance_pos_48>0.031029694&loc_pullback_depth_24>0.23529378&zscore_price_200<=0.33578399)|(*),4,4,location,,context|path_structure,context|path_structure
(*)|(dist_vwap_atr>0.42718437&loc_initial_balance_pos_48<=0.59663862)|(bars_since_ema20_ema50_cross_log_norm<=0.85714269&bollinger_band_width<=0.51640534),4,4,location|regime,compression|trend,context,compression|context|trend
(*)|(dist_vwap_atr>0.42718437&loc_initial_balance_pos_48>0.59663862&loc_prev_week_range_pos_24<=0.76713419)|(bars_since_ema20_ema50_cross_log_norm<=0.85714269),4,4,location|regime,trend,context,context|trend
(*)|(dist_vwap_atr>0.42718437&loc_initial_balance_pos_48>0.59663862&loc_prev_week_range_pos_24>0.76713419)|(bars_since_ema20_ema50_cross_log_norm<=0.85714269),4,4,location|regime,trend,context,context|trend
(*)|(dist_vwap_atr>0.42718437&loc_prev_week_range_pos_24>0.90609497)|(bars_since_ema20_ema50_cross_log_norm>0.85714269),3,3,location|regime,trend,context,context|trend
(*)|(loc_bb_channel_pos_48<=0.19512215&loc_pullback_depth_48>0.042900067&zscore_price_50<=0.31451619)|(ema_slope_norm<=0.49150586&true_range_percentile<=0.49602932),5,5,location|regime,trend|volatility,compression|context|path_structure,compression|context|path_structure|trend|volatility
(*)|(loc_bb_channel_pos_48>0.19512215&loc_pullback_depth_48>0.042900067&zscore_price_50<=0.31451619)|(ema_slope_norm<=0.49150586&true_range_percentile<=0.49602932),5,5,location|regime,trend|volatility,compression|context|path_structure,compression|context|path_structure|trend|volatility
(*)|(loc_pullback_depth_48>0.042900067&zscore_price_50>0.31451619)|(bars_since_ema20_ema50_cross_log_norm<=0.37690082&ema_slope_norm<=0.49150586&true_range_percentile<=0.49602932),5,5,location|regime,trend|volatility,context|path_structure,context|path_structure|trend|volatility
(*)|(loc_pullback_depth_48>0.042900067&zscore_price_50>0.31451619)|(bars_since_ema20_ema50_cross_log_norm>0.37690082&ema_slope_norm<=0.49150586&true_range_percentile<=0.49602932),5,5,location|regime,trend|volatility,context|path_structure,context|path_structure|trend|volatility
(*)|(loc_pivot_ladder_pos_24<=0.67567605&loc_pullback_depth_24>0.54233098&loc_session_pos_24<=0.81621879)|(true_range_percentile>0.49602932),4,4,location|regime,volatility,context|path_structure,context|path_structure|volatility
(*)|(loc_pivot_ladder_pos_24>0.67567605&loc_pullback_depth_24>0.54233098&loc_session_pos_24<=0.81621879)|(true_range_percentile>0.49602932),4,4,location|regime,volatility,context|path_structure,context|path_structure|volatility
(*)|(loc_pivot_ladder_pos_48<=0.96866554&loc_session_pos_24>0.81621879)|(prior_volatility>0.84958506&true_range_percentile>0.49602932),4,4,location|regime,context|volatility,context,context|volatility
(*)|(loc_swing_range_pos_24>0.046715096&loc_vwap_dev_z_48<=0.089001521)|(up_down_return_mass_ratio_tanh<=0.44168627&volume_autocorr_48<=0.28717896),4,4,location|regime,liquidity|path_structure,context|liquidity,context|liquidity|path_structure
