fold_id,seed,group,gain,split
0,42,location,3277.0027,390.0
0,42,regime,15135.551,1914.0
1,42,location,1249.7241,105.0
1,42,regime,7409.9697,415.0
2,42,location,3364.2463,403.0
2,42,regime,12127.623,1508.0
3,42,location,3274.484,457.0
3,42,regime,13299.385,1927.0
