families_combo,count
context|perp_tradeability,63
context|perp_tradeability|residual,59
context|open_interest|residual,53
compression|context|perp_tradeability,51
context|open_interest|perp_tradeability|residual,47
context|open_interest,41
asset_state|context|perp_tradeability,39
context|open_interest|perp_tradeability,38
open_interest|perp_tradeability|residual,38
context|residual,35
open_interest,35
perp_tradeability|residual,35
asset_relative_return|context|open_interest|perp_tradeability,34
asset_relative_return|context|perp_tradeability,33
open_interest|residual,31
asset_relative_return|context|residual,31
asset_state|perp_tradeability|residual,30
asset_state|context|perp_tradeability|residual,28
asset_relative_return|context|open_interest,28
context,28
compression|perp_tradeability|residual,26
compression|open_interest|perp_tradeability,25
compression|perp_tradeability,25
asset_state|perp_tradeability,25
compression|context|open_interest|perp_tradeability,24
asset_relative_return|context,23
asset_state|open_interest|perp_tradeability,23
asset_state|context|open_interest,23
open_interest|perp_tradeability,23
asset_relative_return|perp_tradeability,23
asset_relative_return|open_interest|residual,22
compression|context|perp_tradeability|residual,22
asset_relative_return|context|open_interest|residual,21
asset_relative_return|context|perp_tradeability|residual,19
compression|context|open_interest,18
compression|context|residual,17
asset_relative_return|perp_tradeability|residual,16
compression|open_interest|perp_tradeability|residual,16
asset_relative_return|open_interest|perp_tradeability,16
context|open_interest|volatility,15
compression|open_interest|residual,15
context|perp_tradeability|volatility,14
open_interest|path_structure,14
asset_relative_return|open_interest,14
asset_relative_return|compression|context|perp_tradeability,13
asset_relative_return|open_interest|perp_tradeability|residual,13
open_interest|path_structure|perp_tradeability,13
asset_state|open_interest|perp_tradeability|residual,13
asset_relative_return|residual,12
asset_state|context|open_interest|perp_tradeability,12
context|path_structure|perp_tradeability|residual,12
compression|context,12
path_structure,11
context|funding,11
context|perp_carry,11
orderbook|perp_tradeability|residual,11
residual,11
context|path_structure|perp_tradeability,10
compression|perp_tradeability|residual|volatility,10
context|open_interest|residual|volatility,10
compression|path_structure|perp_tradeability,10
asset_relative_return|context|path_structure,10
context|path_structure,10
asset_relative_return|context|open_interest|path_structure|residual,10
asset_state|open_interest|residual,10
perp_tradeability,9
open_interest_location|perp_tradeability,9
context|residual|trend,9
asset_state|open_interest,9
context|funding|open_interest,9
context|open_interest|path_structure|perp_tradeability,9
asset_state|compression|context|perp_tradeability,9
asset_state|compression|perp_tradeability,9
asset_relative_return|asset_state|perp_tradeability|residual,9
asset_state|context|residual,9
asset_relative_return|open_interest|path_structure,9
funding|open_interest|residual,9
asset_relative_return|compression|context|open_interest,8
context|path_structure|residual,8
asset_state|context,8
orderbook|residual,8
context|open_interest|path_structure,8
perp_tradeability|residual|volatility,8
asset_relative_return|context|open_interest|perp_tradeability|residual,8
asset_state|context|path_structure|perp_tradeability,8
compression|context|path_structure|perp_tradeability,8
compression|residual,8
path_structure|residual,8
asset_state|compression|perp_tradeability|residual,8
compression|context|orderbook|perp_tradeability,8
context|open_interest|open_interest_location|residual,7
context|perp_tradeability|trend,7
asset_relative_return|compression|context|residual,7
open_interest|path_structure|residual,7
compression|open_interest,7
context|open_interest|perp_tradeability|residual|volatility,7
context|orderbook|perp_tradeability,7
compression|open_interest|path_structure|perp_tradeability,7
asset_relative_return|compression|perp_tradeability,7
compression|context|open_interest|residual,7
asset_relative_return|compression|open_interest,7
asset_state|compression|context|residual,7
context|funding|open_interest|perp_tradeability,6
asset_relative_return|context|path_structure|perp_tradeability,6
asset_relative_return|asset_state|context,6
asset_state,6
context|perp_tradeability|residual|volatility,6
asset_relative_return|asset_state|open_interest,6
asset_state|path_structure|perp_tradeability|residual,6
asset_relative_return|open_interest|residual|volatility,6
asset_relative_return|open_interest|path_structure|perp_tradeability,6
open_interest|perp_tradeability|volatility,6
asset_state|path_structure|perp_tradeability,6
asset_state|compression|path_structure|perp_tradeability,6
asset_relative_return|context|residual|trend,6
asset_relative_return|context|orderbook,6
asset_relative_return|open_interest|path_structure|residual,6
asset_relative_return|context|trend,5
context|funding|perp_tradeability|volatility,5
