canonical_key,display_arity,structural_depth,groups_used,regime_families_used,location_families_used,all_families_used
(*)|(dist_prior_day_high>0.033657067)|(mark_vs_perp_bps>0.32001621&prior_range<=0.1788338&volume_trend_48<=-0.116089),4,4,location|regime,context|liquidity|perp_tradeability,context,context|liquidity|perp_tradeability
(*)|(dist_prior_day_high>0.033657067)|(mark_vs_perp_bps>0.32001621&prior_range<=0.1788338&volume_trend_48>-0.116089),4,4,location|regime,context|liquidity|perp_tradeability,context,context|liquidity|perp_tradeability
(*)|(*)|(asset_funding_rate_mean_7d>-0.0000038158564&mark_vs_perp_bps<=1.8240614&prior_range>0.1788338),3,3,regime,context|perp_tradeability,,context|perp_tradeability
(*)|(*)|(mark_vs_perp_bps>1.8240614&prior_range>0.1788338&trend_pct_mkt_resid<=-0.0087561132),3,3,regime,context|perp_tradeability|residual,,context|perp_tradeability|residual
(*)|(*)|(mark_vs_perp_bps>1.8240614&prior_range>0.1788338&trend_pct_mkt_resid>-0.0087561132),3,3,regime,context|perp_tradeability|residual,,context|perp_tradeability|residual
(*)|(*)|(asset_ret_vs_universe_4h>0.026589299&mark_vs_perp_bps<=-0.34710068&range_24h_pct<=0.055619359),3,3,regime,asset_relative_return|compression|perp_tradeability,,asset_relative_return|compression|perp_tradeability
(*)|(*)|(dist_oiw_abs_delta_12h_atr<=0.44176611&mark_vs_perp_bps<=-1.7087995&prior_volatility<=0.39207774&range_24h_pct>0.055619359),4,4,regime,compression|context|perp_tradeability,,compression|context|perp_tradeability
(*)|(*)|(mark_vs_perp_bps>-1.7087995&range_24h_pct>0.055619359&realized_volatility_24h<=0.56895018&trend_pct_resid<=-0.0037370247),4,4,regime,compression|perp_tradeability|residual|volatility,,compression|perp_tradeability|residual|volatility
(*)|(*)|(mark_vs_perp_bps>-1.7087995&range_24h_pct>0.055619359&realized_volatility_24h>0.56895018&trend_pct_resid<=-0.0037370247),4,4,regime,compression|perp_tradeability|residual|volatility,,compression|perp_tradeability|residual|volatility
(*)|(*)|(mark_vs_perp_bps>-1.7087995&range_24h_pct>0.055619359&rv_24h<=0.25743553&trend_pct_resid>-0.0037370247),4,4,regime,compression|perp_tradeability|residual|volatility,,compression|perp_tradeability|residual|volatility
(*)|(dist_prior_day_high>0.015100802)|(asset_atr_level_pct<=0.43259209&mark_perp_dislocation<=0.0000216719),3,3,location|regime,asset_state|perp_tradeability,context,asset_state|context|perp_tradeability
(*)|(dist_rolling_7d_high<=0.2313963)|(asset_atr_level_pct>0.43259209&price_rv_15d_robust_z>0.96694613),3,3,location|regime,asset_state|open_interest,context,asset_state|context|open_interest
(*)|(dist_rolling_7d_high>0.2313963)|(asset_atr_level_pct>0.43259209&oi_1d_x_funding_1d_chg<=0.066299431),3,3,location|regime,asset_state|open_interest,context,asset_state|context|open_interest
