regime_families_combo,count
trend|volatility,1684
volatility,965
trend,105
trend|volatility|volatility_term_structure,70
volatility|volatility_term_structure,47
,29
compression|volatility,6
trend|volatility_term_structure,4
compression|trend|volatility,4
