fold_id,seed,group,gain,split
0,42,location,1307.7607,140.0
0,42,regime,2395.5623,249.0
1,42,location,2170.89,340.0
1,42,regime,4556.1597,715.0
2,42,location,271.01215,31.0
2,42,regime,493.59167,60.0
3,42,location,2502.6694,506.0
3,42,regime,4990.6987,1079.0
4,42,location,593.9199,76.0
4,42,regime,864.5904,118.0
