fold_id,target_mean,target_std,target_p1,target_p50,target_p99
0,0.0031671026,0.497149,-0.9628446,-0.00034329016,0.95609945
1,0.004316658,0.49686816,-0.96287125,0.0019456029,0.95644635
2,0.007072888,0.49651644,-0.9620515,0.009348186,0.9569923
3,0.009209772,0.49664843,-0.96425724,0.009141897,0.9577656
4,0.009503749,0.49628285,-0.9629687,0.00992558,0.9567868
