regime_families_combo,count
trend|volatility,1276
volatility,953
trend|volatility|volatility_term_structure,149
volatility|volatility_term_structure,118
trend,10
,6
compression|volatility|volatility_term_structure,5
compression|trend|volatility|volatility_term_structure,5
trend|volatility_term_structure,5
volatility_term_structure,2
compression|trend,2
compression|volatility_term_structure,2
