feature_a,feature_b,lift,final_pair_score
ffd_dist_ema_slow_04,liq_low,13.490313292615912,13.490313292615912
z_vwap_12,dist_from_high_event_12h,11.744680851063828,11.744680851063828
trend_slope_48h,vol_high,11.533797823913357,11.533797823913357
z_vwap_12,liq_low,10.241954571483108,10.241954571483108
bb_pos_24,dist_from_high_event_12h,10.046712947792756,10.046712947792756
kf_atr_mean,ffd_amihud_04,9.917355371900827,9.917355371900827
prog_eff_12,liq_low,9.885916274549682,9.885916274549682
bb_pos_24,trend_slope_120h,9.764445131694243,9.764445131694243
rng_z,mr_pct,9.48231712774859,9.48231712774859
ll_count_12,liq_low,9.431635614249064,9.431635614249064
z_vwap_24,dist_from_high_event_12h,9.254185692541858,9.254185692541858
vol_expansion_ratio,dist_from_high_event_12h,9.12431031895099,9.12431031895099
ll_count_12,vw_breakout,8.979665467373549,8.979665467373549
z_vwap_12,rng_z,8.615343396691033,8.615343396691033
t_be_proxy,liq_low,8.52542119659782,8.52542119659782
bb_pos_24,ffd_dist_ema_fast_04,8.439634212586771,8.439634212586771
ffd_cvar_5pct_06,z_vwap_24,8.43847237152972,8.43847237152972
mr_pct,cusum_strength_norm,8.13380102689238,8.13380102689238
hh_count_12,dist_from_high_event_12h,7.552691826571313,7.552691826571313
tfq_dir2h_abs_prod,mr_pct,7.535827717096599,7.535827717096599
bb_pos_24,vol_scale,7.107263874256101,7.107263874256101
trend_age_hours,trend_slope_120h,8.8714976309181,7.09719810473448
trend_slope_48h,ffd_cvar_5pct_06,7.082742063598312,7.082742063598312
vw_breakout,trend_slope_120h,6.952708020086579,6.952708020086579
z_vwap_12,amihud_z,6.750442915413456,6.750442915413456
liq_low,vol_z_30_calm,6.487592662386711,6.487592662386711
tfq_dir2h_abs_prod,rng_z,6.4030276351337765,6.4030276351337765
trend_slope_48h,z_vwap_12,6.270384550927538,6.270384550927538
ts_12,rng_z,6.058231882838535,6.058231882838535
rvol_hod_base,vol_scale,5.927984331297967,5.927984331297967
mr_pct,dist_from_high_event_12h,5.785310734463276,5.785310734463276
liq_low,vol_high,5.76350001637358,5.76350001637358
vol_expansion_ratio,kf_atr_mean,5.7406904050013585,5.7406904050013585
reject_dir2h_abs_prod,bb_pos_24,5.733214652029963,5.733214652029963
vol_scale,vol_high,7.136576885854295,5.709261508683436
ffd_cvar_5pct_06,cusum_strength_norm,5.659931436354996,5.659931436354996
z_vwap_12,z_vwap_24,7.052278246392564,5.641822597114052
ffd_dist_ema_slow_04,ffd_dist_ema_fast_04,7.014388794351029,5.611511035480824
rng_z,z_vwap_24,5.58507295690767,5.58507295690767
trend_slope_48h,amihud_z,5.489371616467146,5.489371616467146
trend_slope_48h,vw_breakout,5.476626996776064,5.476626996776064
ffd_dist_ema_fast_04,cusum_strength_norm,5.429101471853328,5.429101471853328
bb_pos_24,ll_count_12,5.408249974131202,5.408249974131202
z_vwap_24,liq_low,5.385353921418743,5.385353921418743
ll_count_12,ffd_amihud_04,5.245352330596695,5.245352330596695
rng_z,trend_slope_120h,5.184754087050286,5.184754087050286
vol_expansion_ratio,rng_z,5.16089494340415,5.16089494340415
grind_score,kf_atr_mean,5.154062317671027,5.154062317671027
