group,raw_source_features,generated_booleans,retained,dropped,drop_reason_all_zeros,drop_reason_all_ones,drop_reason_low_support,drop_reason_duplicate,support_min,support_p25,support_median,support_p75,support_max
regime,3,54,54,0,0,0,0,0,78235.0,119357.0,204925.0,256280.0,331002.0
location,4,72,72,0,0,0,0,0,78235.0,119357.0,204925.0,256280.0,331002.0
