strategy_id,confidence_band,live_traded_symbol_group,rows,symbols,gross_hit_rate,net_hit_rate,mean_net_return,mean_gross_return,gross_hit_delta_vs_live_traded,within_5pct_of_live_traded
long_bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,"(0.76, 0.82]",False,309,74,0.5436893203883495,0.5275080906148867,0.011335928270222008,0.01822059230051999,0.29924487594390503,True
long_bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,"(0.76, 0.82]",True,45,6,0.24444444444444444,0.24444444444444444,0.0013542915074161274,0.00822896376734111,,False
long_bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,"(0.82, 0.88]",False,977,74,0.5220061412487206,0.5015353121801432,0.011380921546538815,0.01826563057197743,0.09734860700214526,True
long_bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,"(0.82, 0.88]",True,146,6,0.4246575342465753,0.3904109589041096,0.011784027862644007,0.01866914030224296,,False
long_bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,"(0.88, 0.94]",False,1212,75,0.5816831683168316,0.556930693069307,0.01796708728328166,0.02485838908029034,0.09811509319946077,True
long_bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,"(0.88, 0.94]",True,213,6,0.4835680751173709,0.4647887323943662,0.01744503010918899,0.02433580926969179,,False
long_bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,"(0.94, 1.0]",False,2780,71,0.616546762589928,0.6093525179856115,0.022246107540978433,0.029141692611850633,-0.033304869457549735,True
long_bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,"(0.94, 1.0]",True,674,6,0.6498516320474778,0.6379821958456974,0.03662611153997294,0.04353609102428074,,False
long_dist_ema20_atr_-0_92271453_loc_bb_channel_pos_48_0_60767579_leverage_build_score_0_45107844_return_autocorr_48_1_18643_rolling_range_20_-0_25967735,"(0.76, 0.82]",False,391,76,0.47570332480818417,0.4475703324808184,0.01170367594029142,0.018588708084586448,-0.09572524662038723,False
long_dist_ema20_atr_-0_92271453_loc_bb_channel_pos_48_0_60767579_leverage_build_score_0_45107844_return_autocorr_48_1_18643_rolling_range_20_-0_25967735,"(0.76, 0.82]",True,56,6,0.5714285714285714,0.5535714285714286,0.01944594475690631,0.026338727261172683,,False
long_dist_ema20_atr_-0_92271453_loc_bb_channel_pos_48_0_60767579_leverage_build_score_0_45107844_return_autocorr_48_1_18643_rolling_range_20_-0_25967735,"(0.82, 0.88]",False,1203,81,0.5054031587697423,0.4696591853699086,0.014442795255751924,0.021330569166970396,0.07493958261080191,True
long_dist_ema20_atr_-0_92271453_loc_bb_channel_pos_48_0_60767579_leverage_build_score_0_45107844_return_autocorr_48_1_18643_rolling_range_20_-0_25967735,"(0.82, 0.88]",True,151,6,0.4304635761589404,0.423841059602649,0.007557395311758297,0.014438277073698333,,False
long_dist_ema20_atr_-0_92271453_loc_bb_channel_pos_48_0_60767579_leverage_build_score_0_45107844_return_autocorr_48_1_18643_rolling_range_20_-0_25967735,"(0.88, 0.94]",False,1421,68,0.5559465165376496,0.5102040816326531,0.016524897348469472,0.023414755487449843,0.0438692218516592,True
long_dist_ema20_atr_-0_92271453_loc_bb_channel_pos_48_0_60767579_leverage_build_score_0_45107844_return_autocorr_48_1_18643_rolling_range_20_-0_25967735,"(0.88, 0.94]",True,207,6,0.5120772946859904,0.5024154589371981,0.04023338078932462,0.047146971495209994,,False
long_dist_ema20_atr_-0_92271453_loc_bb_channel_pos_48_0_60767579_leverage_build_score_0_45107844_return_autocorr_48_1_18643_rolling_range_20_-0_25967735,"(0.94, 1.0]",False,1415,61,0.5469964664310955,0.5236749116607774,0.017924022242038214,0.0248152809476893,-0.024432104997475945,True
long_dist_ema20_atr_-0_92271453_loc_bb_channel_pos_48_0_60767579_leverage_build_score_0_45107844_return_autocorr_48_1_18643_rolling_range_20_-0_25967735,"(0.94, 1.0]",True,336,6,0.5714285714285714,0.5714285714285714,0.05773730304207073,0.06466841471104197,,False
short_asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,"(0.76, 0.82]",False,309,63,0.7605177993527508,0.7443365695792881,0.03320987278767852,0.040116432718701495,0.1815704309316981,True
short_asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,"(0.76, 0.82]",True,38,6,0.5789473684210527,0.5789473684210527,0.014212681330281722,0.02110022526775948,,False
short_asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,"(0.82, 0.88]",False,988,68,0.7196356275303644,0.7054655870445344,0.03274565752518058,0.0396517526026491,0.10649694139897747,True
short_asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,"(0.82, 0.88]",True,137,6,0.6131386861313869,0.6131386861313869,0.02025216464708042,0.027145753805318654,,False
short_asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,"(0.88, 0.94]",False,756,59,0.6970899470899471,0.6878306878306878,0.03334412952257086,0.040250823735140585,0.05862840862840868,True
short_asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,"(0.88, 0.94]",True,130,6,0.6384615384615384,0.6384615384615384,0.015267801017888428,0.022156401009795358,,False
short_asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,"(0.94, 1.0]",False,323,43,0.6439628482972136,0.6377708978328174,0.03593314678262146,0.042842432684716616,-0.20509375547637132,False
short_asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,"(0.94, 1.0]",True,53,5,0.8490566037735849,0.8490566037735849,0.03849502735634272,0.04540687755396225,,False
short_bollinger_band_width_-0_0062114433_oi_value_z_90d_0_082444385_price_rv_15d_robust_z_0_060036644,"(0.76, 0.82]",False,85,28,0.7529411764705882,0.7411764705882353,0.016503955754484417,0.023393792902375452,0.6418300653594771,True
short_bollinger_band_width_-0_0062114433_oi_value_z_90d_0_082444385_price_rv_15d_robust_z_0_060036644,"(0.76, 0.82]",True,9,2,0.1111111111111111,0.1111111111111111,0.007734866516945629,0.014615925613943275,,False
short_bollinger_band_width_-0_0062114433_oi_value_z_90d_0_082444385_price_rv_15d_robust_z_0_060036644,"(0.82, 0.88]",False,160,31,0.71875,0.7125,0.013114821144744998,0.020001265855158035,0.15625,True
short_bollinger_band_width_-0_0062114433_oi_value_z_90d_0_082444385_price_rv_15d_robust_z_0_060036644,"(0.82, 0.88]",True,16,4,0.5625,0.5625,0.016511706492008667,0.023401551453684118,,False
short_bollinger_band_width_-0_0062114433_oi_value_z_90d_0_082444385_price_rv_15d_robust_z_0_060036644,"(0.88, 0.94]",False,112,20,0.7589285714285714,0.7589285714285714,0.015460367339575174,0.022349159811388613,0.1118697478991596,True
short_bollinger_band_width_-0_0062114433_oi_value_z_90d_0_082444385_price_rv_15d_robust_z_0_060036644,"(0.88, 0.94]",True,17,3,0.6470588235294118,0.6470588235294118,0.01946340263532545,0.026356202576120685,,False
short_bollinger_band_width_-0_0062114433_oi_value_z_90d_0_082444385_price_rv_15d_robust_z_0_060036644,"(0.94, 1.0]",False,64,12,0.84375,0.84375,0.01158090085398546,0.01846581019244186,-0.15625,False
short_bollinger_band_width_-0_0062114433_oi_value_z_90d_0_082444385_price_rv_15d_robust_z_0_060036644,"(0.94, 1.0]",True,5,1,1.0,1.0,0.05614397637501907,0.06307349350585814,,False
