model,side,kind,score,degenerate,fit_status,failure_reason,metrics_are_fallback,constant_prediction_warning,training_warnings,reg_head_target_name,reg_head_calibration_method,passed,top5_features,top10_features,H,is_winner,downstream_blocked,variant,selected_feature_count,used_feature_count,checks.pr_auc_ge_threshold.pass,checks.pr_auc_ge_threshold.emoji,checks.pr_auc_ge_random.pass,checks.pr_auc_ge_random.emoji,checks.brier_and_logloss_improve_ge_2pct.pass,checks.brier_and_logloss_improve_ge_2pct.emoji,checks.liftk_and_preck_lift.pass,checks.liftk_and_preck_lift.emoji,checks.bootstrap_prec20_cv_le_0_30.pass,checks.bootstrap_prec20_cv_le_0_30.emoji,checks.delta_logloss_le_minus_0_5pct.pass,checks.delta_logloss_le_minus_0_5pct.emoji,checks.logloss_improves_in_ge_70pct_folds.pass,checks.logloss_improves_in_ge_70pct_folds.emoji,checks.worst_fold_delta_logloss_ge_0_5pct_improve.pass,checks.worst_fold_delta_logloss_ge_0_5pct_improve.emoji,metrics.auc,metrics.ic,metrics.ic_ret,metrics.median_ic_t30,metrics.std_ic_t30,metrics.ic_std,metrics.brier,metrics.logloss,metrics.pr_auc,metrics.pr_auc_threshold,metrics.brier_improvement,metrics.logloss_improvement,metrics.lift_at_20pct,metrics.precision_lift_abs,metrics.bootstrap_prec20_cv,metrics.fold_logloss_improvement_ratio,metrics.worst_fold_logloss_improvement,metrics.pr_auc_random,metrics.ece,metrics.ic_stability,metrics.mean_ic,metrics.decile_spearman,metrics.months_rho_decile_gt_0,metrics.median_ic_m,metrics.months_ic_m_lt_neg_01,metrics.ir_weekly,metrics.prec_at_10pct,metrics.recall_at_10pct,metrics.lift_at_10pct,metrics.prec_at_20pct,metrics.recall_at_20pct,metrics.prec_at_30pct,metrics.recall_at_30pct,metrics.lift_at_30pct,metrics.timeout_rate_at_20pct,metrics.timeout_rate_at_bot50pct,training_diagnostics.n_total,training_diagnostics.n_eval,training_diagnostics.class_counts.neg,training_diagnostics.class_counts.pos,training_diagnostics.extratrees_training_disabled,training_diagnostics.candidate_oof_coverage.lgbm_pipeline,support.n_total,support.n_positive,support.n_negative,support.minority_support_pct,feature_importance.selected_feature_count,feature_importance.used_feature_count,feature_importance.used_feature_fraction,feature_importance.top_gain_features,feature_importance.top_split_features
short_price_trend_7d_vol_norm_0_13399115_H10:lgbm_pipeline,short,price_trend_7d_vol_norm_0_13399115,0.756172138778201,False,trained,,False,False,[],positive_part_residualized_return_over_realized_vol,identity,False,"['G_VOL', 'compression_score_G_VOL_0', 'compression_score_G_VOL_1', 'atr_percentile_G_VOL_0', 'atr_percentile_G_VOL_1']","['G_VOL', 'compression_score_G_VOL_0', 'compression_score_G_VOL_1', 'atr_percentile_G_VOL_0', 'atr_percentile_G_VOL_1', 'ret1h_G_VOL_0', 'ret1h_G_VOL_1', 'abs_ret_per_oi_z_24h', 'accel_5h', 'adx_10']",10,True,False,primary,489,0,True,✅,True,✅,True,✅,True,✅,True,✅,True,✅,False,⚠️,False,⚠️,0.6938505073273736,0.3259622599096986,0.2424348265680333,0.20450694495167374,0.0320959899535838,0.05272231971797084,0.21235038385924895,0.6134767495318219,0.5914241077826302,0.475125,0.09877434865928147,0.07624652136874217,1.6324651407524338,0.24040000000000006,0.018242995045656442,0.0,-1.0,,,,,,0,,0,,0.707,0.1860036832412523,1.860036832412523,0.6205,0.3264930281504867,0.5766666666666667,0.4551433833201789,1.517144611067263,0.309,0.6524,202752,10000,125746,77006,True,0.049321338383838384,202752,77006,125746,37.98038983585859,489,0,0.0,[],[]
short_dist_prior_day_high_0_038048483_dist_rolling_7d_high_0_16486499_bollinger_band_width_0_0096517922_H10:lgbm_pipeline,short,dist_prior_day_high_0_038048483_dist_rolling_7d_high_0_16486499_bollinger_band_width_0_0096517922,0.7215465872013905,False,trained,,False,False,[],positive_part_residualized_return_over_realized_vol,identity,False,"['G_VOL', 'compression_score_G_VOL_0', 'compression_score_G_VOL_1', 'atr_percentile_G_VOL_0', 'atr_percentile_G_VOL_1']","['G_VOL', 'compression_score_G_VOL_0', 'compression_score_G_VOL_1', 'atr_percentile_G_VOL_0', 'atr_percentile_G_VOL_1', 'ret1h_G_VOL_0', 'ret1h_G_VOL_1', 'abs_ret_per_oi_z_24h', 'accel_5h', 'adx_10']",10,True,False,primary,489,0,True,✅,True,✅,True,✅,True,✅,True,✅,True,✅,False,⚠️,False,⚠️,0.6356882320378693,0.2271249575191341,0.19251480365087012,0.19523056756352591,0.05589207814848237,0.046784363738484915,0.22222151237184476,0.6359106116600708,0.5210333953247257,0.464375,0.048251943102605,0.03613277789324024,1.4939434724091523,0.18350000000000005,0.021566772426659612,0.0,-1.0,,,,,,0,,0,,0.64,0.17227456258411844,1.7227456258411844,0.555,0.29878869448183043,0.5096666666666667,0.41157469717362044,1.3719156572454017,0.3955,0.6736,249512,10000,156821,92691,True,0.040078232710250405,249512,92691,156821,37.14891468145821,489,0,0.0,[],[]
long_dist_ema200_atr_-0_1483798_dist_rolling_7d_high_0_21305346_H5:lgbm_pipeline,long,dist_ema200_atr_-0_1483798_dist_rolling_7d_high_0_21305346,0.7378108412138256,False,trained,,False,False,[],positive_part_residualized_return_over_realized_vol,identity,False,"['G_VOL', 'compression_score_G_VOL_0', 'compression_score_G_VOL_1', 'atr_percentile_G_VOL_0', 'atr_percentile_G_VOL_1']","['G_VOL', 'compression_score_G_VOL_0', 'compression_score_G_VOL_1', 'atr_percentile_G_VOL_0', 'atr_percentile_G_VOL_1', 'ret1h_G_VOL_0', 'ret1h_G_VOL_1', 'abs_ret_per_oi_z_24h', 'accel_5h', 'adx_10']",5,True,False,primary,473,0,True,✅,True,✅,True,✅,True,✅,True,✅,True,✅,False,⚠️,False,⚠️,0.6538512226512225,0.25731358397735354,0.23023699483889248,0.2626929408582588,0.044612112468287356,0.028426108318033997,0.21654893028003022,0.6236487470139805,0.549683944500184,0.4625,0.07100416010283046,0.05358013399699905,1.614864864864865,0.22750000000000004,0.01638998638124807,0.0,-1.0,,,,,,0,,0,,0.687,0.18567567567567567,1.8567567567567569,0.5975,0.32297297297297295,0.5323333333333333,0.4316216216216216,1.4387387387387387,0.314,0.6838,215949,10000,136077,79872,True,0.04630722994781175,215949,79872,136077,36.9865107039162,473,0,0.0,[],[]
long_loc_bb_channel_pos_48_0_63256526_zscore_price_200_-0_64289832_xasset_asset_minus_basket_fund_z_0_1707595_H5:lgbm_pipeline,long,loc_bb_channel_pos_48_0_63256526_zscore_price_200_-0_64289832_xasset_asset_minus_basket_fund_z_0_1707595,0.7463017911916965,False,trained,,False,False,[],positive_part_residualized_return_over_realized_vol,identity,False,"['G_VOL', 'compression_score_G_VOL_0', 'compression_score_G_VOL_1', 'atr_percentile_G_VOL_0', 'atr_percentile_G_VOL_1']","['G_VOL', 'compression_score_G_VOL_0', 'compression_score_G_VOL_1', 'atr_percentile_G_VOL_0', 'atr_percentile_G_VOL_1', 'ret1h_G_VOL_0', 'ret1h_G_VOL_1', 'abs_ret_per_oi_z_24h', 'accel_5h', 'adx_10']",5,True,False,primary,473,0,True,✅,True,✅,True,✅,True,✅,True,✅,True,✅,False,⚠️,False,⚠️,0.6560207931474602,0.261972643220963,0.2217523439390752,0.2110995639643606,0.03766737303055811,0.042375507823673574,0.21793875981400151,0.6262482039563931,0.5561323140510139,0.471625,0.07238277544533142,0.055043275183893244,1.5372382719321493,0.20269999999999994,0.020105728790534794,0.0,-1.0,,,,,,0,,0,,0.683,0.181023058574079,1.8102305857407899,0.58,0.3074476543864299,0.5383333333333333,0.42804134640869335,1.4268044880289776,0.3405,0.6642,253208,10000,157643,95565,True,0.03949322296293956,253208,95565,157643,37.74169852453319,473,0,0.0,[],[]
long_asset_funding_z_-0_46231303_asset_minus_mkt_oi_1d_peer_resid_-0_13293807_compression_score_1_5446399_oi_value_z_90d_0_23918504_H5:lgbm_pipeline,long,asset_funding_z_-0_46231303_asset_minus_mkt_oi_1d_peer_resid_-0_13293807_compression_score_1_5446399_oi_value_z_90d_0_23918504,0.7354656630748655,False,trained,,False,False,[],positive_part_residualized_return_over_realized_vol,identity,False,"['G_VOL', 'compression_score_G_VOL_0', 'compression_score_G_VOL_1', 'atr_percentile_G_VOL_0', 'atr_percentile_G_VOL_1']","['G_VOL', 'compression_score_G_VOL_0', 'compression_score_G_VOL_1', 'atr_percentile_G_VOL_0', 'atr_percentile_G_VOL_1', 'ret1h_G_VOL_0', 'ret1h_G_VOL_1', 'abs_ret_per_oi_z_24h', 'accel_5h', 'adx_10']",5,True,False,primary,473,0,True,✅,True,✅,True,✅,True,✅,True,✅,True,✅,False,⚠️,False,⚠️,0.6427104616578301,0.24106990758670585,0.2025534213435735,0.21412310993655093,0.04719868171705329,0.04108946879476338,0.22228821377055755,0.6357373190336274,0.5506730514529635,0.486875,0.06519009431416818,0.04904325176807571,1.5263157894736843,0.20500000000000002,0.020001200699965867,0.0,-1.0,,,,,,0,,0,,0.681,0.1748395378690629,1.748395378690629,0.5945,0.30526315789473685,0.5416666666666666,0.417201540436457,1.3906718014548565,0.338,0.6498,277025,10000,169011,108014,True,0.03609782510603736,277025,108014,169011,38.99070481003519,473,0,0.0,[],[]
long_dist_ema200_atr_-0_0094806282_funding_mean_10d_robust_z_0_7143302_return_autocorr_48_0_33558166_H5:lgbm_pipeline,long,dist_ema200_atr_-0_0094806282_funding_mean_10d_robust_z_0_7143302_return_autocorr_48_0_33558166,0.7477906226348848,False,trained,,False,False,[],positive_part_residualized_return_over_realized_vol,identity,False,"['G_VOL', 'compression_score_G_VOL_0', 'compression_score_G_VOL_1', 'atr_percentile_G_VOL_0', 'atr_percentile_G_VOL_1']","['G_VOL', 'compression_score_G_VOL_0', 'compression_score_G_VOL_1', 'atr_percentile_G_VOL_0', 'atr_percentile_G_VOL_1', 'ret1h_G_VOL_0', 'ret1h_G_VOL_1', 'abs_ret_per_oi_z_24h', 'accel_5h', 'adx_10']",5,True,False,primary,473,0,True,✅,True,✅,True,✅,True,✅,True,✅,True,✅,False,⚠️,False,⚠️,0.6717708062075275,0.2866653928000161,0.261704932896618,0.23214948270862357,0.029985748161416675,0.016418470446912498,0.2133298200645098,0.6166389158448922,0.5607255687331041,0.45775000000000005,0.08086142713215164,0.061292716879677356,1.6357181867831785,0.23279999999999995,0.02029515066477966,0.0,-1.0,,,,,,0,,0,,0.694,0.18951392681594756,1.8951392681594754,0.599,0.3271436373566357,0.5486666666666666,0.4494811578372474,1.4982705261241578,0.344,0.685,204022,10000,129316,74706,True,0.049014321984883986,204022,74706,129316,36.61663938202743,473,0,0.0,[],[]
long_pullback_depth_-0_46066526_compression_score_-0_4311325_oi_rank_0_29613096_H5:lgbm_pipeline,long,pullback_depth_-0_46066526_compression_score_-0_4311325_oi_rank_0_29613096,0.7525271259041103,False,trained,,False,False,[],positive_part_residualized_return_over_realized_vol,identity,False,"['G_VOL', 'compression_score_G_VOL_0', 'compression_score_G_VOL_1', 'atr_percentile_G_VOL_0', 'atr_percentile_G_VOL_1']","['G_VOL', 'compression_score_G_VOL_0', 'compression_score_G_VOL_1', 'atr_percentile_G_VOL_0', 'atr_percentile_G_VOL_1', 'ret1h_G_VOL_0', 'ret1h_G_VOL_1', 'abs_ret_per_oi_z_24h', 'accel_5h', 'adx_10']",5,True,False,primary,473,0,True,✅,True,✅,True,✅,True,✅,True,✅,True,✅,False,⚠️,False,⚠️,0.6778774501718879,0.29673653723424026,0.2486988744358694,0.24560107289936958,0.05183492899379797,0.06740823839408712,0.21009170215494388,0.6087320471633603,0.576322893964743,0.456875,0.09407990757204533,0.07278582864538807,1.6716826265389877,0.2455,0.02182827063007669,0.0,-1.0,,,,,,0,,0,,0.708,0.19370725034199726,1.9370725034199725,0.611,0.33433652530779756,0.5513333333333333,0.452530779753762,1.50843593251254,0.294,0.6826,209096,10000,132707,76389,True,0.04782492252362551,209096,76389,132707,36.53298006657229,473,0,0.0,[],[]
long_leverage_build_score_0_47693476_up_down_return_mass_ratio_tanh_0_32363921_H5:lgbm_pipeline,long,leverage_build_score_0_47693476_up_down_return_mass_ratio_tanh_0_32363921,0.7385499315693029,False,trained,,False,False,[],positive_part_residualized_return_over_realized_vol,identity,False,"['G_VOL', 'compression_score_G_VOL_0', 'compression_score_G_VOL_1', 'atr_percentile_G_VOL_0', 'atr_percentile_G_VOL_1']","['G_VOL', 'compression_score_G_VOL_0', 'compression_score_G_VOL_1', 'atr_percentile_G_VOL_0', 'atr_percentile_G_VOL_1', 'ret1h_G_VOL_0', 'ret1h_G_VOL_1', 'abs_ret_per_oi_z_24h', 'accel_5h', 'adx_10']",5,True,False,primary,473,0,True,✅,True,✅,True,✅,True,✅,True,✅,True,✅,False,⚠️,False,⚠️,0.6508383431665794,0.2534679703928718,0.23680248927832817,0.22814575679208332,0.05450348825955582,0.04739528589336878,0.2198229152475244,0.6305125542681423,0.5556672441426139,0.47350000000000003,0.06581789084380915,0.04967952994977624,1.5747096092925026,0.2177,0.020343188885637097,0.0,-1.0,,,,,,0,,0,,0.697,0.18400211193241817,1.8400211193241813,0.5965,0.3149419218585005,0.5416666666666666,0.42898627243928195,1.429954241464273,0.3425,0.6724,186030,10000,115579,70451,True,0.05375477073590281,186030,70451,115579,37.87077353115089,473,0,0.0,[],[]
long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366_H5:lgbm_pipeline,long,asset_vol_level_pct_0_20587213_compression_score_-0_99787366,0.759493862428387,False,trained,,False,False,[],positive_part_residualized_return_over_realized_vol,identity,False,"['G_VOL', 'compression_score_G_VOL_0', 'compression_score_G_VOL_1', 'atr_percentile_G_VOL_0', 'atr_percentile_G_VOL_1']","['G_VOL', 'compression_score_G_VOL_0', 'compression_score_G_VOL_1', 'atr_percentile_G_VOL_0', 'atr_percentile_G_VOL_1', 'ret1h_G_VOL_0', 'ret1h_G_VOL_1', 'abs_ret_per_oi_z_24h', 'accel_5h', 'adx_10']",5,True,False,primary,473,0,True,✅,True,✅,True,✅,True,✅,True,✅,True,✅,False,⚠️,False,⚠️,0.6853491256511661,0.30988931045208484,0.2582680190167911,0.2672012111448949,0.035948453440817964,0.03550887931730106,0.20876233475763825,0.6062547357164738,0.5893451897567501,0.46175,0.1038075357728667,0.07952932431389453,1.731185706551164,0.27009999999999995,0.018149711288833914,0.0,-1.0,,,,,,0,,0,,0.741,0.2005955603681646,2.0059556036816457,0.6395,0.3462371413102328,0.565,0.4588521927449919,1.5295073091499727,0.299,0.698,219830,10000,138608,81222,True,0.04548969658372379,219830,81222,138608,36.947641359232136,473,0,0.0,[],[]
long_bars_in_high_vol_state_log_norm_-0_20418568_dist_prior_day_high_0_01316009_prior_volatility_-0_74141055_H5:lgbm_pipeline,long,bars_in_high_vol_state_log_norm_-0_20418568_dist_prior_day_high_0_01316009_prior_volatility_-0_74141055,0.7440006814862562,False,trained,,False,False,[],positive_part_residualized_return_over_realized_vol,identity,False,"['G_VOL', 'compression_score_G_VOL_0', 'compression_score_G_VOL_1', 'atr_percentile_G_VOL_0', 'atr_percentile_G_VOL_1']","['G_VOL', 'compression_score_G_VOL_0', 'compression_score_G_VOL_1', 'atr_percentile_G_VOL_0', 'atr_percentile_G_VOL_1', 'ret1h_G_VOL_0', 'ret1h_G_VOL_1', 'abs_ret_per_oi_z_24h', 'accel_5h', 'adx_10']",5,True,False,primary,473,0,True,✅,True,✅,True,✅,True,✅,True,✅,True,✅,False,⚠️,False,⚠️,0.6508130423417238,0.2534645626337697,0.22929724962655182,0.2043397146539497,0.039295673478446,0.03896189711981477,0.21783743357296234,0.6260036777573296,0.5549281184483064,0.473875,0.07454124666692491,0.05668610508291546,1.5365338960696386,0.20340000000000003,0.018732169055242966,0.0,-1.0,,,,,,0,,0,,0.669,0.17647058823529413,1.7647058823529413,0.5825,0.30730677921392774,0.5406666666666666,0.4278554471115801,1.4261848237052668,0.3945,0.693,198547,10000,123335,75212,True,0.05036590832397367,198547,75212,123335,37.881206968627076,473,0,0.0,[],[]
long_amihud_illiq_1_6657294_H5:lgbm_pipeline,long,amihud_illiq_1_6657294,0.7252603010378088,False,trained,,False,False,[],positive_part_residualized_return_over_realized_vol,identity,False,"['G_VOL', 'compression_score_G_VOL_0', 'compression_score_G_VOL_1', 'atr_percentile_G_VOL_0', 'atr_percentile_G_VOL_1']","['G_VOL', 'compression_score_G_VOL_0', 'compression_score_G_VOL_1', 'atr_percentile_G_VOL_0', 'atr_percentile_G_VOL_1', 'ret1h_G_VOL_0', 'ret1h_G_VOL_1', 'abs_ret_per_oi_z_24h', 'accel_5h', 'adx_10']",5,True,False,primary,473,0,True,✅,True,✅,True,✅,True,✅,True,✅,True,✅,False,⚠️,False,⚠️,0.6366950312054489,0.22654515598025832,0.19168725602351333,0.15856377433409716,0.04994826990918911,0.03706642268749888,0.21609205808359508,0.6225871322796326,0.5120237985832421,0.443375,0.055904446488261095,0.04262680872780575,1.5238229489709612,0.18579999999999997,0.020360147057758033,0.0,-1.0,,,,,,0,,0,,0.626,0.1764871722582464,1.764871722582464,0.5405,0.3047645897941923,0.5016666666666667,0.4243022272342825,1.4143407574476083,0.3715,0.6806,217797,10000,140535,77262,True,0.04591431470589586,217797,77262,140535,35.47431782806926,473,0,0.0,[],[]
long_dist_funding_pressure_price_12h_atr_0_69190937_asset_minus_mkt_oi_1d_peer_resid_0_27076384_volume_price_corr_ts_resid_-1_2299825_H5:lgbm_pipeline,long,dist_funding_pressure_price_12h_atr_0_69190937_asset_minus_mkt_oi_1d_peer_resid_0_27076384_volume_price_corr_ts_resid_-1_2299825,0.7251389000628526,False,trained,,False,False,[],positive_part_residualized_return_over_realized_vol,identity,False,"['G_VOL', 'compression_score_G_VOL_0', 'compression_score_G_VOL_1', 'atr_percentile_G_VOL_0', 'atr_percentile_G_VOL_1']","['G_VOL', 'compression_score_G_VOL_0', 'compression_score_G_VOL_1', 'atr_percentile_G_VOL_0', 'atr_percentile_G_VOL_1', 'ret1h_G_VOL_0', 'ret1h_G_VOL_1', 'abs_ret_per_oi_z_24h', 'accel_5h', 'adx_10']",5,True,False,primary,473,0,True,✅,True,✅,True,✅,True,✅,True,✅,True,✅,False,⚠️,False,⚠️,0.6189656122396678,0.19940453764476732,0.2188405866212928,0.16086399624688066,0.039529495400086226,0.030873849852579564,0.2232031686325565,0.6378586397762361,0.5162767748509085,0.4675,0.04664550139004763,0.03508301776820716,1.4732620320855616,0.17700000000000005,0.020881039354302067,0.0,-1.0,,,,,,0,,0,,0.62,0.1657754010695187,1.6577540106951871,0.551,0.2946524064171123,0.502,0.4026737967914438,1.3422459893048129,0.4105,0.6718,238890,10000,149489,89401,True,0.0418602704173469,238890,89401,149489,37.4235003558123,473,0,0.0,[],[]
long_bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828_H5:lgbm_pipeline,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,0.7711988151564053,False,trained,,False,False,[],positive_part_residualized_return_over_realized_vol,identity,False,"['G_VOL', 'compression_score_G_VOL_0', 'compression_score_G_VOL_1', 'atr_percentile_G_VOL_0', 'atr_percentile_G_VOL_1']","['G_VOL', 'compression_score_G_VOL_0', 'compression_score_G_VOL_1', 'atr_percentile_G_VOL_0', 'atr_percentile_G_VOL_1', 'ret1h_G_VOL_0', 'ret1h_G_VOL_1', 'abs_ret_per_oi_z_24h', 'accel_5h', 'adx_10']",5,True,False,primary,473,0,True,✅,True,✅,True,✅,True,✅,True,✅,True,✅,False,⚠️,False,⚠️,0.7032610085557145,0.34008295086384854,0.2175317786912622,0.2719717414841551,0.029862275266982666,0.03068376573712066,0.20421087392753215,0.5912323225647304,0.5930831636675076,0.463375,0.1246161175502843,0.10327931412900968,1.719719449689776,0.2668,0.017329270526784908,0.0,-1.0,,,,,,0,,0,,0.736,0.19854329646614513,1.9854329646614515,0.6375,0.3439438899379552,0.5723333333333334,0.46317777178311303,1.5439259059437103,0.283,0.6254,199098,10000,125268,73830,True,0.05022652161247225,199098,73830,125268,37.08224090648826,473,0,0.0,[],[]
long_dist_ema20_atr_-0_92271453_loc_bb_channel_pos_48_0_60767579_leverage_build_score_0_45107844_return_autocorr_48_1_18643_rolling_range_20_-0_25967735_H5:lgbm_pipeline,long,dist_ema20_atr_-0_92271453_loc_bb_channel_pos_48_0_60767579_leverage_build_score_0_45107844_return_autocorr_48_1_18643_rolling_range_20_-0_25967735,0.7368641132751774,False,trained,,False,False,[],positive_part_residualized_return_over_realized_vol,identity,False,"['G_VOL', 'compression_score_G_VOL_0', 'compression_score_G_VOL_1', 'atr_percentile_G_VOL_0', 'atr_percentile_G_VOL_1']","['G_VOL', 'compression_score_G_VOL_0', 'compression_score_G_VOL_1', 'atr_percentile_G_VOL_0', 'atr_percentile_G_VOL_1', 'ret1h_G_VOL_0', 'ret1h_G_VOL_1', 'abs_ret_per_oi_z_24h', 'accel_5h', 'adx_10']",5,True,False,primary,473,0,True,✅,True,✅,True,✅,True,✅,True,✅,True,✅,False,⚠️,False,⚠️,0.6679940327889105,0.2772586336199479,0.2006671115284272,0.23080584026242246,0.06899910332683208,0.07863781892338693,0.20744913046778257,0.6017315527865083,0.5390027139912654,0.435375,0.08607528212600891,0.06908601178533062,1.6537467700258397,0.22769999999999996,0.020464807158302355,0.0,-1.0,,,,,,0,,0,,0.675,0.1937984496124031,1.9379844961240311,0.576,0.330749354005168,0.5136666666666667,0.4424346827447603,1.4747822758158677,0.3625,0.6602,232744,10000,151657,81087,True,0.04296566184305503,232744,81087,151657,34.83956621867803,473,0,0.0,[],[]
long_bars_in_high_vol_state_log_norm_-0_38407263_pullback_depth_1_8353814_pullback_depth_-0_90359813_asset_funding_rate_abs_mean_7d_0_000011711979_variance_ratio_10_48_-0_27143899_H5:lgbm_pipeline,long,bars_in_high_vol_state_log_norm_-0_38407263_pullback_depth_1_8353814_pullback_depth_-0_90359813_asset_funding_rate_abs_mean_7d_0_000011711979_variance_ratio_10_48_-0_27143899,0.7541204943749239,False,trained,,False,False,[],positive_part_residualized_return_over_realized_vol,identity,False,"['G_VOL', 'compression_score_G_VOL_0', 'compression_score_G_VOL_1', 'atr_percentile_G_VOL_0', 'atr_percentile_G_VOL_1']","['G_VOL', 'compression_score_G_VOL_0', 'compression_score_G_VOL_1', 'atr_percentile_G_VOL_0', 'atr_percentile_G_VOL_1', 'ret1h_G_VOL_0', 'ret1h_G_VOL_1', 'abs_ret_per_oi_z_24h', 'accel_5h', 'adx_10']",5,True,False,primary,473,0,True,✅,True,✅,True,✅,True,✅,True,✅,True,✅,False,⚠️,False,⚠️,0.6657629597670154,0.2764467017045462,0.2472424388187182,0.23812649142646755,0.045013897803553804,0.04062348528991176,0.21169993546330715,0.6127569570424036,0.563592948997236,0.45625,0.08661445167379078,0.06626212345426502,1.656164383561644,0.23950000000000005,0.01617508902994548,0.0,-1.0,,,,,,0,,0,,0.715,0.1958904109589041,1.9589041095890412,0.6045,0.33123287671232876,0.5416666666666666,0.4452054794520548,1.4840182648401825,0.3405,0.6862,244028,10000,154925,89103,True,0.040978904060189815,244028,89103,154925,36.51343288475093,473,0,0.0,[],[]
long_leverage_build_score_0_45489082_oi_vol_10d_robust_z_0_03289881_H5:lgbm_pipeline,long,leverage_build_score_0_45489082_oi_vol_10d_robust_z_0_03289881,0.7323775535098077,False,trained,,False,False,[],positive_part_residualized_return_over_realized_vol,identity,False,"['G_VOL', 'compression_score_G_VOL_0', 'compression_score_G_VOL_1', 'atr_percentile_G_VOL_0', 'atr_percentile_G_VOL_1']","['G_VOL', 'compression_score_G_VOL_0', 'compression_score_G_VOL_1', 'atr_percentile_G_VOL_0', 'atr_percentile_G_VOL_1', 'ret1h_G_VOL_0', 'ret1h_G_VOL_1', 'abs_ret_per_oi_z_24h', 'accel_5h', 'adx_10']",5,True,False,primary,473,0,True,✅,True,✅,True,✅,True,✅,True,✅,True,✅,False,⚠️,False,⚠️,0.6208104467346668,0.20243120837718703,0.18191024710366038,0.20595756737610532,0.017638024240508487,0.03844996623105349,0.22270909474252853,0.6369794308719836,0.5209879669974734,0.46675,0.04813962386968095,0.03596120343136261,1.5010712372790573,0.1871,0.022908193232322144,0.0,-1.0,,,,,,0,,0,,0.646,0.17300482056775576,1.7300482056775577,0.5605,0.3002142474558115,0.5113333333333333,0.4108194965184788,1.3693983217282628,0.3905,0.6518,226286,10000,141724,84562,True,0.04419186339411187,226286,84562,141724,37.36952352332889,473,0,0.0,[],[]
long_efficiency_ratio_20_-0_61577541_up_down_return_mass_ratio_tanh_0_35100961_H10:lgbm_pipeline,long,efficiency_ratio_20_-0_61577541_up_down_return_mass_ratio_tanh_0_35100961,0.7344197768985468,False,trained,,False,False,[],positive_part_residualized_return_over_realized_vol,identity,False,"['G_VOL', 'compression_score_G_VOL_0', 'compression_score_G_VOL_1', 'atr_percentile_G_VOL_0', 'atr_percentile_G_VOL_1']","['G_VOL', 'compression_score_G_VOL_0', 'compression_score_G_VOL_1', 'atr_percentile_G_VOL_0', 'atr_percentile_G_VOL_1', 'ret1h_G_VOL_0', 'ret1h_G_VOL_1', 'abs_ret_per_oi_z_24h', 'accel_5h', 'adx_10']",10,True,False,primary,473,0,True,✅,True,✅,True,✅,True,✅,True,✅,True,✅,False,⚠️,False,⚠️,0.6587245966622197,0.26420895816726325,0.17264172278317583,0.22078082800889548,0.05540845202170245,0.061523682750451204,0.21159491544849365,0.6106974669531893,0.5522486839402618,0.45225000000000004,0.08361100479490131,0.06684936887850047,1.5975677169707019,0.21619999999999995,0.018798547865608663,0.0,-1.0,,,,,,0,,0,,0.694,0.19181868435599778,1.9181868435599776,0.578,0.3195135433941404,0.5236666666666666,0.4342177998894417,1.4473926662981387,0.336,0.638,205489,10000,131133,74356,True,0.0486644053939627,205489,74356,131133,36.1849052747349,473,0,0.0,[],[]
long_asset_minus_mkt_oi_1d_z_90d_-0_068236656_atr_compression_ratio_-0_12861766_oi_trend_7d_robust_z_-0_75083274_price_trend_7d_vol_norm_-0_10092611_H10:lgbm_pipeline,long,asset_minus_mkt_oi_1d_z_90d_-0_068236656_atr_compression_ratio_-0_12861766_oi_trend_7d_robust_z_-0_75083274_price_trend_7d_vol_norm_-0_10092611,0.7407909903741339,False,trained,,False,False,[],positive_part_residualized_return_over_realized_vol,identity,False,"['G_VOL', 'compression_score_G_VOL_0', 'compression_score_G_VOL_1', 'atr_percentile_G_VOL_0', 'atr_percentile_G_VOL_1']","['G_VOL', 'compression_score_G_VOL_0', 'compression_score_G_VOL_1', 'atr_percentile_G_VOL_0', 'atr_percentile_G_VOL_1', 'ret1h_G_VOL_0', 'ret1h_G_VOL_1', 'abs_ret_per_oi_z_24h', 'accel_5h', 'adx_10']",10,True,False,primary,473,0,True,✅,True,✅,True,✅,True,✅,True,✅,True,✅,False,⚠️,False,⚠️,0.6603445634327043,0.27010762744011535,0.2363264333143606,0.23573682495954648,0.05392156120073613,0.028094946751664397,0.21725221104563597,0.6247782497227621,0.5731144297765018,0.47962499999999997,0.08128620379255595,0.061678167253278585,1.588480583789419,0.22580000000000006,0.019632268391302134,0.0,-1.0,,,,,,0,,0,,0.708,0.18451915559030493,1.8451915559030492,0.6095,0.3176961167578838,0.5496666666666666,0.42976283554860567,1.432542785162019,0.3485,0.6886,249468,10000,153730,95738,True,0.04008530152163805,249468,95738,153730,38.376865970785836,473,0,0.0,[],[]
