canonical_key,source_tree,source_leaf,source_target,source_horizon,side,count,support_pct,mean_net_ret,shrunk_mean_net_ret,mean_uplift,shrunk_mean_uplift,tstat_net_ret,presence_freq,sign_consistency,support_score,diversity_score,cheap_score,rejection_reason,mean_baseline_ret,std_support_pct,unique_symbol_count,unique_day_count,max_single_symbol_share,max_single_day_share,discovery_count,accepted
(*)|(loc_ema_stack_pos_48>0.00000000000000000000000000000000001)|(choppiness_index_20>-1.1388652&vol_z<=0.16033266&vov_fast_slow_ratio>0.21721493),6,10,atr_norm_returns_target,5,short,134,0.11056105610561057,0.00570850496861472,0.0019920303796728453,0.006699498833390169,0.0023378459470684444,3.622025622467746,1.0,1.0,0.9191419141914192,0.5947761194029851,0.7458033501963982,a1_symbol_diversity_too_low,0.0009502330258955644,0.004967948717948714,3,19,0.41044776119402987,0.12686567164179105,1,False
(*)|(loc_ema_stack_pos_48<=0.00000000000000000000000000000000001)|(choppiness_index_20>-1.1388652&vol_z<=0.16033266&vov_fast_slow_ratio>0.21721493),6,2,atr_norm_returns_target,5,short,132,0.10891089108910891,0.0055770752104845915,0.001927156879015618,0.004107546901107192,0.001419361756403532,3.247864654720043,1.0,1.0,0.9099009900990098,0.5159090909090909,0.7313435201083659,a1_symbol_diversity_too_low|a1_symbol_concentration_too_high,0.0009502330258955644,0.05026709401709401,3,21,0.5681818181818182,0.12121212121212122,1,False
(*)|(loc_ema_stack_pos_48<=-0.091110669)|(choppiness_index_20>-1.1388652&vol_z>0.16033266&vov_fast_slow_ratio>0.21721493),6,6,atr_norm_returns_target,5,short,154,0.12706270627062707,0.0045049604657408475,0.0017172374052576496,0.0037533510165668714,0.0014307328132457876,2.8024493379912,1.0,1.0,0.9884488448844884,0.5857142857142857,0.7189296257781379,a1_symbol_diversity_too_low,0.0009502330258955644,0.019978632478632484,3,17,0.42857142857142855,0.18181818181818182,1,False
(*)|(zscore_price_50>0.010757827)|(regime_stability_24h>-0.56610298&return_autocorr_48<=0.9292475&volume_entropy_24<=0.23549192),3,2,atr_norm_returns_target,5,short,180,0.1485148514851485,0.0041699671083026465,0.0017455676267313402,0.003851068880610656,0.0016120753453719024,2.8520905225732585,1.0,1.0,0.8683168316831682,0.5916666666666667,0.707354649774627,a1_symbol_diversity_too_low,0.0009502330258955644,0.00747863247863248,3,21,0.4166666666666667,0.10555555555555556,1,False
(*)|(*)|(return_autocorr_48<=0.73323691&trend_acceleration>-0.17365189&volume_percentile>0.14922078&vov_fast_slow_ratio>-0.052488957),4,7,atr_norm_returns_target,5,short,109,0.08993399339933994,0.007618689755780981,0.0023131954968805763,0.006232557969432729,0.0018923365422511627,3.4646366622722273,1.0,1.0,0.5036303630363036,0.5798165137614679,0.7051275645354392,a1_symbol_diversity_too_low,0.0009502330258955644,0.0038639601139601187,3,17,0.44036697247706424,0.14678899082568808,1,False
(*)|(*)|(dlog_vol_5h>0.016473096&range_expansion_ratio<=1.2210667&variance_ratio_10_48>0.4417401),2,10,atr_norm_returns_target,5,short,107,0.08828382838283828,0.006883270272584719,0.0020630529948643278,0.0074830680264611725,0.002242824310451948,3.823300128957825,1.0,1.0,0.49438943894389437,0.580373831775701,0.6944613817886531,a1_symbol_diversity_too_low,0.0009502330258955644,0.0015491452991453006,3,26,0.4392523364485981,0.102803738317757,1,False
(*)|(*)|(atr_slope>-0.049694855&ret8h>-0.90519786&return_autocorr_48>0.51277739&volume_autocorr_48<=1.1593066&volume_entropy_12>0.037457488),5,10,atr_norm_returns_target,5,short,116,0.09570957095709572,0.006258660863185751,0.0019836192899714404,0.005433866568543095,0.00172220907636885,3.500555598767168,1.0,1.0,0.5359735973597359,0.5543103448275862,0.67528561198247,a1_symbol_diversity_too_low,0.0009502330258955644,0.02275641025641026,3,13,0.49137931034482757,0.19827586206896552,1,False
(*)|(bars_in_high_vol_state_log_norm>-0.55863905&dist_local_swing<=0.000035000034&loc_pullback_depth_48>0.20588195)|(amihud_illiq<=0.52146769&return_autocorr_48<=0.91991335),0,5,atr_norm_returns_target,5,short,132,0.10891089108910891,0.004446771108742916,0.0015365805925499083,0.004941588915757866,0.0017075647562304664,2.7420400065716386,1.0,1.0,0.9099009900990098,0.48181818181818187,0.6673858370027466,a1_symbol_diversity_too_low|a1_symbol_concentration_too_high,0.0009502330258955644,0.0036858974358974367,3,19,0.6363636363636364,0.15151515151515152,1,False
(*)|(loc_swing_range_pos_48>0.34418812)|(dist_vwap_norm>-0.0020539202&ret16h<=0.69149876&vov_fast_slow_ratio>0.30190206),7,5,atr_norm_returns_target,5,short,288,0.2376237623762376,0.004339555692341592,0.0023230335304728227,0.004649805011759637,0.0024891149505330396,4.092826412318079,1.0,1.0,0.06930693069306937,0.5847222222222223,0.6411143618503116,a1_support_too_high|a1_symbol_diversity_too_low,0.0009502330258955644,0.004772079772079774,3,25,0.4305555555555556,0.1527777777777778,1,False
(*)|(loc_swing_range_pos_48<=0.34418812)|(dist_vwap_norm>-0.0020539202&vov_fast_slow_ratio>0.30190206),7,4,atr_norm_returns_target,5,short,162,0.13366336633663367,0.0033633024604232224,0.0013224635888071893,0.0025091633638135574,0.000986612778975234,2.1884777703911573,1.0,1.0,0.9514851485148514,0.5561728395061729,0.6388503838975951,a1_symbol_diversity_too_low,0.0009502330258955644,0.03103632478632478,3,24,0.4876543209876543,0.10493827160493827,1,False
(*)|(loc_session_pos_48>0.63394648)|(ret8h<=1.2856796&ret8h>-1.0014392&variance_ratio_10_48>0.19668001&volume_entropy_12>-0.50701219),1,11,atr_norm_returns_target,5,short,60,0.04950495049504951,0.009425343076388041,0.0018242599502686532,0.007879040934911543,0.0015249756648215889,3.6832115317924754,1.0,1.0,0.2772277227722772,0.5833333333333334,0.6262603000827103,a1_support_too_low|a1_symbol_diversity_too_low,0.0009502330258955644,0.009686609686609688,3,21,0.43333333333333335,0.11666666666666667,1,False
(*)|(loc_session_pos_48<=0.63394648)|(ret8h<=1.2856796&ret8h>-1.0014392&variance_ratio_10_48>0.19668001&volume_entropy_12>-0.50701219),1,6,atr_norm_returns_target,5,short,142,0.11716171617161716,0.0033137663988999917,0.001200394971030099,0.0023825673685903027,0.000863072873315875,2.0237238049280153,1.0,1.0,0.9561056105610561,0.5429577464788733,0.5971894150357754,a1_symbol_diversity_too_low|a1_symbol_concentration_too_high,0.0009502330258955644,0.03846153846153846,3,24,0.5140845070422535,0.13380281690140844,1,False
(*)|(loc_range_pos_48>0.71661133&up_down_semivol_ratio_tanh<=-0.079338819)|(regime_stability_24h>-0.58826649&vol_regime_z>-0.73686177),0,9,atr_norm_returns_target,5,short,46,0.037953795379537955,0.009433290232782778,0.0014659842929324587,0.011337861738413705,0.0017619649998886163,3.430834936095847,1.0,1.0,0.21254125412541253,0.5217391304347826,0.5852757094045791,a1_count_too_low|a1_support_too_low|a1_symbol_diversity_too_low|a1_day_diversity_too_low,0.0009502330258955644,0.00430911680911681,3,9,0.45652173913043476,0.2391304347826087,1,False
(*)|(bars_in_high_vol_state_log_norm<=-0.55863905&loc_pullback_depth_48<=0.19999997)|(atr_slope<=1.052361&prior_volatility>-0.75882596),0,4,atr_norm_returns_target,5,short,53,0.04372937293729373,0.012576621658397171,0.0021998711151651816,0.010441214536075239,0.0018263510574653057,3.8745175774124085,0.5,1.0,0.2448844884488449,0.09999999999999998,0.5731370622713537,a1_support_too_low|a1_symbol_diversity_too_low|a1_symbol_concentration_too_high,0.0024758471107041396,0.05774572649572649,1,11,1.0,0.24528301886792453,1,False
(*)|(bars_in_high_vol_state_log_norm<=-0.55863905&loc_pullback_depth_48>0.19999997)|(atr_slope<=1.052361&prior_volatility>-0.75882596),0,9,atr_norm_returns_target,5,short,77,0.06353135313531354,0.008076740549756335,0.001901862453612348,0.005960516180391904,0.0014035466235173596,3.0009918675727327,0.5,1.0,0.3557755775577558,0.09999999999999998,0.5670634495976968,a1_symbol_diversity_too_low|a1_symbol_concentration_too_high,0.0024758471107041396,0.08372507122507124,1,11,1.0,0.2077922077922078,1,False
