canonical_key,display_arity,structural_depth,groups_used,regime_families_used,location_families_used,all_families_used
(*)|(zscore_price_200>0.56274801)|(regime_stability_24h<=-0.58826649&rv_24h<=-0.15837595),3,3,location|regime,unknown|volatility,context,context|unknown|volatility
(*)|(*)|(regime_stability_24h<=-0.58826649&rv_24h>-0.15837595&volume_entropy_24<=-0.79561281),3,3,regime,liquidity|unknown|volatility,,liquidity|unknown|volatility
(*)|(*)|(momentum_accel<=-0.093773283&regime_stability_24h<=-0.58826649&rv_24h>-0.15837595&volume_entropy_24>-0.79561281),4,4,regime,liquidity|unknown|volatility,,liquidity|unknown|volatility
(*)|(*)|(momentum_accel>-0.093773283&regime_stability_24h<=-0.58826649&rv_24h>-0.15837595&volume_entropy_24>-0.79561281),4,4,regime,liquidity|unknown|volatility,,liquidity|unknown|volatility
(*)|(up_down_semivol_ratio_tanh<=-0.079338819)|(regime_stability_24h>-0.58826649&vol_regime_z<=-0.73686177),3,3,location|regime,unknown,context,context|unknown
(*)|(loc_range_pos_48<=0.71661133&up_down_semivol_ratio_tanh<=-0.079338819)|(regime_stability_24h>-0.58826649&vol_regime_z>-0.73686177),4,4,location|regime,unknown,context,context|unknown
(*)|(loc_range_pos_48>0.71661133&up_down_semivol_ratio_tanh<=-0.079338819)|(regime_stability_24h>-0.58826649&vol_regime_z>-0.73686177),4,4,location|regime,unknown,context,context|unknown
(*)|(up_down_semivol_ratio_tanh>-0.079338819)|(regime_stability_24h>-0.58826649&volume_entropy_24<=-0.34010288),3,3,location|regime,liquidity|unknown,context,context|liquidity|unknown
(*)|(up_down_semivol_ratio_tanh>-0.079338819)|(regime_stability_24h>-0.58826649&rvol_z<=-0.096069589&volume_entropy_24>-0.34010288),4,4,location|regime,liquidity|unknown,context,context|liquidity|unknown
(*)|(up_down_semivol_ratio_tanh>-0.079338819&zscore_price_200<=0.60784411)|(regime_stability_24h>-0.58826649&rvol_z>-0.096069589&volume_entropy_24>-0.34010288),5,5,location|regime,liquidity|unknown,context,context|liquidity|unknown
(*)|(up_down_semivol_ratio_tanh>-0.079338819&zscore_price_200>0.60784411)|(regime_stability_24h>-0.58826649&rvol_z>-0.096069589&volume_entropy_24>-0.34010288),5,5,location|regime,liquidity|unknown,context,context|liquidity|unknown
(*)|(*)|(direction_entropy_20>-0.14038649&ret8h<=-1.0014392),2,2,regime,path_structure|unknown,,path_structure|unknown
(*)|(*)|(ret8h>-1.0014392&volume_entropy_12<=-0.50701219&vov_fast_slow_ratio<=-0.15982842),3,3,regime,unknown,,unknown
