feature_name,group,usage_count
mkt_ret_eq_24h,regime,720
range_24h_pct,regime,690
xasset_mkt_depth_z,regime,394
xasset_mkt_ob_stress,regime,377
up_down_semivol_ratio_tanh,regime,315
prior_volatility,regime,305
xasset_mkt_spread_bps,regime,304
prior_range,regime,301
zscore_price_200,location,278
dist_rolling_7d_high,location,252
dist_weekly_vwap,location,250
volume_autocorr_48,regime,236
bars_in_high_vol_state_log_norm,location,214
range_expansion_ratio,regime,200
mark_index_basis,regime,177
dist_prior_day_high,location,169
rv_24h,regime,136
market_dispersion_4h,regime,134
dist_ema200_atr,location,131
choppiness_index_20,regime,127
loc_prev_week_range_pos_48,location,121
dist_prior_day_low,location,118
direction_entropy_20,regime,114
realized_volatility_24h,regime,113
ema50_slope,regime,109
true_range_percentile,regime,106
trend_acceleration,regime,102
volume_zscore_48h,regime,100
loc_vwap_dev_z_48,location,99
compression_ratio,regime,98
amihud_illiq,regime,92
loc_prev_week_range_pos_24,location,89
atr_compression_ratio,regime,86
return_autocorr_48,regime,79
loc_vwap_dev_z_24,location,75
compression_score,regime,74
atr_percentile,regime,74
rolling_range_20,regime,68
loc_pullback_depth_48,location,66
dist_ma100_atr,location,65
dist_ema50_atr,location,65
loc_ema_stack_pos_48,location,64
loc_swing_range_pos_48,location,63
perp_index_basis_z,regime,62
variance_ratio_10_48,regime,62
ema20_slope_5h,regime,61
ema_slope_norm,regime,61
perp_index_basis,regime,60
premium_index_z,regime,58
ob_spread_z_24h,regime,55
dist_ema20_atr,location,55
dist_ema_fast,regime,54
loc_range_pos_48,location,54
symbol_minus_mkt_ret_24h,regime,54
market_breadth_4h,regime,53
zscore_price_50,location,52
loc_bb_channel_pos_48,location,51
loc_ema_stack_pos_24,location,48
distance_to_ema,location,47
mark_index_basis_z,regime,47
volatility_ratio_short_long,regime,47
tail_asymmetry_q90_q10_atr_norm,regime,44
spectral_entropy_ret_24,regime,43
pullback_depth,location,42
volume_trend_48,regime,42
up_down_return_mass_ratio_tanh,regime,41
premium_index,regime,38
ob_depth_usd_l20_z,regime,36
dist_vwap_atr,location,36
efficiency_ratio_20,regime,36
loc_initial_balance_pos_24,location,36
loc_initial_balance_pos_48,location,36
bollinger_band_width,regime,32
loc_pivot_ladder_pos_24,location,32
loc_prev_day_range_pos_24,location,30
loc_bb_channel_pos_24,location,29
loc_pullback_depth_24,location,28
volume_percentile,regime,27
loc_swing_range_pos_24,location,27
dist_range_mid_atr,location,25
loc_prior_bar_pos_48,location,24
loc_range_pos_24,location,23
loc_prev_day_range_pos_48,location,21
mark_perp_dislocation,regime,21
loc_session_pos_24,location,19
loc_session_pos_48,location,19
premium_index_mom_8h,regime,18
loc_pivot_ladder_pos_48,location,17
cs_rank_ret_24h,regime,16
basis_vol,regime,16
loc_prior_bar_pos_24,location,13
volume_entropy_24,regime,12
dist_local_swing,location,12
amihud_z,regime,10
basis_mom_4h,regime,10
basis_pct,regime,9
coherence_24,regime,7
basis_mom_w,regime,5
basis_pct_z,regime,2
basis_mom_8h,regime,2
