fold_id,seed,feature_name,group,regime_family,source_family,gain,split
0,42,dist_ema20_atr,location,,context,57.81408,13.0
0,42,dist_ema50_atr,location,,context,92.45391,11.0
0,42,up_down_semivol_ratio_tanh,regime,path_structure,path_structure,441.27518,56.0
0,42,dist_ema200_atr,location,,context,77.82194,11.0
0,42,up_down_return_mass_ratio_tanh,regime,path_structure,path_structure,103.64565,14.0
0,42,dist_vwap_atr,location,,context,18.342085,6.0
0,42,tail_asymmetry_q90_q10_atr_norm,regime,path_structure,path_structure,129.5017,23.0
0,42,dist_weekly_vwap,location,,context,452.04996,29.0
0,42,amihud_illiq,regime,liquidity,liquidity,188.68465,36.0
0,42,dist_prior_day_high,location,,context,194.71623,20.0
0,42,amihud_z,regime,liquidity,liquidity,13.03595,2.0
0,42,dist_prior_day_low,location,,context,48.248528,9.0
0,42,atr_compression_ratio,regime,volatility_term_structure,volatility_term_structure,174.04,28.0
0,42,dist_rolling_7d_high,location,,context,373.41074,36.0
0,42,atr_percentile,regime,compression,compression,174.60728,37.0
0,42,dist_local_swing,location,,context,9.621167,8.0
0,42,dist_range_mid_atr,location,,context,56.2589,11.0
0,42,basis_mom_4h,regime,basis,basis,20.29635,6.0
0,42,dist_ma100_atr,location,,context,16.706291,4.0
0,42,basis_mom_8h,regime,basis,basis,3.65082,1.0
0,42,distance_to_ema,location,,context,66.57765,10.0
0,42,basis_mom_w,regime,basis,basis,4.29224,1.0
0,42,pullback_depth,location,,context,62.76353,12.0
0,42,zscore_price_50,location,,context,127.42486,17.0
0,42,zscore_price_200,location,,context,705.5634,53.0
0,42,loc_ema_stack_pos_24,location,,trend,41.54267,6.0
0,42,basis_vol,regime,basis,basis,13.520309,3.0
0,42,loc_ema_stack_pos_48,location,,trend,148.6856,21.0
0,42,bollinger_band_width,regime,compression,compression,28.475449,12.0
0,42,loc_vwap_dev_z_24,location,,liquidity,54.821163,10.0
0,42,choppiness_index_20,regime,path_structure,path_structure,109.17248,17.0
0,42,loc_vwap_dev_z_48,location,,liquidity,105.55183,20.0
0,42,loc_range_pos_24,location,,context,34.424294,7.0
0,42,compression_ratio,regime,volatility_term_structure,volatility_term_structure,216.82814,36.0
0,42,loc_range_pos_48,location,,context,69.81143,15.0
0,42,compression_score,regime,volatility_term_structure,volatility_term_structure,66.879,20.0
0,42,loc_prior_bar_pos_24,location,,context,9.223436,3.0
0,42,cs_rank_ret_24h,regime,cross_sectional,cross_sectional,13.30035,5.0
0,42,loc_prior_bar_pos_48,location,,context,16.286385,6.0
0,42,direction_entropy_20,regime,path_structure,path_structure,177.23357,28.0
0,42,loc_swing_range_pos_24,location,,context,20.07788,8.0
0,42,dist_ema_fast,regime,trend,trend,54.778744,12.0
0,42,loc_swing_range_pos_48,location,,context,41.29686,7.0
0,42,efficiency_ratio_20,regime,path_structure,path_structure,38.96316,6.0
0,42,loc_session_pos_24,location,,context,0.172124,1.0
0,42,ema20_slope_5h,regime,trend,trend,54.497677,16.0
0,42,loc_session_pos_48,location,,context,15.237829,7.0
0,42,ema50_slope,regime,trend,trend,212.70529,24.0
0,42,loc_initial_balance_pos_24,location,,context,31.61179,8.0
0,42,ema_slope_norm,regime,trend,trend,105.46072,17.0
0,42,loc_initial_balance_pos_48,location,,context,24.90326,8.0
0,42,mark_index_basis,regime,mark_index,mark_index,310.05624,31.0
0,42,loc_prev_day_range_pos_24,location,,context,55.65892,7.0
0,42,mark_index_basis_z,regime,mark_index,mark_index,101.04482,23.0
0,42,loc_prev_day_range_pos_48,location,,context,19.997663,7.0
0,42,mark_perp_dislocation,regime,mark_index,mark_index,2.507501,4.0
0,42,loc_prev_week_range_pos_24,location,,context,95.05006,11.0
