group,strategy_id,rank_col,selection_type,band_lo,band_hi,row_count,rank_min,rank_max,net_hit_rate,gross_hit_rate,mean_net_return,median_net_return,p10_net_return,p90_net_return,mean_gross_return,median_gross_return,mean_entry_adverse_bps
global,__global__,auction_rank_score,cumulative_at_or_above,0.0,1.0,27485,0.8000058213994644,1.0,0.610187374931781,0.6192468619246861,0.027679988975161336,0.013649866481683426,-0.008618014470966594,0.08178677482214902,0.029709698768633684,0.015665531899645917,
global,__global__,auction_rank_score,cumulative_at_or_above,0.05,1.0,27485,0.8000058213994644,1.0,0.610187374931781,0.6192468619246861,0.027679988975161336,0.013649866481683426,-0.008618014470966594,0.08178677482214902,0.029709698768633684,0.015665531899645917,
global,__global__,auction_rank_score,cumulative_at_or_above,0.1,1.0,27485,0.8000058213994644,1.0,0.610187374931781,0.6192468619246861,0.027679988975161336,0.013649866481683426,-0.008618014470966594,0.08178677482214902,0.029709698768633684,0.015665531899645917,
global,__global__,auction_rank_score,cumulative_at_or_above,0.15,1.0,27485,0.8000058213994644,1.0,0.610187374931781,0.6192468619246861,0.027679988975161336,0.013649866481683426,-0.008618014470966594,0.08178677482214902,0.029709698768633684,0.015665531899645917,
global,__global__,auction_rank_score,cumulative_at_or_above,0.2,1.0,27485,0.8000058213994644,1.0,0.610187374931781,0.6192468619246861,0.027679988975161336,0.013649866481683426,-0.008618014470966594,0.08178677482214902,0.029709698768633684,0.015665531899645917,
global,__global__,auction_rank_score,cumulative_at_or_above,0.25,1.0,27485,0.8000058213994644,1.0,0.610187374931781,0.6192468619246861,0.027679988975161336,0.013649866481683426,-0.008618014470966594,0.08178677482214902,0.029709698768633684,0.015665531899645917,
global,__global__,auction_rank_score,cumulative_at_or_above,0.3,1.0,27485,0.8000058213994644,1.0,0.610187374931781,0.6192468619246861,0.027679988975161336,0.013649866481683426,-0.008618014470966594,0.08178677482214902,0.029709698768633684,0.015665531899645917,
global,__global__,auction_rank_score,cumulative_at_or_above,0.35,1.0,27485,0.8000058213994644,1.0,0.610187374931781,0.6192468619246861,0.027679988975161336,0.013649866481683426,-0.008618014470966594,0.08178677482214902,0.029709698768633684,0.015665531899645917,
global,__global__,auction_rank_score,cumulative_at_or_above,0.4,1.0,27485,0.8000058213994644,1.0,0.610187374931781,0.6192468619246861,0.027679988975161336,0.013649866481683426,-0.008618014470966594,0.08178677482214902,0.029709698768633684,0.015665531899645917,
global,__global__,auction_rank_score,cumulative_at_or_above,0.45,1.0,27485,0.8000058213994644,1.0,0.610187374931781,0.6192468619246861,0.027679988975161336,0.013649866481683426,-0.008618014470966594,0.08178677482214902,0.029709698768633684,0.015665531899645917,
global,__global__,auction_rank_score,cumulative_at_or_above,0.5,1.0,27485,0.8000058213994644,1.0,0.610187374931781,0.6192468619246861,0.027679988975161336,0.013649866481683426,-0.008618014470966594,0.08178677482214902,0.029709698768633684,0.015665531899645917,
global,__global__,auction_rank_score,cumulative_at_or_above,0.55,1.0,27485,0.8000058213994644,1.0,0.610187374931781,0.6192468619246861,0.027679988975161336,0.013649866481683426,-0.008618014470966594,0.08178677482214902,0.029709698768633684,0.015665531899645917,
global,__global__,auction_rank_score,cumulative_at_or_above,0.6,1.0,27485,0.8000058213994644,1.0,0.610187374931781,0.6192468619246861,0.027679988975161336,0.013649866481683426,-0.008618014470966594,0.08178677482214902,0.029709698768633684,0.015665531899645917,
global,__global__,auction_rank_score,cumulative_at_or_above,0.65,1.0,27485,0.8000058213994644,1.0,0.610187374931781,0.6192468619246861,0.027679988975161336,0.013649866481683426,-0.008618014470966594,0.08178677482214902,0.029709698768633684,0.015665531899645917,
global,__global__,auction_rank_score,cumulative_at_or_above,0.7,1.0,27485,0.8000058213994644,1.0,0.610187374931781,0.6192468619246861,0.027679988975161336,0.013649866481683426,-0.008618014470966594,0.08178677482214902,0.029709698768633684,0.015665531899645917,
global,__global__,auction_rank_score,cumulative_at_or_above,0.75,1.0,27485,0.8000058213994644,1.0,0.610187374931781,0.6192468619246861,0.027679988975161336,0.013649866481683426,-0.008618014470966594,0.08178677482214902,0.029709698768633684,0.015665531899645917,
global,__global__,auction_rank_score,local_band,0.8,0.8500000000000001,6871,0.8000058213994644,0.8499970893002677,0.5740066948042497,0.5834667442875855,0.022139007813369804,0.007994277345855177,-0.009563112756856623,0.07158683630970004,0.024163171092201206,0.010004281969204536,
global,__global__,auction_rank_score,cumulative_at_or_above,0.8,1.0,27485,0.8000058213994644,1.0,0.610187374931781,0.6192468619246861,0.027679988975161336,0.013649866481683426,-0.008618014470966594,0.08178677482214902,0.029709698768633684,0.015665531899645917,
global,__global__,auction_rank_score,local_band,0.85,0.9,6871,0.8500043660495983,0.8999956339504017,0.612429049628875,0.621161402998108,0.027016002111549604,0.013656773185001745,-0.009143975993511846,0.08086730595417445,0.029045047224882794,0.015672445883983036,
global,__global__,auction_rank_score,cumulative_at_or_above,0.85,1.0,20614,0.8500043660495983,1.0,0.6222470165906665,0.6311729892306199,0.029526893096761677,0.015667131725367094,-0.008359827558883903,0.08259969082641586,0.03155845163875921,0.017684817200979183,
global,__global__,auction_rank_score,local_band,0.9,0.9500000000000001,6871,0.9000029106997323,0.9499941786005356,0.624072187454519,0.6316402270411876,0.02926093411287654,0.015307480281555716,-0.008517740352539901,0.08252716454273558,0.031292226451167374,0.017324805602643156,
global,__global__,auction_rank_score,cumulative_at_or_above,0.9,1.0,13743,0.9000029106997323,1.0,0.6271556428727352,0.636178418103762,0.030782247237734695,0.0167863416618827,-0.008178155662689842,0.08579059093586826,0.03281506240262044,0.01880514662925585,
global,__global__,auction_rank_score,local_band,0.95,1.0,6872,0.9500014553498661,1.0,0.6302386495925495,0.6407159487776485,0.032303338984082254,0.019794150227033458,-0.007818979798520906,0.09381380359989448,0.03433767675396416,0.021815966424556056,
global,__global__,auction_rank_score,cumulative_at_or_above,0.95,1.0,6872,0.9500014553498661,1.0,0.6302386495925495,0.6407159487776485,0.032303338984082254,0.019794150227033458,-0.007818979798520906,0.09381380359989448,0.03433767675396416,0.021815966424556056,
strategy,long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,auction_rank_score,cumulative_at_or_above,0.0,1.0,4795,0.8000349283967866,0.9954083711724299,0.6909280500521376,0.7051094890510949,0.029254609060468534,0.018410253407835347,-0.012144748263675401,0.08259968706612039,0.03128589505368996,0.020430684060896306,
strategy,long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,auction_rank_score,cumulative_at_or_above,0.05,1.0,4795,0.8000349283967866,0.9954083711724299,0.6909280500521376,0.7051094890510949,0.029254609060468534,0.018410253407835347,-0.012144748263675401,0.08259968706612039,0.03128589505368996,0.020430684060896306,
strategy,long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,auction_rank_score,cumulative_at_or_above,0.1,1.0,4795,0.8000349283967866,0.9954083711724299,0.6909280500521376,0.7051094890510949,0.029254609060468534,0.018410253407835347,-0.012144748263675401,0.08259968706612039,0.03128589505368996,0.020430684060896306,
strategy,long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,auction_rank_score,cumulative_at_or_above,0.15,1.0,4795,0.8000349283967866,0.9954083711724299,0.6909280500521376,0.7051094890510949,0.029254609060468534,0.018410253407835347,-0.012144748263675401,0.08259968706612039,0.03128589505368996,0.020430684060896306,
strategy,long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,auction_rank_score,cumulative_at_or_above,0.2,1.0,4795,0.8000349283967866,0.9954083711724299,0.6909280500521376,0.7051094890510949,0.029254609060468534,0.018410253407835347,-0.012144748263675401,0.08259968706612039,0.03128589505368996,0.020430684060896306,
strategy,long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,auction_rank_score,cumulative_at_or_above,0.25,1.0,4795,0.8000349283967866,0.9954083711724299,0.6909280500521376,0.7051094890510949,0.029254609060468534,0.018410253407835347,-0.012144748263675401,0.08259968706612039,0.03128589505368996,0.020430684060896306,
strategy,long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,auction_rank_score,cumulative_at_or_above,0.3,1.0,4795,0.8000349283967866,0.9954083711724299,0.6909280500521376,0.7051094890510949,0.029254609060468534,0.018410253407835347,-0.012144748263675401,0.08259968706612039,0.03128589505368996,0.020430684060896306,
strategy,long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,auction_rank_score,cumulative_at_or_above,0.35,1.0,4795,0.8000349283967866,0.9954083711724299,0.6909280500521376,0.7051094890510949,0.029254609060468534,0.018410253407835347,-0.012144748263675401,0.08259968706612039,0.03128589505368996,0.020430684060896306,
strategy,long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,auction_rank_score,cumulative_at_or_above,0.4,1.0,4795,0.8000349283967866,0.9954083711724299,0.6909280500521376,0.7051094890510949,0.029254609060468534,0.018410253407835347,-0.012144748263675401,0.08259968706612039,0.03128589505368996,0.020430684060896306,
strategy,long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,auction_rank_score,cumulative_at_or_above,0.45,1.0,4795,0.8000349283967866,0.9954083711724299,0.6909280500521376,0.7051094890510949,0.029254609060468534,0.018410253407835347,-0.012144748263675401,0.08259968706612039,0.03128589505368996,0.020430684060896306,
strategy,long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,auction_rank_score,cumulative_at_or_above,0.5,1.0,4795,0.8000349283967866,0.9954083711724299,0.6909280500521376,0.7051094890510949,0.029254609060468534,0.018410253407835347,-0.012144748263675401,0.08259968706612039,0.03128589505368996,0.020430684060896306,
strategy,long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,auction_rank_score,cumulative_at_or_above,0.55,1.0,4795,0.8000349283967866,0.9954083711724299,0.6909280500521376,0.7051094890510949,0.029254609060468534,0.018410253407835347,-0.012144748263675401,0.08259968706612039,0.03128589505368996,0.020430684060896306,
strategy,long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,auction_rank_score,cumulative_at_or_above,0.6,1.0,4795,0.8000349283967866,0.9954083711724299,0.6909280500521376,0.7051094890510949,0.029254609060468534,0.018410253407835347,-0.012144748263675401,0.08259968706612039,0.03128589505368996,0.020430684060896306,
strategy,long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,auction_rank_score,cumulative_at_or_above,0.65,1.0,4795,0.8000349283967866,0.9954083711724299,0.6909280500521376,0.7051094890510949,0.029254609060468534,0.018410253407835347,-0.012144748263675401,0.08259968706612039,0.03128589505368996,0.020430684060896306,
strategy,long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,auction_rank_score,cumulative_at_or_above,0.7,1.0,4795,0.8000349283967866,0.9954083711724299,0.6909280500521376,0.7051094890510949,0.029254609060468534,0.018410253407835347,-0.012144748263675401,0.08259968706612039,0.03128589505368996,0.020430684060896306,
