timestamp,volume_kalman,moving_average,fisher,raw_price
2026-01-01 00:00:00,87742.609375,,,87742.609375
2026-01-01 00:15:00,87763.0292447699,,,87768.5
2026-01-01 00:30:00,87756.10500271413,,,87748.890625
2026-01-01 00:45:00,87792.67030799869,,,87809.2265625
2026-01-01 01:00:00,87936.43302995952,,,88013.0
2026-01-01 01:15:00,87925.56074092732,,,87875.21875
2026-01-01 01:30:00,87917.86744422383,,,87886.0
2026-01-01 01:45:00,87955.14724118446,,,87966.703125
2026-01-01 02:00:00,87986.98236872414,,,87990.5234375
2026-01-01 02:15:00,87982.11700851221,,,87957.6328125
2026-01-01 02:30:00,87973.02635835105,,,87954.15625
2026-01-01 02:45:00,87934.00290524187,,,87900.0
2026-01-01 03:00:00,87959.26715731552,,,87984.25
2026-01-01 03:15:00,87950.34034232535,,,87941.5
2026-01-01 03:30:00,87942.2971787254,,,87937.2421875
2026-01-01 03:45:00,87896.90428823643,,,87866.390625
2026-01-01 04:00:00,87746.38987133747,,,87650.0078125
2026-01-01 04:15:00,87652.83406679373,,,87632.2578125
2026-01-01 04:30:00,87561.8592109064,,,87550.4765625
2026-01-01 04:45:00,87544.2215519784,87838.24921875,,87590.3984375
2026-01-01 05:00:00,87606.51255202276,87835.84921875,,87694.609375
2026-01-01 05:15:00,87667.58849847219,87833.59921875,,87723.5
2026-01-01 05:30:00,87691.25262578404,87831.1546875,,87700.0
2026-01-01 05:45:00,87705.57085943883,87825.912890625,,87704.390625
2026-01-01 06:00:00,87678.87175330466,87807.671875,,87648.1796875
2026-01-01 06:15:00,87666.286003805,87796.75078125,,87656.796875
2026-01-01 06:30:00,87660.17012161609,87785.389453125,,87658.7734375
2026-01-01 06:45:00,87656.8559869927,87769.954296875,-0.4926975862249979,87658.0
2026-01-01 07:00:00,87646.4427664605,87752.528125,-0.5388687243268926,87642.0
2026-01-01 07:15:00,87633.04340395142,87736.046484375,-0.3313151888571288,87628.0
2026-01-01 07:30:00,87641.72027666614,87721.067578125,0.4480830259088646,87654.578125
2026-01-01 07:45:00,87634.90093344027,87707.66171875,0.42988183409666975,87631.8828125
2026-01-01 08:00:00,87699.91688603118,87695.96875,2.2975599250672945,87750.390625
2026-01-01 08:15:00,87731.43420653637,87685.8703125,1.2416061334251751,87739.53125
2026-01-01 08:30:00,87743.20030149976,87675.70859375,0.5673328889772964,87734.0078125
2026-01-01 09:30:00,87828.47412150778,87676.1984375,1.278100891893701,87876.1875
2026-01-01 10:00:00,87872.07630981566,87687.31953125,1.562496833359106,87872.4296875
2026-01-01 10:15:00,87878.30334680431,87698.26953125,1.2160076116220822,87851.2578125
