fold_id,seed,group,gain,split
0,42,location,3410.0776,235.0
0,42,regime,13914.379,1180.0
1,42,location,1212.1418,62.0
1,42,regime,4336.9604,229.0
2,42,location,2805.078,173.0
2,42,regime,8507.164,655.0
3,42,location,5601.9917,818.0
3,42,regime,22889.627,3823.0
