canonical_key,display_arity,structural_depth,groups_used,regime_families_used,location_families_used,all_families_used
(*)|(*)|(realized_volatility_24h>-0.27891287&rolling_range_20<=-0.31288922&trend_pct_mkt_resid<=-0.0042022751),3,3,regime,compression|residual|volatility,,compression|residual|volatility
(*)|(*)|(mark_vs_perp_bps<=0.22155155&realized_volatility_24h>-0.27891287&rolling_range_20>-0.31288922&trend_pct_mkt_resid<=-0.0042022751),4,4,regime,compression|perp_tradeability|residual|volatility,,compression|perp_tradeability|residual|volatility
(*)|(*)|(mark_vs_perp_bps>0.22155155&realized_volatility_24h>-0.27891287&rolling_range_20>-0.31288922&trend_pct_mkt_resid<=-0.0042022751),4,4,regime,compression|perp_tradeability|residual|volatility,,compression|perp_tradeability|residual|volatility
(*)|(*)|(mark_vs_perp_bps<=0.44575927&rolling_range_20>-0.074343137&trend_pct_mkt_resid>-0.0042022751&up_down_semivol_ratio_tanh<=1.2285482),4,4,regime,compression|path_structure|perp_tradeability|residual,,compression|path_structure|perp_tradeability|residual
(*)|(*)|(funding_vol_10d_robust_z<=-0.15291868&mark_vs_perp_bps>0.44575927&trend_pct_mkt_resid>-0.0042022751&up_down_semivol_ratio_tanh<=1.2285482),4,4,regime,open_interest|path_structure|perp_tradeability|residual,,open_interest|path_structure|perp_tradeability|residual
(*)|(*)|(funding_vol_10d_robust_z>-0.15291868&mark_vs_perp_bps>0.44575927&trend_pct_mkt_resid>-0.0042022751&up_down_semivol_ratio_tanh<=1.2285482&volume_entropy_24<=-0.098651737),5,5,regime,liquidity|open_interest|path_structure|perp_tradeability|residual,,liquidity|open_interest|path_structure|perp_tradeability|residual
(*)|(*)|(funding_vol_10d_robust_z>-0.15291868&mark_vs_perp_bps>0.44575927&trend_pct_mkt_resid>-0.0042022751&up_down_semivol_ratio_tanh<=1.2285482&volume_entropy_24>-0.098651737),5,5,regime,liquidity|open_interest|path_structure|perp_tradeability|residual,,liquidity|open_interest|path_structure|perp_tradeability|residual
(*)|(*)|(asset_minus_mkt_oi_1d_z_90d>-0.052429486&mark_vs_perp_bps<=1.055512&range_24h_pct<=0.055619359),3,3,regime,compression|open_interest|perp_tradeability,,compression|open_interest|perp_tradeability
(*)|(*)|(mark_vs_perp_bps>1.055512&oi_chg_8h_mkt_resid>-0.0090763671&range_24h_pct<=0.055619359),3,3,regime,compression|perp_tradeability|residual,,compression|perp_tradeability|residual
(*)|(pullback_depth<=0.38840613)|(asset_funding_rate_mean_7d<=0.000012992424&prior_volatility<=0.10362601&range_24h_pct>0.055619359),4,4,location|regime,compression|context|perp_tradeability,context,compression|context|perp_tradeability
(*)|(pullback_depth<=0.38840613)|(asset_funding_rate_mean_7d>0.000012992424&range_24h_pct>0.055619359),3,3,location|regime,compression|perp_tradeability,context,compression|context|perp_tradeability
(*)|(pullback_depth>0.38840613&zscore_price_200<=-1.1369088)|(price_trend_15d_vol_norm<=-0.00000000000000000000000000000000001&range_24h_pct>0.055619359&rolling_range_20<=0.29733285),5,5,location|regime,compression|open_interest,context,compression|context|open_interest
(*)|(pullback_depth>0.38840613&zscore_price_200<=-1.1369088)|(price_trend_15d_vol_norm<=-0.00000000000000000000000000000000001&range_24h_pct>0.055619359&rolling_range_20>0.29733285),5,5,location|regime,compression|open_interest,context,compression|context|open_interest
(*)|(pullback_depth>0.38840613)|(funding_persistence<=0.64583337&price_trend_15d_vol_norm>-0.00000000000000000000000000000000001&range_24h_pct>0.055619359),4,4,location|regime,compression|funding|open_interest,context,compression|context|funding|open_interest
(*)|(*)|(asset_atr_level_pct<=0.43259209&asset_minus_mkt_oi_1d>-0.032650843&symbol_minus_mkt_ret_4h<=-0.20293701),3,3,regime,asset_relative_return|asset_state|open_interest,,asset_relative_return|asset_state|open_interest
(*)|(*)|(asset_atr_level_pct<=0.43259209&carry_adj_ret_self_z_10h<=0.011815645&symbol_minus_mkt_ret_4h>-0.20293701),3,3,regime,asset_relative_return|asset_state|perp_carry,,asset_relative_return|asset_state|perp_carry
(*)|(loc_initial_balance_pos_48>0.68882108)|(asset_atr_level_pct<=0.43259209&carry_adj_ret_self_z_10h>0.011815645&symbol_minus_mkt_ret_4h>-0.20293701),4,4,location|regime,asset_relative_return|asset_state|perp_carry,context,asset_relative_return|asset_state|context|perp_carry
(*)|(dist_rolling_7d_high<=0.2313963)|(asset_atr_level_pct>0.43259209&ob_depth_z_25bps<=0.26771706&oi_3d_chg_z<=0.23396049&oi_value_log_1d_robust_z<=0.43951285),5,5,location|regime,asset_state|open_interest|orderbook,context,asset_state|context|open_interest|orderbook
(*)|(dist_rolling_7d_high<=0.2313963)|(asset_atr_level_pct>0.43259209&asset_funding_rate_mean_15d>0.0000064038422&oi_value_log_1d_robust_z>0.43951285),4,4,location|regime,asset_state|open_interest|perp_tradeability,context,asset_state|context|open_interest|perp_tradeability
(*)|(dist_rolling_7d_high>0.2313963)|(asset_atr_level_pct>0.43259209&efficiency_ratio_20<=-0.22482753),3,3,location|regime,asset_state|path_structure,context,asset_state|context|path_structure
(*)|(dist_rolling_7d_high>0.2313963)|(asset_atr_level_pct>0.43259209&efficiency_ratio_20>-0.22482753),3,3,location|regime,asset_state|path_structure,context,asset_state|context|path_structure
(*)|(dist_rolling_7d_high<=0.331323)|(asset_minus_mkt_oi_1d_peer_resid>-0.051334839&asset_ret_vs_universe_4h<=0.35434681&range_24h_pct<=0.050623979),4,4,location|regime,asset_relative_return|compression|residual,context,asset_relative_return|compression|context|residual
(*)|(dist_rolling_7d_high<=0.331323)|(asset_ret_vs_universe_4h>0.35434681&range_24h_pct<=0.050623979),3,3,location|regime,asset_relative_return|compression,context,asset_relative_return|compression|context
(*)|(dist_rolling_7d_high<=0.331323)|(asset_funding_trend_alignment<=0.12900746&oiw_entry_zone_1d_atr<=0.63833255&price_trend_15d_vol_norm<=-0.030217471&range_24h_pct>0.050623979),5,5,location|regime,compression|open_interest|perp_tradeability,context,compression|context|open_interest|perp_tradeability
(*)|(dist_rolling_7d_high<=0.331323)|(asset_funding_trend_alignment>0.12900746&oiw_entry_zone_1d_atr<=0.63833255&price_trend_15d_vol_norm<=-0.030217471&range_24h_pct>0.050623979),5,5,location|regime,compression|open_interest|perp_tradeability,context,compression|context|open_interest|perp_tradeability
(*)|(dist_rolling_7d_high<=0.331323)|(oi_1d_x_funding<=0.05484185&oiw_entry_zone_1d_atr<=0.63833255&price_trend_15d_vol_norm>-0.030217471&range_24h_pct>0.050623979),5,5,location|regime,compression|open_interest|perp_tradeability,context,compression|context|open_interest|perp_tradeability
(*)|(dist_rolling_7d_high<=0.331323)|(oi_1d_x_funding>0.05484185&oiw_entry_zone_1d_atr<=0.63833255&price_trend_15d_vol_norm>-0.030217471&range_24h_pct>0.050623979),5,5,location|regime,compression|open_interest|perp_tradeability,context,compression|context|open_interest|perp_tradeability
(*)|(dist_rolling_7d_high<=0.331323)|(oiw_entry_zone_1d_atr>0.63833255&range_24h_pct>0.050623979&symbol_minus_mkt_ret_24h>-0.44553825&tail_asymmetry_q90_q10_atr_norm<=0.57518011),5,5,location|regime,asset_relative_return|compression|path_structure|perp_tradeability,context,asset_relative_return|compression|context|path_structure|perp_tradeability
(*)|(dist_rolling_7d_high>0.331323)|(*),1,1,location,,context,context
(*)|(loc_prior_bar_pos_24<=0.1265332)|(compression_ratio<=0.1449742&mark_vs_perp_bps<=-0.54192168&symbol_minus_mkt_ret_4h>-0.00000000000000000000000000000000001),4,4,location|regime,asset_relative_return|perp_tradeability|volatility_term_structure,context,asset_relative_return|context|perp_tradeability|volatility_term_structure
(*)|(loc_prior_bar_pos_24>0.1265332)|(mark_vs_perp_bps<=-0.54192168&oiw_entry_zone_1d_atr<=0.55447692),3,3,location|regime,perp_tradeability,context,context|perp_tradeability
(*)|(loc_prior_bar_pos_24>0.1265332)|(dist_ema_fast_ts_resid<=0.49019441&mark_vs_perp_bps<=-0.54192168&oiw_entry_zone_1d_atr>0.55447692),4,4,location|regime,perp_tradeability|residual,context,context|perp_tradeability|residual
(*)|(*)|(mark_vs_perp_bps>-0.54192168&oi_value_1d_chg_z_90d<=-0.34887409&price_rv_7d_robust_z<=0.42333278),3,3,regime,open_interest|perp_tradeability,,open_interest|perp_tradeability
(*)|(*)|(mark_vs_perp_bps>-0.54192168&oi_value_1d_chg_z_90d<=-0.34887409&price_rv_7d_robust_z>0.42333278),3,3,regime,open_interest|perp_tradeability,,open_interest|perp_tradeability
