rejection_reason,count
b_mask_ic_uplift_too_low,711
b_sign_consistency_too_low,759
b_min_fold_support_too_low,61
b_support_instability_too_high,3
b_support_too_low,6
b_support_too_high,1
b_positive_ic_fraction_too_low,34
b_oos_ic_too_low,9
