families_combo,count
context|open_interest|perp_tradeability,66
context|perp_tradeability,65
context|perp_tradeability|residual,48
open_interest|residual,46
open_interest|perp_tradeability,42
context|open_interest,40
open_interest,40
asset_relative_return|context|perp_tradeability,38
context|open_interest|perp_tradeability|residual,37
context|open_interest|residual,35
open_interest|perp_tradeability|residual,34
asset_relative_return|context|open_interest|perp_tradeability,34
context,33
context|residual,30
asset_relative_return|context,26
asset_relative_return|context|open_interest,25
perp_tradeability|residual,25
asset_state|open_interest|perp_tradeability,24
residual,24
asset_relative_return|open_interest,22
perp_tradeability,20
asset_state|open_interest|residual,20
asset_state|perp_tradeability|residual,19
asset_state|context|perp_tradeability,18
asset_state|perp_tradeability,18
context|perp_tradeability|volatility,18
open_interest|perp_tradeability|volatility,17
context|perp_carry,17
asset_relative_return|open_interest|perp_tradeability,17
compression|open_interest|perp_tradeability,16
asset_relative_return|perp_tradeability,16
asset_relative_return|open_interest|residual,15
asset_relative_return|context|perp_tradeability|residual,15
asset_relative_return|perp_tradeability|residual,15
compression|open_interest|residual,14
asset_state|context|open_interest|perp_tradeability,14
compression|open_interest,14
open_interest|residual|volatility,13
open_interest|volatility,13
context|path_structure|perp_tradeability,13
open_interest|path_structure|perp_tradeability|residual,13
asset_relative_return|asset_state|perp_tradeability,13
asset_state|context|residual,13
context|path_structure|perp_tradeability|residual,12
compression|context|perp_tradeability|residual,12
compression|perp_tradeability|residual,12
open_interest|path_structure|residual,12
context|open_interest|perp_tradeability|volatility,12
asset_relative_return|compression|perp_tradeability,12
asset_relative_return|open_interest|perp_tradeability|residual,12
context|open_interest|residual|volatility,12
asset_state|open_interest,11
perp_tradeability|residual|volatility,11
funding|open_interest|residual,11
compression|context,11
open_interest|perp_tradeability|residual|volatility,10
asset_relative_return|context|residual,10
asset_relative_return|context|open_interest|perp_tradeability|residual,10
compression|context|perp_tradeability,10
context|open_interest|path_structure,10
compression|context|open_interest,10
asset_relative_return|residual,10
context|perp_tradeability|trend,10
asset_relative_return|context|open_interest|residual,10
compression|context|residual,10
asset_relative_return|asset_state|context|perp_tradeability,10
compression|residual,9
context|open_interest|path_structure|residual,9
asset_state|residual,9
asset_relative_return|context|perp_tradeability|volatility,9
asset_relative_return|asset_state|context|open_interest,9
asset_relative_return|compression,9
compression|context|open_interest|perp_tradeability,9
asset_state|context|open_interest,9
asset_relative_return|context|open_interest|path_structure|residual,8
asset_relative_return|compression|perp_tradeability|residual,8
asset_relative_return|context|open_interest|path_structure|perp_tradeability,8
asset_relative_return|open_interest|perp_tradeability|volatility,8
asset_state|context|perp_tradeability|residual,8
open_interest|path_structure,8
context|path_structure|perp_tradeability|volatility,8
context|path_structure|residual,8
asset_relative_return|asset_state|context,8
asset_relative_return|asset_state|context|open_interest|perp_tradeability,8
funding|open_interest,8
open_interest|perp_tradeability|trend,8
context|path_structure,8
compression|open_interest|perp_tradeability|residual,7
asset_relative_return|asset_state|perp_tradeability|residual,7
asset_relative_return|compression|open_interest,7
asset_relative_return|perp_tradeability|residual|volatility,7
context|open_interest|volatility,7
context|open_interest|trend,7
asset_state|open_interest|perp_tradeability|residual,7
asset_relative_return|context|perp_tradeability|volatility_term_structure,7
asset_relative_return|context|path_structure|residual,7
