canonical_key,display_arity,structural_depth,groups_used,regime_families_used,location_families_used,all_families_used
(*)|(*)|(dist_funding_pressure_price_96h_atr<=-0.64885694&price_trend_15d_vol_norm>-0.022130454&return_autocorr_48<=0.69715673),3,3,regime,momentum|open_interest|perp_tradeability,,momentum|open_interest|perp_tradeability
(*)|(*)|(asset_funding_rate_mean_7d>0.000011392047&dist_funding_pressure_price_96h_atr>-0.64885694&price_trend_15d_vol_norm>-0.022130454&return_autocorr_48<=0.69715673),4,4,regime,momentum|open_interest|perp_tradeability,,momentum|open_interest|perp_tradeability
(*)|(*)|(price_trend_15d_vol_norm>-0.022130454&return_autocorr_48>0.69715673),2,2,regime,momentum|open_interest,,momentum|open_interest
(*)|(*)|(ema_slope_norm>-0.76158398&funding_z<=0.27790725&oi_to_volume_1d_z_90d>-0.062273916&price_trend_15d_vol_norm<=-0.0077490159),4,4,regime,funding|open_interest|trend,,funding|open_interest|trend
(*)|(*)|(choppiness_index_20<=-0.32462004&price_trend_15d_vol_norm>-0.0077490159),2,2,regime,open_interest|path_structure,,open_interest|path_structure
(*)|(*)|(asset_funding_rate_mean_7d<=-0.0000054291818&dist_funding_pressure_price_96h_atr>-0.89324284&price_trend_15d_vol_norm<=0.0036609119),3,3,regime,open_interest|perp_tradeability,,open_interest|perp_tradeability
(*)|(pullback_depth<=1.2113123)|(asset_funding_rate_mean_7d>-0.0000054291818&price_trend_15d_vol_norm<=0.0036609119&variance_ratio_10_48<=-0.45482039),4,4,location|regime,open_interest|perp_tradeability|volatility,context,context|open_interest|perp_tradeability|volatility
(*)|(pullback_depth<=1.2113123)|(asset_funding_rate_mean_7d>-0.0000054291818&price_trend_15d_vol_norm<=0.0036609119&variance_ratio_10_48>-0.45482039),4,4,location|regime,open_interest|perp_tradeability|volatility,context,context|open_interest|perp_tradeability|volatility
(*)|(pullback_depth>1.2113123)|(asset_funding_rate_mean_7d>-0.0000054291818&price_trend_15d_vol_norm<=0.0036609119),3,3,location|regime,open_interest|perp_tradeability,context,context|open_interest|perp_tradeability
(*)|(loc_pullback_depth_24<=0.12346752)|(price_trend_15d_vol_norm>0.0036609119),2,2,location|regime,open_interest,path_structure,open_interest|path_structure
(*)|(loc_bb_channel_pos_48<=0.60857069&loc_pullback_depth_24>0.12346752)|(price_trend_15d_vol_norm>0.0036609119&return_autocorr_48<=0.3940843),4,4,location|regime,momentum|open_interest,compression|path_structure,compression|momentum|open_interest|path_structure
(*)|(loc_pullback_depth_24>0.12346752)|(price_trend_15d_vol_norm>0.0036609119&return_autocorr_48>0.3940843),3,3,location|regime,momentum|open_interest,path_structure,momentum|open_interest|path_structure
(*)|(loc_bb_channel_pos_24>0.38004777)|(oi_expansion_compression_balance_24h<=0.12838835&price_trend_15d_vol_norm<=-0.041748378),3,3,location|regime,open_interest|perp_tradeability,compression,compression|open_interest|perp_tradeability
(*)|(dist_local_swing<=0.00048999954)|(price_trend_15d_vol_norm>-0.041748378),2,2,location|regime,open_interest,context,context|open_interest
(*)|(dist_local_swing>0.00048999954)|(funding_rate<=0.0000082595407&price_trend_15d_vol_norm>-0.041748378&prior_range<=-0.32477432),4,4,location|regime,context|funding|open_interest,context,context|funding|open_interest
(*)|(dist_local_swing>0.00048999954&loc_pullback_depth_24<=0.30167633)|(funding_rate>0.0000082595407&price_trend_15d_vol_norm>-0.041748378),4,4,location|regime,funding|open_interest,context|path_structure,context|funding|open_interest|path_structure
(*)|(loc_bb_channel_pos_48>0.24338645)|(price_trend_15d_vol_norm<=-0.034228392&prior_range<=-0.15738715),3,3,location|regime,context|open_interest,compression,compression|context|open_interest
(*)|(loc_bb_channel_pos_48>0.24338645)|(price_trend_15d_vol_norm<=-0.034228392&prior_range>-0.15738715),3,3,location|regime,context|open_interest,compression,compression|context|open_interest
(*)|(oiw_intensity_entry_dist_7d_atr>-1.0890875)|(asset_funding_rate_mean_7d<=-0.000003662273&price_trend_15d_vol_norm>-0.034228392),3,3,location|regime,open_interest|perp_tradeability,open_interest_location,open_interest|open_interest_location|perp_tradeability
