fold_id,target_mean,target_std,target_p1,target_p50,target_p99
0,0.022572512,0.6222828,-0.9977789,0.038872562,0.9970284
1,0.020984557,0.623727,-0.99767244,0.032771353,0.99714154
2,0.020054145,0.62377423,-0.99774,0.027512653,0.9970639
3,0.017647995,0.6232134,-0.9979172,0.022597117,0.996876
4,0.022092473,0.6271092,-0.99782735,0.032378986,0.99696904
