fold_id,raw_target_name,effective_target_name,target_representation,residualisation_enabled,fit_sample_count,train_effective_valid_count,val_effective_valid_count,train_excluded_missing_nuisance_pct,val_excluded_missing_nuisance_pct,nuisance_columns_requested,nuisance_columns_resolved,intercept,coefficients,fit_support_definition,residualizer_weight_mean,residualizer_weight_p5,residualizer_weight_p50,residualizer_weight_p95,resolved__atr_change_rate_ts_continuous,corr_raw__atr_change_rate_ts_continuous,corr_effective__atr_change_rate_ts_continuous,resolved__bars_in_high_vol_state_log_norm,corr_raw__bars_in_high_vol_state_log_norm,corr_effective__bars_in_high_vol_state_log_norm,resolved__volatility_of_volatility_48,corr_raw__volatility_of_volatility_48,corr_effective__volatility_of_volatility_48,resolved__trend_strength_percentile,corr_raw__trend_strength_percentile,corr_effective__trend_strength_percentile,resolved__volatility_autocorr_48,corr_raw__volatility_autocorr_48,corr_effective__volatility_autocorr_48,resolved__mkt_ret_eq_24h,corr_raw__mkt_ret_eq_24h,corr_effective__mkt_ret_eq_24h,resolved__market_breadth_24h,corr_raw__market_breadth_24h,corr_effective__market_breadth_24h,resolved__market_dispersion_24h,corr_raw__market_dispersion_24h,corr_effective__market_dispersion_24h,resolved__funding_rate_cross_asset_dispersion,corr_raw__funding_rate_cross_asset_dispersion,corr_effective__funding_rate_cross_asset_dispersion,resolved__mkt_oi_z_30d,corr_raw__mkt_oi_z_30d,corr_effective__mkt_oi_z_30d,resolved__mkt_oi_chg_z_24h,corr_raw__mkt_oi_chg_z_24h,corr_effective__mkt_oi_chg_z_24h,resolved__mkt_oi_breadth_rising_24h,corr_raw__mkt_oi_breadth_rising_24h,corr_effective__mkt_oi_breadth_rising_24h,resolved__mkt_oi_dispersion_24h,corr_raw__mkt_oi_dispersion_24h,corr_effective__mkt_oi_dispersion_24h,train_processed_valid_count,val_processed_valid_count
0,atr_norm_returns_target,atr_norm_returns_target_miner_effective,residualised,True,64957,64957,10039,0.35043,0.49805,"[""atr_change_rate_ts_continuous"", ""bars_in_high_vol_state_log_norm"", ""volatility_of_volatility_48"", ""trend_strength_percentile"", ""volatility_autocorr_48"", ""mkt_ret_eq_24h"", ""market_breadth_24h"", ""market_dispersion_24h"", ""funding_rate_cross_asset_dispersion"", ""mkt_oi_z_30d"", ""mkt_oi_chg_z_24h"", ""mkt_oi_breadth_rising_24h"", ""mkt_oi_dispersion_24h""]","[""atr_change_rate"", ""bars_in_high_vol_state_log_norm"", ""volatility_of_volatility_48"", ""trend_strength_percentile"", ""volatility_autocorr_48"", ""mkt_ret_eq_24h"", ""market_breadth_24h"", ""market_dispersion_24h"", ""funding_rate_cross_asset_dispersion"", ""mkt_oi_z_30d"", ""mkt_oi_chg_z_24h"", ""mkt_oi_breadth_rising_24h"", ""mkt_oi_dispersion_24h""]",-0.5340316886597908,"[-0.016196079721123222, 0.016279536380541144, 0.13526939933353413, 0.047406873492893714, 0.04164477523655607, 0.17854145481322492, 2.7228174098363165, -1.096766964341355, 0.3047003084499456, -0.47139176224160695, -0.0025592867694329926, 0.23635203384559603, 0.05014120978089082]",finite(raw_target)&finite(all_nuisance_columns) on fold-train partition,1.5192995930010915,1.0647370100021363,1.510189414024353,1.9703054428100586,atr_change_rate,0.002671843758657804,0.00048216203922062806,bars_in_high_vol_state_log_norm,0.020042999470009034,-0.006051240101244866,volatility_of_volatility_48,0.030062035944356132,-0.027268669871747576,trend_strength_percentile,0.02697805581429483,-0.00060453219992749,volatility_autocorr_48,0.01375718381827191,0.006022665605761278,mkt_ret_eq_24h,-0.0026282805601074532,-0.031255436399990885,market_breadth_24h,0.01911580713442403,-0.03046510206262801,market_dispersion_24h,,,funding_rate_cross_asset_dispersion,0.020429621152833716,-0.013053643392100162,mkt_oi_z_30d,-0.014117455242071015,-0.022861853538646514,mkt_oi_chg_z_24h,0.0001855869359522503,-0.01965641376898628,mkt_oi_breadth_rising_24h,-0.003498278128359101,-0.026792795644998396,mkt_oi_dispersion_24h,0.024410743892632213,-0.0024088601575005418,64957,10039
1,atr_norm_returns_target,atr_norm_returns_target_miner_effective,residualised,True,63031,63031,10335,0.36968999999999996,0.48324999999999996,"[""atr_change_rate_ts_continuous"", ""bars_in_high_vol_state_log_norm"", ""volatility_of_volatility_48"", ""trend_strength_percentile"", ""volatility_autocorr_48"", ""mkt_ret_eq_24h"", ""market_breadth_24h"", ""market_dispersion_24h"", ""funding_rate_cross_asset_dispersion"", ""mkt_oi_z_30d"", ""mkt_oi_chg_z_24h"", ""mkt_oi_breadth_rising_24h"", ""mkt_oi_dispersion_24h""]","[""atr_change_rate"", ""bars_in_high_vol_state_log_norm"", ""volatility_of_volatility_48"", ""trend_strength_percentile"", ""volatility_autocorr_48"", ""mkt_ret_eq_24h"", ""market_breadth_24h"", ""market_dispersion_24h"", ""funding_rate_cross_asset_dispersion"", ""mkt_oi_z_30d"", ""mkt_oi_chg_z_24h"", ""mkt_oi_breadth_rising_24h"", ""mkt_oi_dispersion_24h""]",-0.49871395029659105,"[-0.005787018187406755, 0.04130875433041289, 0.14905680039393288, 0.11497908303982675, 0.06656572294258815, 0.14727235163915, 2.230027352256573, -1.0242331999326946, 0.3649006642043996, -0.35721996080779433, 0.07995890240852895, 0.28333024486399083, 0.09755332860016379]",finite(raw_target)&finite(all_nuisance_columns) on fold-train partition,1.5156240745227818,1.0644307136535645,1.509022831916809,1.969582736492157,atr_change_rate,0.002368872126731112,-0.0016475743981218495,bars_in_high_vol_state_log_norm,0.032115121464923686,-0.011942320290315965,volatility_of_volatility_48,0.04299507520964588,-0.02905555450232435,trend_strength_percentile,0.0435593026549778,-0.011156451096181314,volatility_autocorr_48,0.018987839565203963,-0.001074681483062272,mkt_ret_eq_24h,0.002257719853972494,-0.031243083601295674,market_breadth_24h,0.023380487840764977,-0.023390167686582163,market_dispersion_24h,,,funding_rate_cross_asset_dispersion,0.025862637936998733,-0.02042463606882104,mkt_oi_z_30d,-0.003846093255619412,-0.023047531971479702,mkt_oi_chg_z_24h,0.00866895259708339,-0.02504453788347086,mkt_oi_breadth_rising_24h,0.002329525677891795,-0.0329537052207295,mkt_oi_dispersion_24h,0.0376502062136839,-0.004460311707053757,63031,10335
2,atr_norm_returns_target,atr_norm_returns_target_miner_effective,residualised,True,61042,61042,11228,0.38958000000000004,0.4386,"[""atr_change_rate_ts_continuous"", ""bars_in_high_vol_state_log_norm"", ""volatility_of_volatility_48"", ""trend_strength_percentile"", ""volatility_autocorr_48"", ""mkt_ret_eq_24h"", ""market_breadth_24h"", ""market_dispersion_24h"", ""funding_rate_cross_asset_dispersion"", ""mkt_oi_z_30d"", ""mkt_oi_chg_z_24h"", ""mkt_oi_breadth_rising_24h"", ""mkt_oi_dispersion_24h""]","[""atr_change_rate"", ""bars_in_high_vol_state_log_norm"", ""volatility_of_volatility_48"", ""trend_strength_percentile"", ""volatility_autocorr_48"", ""mkt_ret_eq_24h"", ""market_breadth_24h"", ""market_dispersion_24h"", ""funding_rate_cross_asset_dispersion"", ""mkt_oi_z_30d"", ""mkt_oi_chg_z_24h"", ""mkt_oi_breadth_rising_24h"", ""mkt_oi_dispersion_24h""]",-0.5272125782780189,"[0.022947137691316816, 0.08559343424852019, 0.11578146773542737, 0.11444132160578334, 0.03534681751961536, -0.01745604442257687, 2.31566565475543, -1.082762224263677, 0.4267228590408779, -0.2785186867898947, 0.07287020660924277, 0.8581141675580707, -0.09329077458418393]",finite(raw_target)&finite(all_nuisance_columns) on fold-train partition,1.4826660859950391,1.0426527917385102,1.492382287979126,1.9642519652843475,atr_change_rate,0.007084412735625646,-0.0033456866134127837,bars_in_high_vol_state_log_norm,0.027282798820274404,-0.015956352631189375,volatility_of_volatility_48,0.032533038925718114,-0.0252377886717474,trend_strength_percentile,0.042016820957298036,-0.007795569376453627,volatility_autocorr_48,0.014136610603377056,0.0005521937730466499,mkt_ret_eq_24h,-0.01631196025059752,-0.027219802587572922,market_breadth_24h,0.005727765000289399,-0.02863091229108581,market_dispersion_24h,,,funding_rate_cross_asset_dispersion,0.022442661847176987,-0.016658911526888434,mkt_oi_z_30d,-0.016350741566529985,-0.01822730274575308,mkt_oi_chg_z_24h,0.019082438351516857,-0.03509384966467332,mkt_oi_breadth_rising_24h,0.015162269709005706,-0.043598517994230784,mkt_oi_dispersion_24h,0.014409446717723344,0.002133575380590704,61042,11228
3,atr_norm_returns_target,atr_norm_returns_target_miner_effective,residualised,True,62418,62418,10176,0.37582000000000004,0.49119999999999997,"[""atr_change_rate_ts_continuous"", ""bars_in_high_vol_state_log_norm"", ""volatility_of_volatility_48"", ""trend_strength_percentile"", ""volatility_autocorr_48"", ""mkt_ret_eq_24h"", ""market_breadth_24h"", ""market_dispersion_24h"", ""funding_rate_cross_asset_dispersion"", ""mkt_oi_z_30d"", ""mkt_oi_chg_z_24h"", ""mkt_oi_breadth_rising_24h"", ""mkt_oi_dispersion_24h""]","[""atr_change_rate"", ""bars_in_high_vol_state_log_norm"", ""volatility_of_volatility_48"", ""trend_strength_percentile"", ""volatility_autocorr_48"", ""mkt_ret_eq_24h"", ""market_breadth_24h"", ""market_dispersion_24h"", ""funding_rate_cross_asset_dispersion"", ""mkt_oi_z_30d"", ""mkt_oi_chg_z_24h"", ""mkt_oi_breadth_rising_24h"", ""mkt_oi_dispersion_24h""]",-0.4268096253378155,"[-0.03912273411256836, 0.1002427630265041, 0.07071212222079587, 0.050448785902314885, 0.04065089393196976, -0.0045642997540732925, 1.7526073220870764, -0.8765597755223119, 0.28907008478004215, -0.16199302632774443, 0.06662232221613464, 0.8740198206457197, -0.04360227316315227]",finite(raw_target)&finite(all_nuisance_columns) on fold-train partition,1.4767365294445283,1.0260724127292633,1.4894760251045227,1.962758183479309,atr_change_rate,-0.00019354256971273204,0.005695389230529148,bars_in_high_vol_state_log_norm,0.021318258606312358,-0.0165429004841159,volatility_of_volatility_48,0.021669951544424963,-0.021236104561028084,trend_strength_percentile,0.025197278914246158,-0.0005461940956586435,volatility_autocorr_48,0.014061551959912632,0.0011788817833052142,mkt_ret_eq_24h,0.0008184655304244075,-0.02769995667762991,market_breadth_24h,0.015951353975049133,-0.022684800572728342,market_dispersion_24h,,,funding_rate_cross_asset_dispersion,0.01582134805845533,-0.014503862703878104,mkt_oi_z_30d,-0.0010891543596498216,-0.02267839662049042,mkt_oi_chg_z_24h,0.02825177514034668,-0.03303861985295475,mkt_oi_breadth_rising_24h,0.02392510366357078,-0.041359107731635106,mkt_oi_dispersion_24h,0.01246052442588385,2.5859380290102774e-05,62418,10176
4,atr_norm_returns_target,atr_norm_returns_target_miner_effective,residualised,True,59352,59352,1927,0.40647999999999995,0.5174054595542199,"[""atr_change_rate_ts_continuous"", ""bars_in_high_vol_state_log_norm"", ""volatility_of_volatility_48"", ""trend_strength_percentile"", ""volatility_autocorr_48"", ""mkt_ret_eq_24h"", ""market_breadth_24h"", ""market_dispersion_24h"", ""funding_rate_cross_asset_dispersion"", ""mkt_oi_z_30d"", ""mkt_oi_chg_z_24h"", ""mkt_oi_breadth_rising_24h"", ""mkt_oi_dispersion_24h""]","[""atr_change_rate"", ""bars_in_high_vol_state_log_norm"", ""volatility_of_volatility_48"", ""trend_strength_percentile"", ""volatility_autocorr_48"", ""mkt_ret_eq_24h"", ""market_breadth_24h"", ""market_dispersion_24h"", ""funding_rate_cross_asset_dispersion"", ""mkt_oi_z_30d"", ""mkt_oi_chg_z_24h"", ""mkt_oi_breadth_rising_24h"", ""mkt_oi_dispersion_24h""]",-0.556982700816083,"[0.021738729367454097, 0.06981246266116041, 0.09029525187328333, 0.066593235769015, -0.03299011684002017, -0.08925733229119973, 2.4393830251907893, -1.1439025790731132, 0.3080039725402543, -0.15680247089909732, 0.0636615145531101, 0.9511815856408862, 0.03986801646746591]",finite(raw_target)&finite(all_nuisance_columns) on fold-train partition,1.4400339499678327,1.0111907541751861,1.4714405536651611,1.9677780985832214,atr_change_rate,0.00691184725238305,-0.0007159486051323066,bars_in_high_vol_state_log_norm,0.015603878285218944,-0.015501929857043502,volatility_of_volatility_48,0.017343928510278835,-0.02997041371333153,trend_strength_percentile,0.027399257155838883,-0.0038574689799201994,volatility_autocorr_48,0.004124670727789279,0.0057458896797929005,mkt_ret_eq_24h,-0.009932056346379356,-0.02362558767161882,market_breadth_24h,0.01534963486833774,-0.02228394436760948,market_dispersion_24h,,,funding_rate_cross_asset_dispersion,0.01284184206368884,-0.019542260042101543,mkt_oi_z_30d,-0.008166369333170997,-0.019531458483183974,mkt_oi_chg_z_24h,0.021605444711120456,-0.035859968050791995,mkt_oi_breadth_rising_24h,0.01703181484077569,-0.044738771275710666,mkt_oi_dispersion_24h,0.01992369712429079,-0.003085253751990558,59352,1927
