fold_id,seed,group,used_feature_count,split_count
0,42,location,32,76
0,42,regime,61,136
1,42,location,40,171
1,42,regime,84,352
2,42,location,28,60
2,42,regime,70,169
3,42,location,46,556
3,42,regime,98,1337
4,42,location,4,4
4,42,regime,5,5
