fold_id,seed,regime_family,gain,split
0,42,asset_relative_funding,3.2998,1.0
0,42,asset_state,36.94154,3.0
0,42,compression,142.50162,12.0
0,42,context,80.41641,6.0
0,42,funding,89.35715,12.0
0,42,liquidity,46.08111,5.0
0,42,momentum,39.63822,3.0
0,42,open_interest,1095.6996,45.0
0,42,path_structure,25.15084,4.0
0,42,perp_tradeability,302.4359,25.0
0,42,residual,45.37178,6.0
0,42,trend,20.4193,1.0
0,42,volatility,26.58831,3.0
0,42,volatility_term_structure,55.405327,10.0
1,42,asset_relative_funding,8.2324505,3.0
1,42,asset_state,12.42786,2.0
1,42,compression,209.71979,14.0
1,42,context,108.78519,11.0
1,42,crowding,7.3651958,2.0
1,42,funding,124.28136,12.0
1,42,liquidity,172.68784,20.0
1,42,momentum,94.58707,10.0
1,42,open_interest,2403.942,145.0
1,42,path_structure,220.16968,21.0
1,42,perp_tradeability,676.05884,60.0
1,42,residual,128.80582,23.0
1,42,trend,61.91463,10.0
1,42,volatility,78.011154,10.0
1,42,volatility_term_structure,72.033104,9.0
2,42,compression,191.98846,14.0
2,42,context,41.295692,4.0
2,42,funding,51.52385,9.0
2,42,liquidity,56.916924,9.0
2,42,momentum,34.08984,3.0
2,42,open_interest,1062.886,59.0
2,42,path_structure,150.54051,12.0
2,42,perp_tradeability,234.85358,28.0
2,42,residual,36.36312,9.0
2,42,trend,83.25725,6.0
2,42,volatility,32.5664,5.0
2,42,volatility_term_structure,111.21704,11.0
3,42,asset_relative_funding,119.796875,20.0
3,42,asset_state,148.16824,20.0
3,42,compression,484.62396,73.0
3,42,context,142.39877,20.0
3,42,crowding,36.31038,10.0
3,42,funding,330.86682,65.0
3,42,liquidity,256.11322,51.0
3,42,momentum,299.83414,45.0
3,42,open_interest,3787.5671,492.0
3,42,path_structure,710.43726,122.0
3,42,perp_tradeability,1147.6052,213.0
3,42,residual,394.24796,102.0
3,42,trend,120.10527,22.0
3,42,volatility,189.36536,31.0
3,42,volatility_term_structure,240.98842,51.0
4,42,open_interest,95.01738,4.0
4,42,residual,5.03223,1.0
