fold_id,seed,best_iteration,best_val_metric,max_depth,num_leaves,min_data_in_leaf,objective,alpha,metric,target_type,target_name,horizon
0,42,25,0.25361204257828623,6,64,3897,quantile,0.65,quantile,quantile,atr_norm_returns_target,10
1,42,62,0.2549676892372663,6,64,3781,quantile,0.65,quantile,quantile,atr_norm_returns_target,10
2,42,26,0.23005279031276585,6,64,3662,quantile,0.65,quantile,quantile,atr_norm_returns_target,10
3,42,224,0.2520498792816904,6,64,3745,quantile,0.65,quantile,quantile,atr_norm_returns_target,10
4,42,1,0.269423195217545,6,64,3561,quantile,0.65,quantile,quantile,atr_norm_returns_target,10
