rejection_reason,count
b_sign_consistency_too_low,441
b_mask_ic_uplift_too_low,274
b_support_too_low,84
b_min_fold_support_too_low,119
b_positive_ic_fraction_too_low,139
b_oos_ic_too_low,31
b_support_instability_too_high,7
b_support_too_high,13
b_decile_spread_too_low,12
