feature_name,group,usage_count
price_trend_15d_vol_norm,regime,385
bars_in_high_vol_state_log_norm,location,163
price_trend_7d_vol_norm,regime,160
log_oi_to_volume_1d,regime,147
return_autocorr_48,regime,141
up_down_semivol_ratio_tanh,regime,140
price_trend_10d_vol_norm,regime,123
dist_local_swing,location,112
range_24h_pct,regime,110
dist_funding_pressure_price_12h_atr,location,101
zscore_price_200,location,91
loc_bb_channel_pos_48,location,88
price_rv_7d_robust_z,regime,87
asset_funding_rate_mean_7d,regime,83
log_oi_to_volume_7d,regime,82
asset_funding_rate_abs_mean_7d,regime,76
funding_vol_7d_robust_z,regime,70
variance_ratio_10_48,regime,66
loc_prev_week_range_pos_24,location,65
oiw_pos_delta_entry_dist_14d_atr,location,62
dist_prior_day_low,location,62
asset_minus_mkt_oi_1d_peer_resid,regime,62
asset_funding_rate_mean_15d,regime,62
pullback_depth,location,60
dist_rolling_7d_high,location,59
choppiness_index_20,regime,57
price_rv_10d_robust_z,regime,50
dist_range_mid_atr,location,50
funding_mean_10d_robust_z,regime,49
amihud_illiq,regime,49
funding_persistence,regime,45
compression_score,regime,44
loc_prev_week_range_pos_48,location,44
oi_value_log_7d_robust_z,regime,43
oiw_z_delta_entry_dist_14d_atr,location,42
prior_volatility,regime,41
oiw_z_delta_entry_dist_7d_atr,location,41
dist_prior_day_high,location,40
asset_funding_rate_mean_3d,regime,40
fund_abs_z_mkt_resid,regime,40
atr_percentile,regime,39
dist_funding_pressure_price_96h_atr,regime,38
loc_swing_range_pos_48,location,37
oi_expansion_compression_balance_96h,regime,36
rolling_range_20,regime,34
loc_swing_range_pos_24,location,33
dist_ema200_atr,location,32
dist_oiw_intensity_96h_atr,regime,31
oiw_pos_delta_entry_dist_7d_atr,location,31
vol_z_peer_resid,regime,31
volume_autocorr_48,regime,29
donchian_zone_1d_atr,regime,29
price_rv_15d_robust_z,regime,29
oi_vol_7d_robust_z,regime,28
oi_vol_10d_robust_z,regime,28
spectral_entropy_ret_24,regime,28
range_expansion_ratio,regime,28
xasset_asset_minus_basket_fund_z,regime,27
funding_per_hour_z,regime,26
volume_trend_48,regime,26
oiw_intensity_entry_dist_7d_atr,location,26
oi_to_volume_1d_z_90d,regime,25
dist_oiw_signed_delta_12h_atr,location,25
funding_mean_15d_robust_z,regime,25
efficiency_ratio_20,regime,25
trend_acceleration,regime,23
funding_vol_15d_robust_z,regime,23
oi_vol_15d_robust_z,regime,23
loc_pullback_depth_48,location,22
direction_entropy_20,regime,22
grind_score_surprise,regime,22
funding_per_hour_mkt_resid,regime,22
asset_atr_level_pct,regime,22
atr_compression_ratio,regime,22
zscore_price_50,location,21
loc_initial_balance_pos_48,location,21
loc_pullback_depth_24,location,20
asset_vol_level_pct,regime,19
ema50_slope,regime,19
true_range_percentile,regime,18
loc_ema_stack_pos_24,location,18
oiw_entry_zone_1d_atr,regime,17
range_per_funding_abs_z_24h,regime,17
compression_ratio,regime,17
funding_per_hour,regime,17
dist_oiw_abs_delta_12h_atr,location,17
oi_value_log_1d_robust_z,regime,17
fund_rate_z_14d,regime,16
loc_prev_day_range_pos_24,location,16
xasset_funding_ts_resid,regime,16
oi_expansion_compression_balance_24h,regime,15
loc_range_pos_48,location,15
dist_oiw_z_delta_96h_atr,regime,15
asset_minus_mkt_oi_1d,regime,15
funding_abs_z,regime,14
oi_trend_7d_robust_z,regime,13
dist_ema50_atr,location,13
oi_value_z_30d,regime,13
loc_initial_balance_pos_24,location,13
funding_rate,regime,13
up_down_return_mass_ratio_tanh,regime,13
loc_session_pos_24,location,12
oi_rank,regime,12
loc_session_pos_48,location,11
loc_range_pos_24,location,11
distance_to_ema,location,11
volume_zscore_48h,regime,11
asset_funding_z,regime,10
xasset_asset_minus_mkt_funding,regime,10
bollinger_band_width,regime,10
cs_rank_oi_value_z_30d,regime,10
oi_trend_10d_robust_z,regime,10
loc_pivot_ladder_pos_24,location,10
funding_vol_10d_robust_z,regime,10
loc_prev_day_range_pos_48,location,10
funding_z,regime,9
prior_range,regime,9
loc_pivot_ladder_pos_48,location,9
oi_z,regime,9
dist_ma100_atr,location,9
oiw_pos_delta_entry_dist_1d_atr,location,8
rvol_z_peer_resid,regime,8
loc_ema_stack_pos_48,location,6
asset_minus_mkt_oi_7d,regime,6
oi_value_z_90d,regime,6
leverage_build_score,regime,5
leverage_build,regime,5
funding_mean_7d_robust_z,regime,5
ema_slope_norm,regime,5
exh_qual_surprise,regime,5
asset_minus_mkt_oi_1d_z_90d,regime,5
oiw_intensity_entry_dist_1d_atr,location,5
funding_rank_30d,regime,5
volume_entropy_24,regime,4
volume_price_corr_ts_resid,regime,4
xasset_funding_peer_resid,regime,4
dist_ema20_atr,location,4
volume_percentile,regime,3
loc_bb_channel_pos_24,location,3
oiw_z_delta_entry_dist_1d_atr,location,3
spike_score_surprise,regime,2
loc_prior_bar_pos_24,location,2
funding_mom_w,regime,1
loc_prior_bar_pos_48,location,1
