fold_id,target_mean,target_std,target_p1,target_p50,target_p99
0,0.03740739,1.1747649,-2.816622085571289,0.0,3.331089034080506
1,0.037800636,1.1561564,-2.7943189454078676,0.0,3.2885422801971433
2,0.026087234,1.1593678,-2.8482533526420593,0.0,3.225807549953463
