fold_id,seed,group,gain,split
0,42,location,32.554302,115.0
0,42,regime,213.61168,492.0
1,42,location,0.258875,1.0
1,42,regime,7.7605824,11.0
2,42,location,37.57234,164.0
2,42,regime,176.26166,664.0
