feature_name,group,usage_count
reg_ema20_gt_ema50_raw,regime,465
reg_atr_change_rate_ts_band25_75,regime,362
reg_atr_change_rate_ts_top50,regime,309
reg_atr_change_rate_ts_top60,regime,278
reg_atr_change_rate_ts_top20,regime,269
reg_atr_change_rate_ts_top70,regime,268
reg_atr_change_rate_ts_top30,regime,229
reg_atr_change_rate_ts_top40,regime,209
reg_atr_change_rate_ts_band20_80,regime,194
reg_atr_change_rate_ts_bot80,regime,172
reg_ema50_gt_ema200_raw,regime,137
loc_dist_ema20_atr_ts_band25_75,location,124
loc_dist_ema20_atr_ts_top60,location,103
reg_price_lt_ema200_raw,regime,82
reg_atr_change_rate_ts_band30_70,regime,81
loc_dist_ema20_atr_ts_top70,location,74
loc_dist_ema20_atr_ts_top30,location,72
loc_dist_ema20_atr_ts_top50,location,58
loc_dist_ema20_atr_ts_top20,location,56
loc_dist_ema20_atr_ts_bot80,location,56
reg_atr_change_rate_ts_bot40,regime,55
loc_dist_ema20_atr_ts_top40,location,48
loc_dist_ema20_atr_ts_band30_70,location,43
reg_atr_change_rate_ts_bot50,regime,32
reg_atr_compression_ratio_ts_band20_80,regime,31
reg_atr_change_rate_ts_bot60,regime,24
loc_dist_ema20_atr_ts_band20_80,location,23
reg_atr_compression_ratio_ts_band25_75,regime,22
reg_atr_change_rate_ts_bot70,regime,21
reg_atr_change_rate_ts_bot30,regime,20
loc_dist_ema20_atr_ts_bot70,location,19
reg_atr_compression_ratio_ts_band30_70,regime,16
loc_dist_ema20_atr_ts_bot30,location,16
loc_dist_ema50_atr_ts_band25_75,location,13
loc_dist_ema50_atr_ts_band30_70,location,10
reg_atr_compression_ratio_ts_top50,regime,9
loc_dist_ema50_atr_ts_top70,location,7
loc_dist_ema50_atr_ts_bot80,location,7
reg_atr_compression_ratio_ts_top70,regime,6
reg_atr_percentile_ts_top20,regime,6
loc_dist_ema20_atr_ts_bot60,location,5
reg_atr_compression_ratio_ts_bot80,regime,5
loc_dist_ema20_atr_ts_bot40,location,4
reg_atr_compression_ratio_ts_top20,regime,3
