regime_families_combo,count
trend|volatility,609
volatility,251
trend|volatility|volatility_term_structure,56
volatility|volatility_term_structure,26
trend,13
compression|trend|volatility,4
,2
volatility_term_structure,2
trend|volatility_term_structure,2
compression|volatility,2
