canonical_key,display_arity,structural_depth,groups_used,regime_families_used,location_families_used,all_families_used
(*)|(bars_in_high_vol_state_log_norm<=-0.54938036)|(prior_range<=0.17609748&rv_24h>-0.64183205),3,3,location|regime,context|volatility,context,context|volatility
(*)|(bars_in_high_vol_state_log_norm>-0.54938036)|(mkt_ret_eq_24h<=-1.1226006&prior_range<=0.17609748),3,3,location|regime,context|cross_asset,context,context|cross_asset
(*)|(bars_in_high_vol_state_log_norm>-0.54938036&loc_prev_week_range_pos_24>0.2867578)|(mkt_ret_eq_24h>-1.1226006&perp_index_basis<=-0.00087315205&prior_range<=0.17609748),5,5,location|regime,context|cross_asset|mark_index,context,context|cross_asset|mark_index
(*)|(bars_in_high_vol_state_log_norm>-0.54938036&loc_ema_stack_pos_24>-0.19664918&loc_prev_week_range_pos_24>0.2867578)|(mkt_ret_eq_24h>-1.1226006&perp_index_basis>-0.00087315205&prior_range<=0.17609748),6,6,location|regime,context|cross_asset|mark_index,context|trend,context|cross_asset|mark_index|trend
(*)|(*)|(ema50_slope<=-0.91449344&prior_range>0.17609748),2,2,regime,context|trend,,context|trend
(*)|(*)|(ema50_slope<=-0.20465356&ema50_slope>-0.91449344&prior_range>0.17609748),3,3,regime,context|trend,,context|trend
(*)|(*)|(ema50_slope>-0.20465356&mkt_ret_eq_24h<=-0.031187795&prior_range>0.17609748),3,3,regime,context|cross_asset|trend,,context|cross_asset|trend
(*)|(*)|(ema50_slope>-0.20465356&mkt_ret_eq_24h>-0.031187795&prior_range>0.17609748),3,3,regime,context|cross_asset|trend,,context|cross_asset|trend
(*)|(dist_prior_day_high>0.077452436)|(mkt_ret_eq_24h<=-1.004338),2,2,location|regime,cross_asset,context,context|cross_asset
(*)|(dist_prior_day_low<=0.033845525)|(mkt_ret_eq_24h>-1.004338&perp_index_basis<=0.00045703095&perp_index_basis_z<=-0.38837019&prior_range<=0.22444563),5,5,location|regime,context|cross_asset|mark_index,context,context|cross_asset|mark_index
(*)|(*)|(direction_entropy_20<=0.17529628&mkt_ret_eq_24h>-1.004338&perp_index_basis<=0.00045703095&perp_index_basis_z<=0.35932076&perp_index_basis_z>-0.38837019&prior_range<=0.22444563),6,6,regime,context|cross_asset|mark_index|path_structure,,context|cross_asset|mark_index|path_structure
(*)|(*)|(direction_entropy_20<=0.17529628&mkt_ret_eq_24h>-1.004338&perp_index_basis<=0.00045703095&perp_index_basis_z>0.35932076&prior_range<=0.22444563),5,5,regime,context|cross_asset|mark_index|path_structure,,context|cross_asset|mark_index|path_structure
(*)|(loc_prev_day_range_pos_48<=0.59124082)|(direction_entropy_20>0.17529628&mkt_ret_eq_24h>-1.004338&perp_index_basis<=0.00045703095&perp_index_basis_z>-0.38837019&prior_range<=0.22444563),6,6,location|regime,context|cross_asset|mark_index|path_structure,context,context|cross_asset|mark_index|path_structure
(*)|(loc_prev_day_range_pos_48>0.59124082)|(direction_entropy_20>0.17529628&mkt_ret_eq_24h>-1.004338&perp_index_basis<=0.00045703095&perp_index_basis_z>-0.38837019&prior_range<=0.22444563),6,6,location|regime,context|cross_asset|mark_index|path_structure,context,context|cross_asset|mark_index|path_structure
(*)|(*)|(mkt_ret_eq_24h>-1.004338&prior_range>0.22444563&realized_volatility_24h<=0.11955566),3,3,regime,context|cross_asset|volatility,,context|cross_asset|volatility
(*)|(*)|(ema20_slope_5h<=0.41955495&mkt_ret_eq_24h>-1.004338&prior_range>0.22444563&realized_volatility_24h>0.11955566),4,4,regime,context|cross_asset|trend|volatility,,context|cross_asset|trend|volatility
