fold_id,seed,regime_family,gain,split
0,42,basis,40.112553,22.0
0,42,compression,460.2931,60.0
0,42,context,717.41785,53.0
0,42,cross_asset,1115.8472,77.0
0,42,cross_asset_orderbook,1117.0471,83.0
0,42,cross_sectional,340.04944,30.0
0,42,liquidity,482.46887,90.0
0,42,mark_index,416.23538,67.0
0,42,momentum,110.662674,20.0
0,42,orderbook,16.046852,8.0
0,42,path_structure,598.59607,108.0
0,42,trend,450.2954,53.0
0,42,volatility,319.62753,55.0
0,42,volatility_term_structure,367.12314,60.0
1,42,basis,7.4812503,3.0
1,42,compression,372.90942,17.0
1,42,context,306.71704,13.0
1,42,cross_asset,656.3231,24.0
1,42,cross_asset_orderbook,935.6891,38.0
1,42,cross_sectional,77.51538,12.0
1,42,liquidity,102.033844,20.0
1,42,mark_index,52.442375,6.0
1,42,momentum,12.117331,2.0
1,42,orderbook,62.06389,5.0
1,42,path_structure,80.26596,19.0
1,42,trend,70.95692,12.0
1,42,volatility,62.702034,11.0
1,42,volatility_term_structure,61.844795,11.0
2,42,basis,10.153493,6.0
2,42,compression,246.06207,15.0
2,42,context,268.11816,12.0
2,42,cross_asset,478.78296,14.0
2,42,cross_asset_orderbook,437.20343,28.0
2,42,cross_sectional,5.5512924,2.0
2,42,liquidity,44.640083,9.0
2,42,mark_index,57.757442,11.0
2,42,momentum,9.18168,2.0
2,42,orderbook,1.702939,2.0
2,42,path_structure,78.60535,13.0
2,42,trend,96.210815,13.0
2,42,volatility,26.98798,6.0
2,42,volatility_term_structure,52.986908,5.0
3,42,basis,15.521261,10.0
3,42,compression,276.66705,23.0
3,42,context,430.1706,24.0
3,42,cross_asset,439.3195,27.0
3,42,cross_asset_orderbook,552.5272,35.0
3,42,cross_sectional,87.02855,12.0
3,42,liquidity,58.944557,18.0
3,42,mark_index,68.60498,21.0
3,42,momentum,29.24786,6.0
3,42,orderbook,7.148103,3.0
3,42,path_structure,134.99065,27.0
3,42,trend,154.54248,22.0
3,42,volatility,211.27696,25.0
3,42,volatility_term_structure,148.33873,17.0
4,42,basis,13.461505,12.0
4,42,compression,810.2379,67.0
4,42,context,232.84036,18.0
4,42,cross_asset,788.60187,40.0
4,42,cross_asset_orderbook,379.65732,41.0
4,42,cross_sectional,59.399994,9.0
4,42,liquidity,128.0641,38.0
4,42,mark_index,127.34734,40.0
4,42,momentum,30.76397,7.0
4,42,orderbook,34.658646,5.0
4,42,path_structure,194.63187,50.0
4,42,trend,199.20227,40.0
4,42,volatility,166.92525,22.0
4,42,volatility_term_structure,165.89978,35.0
