,stage_name,timestamp,input_data_shape,output_data_shape,processing_time,memory_usage_mb,geometry_metrics,model_metrics,feature_metrics,quality_metrics,performance_scores,stability_scores,integrity_scores
0,OOF_Start,2026-01-19T23:46:03.197913,"[132484, 84]",,0.0,1032.609375,{},{},{},{},{},{},{}
1,TrainBatch_COND_OHLCV_VOLATILITY_SPIKE_ON_INVENTORY,2026-01-19T23:49:02.780526,"[179, 390]",,0.0,1214.921875,{},{},{},{},{},{},{}
2,TrainBatch_RELAXATION_GEOMETRY_DECAY_RATE_20_POS,2026-01-19T23:55:25.898509,"[42024, 390]",,0.0,414.609375,{},{},{},{},{},{},{}
3,TrainBatch_LIQUIDITY_SPECIALIST,2026-01-19T23:58:06.330940,"[2909, 390]",,0.0,845.171875,{},{},{},{},{},{},{}
4,TrainBatch_META_WEIGHTED_SUM_COMPOSITE_COND_OHLCV_VOLATILITY_SPIKE_ON_VOLUME_OHLCV_RETURN_SHOCK_60MIN_INT,2026-01-20T00:01:37.129234,"[3565, 390]",,0.0,693.5,{},{},{},{},{},{},{}
5,TrainBatch_VOLATILITY_SPECIALIST,2026-01-20T00:03:27.948377,"[3710, 390]",,0.0,842.25,{},{},{},{},{},{},{}
6,TrainBatch_SURPRISE_Z_CONTINUOUS_RETURN_SURPRISE_Z_20_POS,2026-01-20T00:03:38.073840,"[33750, 390]",,0.0,1536.40625,{},{},{},{},{},{},{}
7,TrainBatch_COND_OHLCV_VOLUME_SURGE_ON_VOLATILITY,2026-01-20T00:04:06.721191,"[140, 390]",,0.0,859.515625,{},{},{},{},{},{},{}
8,TrainBatch_FLOW_PRESSURE_CONTINUOUS_FLOW_ACCEL_100_POS,2026-01-20T00:04:14.792821,"[39649, 390]",,0.0,790.21875,{},{},{},{},{},{},{}
9,TrainBatch_COND_OHLCV_VOLUME_SURGE_ON_INFORMATION,2026-01-20T00:04:47.996981,"[93, 390]",,0.0,861.4375,{},{},{},{},{},{},{}
10,TrainBatch_VOLUME_SPECIALIST,2026-01-20T00:04:53.401440,"[4094, 390]",,0.0,1060.046875,{},{},{},{},{},{},{}
11,TrainBatch_COND_OHLCV_RETURN_SHOCK_ON_INVENTORY,2026-01-20T00:05:14.865558,"[154, 390]",,0.0,864.328125,{},{},{},{},{},{},{}
12,TrainBatch_INFORMATION_SPECIALIST,2026-01-20T00:05:21.276758,"[5285, 390]",,0.0,1000.40625,{},{},{},{},{},{},{}
13,TrainBatch_COND_OHLCV_VOLATILITY_SPIKE_ON_VOLUME,2026-01-20T00:05:37.910339,"[180, 390]",,0.0,859.65625,{},{},{},{},{},{},{}
14,TrainBatch_INVENTORY_SPECIALIST,2026-01-20T00:05:43.367048,"[898, 390]",,0.0,1012.109375,{},{},{},{},{},{},{}
15,TrainBatch_COND_OHLCV_VOLUME_SURGE_ON_VOLUME,2026-01-20T00:05:58.523938,"[251, 390]",,0.0,644.078125,{},{},{},{},{},{},{}
16,TrainBatch_RELAXATION_GEOMETRY_RELAXATION_ACCEL_100_POS,2026-01-20T00:06:19.745748,"[42024, 390]",,0.0,378.09375,{},{},{},{},{},{},{}
17,TrainBatch_COND_OHLCV_RETURN_SHOCK_ON_VOLATILITY,2026-01-20T00:06:59.352703,"[280, 390]",,0.0,859.5625,{},{},{},{},{},{},{}
18,TrainBatch_META_SUM_4H_COMPOSITE_COND_OHLCV_VOLATILITY_SPIKE_ON_VOLUME_OHLCV_VOLUME_SURGE_30MIN_INT,2026-01-20T00:07:04.999404,"[4885, 390]",,0.0,874.53125,{},{},{},{},{},{},{}
19,TrainBatch_SURPRISE_Z_CONTINUOUS_VOLUME_SURPRISE_Z_20_POS,2026-01-20T00:07:19.547962,"[33750, 390]",,0.0,1383.421875,{},{},{},{},{},{},{}
20,TrainBatch_SURPRISE_Z_CONTINUOUS_VOL_SURPRISE_Z_100_POS,2026-01-20T00:07:37.860302,"[33750, 390]",,0.0,1098.03125,{},{},{},{},{},{},{}
21,TrainBatch_FLOW_PRESSURE_CONTINUOUS_FLOW_ACCEL_20_POS,2026-01-20T00:07:51.907288,"[39649, 390]",,0.0,1700.71875,{},{},{},{},{},{},{}
22,TrainBatch_FLOW_PRESSURE_CONTINUOUS_FLOW_PRESSURE_20_POS,2026-01-20T00:08:31.043435,"[39649, 390]",,0.0,1332.75,{},{},{},{},{},{},{}
23,TrainBatch_MARKET_FRAGILITY_FRAGILITY_ACCEL_100_POS,2026-01-20T00:08:53.624559,"[41615, 390]",,0.0,913.375,{},{},{},{},{},{},{}
24,TrainBatch_META_EWMA_1D_COMPOSITE_COND_OHLCV_VOLUME_SURGE_ON_VOLATILITY_OHLCV_RETURN_SHOCK_60MIN_INT,2026-01-20T00:09:16.812904,"[4256, 390]",,0.0,971.171875,{},{},{},{},{},{},{}
