end_time,risk_regime,risk_score
2024-09-07 10:45:00,0,0.6420033742634517
2024-09-07 11:15:00,0,0.7621794338946073
2024-09-07 12:00:00,1,0.8378975723807571
2024-09-07 13:00:00,2,0.8261348455881788
2024-09-07 13:30:00,0,0.16430265363862906
2024-09-07 14:00:00,0,0.591940330533507
2024-09-07 14:30:00,2,0.9423729775074453
2024-09-07 14:45:00,2,0.6107701952654983
2024-09-07 15:15:00,1,0.1051151358784731
2024-09-07 15:30:00,0,0.489934643335762
2024-09-07 16:15:00,0,0.29821425337590557
2024-09-07 16:45:00,0,0.8055444202384722
2024-09-07 17:15:00,0,0.48834151944210036
2024-09-07 17:45:00,1,0.9122438545381518
2024-09-07 18:15:00,1,0.38541942125988526
2024-09-07 18:45:00,0,0.02904377920113932
2024-09-07 19:45:00,0,0.3943161426481562
2024-09-07 20:15:00,2,0.006229676613624724
2024-09-07 20:45:00,1,0.361601048117396
2024-09-07 21:00:00,0,0.3297798055396821
2024-09-07 21:15:00,0,0.3023296813597194
2024-09-07 21:45:00,0,0.049439808340827174
2024-09-07 22:30:00,2,0.3116197944741068
2024-09-07 23:15:00,2,0.19551417108781577
2024-09-07 23:45:00,1,0.7355842682973119
2024-09-08 00:30:00,0,0.2458597051530581
2024-09-08 01:00:00,2,0.1623750268596399
2024-09-08 01:45:00,0,0.5614302991816973
2024-09-08 02:15:00,1,0.9132421016852753
2024-09-08 02:45:00,1,0.776701435677267
2024-09-08 03:30:00,1,0.7160812640824137
2024-09-08 04:00:00,0,0.6577876863269297
2024-09-08 04:30:00,2,0.30602257036568226
2024-09-08 04:45:00,1,0.04286711054797265
2024-09-08 05:15:00,1,0.876425626262927
2024-09-08 05:45:00,0,0.8201223736922242
2024-09-08 07:00:00,0,0.16305302179405323
2024-09-08 08:00:00,0,0.12504800249183912
2024-09-08 08:30:00,0,0.8909474291342327
2024-09-08 09:00:00,2,0.43518529935551187
2024-09-08 09:30:00,1,0.4360047066647812
2024-09-08 09:45:00,2,0.4598637664430597
2024-09-08 10:00:00,0,0.7035975185025478
2024-09-08 11:00:00,2,0.34037338807021855
2024-09-08 11:30:00,0,0.25031971143380927
2024-09-08 12:15:00,2,0.1379430307670082
2024-09-08 12:45:00,2,0.4073837726210878
2024-09-08 13:15:00,0,0.632116737368589
2024-09-08 13:45:00,0,0.24144566058176176
2024-09-08 14:00:00,0,0.6657902970611326
2024-09-08 14:45:00,2,0.3897664273949124
2024-09-08 15:15:00,1,0.9607790890583634
2024-09-08 15:45:00,2,0.05667468487183125
2024-09-08 16:15:00,1,0.9596817611117089
2024-09-08 16:30:00,1,0.8094691800128357
2024-09-08 16:45:00,0,0.19117238531178193
2024-09-08 17:00:00,1,0.7194094016652977
2024-09-08 17:15:00,2,0.5072236311029141
2024-09-08 17:30:00,2,0.9324273964338521
2024-09-08 17:45:00,0,0.022937194607342448
2024-09-08 18:00:00,1,0.13797824266884962
2024-09-08 18:30:00,1,0.8440902296280375
2024-09-08 19:15:00,0,0.15229000652388258
2024-09-08 20:15:00,1,0.9805899188688899
2024-09-08 20:45:00,0,0.23481722222502266
2024-09-08 21:00:00,1,0.7259690693620573
2024-09-08 21:15:00,2,0.8609022410468518
2024-09-08 21:45:00,0,0.6900850006034388
2024-09-08 22:15:00,1,0.31401387328572294
2024-09-08 22:30:00,2,0.3410532440879456
2024-09-08 22:45:00,1,0.6393825471110295
2024-09-08 23:00:00,1,0.3679768525646585
2024-09-08 23:45:00,0,0.01863918032688605
2024-09-09 00:15:00,0,0.23257644656490462
2024-09-09 00:30:00,1,0.6538211230038843
2024-09-09 00:45:00,2,0.49921971644455787
2024-09-09 01:15:00,0,0.8319686901043037
2024-09-09 01:30:00,0,0.28028126224977745
2024-09-09 02:15:00,2,0.13530363461343153
2024-09-09 02:45:00,0,0.5056255244815815
2024-09-09 03:15:00,2,0.801564105648943
2024-09-09 03:30:00,0,0.4981935764890639
2024-09-09 04:15:00,0,0.887338977867184
2024-09-09 05:30:00,2,0.3682045355016731
2024-09-09 06:30:00,2,0.04715999637126744
2024-09-09 06:45:00,0,0.6871821114811761
2024-09-09 07:15:00,2,0.8765378876777333
2024-09-09 07:30:00,1,0.6341378320884218
2024-09-09 08:00:00,1,0.48056214866165636
2024-09-09 08:30:00,2,0.5984265229929984
2024-09-09 09:30:00,1,0.7594486171100001
2024-09-09 10:15:00,1,0.6041200502201555
2024-09-09 10:45:00,1,0.9079269083336675
2024-09-09 11:15:00,0,0.3150899219921589
2024-09-09 12:00:00,2,0.8198355399332454
2024-09-09 12:15:00,0,0.9803123388170536
2024-09-09 12:45:00,0,0.5794956345960576
2024-09-09 13:30:00,0,0.5498337652617952
2024-09-09 13:45:00,1,0.8362158218230291
2024-09-09 14:00:00,0,0.6304423825836984
2024-09-09 14:15:00,2,0.3424008757977338
2024-09-09 14:30:00,0,0.9374954184189923
2024-09-09 15:15:00,1,0.08801659269069417
2024-09-09 15:45:00,0,0.3146094902754111
2024-09-09 16:00:00,1,0.954057644063547
2024-09-09 16:15:00,2,0.32369904605586064
2024-09-09 16:45:00,1,0.10688057874080781
2024-09-09 17:15:00,2,0.3483837935636047
2024-09-09 17:30:00,2,0.9261244960322702
2024-09-09 18:00:00,2,0.2841422936435716
2024-09-09 18:45:00,0,0.4952739101069188
2024-09-09 19:15:00,2,0.360600595173622
2024-09-09 19:45:00,2,0.9618963858644897
2024-09-09 20:00:00,1,0.20833906856714912
2024-09-09 21:00:00,2,0.7851488811815408
2024-09-09 21:15:00,1,0.7381570259937656
2024-09-09 21:30:00,0,0.791451700266545
2024-09-09 21:45:00,0,0.8305686549870196
2024-09-09 22:15:00,1,0.6082115464355348
2024-09-09 23:15:00,2,0.5337981923763035
2024-09-09 23:45:00,2,0.09730039069689111
2024-09-10 00:00:00,1,0.06329804929206773
2024-09-10 00:15:00,0,0.01723344260968873
2024-09-10 00:30:00,1,0.6820390209532143
2024-09-10 01:15:00,2,0.4262479263014698
2024-09-10 01:45:00,1,0.4687914271443162
2024-09-10 02:30:00,1,0.7465205773111223
2024-09-10 03:30:00,1,0.8945540451641565
2024-09-10 04:00:00,0,0.5911907412771
2024-09-10 04:30:00,2,0.4861035716055111
2024-09-10 05:00:00,1,0.2355797903980773
2024-09-10 05:15:00,2,0.754949580484804
2024-09-10 06:00:00,1,0.4720289897193317
2024-09-10 07:15:00,2,0.2570331895009863
2024-09-10 07:45:00,0,0.40118102316833293
2024-09-10 08:15:00,0,0.17198134737856519
2024-09-10 09:00:00,1,0.44971541075999466
2024-09-10 09:30:00,0,0.8690137648677829
2024-09-10 10:00:00,1,0.7944293068074091
2024-09-10 10:15:00,0,0.14422267971158464
2024-09-10 11:00:00,1,0.39865217813923093
2024-09-10 11:45:00,1,0.2549978149622806
2024-09-10 12:15:00,0,0.6951329414219306
2024-09-10 12:30:00,1,0.10629019942945706
2024-09-10 12:45:00,2,0.4451634718507562
2024-09-10 13:00:00,2,0.8280524816534794
2024-09-10 13:45:00,1,0.3558373271282784
2024-09-10 14:00:00,2,0.2320911337222319
2024-09-10 14:15:00,0,0.21475416542575831
2024-09-10 14:30:00,0,0.5029304329116935
2024-09-10 15:00:00,1,0.7741527356614805
2024-09-10 15:15:00,1,0.4216793666856634
2024-09-10 15:45:00,0,0.6253576361569764
2024-09-10 16:15:00,1,0.9079125058647888
2024-09-10 17:00:00,2,0.6840388016778163
2024-09-10 17:15:00,1,0.34013527406952637
2024-09-10 18:00:00,2,0.5751138560071734
2024-09-10 18:15:00,1,0.48065393442914994
2024-09-10 18:30:00,2,0.12262462826685427
2024-09-10 18:45:00,0,0.6631997933332692
2024-09-10 19:00:00,1,0.48000301456501415
2024-09-10 19:30:00,0,0.44478645948714557
2024-09-10 20:00:00,1,0.37726760674991
2024-09-10 20:30:00,2,0.15818630819574475
2024-09-10 20:45:00,1,0.14963551628514604
2024-09-10 21:15:00,2,0.5724245224505664
2024-09-10 21:45:00,2,0.8275770940422773
2024-09-10 22:00:00,0,0.9209671938882104
2024-09-10 22:30:00,0,0.4006551925443236
2024-09-10 22:45:00,1,0.1193895764399131
2024-09-10 23:15:00,1,0.38900641038772066
2024-09-11 00:00:00,0,0.8909892431758473
2024-09-11 00:15:00,2,0.41765365772654084
2024-09-11 01:15:00,2,0.6490856731178409
2024-09-11 01:30:00,0,0.9600574048658279
2024-09-11 01:45:00,0,0.5775855906856674
2024-09-11 02:00:00,1,0.867908711052033
2024-09-11 02:30:00,2,0.8186286174948579
2024-09-11 02:45:00,1,0.5133648365472004
2024-09-11 03:15:00,0,0.44930126529777514
2024-09-11 04:00:00,1,0.4948764584993237
2024-09-11 04:30:00,1,0.41318455071437177
2024-09-11 04:45:00,0,0.050179248365037954
2024-09-11 05:00:00,0,0.8409336190530226
2024-09-11 05:30:00,2,0.00576630586367477
2024-09-11 06:00:00,0,0.9141990558638518
2024-09-11 06:30:00,1,0.7857257296603136
2024-09-11 06:45:00,0,0.7182060486385058
2024-09-11 07:15:00,1,0.9460839246087359
2024-09-11 07:45:00,2,0.5102088895721004
2024-09-11 08:00:00,0,0.21586475669527572
2024-09-11 08:30:00,2,0.15500954018584712
2024-09-11 09:00:00,2,0.3042693774283812
2024-09-11 09:15:00,1,0.21566997116410158
2024-09-11 09:30:00,1,0.9691996641417584
2024-09-11 10:00:00,2,0.5485412916715051
