timestamp,symbol,side,strategy_id,portfolio_decision,was_traded,expected_policy_slippage_bps,expected_policy_orderbook_slippage_bps,expected_policy_friction_bps,live_spread_bps,live_expected_slippage_bps,live_total_entry_friction_bps,actual_fill_vs_expected_bps,actual_fill_vs_theoretical_bps,policy_vs_live_slippage_delta_bps,policy_vs_live_friction_delta_bps,signal_to_entry_seconds,decision_to_entry_seconds
2026-06-04 08:00:00+00:00,WLD/USD:USD,short,bollinger_band_width_-0_0062114433_oi_value_z_90d_0_082444385_price_rv_15d_robust_z_0_060036644,rank_rejected,False,,,,,,,,,,,,
2026-06-04 08:00:00+00:00,YGG/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-04 08:00:00+00:00,XRP/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-04 08:00:00+00:00,WLD/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-04 08:00:00+00:00,UNI/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-04 08:00:00+00:00,XRP/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,rank_rejected,False,,,,,,,,,,,,
2026-06-04 08:00:00+00:00,SNX/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-04 08:00:00+00:00,TRX/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,rank_rejected,False,,,,,,,,,,,,
2026-06-04 08:00:00+00:00,SOL/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,rank_rejected,False,,,,,,,,,,,,
2026-06-04 08:00:00+00:00,SOL/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-04 11:00:00+00:00,UNI/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-04 11:00:00+00:00,YGG/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-04 11:00:00+00:00,YFI/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-04 11:00:00+00:00,XRP/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-04 11:00:00+00:00,1INCH/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-04 11:00:00+00:00,SHIB/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,rank_rejected,False,,,,,,,,,,,,
2026-06-04 11:00:00+00:00,SOL/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,rank_rejected,False,,,,,,,,,,,,
2026-06-04 11:00:00+00:00,XRP/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,rank_rejected,False,,,,,,,,,,,,
2026-06-04 11:00:00+00:00,XTZ/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,rank_rejected,False,,,,,,,,,,,,
2026-06-04 11:00:00+00:00,SYN/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-04 11:00:00+00:00,WLD/USD:USD,short,bollinger_band_width_-0_0062114433_oi_value_z_90d_0_082444385_price_rv_15d_robust_z_0_060036644,rank_rejected,False,,,,,,,,,,,,
2026-06-04 14:00:00+00:00,TLM/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,rank_rejected,False,,,,,,,,,,,,
2026-06-04 14:00:00+00:00,XRP/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-04 14:00:00+00:00,YFI/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-04 15:00:00+00:00,TLM/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,rank_rejected,False,,,,,,,,,,,,
2026-06-04 15:00:00+00:00,SYN/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-04 15:00:00+00:00,ZRO/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-04 15:00:00+00:00,WLD/USD:USD,short,bollinger_band_width_-0_0062114433_oi_value_z_90d_0_082444385_price_rv_15d_robust_z_0_060036644,rank_rejected,False,,,,,,,,,,,,
