fold_id,seed,feature_name,group,regime_family,source_family,gain,split
0,42,dist_ema20_atr,location,,context,6.4489083,2.0
0,42,amihud_illiq,regime,liquidity,liquidity,6.19596,1.0
0,42,dist_prior_day_high,location,,context,5.78424,1.0
0,42,dist_rolling_7d_high,location,,context,3.10388,1.0
0,42,atr_percentile,regime,compression,compression,7.22184,2.0
0,42,prior_range,regime,context,context,2.46815,1.0
0,42,realized_volatility_24h,regime,volatility,volatility,1.50678,1.0
0,42,loc_swing_range_pos_48,location,,context,0.000108721,1.0
1,42,dist_ema20_atr,location,,context,6.5289803,4.0
1,42,dist_ema50_atr,location,,context,0.777034,1.0
1,42,up_down_semivol_ratio_tanh,regime,path_structure,path_structure,10.935408,5.0
1,42,dist_ema200_atr,location,,context,11.430116,6.0
1,42,up_down_return_mass_ratio_tanh,regime,path_structure,path_structure,0.391564,1.0
1,42,dist_vwap_atr,location,,context,5.312528,3.0
1,42,tail_asymmetry_q90_q10_atr_norm,regime,path_structure,path_structure,7.61317,4.0
1,42,dist_weekly_vwap,location,,context,2.14964,1.0
1,42,amihud_illiq,regime,liquidity,liquidity,11.688139,7.0
1,42,dist_prior_day_high,location,,context,4.5874443,3.0
1,42,atr_compression_ratio,regime,volatility_term_structure,volatility_term_structure,14.338582,6.0
1,42,dist_rolling_7d_high,location,,context,11.237469,5.0
1,42,atr_percentile,regime,compression,compression,1.92282,1.0
1,42,bollinger_band_width,regime,compression,compression,9.78547,4.0
1,42,dist_range_mid_atr,location,,context,6.50432,3.0
1,42,choppiness_index_20,regime,path_structure,path_structure,20.178877,8.0
1,42,dist_ma100_atr,location,,context,12.88132,5.0
1,42,distance_to_ema,location,,context,3.137059,2.0
1,42,compression_ratio,regime,volatility_term_structure,volatility_term_structure,20.397245,8.0
1,42,pullback_depth,location,,context,3.28015,2.0
1,42,compression_score,regime,volatility_term_structure,volatility_term_structure,28.474867,7.0
1,42,zscore_price_50,location,,context,7.414052,4.0
1,42,direction_entropy_20,regime,path_structure,path_structure,12.23643,5.0
1,42,zscore_price_200,location,,context,28.101812,10.0
1,42,dist_ema_fast,regime,trend,trend,6.988647,5.0
1,42,loc_ema_stack_pos_24,location,,trend,1.982285,2.0
1,42,efficiency_ratio_20,regime,path_structure,path_structure,13.178821,5.0
1,42,loc_ema_stack_pos_48,location,,trend,11.761535,6.0
1,42,loc_vwap_dev_z_24,location,,liquidity,1.70194,1.0
1,42,loc_vwap_dev_z_48,location,,liquidity,2.681824,2.0
1,42,ema_slope_norm,regime,trend,trend,6.70365,4.0
1,42,prior_range,regime,context,context,3.5760741,3.0
1,42,loc_range_pos_48,location,,context,1.471948,2.0
1,42,prior_volatility,regime,context,context,11.025677,5.0
1,42,loc_prior_bar_pos_24,location,,context,2.20404,1.0
1,42,range_24h_pct,regime,compression,compression,20.85927,8.0
1,42,loc_prior_bar_pos_48,location,,context,2.820818,2.0
1,42,range_expansion_ratio,regime,volatility_term_structure,volatility_term_structure,11.4952,5.0
1,42,realized_volatility_24h,regime,volatility,volatility,13.1590605,10.0
1,42,loc_swing_range_pos_48,location,,context,0.501461,1.0
1,42,return_autocorr_48,regime,momentum,momentum,19.47511,6.0
1,42,loc_session_pos_24,location,,context,7.222229,5.0
1,42,rolling_range_20,regime,compression,compression,0.158197,1.0
1,42,loc_session_pos_48,location,,context,4.850881,4.0
1,42,rv_24h,regime,volatility,volatility,11.613789,4.0
1,42,loc_initial_balance_pos_24,location,,context,3.6093102,2.0
1,42,spectral_entropy_ret_24,regime,path_structure,path_structure,1.3625519,2.0
1,42,loc_initial_balance_pos_48,location,,context,1.502583,2.0
1,42,trend_acceleration,regime,trend,trend,3.9921527,5.0
1,42,loc_prev_day_range_pos_24,location,,context,2.15557,1.0
1,42,true_range_percentile,regime,volatility,volatility,5.0127897,2.0
1,42,loc_prev_day_range_pos_48,location,,context,0.608293,1.0
1,42,variance_ratio_10_48,regime,volatility,volatility,34.850582,9.0
1,42,loc_prev_week_range_pos_24,location,,context,2.104487,2.0
1,42,volatility_ratio_short_long,regime,volatility,volatility,9.47415,4.0
1,42,loc_prev_week_range_pos_48,location,,context,10.44174,3.0
1,42,volume_autocorr_48,regime,liquidity,liquidity,44.233315,13.0
1,42,loc_bb_channel_pos_24,location,,compression,1.4652,1.0
1,42,volume_entropy_24,regime,liquidity,liquidity,15.01697,7.0
1,42,loc_bb_channel_pos_48,location,,compression,2.459086,3.0
1,42,volume_percentile,regime,liquidity,liquidity,17.791061,7.0
1,42,volume_trend_48,regime,liquidity,liquidity,8.044311,3.0
1,42,loc_pullback_depth_48,location,,path_structure,2.088429,2.0
1,42,loc_pivot_ladder_pos_48,location,,context,0.419085,1.0
1,42,bars_in_high_vol_state_log_norm,location,,context,6.7561502,2.0
