stage,rows,symbols,fraction_of_prev
side_input,5185,6,1.0
stage_a_feature_matrix,5185,6,1.0
stage_a_target_finite,2880,6,0.5554484088717454
stage_a_any_feature_finite,5185,6,1.8003472222222223
stage_a_complete_rows,2880,6,0.5554484088717454
