canonical_key,source_tree,source_leaf,source_target,source_horizon,side,count,support_pct,mean_net_ret,shrunk_mean_net_ret,mean_uplift,shrunk_mean_uplift,tstat_net_ret,presence_freq,sign_consistency,support_score,diversity_score,cheap_score,rejection_reason,mean_baseline_ret,std_support_pct,unique_symbol_count,unique_day_count,max_single_symbol_share,max_single_day_share,discovery_count,accepted
(*)|(loc_vwap_dev_z_48>-0.087600857&zscore_price_200>-0.98653579)|(up_down_semivol_ratio_tanh<=0.66430622&volume_entropy_24<=0.012455392),9,3,atr_norm_returns_target,5,short,141,0.11633663366336634,0.007643767705200412,0.002756448200596568,0.007846537670337394,0.0028295698504285744,5.600796701938933,1.0,1.0,0.9514851485148514,0.5695035460992908,0.796838050612775,a1_symbol_diversity_too_low,0.0009502330258955644,0.01664886039886039,3,22,0.46099290780141844,0.1347517730496454,1,False
(*)|(*)|(compression_score>1.2973549&volume_autocorr_48<=1.1408062),5,2,atr_norm_returns_target,5,short,154,0.12706270627062707,0.005624476191285368,0.0021439834986582843,0.005516778945758575,0.0021029305882347043,3.628865594983213,1.0,1.0,0.9884488448844884,0.6246753246753247,0.7873236709320443,a1_symbol_diversity_too_low,0.0009502330258955644,0.015990028490028493,3,17,0.35064935064935066,0.17532467532467533,1,False
(*)|(zscore_price_200<=1.3224795)|(variance_ratio_10_48>1.1783496&volume_autocorr_48<=0.96536589),18,4,atr_norm_returns_target,5,short,142,0.11716171617161716,0.005697917770332014,0.00206404164129374,0.006191180842543295,0.0022427236725539486,3.7173943318928417,1.0,1.0,0.9561056105610561,0.6133802816901409,0.7670942363329794,a1_symbol_diversity_too_low,0.0009502330258955644,0.022685185185185183,3,15,0.3732394366197183,0.19014084507042253,1,False
(*)|(*)|(realized_volatility_24h<=-0.19399509&variance_ratio_10_48>0.60968345),8,1,atr_norm_returns_target,5,short,172,0.1419141914191419,0.005052879452705383,0.0020594674546571706,0.00888525743278104,0.003621479332792273,3.8578903917479246,1.0,1.0,0.9052805280528053,0.5819767441860466,0.7643171134993464,a1_symbol_diversity_too_low,0.0009502330258955644,0.06529558404558404,3,16,0.436046511627907,0.18604651162790697,1,False
(*)|(*)|(true_range_percentile>0.62882149&variance_ratio_10_48>0.85442883),20,8,atr_norm_returns_target,5,short,114,0.09405940594059406,0.008329269133116069,0.0026086172559759116,0.008158455917676295,0.002555120809382136,4.2663773147470545,1.0,1.0,0.5267326732673266,0.6026315789473684,0.7453423414191992,a1_symbol_diversity_too_low,0.0009502330258955644,0.006054131054131051,3,20,0.39473684210526316,0.14912280701754385,1,False
(*)|(*)|(compression_ratio<=0.20494083&variance_ratio_10_48>0.6207853),16,2,atr_norm_returns_target,5,short,172,0.1419141914191419,0.004289232021154359,0.0017482177906126774,0.005374205925510511,0.0021904346426251373,2.8405557063861693,1.0,1.0,0.9052805280528053,0.6255813953488373,0.7324242128162808,a1_symbol_diversity_too_low,0.0009502330258955644,0.01853632478632479,3,23,0.3488372093023256,0.1569767441860465,1,False
(*)|(dist_prior_day_high>0.019741673&dist_rolling_7d_high<=0.17573492)|(range_24h_pct>0.038294435&trend_acceleration>0.10526513&variance_ratio_10_48>-0.26261428),24,10,atr_norm_returns_target,5,short,100,0.08250825082508251,0.010351268649101257,0.002957505328314645,0.009835653151934104,0.0028101866148383154,5.624966666064362,1.0,1.0,0.46204620462046203,0.625,0.7300788311204137,a1_symbol_diversity_too_low,0.0009502330258955644,0.002955840455840457,3,18,0.35,0.12,1,False
(*)|(*)|(efficiency_ratio_20<=-0.23690456&rv_24h>0.58420831&volume_autocorr_48<=1.1593066&volume_entropy_24<=0.67733788),12,3,atr_norm_returns_target,5,short,175,0.1443894389438944,0.004335894925253732,0.0017853684986338897,0.005057125332942704,0.002082345725329349,3.1987232258379477,1.0,1.0,0.8914191419141915,0.5971428571428572,0.7247386643123616,a1_symbol_diversity_too_low,0.0009502330258955644,0.015064102564102566,3,18,0.4057142857142857,0.17714285714285713,1,False
(*)|(dist_ma100_atr<=0.003103297)|(amihud_illiq<=-0.11792931&trend_acceleration>-0.28458071&volume_autocorr_48<=1.2520576&volume_autocorr_48>-1.1241179),10,10,atr_norm_returns_target,5,short,165,0.13613861386138615,0.004638092445604729,0.0018440608518669405,0.0036660830917410042,0.00145759930153558,2.8253987597251964,1.0,1.0,0.9376237623762376,0.5363636363636364,0.7106708731029694,a1_symbol_diversity_too_low|a1_symbol_concentration_too_high,0.0009502330258955644,0.03271011396011395,3,18,0.5272727272727272,0.14545454545454545,1,False
(*)|(*)|(compression_score>0.64325488&realized_volatility_24h<=-0.17742126),21,1,atr_norm_returns_target,5,short,223,0.183993399339934,0.005084405832761072,0.002397087739335558,0.008558307178581226,0.00403488900808375,4.388034633283862,1.0,1.0,0.36963696369636956,0.5959641255605381,0.7086901735544164,a1_symbol_diversity_too_low,0.0009502330258955644,0.07101139601139601,3,16,0.4080717488789238,0.15246636771300448,1,False
