,share_mu,share_std,share_stab,freq_mu,freq_std,freq_stab,mdi_depth_mu,mdi_depth_std,mdi_depth_stab,mdi_cov_mu,mdi_cov_std,mdi_cov_stab,composite_rank,top30_support,top30_lift,global_importance,stability_score,frequency_score,interaction_support,median_rank,mean_abs_rank_dev,final_score,final_rank
f_0,0.0716329,0.027169397,0.18886222,66.666664,6.01849,738.465,339.04538,149.8141,767.296,0.19022563,0.0797284,0.45386326,3.0,0.0,0.8625082,1.0,0.8507463,1.0,0.0,2.5,1.6666666,0.9126866,1.0
f_3,0.0569986,0.012056359,0.26947108,58.0,9.363048,359.28473,261.35114,64.91629,1052.1921,0.153909,0.039762575,0.5957355,2.0,1.0,0.45606637,0.7822618,0.9104478,1.0,0.0,2.5,1.0,0.80785596,2.0
f_1,0.05226642,0.008074494,0.33832195,57.5,5.9651766,554.25854,226.95905,34.51308,1492.4895,0.13641517,0.018590178,1.0010178,1.0,0.0,0.0006255781,0.7118535,0.880597,1.0,0.0,3.0,1.3333334,0.7616687,3.0
f_12,0.030569373,0.0063859965,0.14633371,33.333332,5.6470246,196.76045,144.92964,35.446392,592.57367,0.084889196,0.019293731,0.3734983,4.0,0.0,0.65114385,0.3890314,0.6119403,0.33333334,0.2618083,11.5,4.3333335,0.43004277,4.0
f_9,0.03517158,0.018368201,0.06734682,41.333332,9.994443,170.93944,161.2552,91.831,283.1641,0.09329763,0.05068984,0.17171979,20.0,0.0,0.1821319,0.45750588,0.49253732,0.33333334,0.0,16.5,5.6666665,0.4247626,5.0
f_8,0.0340872,0.017635021,0.06588805,40.833332,12.442088,134.00975,154.14197,95.90596,247.74007,0.094774075,0.056365594,0.15935475,22.0,0.0,0.49838305,0.44137183,0.46268657,0.33333334,0.16665028,13.0,6.0,0.4167587,6.0
f_33,0.037141047,0.018816276,0.07331192,49.666668,15.891996,155.22139,162.56029,94.99125,278.19244,0.10541278,0.056573566,0.19641425,17.0,0.059526913,0.0,0.48680887,0.19402985,0.6666667,0.0,6.5,9.0,0.41625232,7.0
f_4,0.030545518,0.008052046,0.11587474,40.666668,7.738791,213.69975,128.17072,31.58738,520.0727,0.08296049,0.019125339,0.35985985,8.0,0.36258262,0.9878579,0.38867646,0.5671642,0.33333334,0.0,9.0,4.8333335,0.40556312,8.0
f_2,0.028877495,0.006390935,0.13048321,44.333332,4.189935,469.0871,121.470184,28.237307,522.5358,0.07886692,0.017712234,0.35116923,6.0,0.0,0.7321085,0.3638586,0.6119403,0.16666667,0.0,10.0,4.3333335,0.37810734,9.0
f_10,0.028625414,0.006839317,0.11980938,38.666668,6.342099,235.74388,132.20743,30.164639,579.4468,0.0803106,0.018999984,0.33946306,7.0,0.26859334,0.8625082,0.360108,0.58208954,0.16666667,0.13556592,10.0,4.6666665,0.3753601,10.0
f_28,0.027445495,0.005175102,0.1455537,40.166668,3.578485,450.8503,120.40881,24.483095,592.1753,0.07518787,0.015542261,0.36373186,5.0,0.0,0.47253293,0.34255242,0.5671642,0.16666667,0.38007697,11.0,4.8333335,0.37419873,11.0
f_22,0.023034353,0.005540153,0.09577017,37.5,4.681524,300.38297,98.24873,23.707363,407.16525,0.06101475,0.013762471,0.2705037,12.0,0.0,0.8625082,0.2769207,0.64179105,0.0,0.34320578,17.5,4.0,0.32991445,12.0
f_18,0.019694101,0.003636888,0.106645465,32.166668,2.608746,396.6252,81.19638,16.487713,399.8646,0.05401223,0.010101318,0.288806,10.0,0.20868388,0.6964041,0.22722238,0.64179105,0.0,0.42019147,21.0,4.0,0.30642962,13.0
f_5,0.024489176,0.0073662885,0.0814141,35.5,5.0579967,249.1599,111.51885,34.793385,357.43732,0.06785502,0.019892031,0.23146477,13.0,0.4325561,0.8625082,0.29856646,0.40298507,0.16666667,0.0,17.5,6.6666665,0.28995782,14.0
f_42,0.025503343,0.007097587,0.09163966,34.5,5.1881275,229.41803,114.50067,42.12198,311.24854,0.0685103,0.023875222,0.1965913,14.0,0.8107416,0.90429336,0.31365588,0.46268657,0.0,0.0,11.5,6.0,0.28818238,15.0
f_16,0.009857433,0.0006420213,0.15134855,23.666666,2.8087165,199.41888,40.415443,5.0012956,326.597,0.026912864,0.0028565142,0.2535616,9.0,0.0,0.8625082,0.08086633,0.9104478,0.0,0.14746779,38.5,1.0,0.27946183,16.0
f_19,0.020445226,0.00449821,0.09292747,26.666666,2.2852182,311.17865,85.97058,14.550952,507.93518,0.049927577,0.007918055,0.3148201,11.0,0.39770454,1.0,0.23839808,0.5522388,0.0,0.18926436,21.0,5.0,0.27864185,17.0
f_14,0.004926488,0.0017112019,0.014183179,20.666666,6.7741337,63.050293,19.948994,6.775715,58.733635,0.013523771,0.0042233467,0.043305084,44.0,0.0,0.8625082,0.007500676,0.92537314,0.0,0.78918487,44.0,0.8333333,0.2749279,18.0
f_21,0.0044223634,0.0031936578,0.00510316,10.0,5.9721575,13.953639,16.813854,12.427383,18.957174,0.0102490205,0.00747225,0.011714724,45.0,0.0,0.8625082,0.0,0.880597,0.0,1.0,44.5,1.3333334,0.27014926,19.0
f_15,0.025477989,0.011617061,0.055877127,37.5,11.701139,120.1806,106.77461,54.493145,209.21564,0.066224925,0.033053864,0.13268466,29.0,0.0,0.8625082,0.31327865,0.2238806,0.16666667,0.28797057,15.0,8.666667,0.2676719,20.0
f_39,0.008859915,0.0023842584,0.032923482,18.5,3.2532036,105.203995,35.52386,12.976721,97.24681,0.023287958,0.0072945277,0.07434737,41.0,0.0,0.8625082,0.06602464,0.7761194,0.0,0.7408764,41.0,2.5,0.2673872,21.0
f_34,0.010083174,0.0015806651,0.06432128,28.0,4.163332,188.31071,38.181366,5.002945,291.39175,0.026122797,0.0031558126,0.21623607,19.0,0.0,0.8625082,0.08422505,0.80597013,0.0,0.33348456,39.0,2.1666667,0.26449054,22.0
f_20,0.022198455,0.007847425,0.06279404,25.5,4.924429,132.04578,98.94151,43.147915,226.88055,0.058105834,0.02364531,0.1427889,24.0,0.18275152,0.77282614,0.26448372,0.37313432,0.16666667,0.0,20.0,7.0,0.26374963,23.0
f_24,0.014347822,0.0022476146,0.091590434,30.0,2.3804762,378.07562,57.440823,11.298406,292.02777,0.03960973,0.0070479005,0.22260968,15.0,0.0,0.8625082,0.14767712,0.7164179,0.0,0.0,30.0,3.1666667,0.2603269,24.0
