bucket,n,total_pnl,win_rate,avg_pnl,sharpe,max_dd
LONG_MR,54,-0.005677045789197,0.48148148148148145,-0.00010513047757772222,-1.5000112374690773,-0.007136060844427599
LONG_TF,41,0.0083244166551142,0.5609756097560976,0.000203034552563761,1.3332404183161266,-0.0032744352164673996
SHORT_MR,35,-0.03635436570715249,0.17142857142857143,-0.0010386961630614996,-4.3978894190270665,-0.035674446796702994
SHORT_TF,40,-0.015532927317436905,0.25,-0.00038832318293592264,-6.018801338733968,-0.015380941098939107
