fold_id,seed,feature_name,group,regime_family,gain,split
0,42,reg_atr_change_rate_ts_top20,regime,volatility,41.036922,69.0
0,42,loc_dist_ema20_atr_ts_top20,location,,6.563262,16.0
0,42,reg_atr_change_rate_ts_top30,regime,volatility,6.714464,63.0
0,42,loc_dist_ema20_atr_ts_top30,location,,1.8786665,18.0
0,42,reg_atr_change_rate_ts_bot30,regime,volatility,0.84665376,5.0
0,42,loc_dist_ema20_atr_ts_bot30,location,,0.17234,1.0
0,42,reg_atr_change_rate_ts_top40,regime,volatility,5.9272323,38.0
0,42,loc_dist_ema20_atr_ts_top40,location,,1.287127,8.0
0,42,reg_atr_change_rate_ts_bot40,regime,volatility,20.33636,26.0
0,42,loc_dist_ema20_atr_ts_bot40,location,,5.575435,12.0
0,42,reg_atr_change_rate_ts_top50,regime,volatility,18.589108,108.0
0,42,loc_dist_ema20_atr_ts_top50,location,,2.2467215,25.0
0,42,reg_atr_change_rate_ts_bot50,regime,volatility,1.043898,8.0
0,42,loc_dist_ema20_atr_ts_bot50,location,,0.23109142,2.0
0,42,reg_atr_change_rate_ts_top60,regime,volatility,16.10117,99.0
0,42,loc_dist_ema20_atr_ts_top60,location,,3.755223,32.0
0,42,reg_atr_change_rate_ts_bot60,regime,volatility,0.7915405,7.0
0,42,loc_dist_ema20_atr_ts_bot60,location,,0.1206,1.0
0,42,reg_atr_change_rate_ts_top70,regime,volatility,17.25287,85.0
0,42,loc_dist_ema20_atr_ts_top70,location,,3.2760506,25.0
0,42,reg_atr_change_rate_ts_bot70,regime,volatility,1.4968187,6.0
0,42,loc_dist_ema20_atr_ts_bot70,location,,1.4246612,4.0
0,42,reg_atr_change_rate_ts_bot80,regime,volatility,6.6075115,48.0
0,42,loc_dist_ema20_atr_ts_bot80,location,,2.3550382,18.0
0,42,reg_atr_change_rate_ts_band20_80,regime,volatility,16.026464,23.0
0,42,loc_dist_ema20_atr_ts_band20_80,location,,3.383678,5.0
0,42,reg_atr_change_rate_ts_band25_75,regime,volatility,18.577143,107.0
0,42,loc_dist_ema20_atr_ts_band25_75,location,,6.8614664,45.0
0,42,reg_atr_change_rate_ts_band30_70,regime,volatility,4.679114,12.0
0,42,loc_dist_ema20_atr_ts_band30_70,location,,1.473502,8.0
0,42,reg_atr_compression_ratio_ts_top20,regime,volatility_term_structure,1.2366112,3.0
0,42,loc_dist_ema50_atr_ts_top20,location,,0.834289,1.0
0,42,reg_atr_compression_ratio_ts_bot40,regime,volatility_term_structure,0.93732,3.0
0,42,reg_atr_compression_ratio_ts_top50,regime,volatility_term_structure,0.1076071,3.0
