generated_boolean,group,source_feature,support,support_pct,usable_support,nan_rate_before,nan_rate_ts
loc_dist_ema20_atr_ts_top20,location,dist_ema20_atr,10368,0.8,2592,0.0,0.0
loc_dist_ema20_atr_ts_bot20,location,dist_ema20_atr,2592,0.2,2592,0.0,0.0
loc_dist_ema20_atr_ts_top30,location,dist_ema20_atr,9072,0.7,3888,0.0,0.0
loc_dist_ema20_atr_ts_bot30,location,dist_ema20_atr,3888,0.3,3888,0.0,0.0
loc_dist_ema20_atr_ts_top40,location,dist_ema20_atr,7776,0.6,5184,0.0,0.0
loc_dist_ema20_atr_ts_bot40,location,dist_ema20_atr,5184,0.4,5184,0.0,0.0
loc_dist_ema20_atr_ts_top50,location,dist_ema20_atr,6480,0.5,6480,0.0,0.0
loc_dist_ema20_atr_ts_bot50,location,dist_ema20_atr,6480,0.5,6480,0.0,0.0
loc_dist_ema20_atr_ts_top60,location,dist_ema20_atr,5184,0.4,5184,0.0,0.0
loc_dist_ema20_atr_ts_bot60,location,dist_ema20_atr,7776,0.6,5184,0.0,0.0
loc_dist_ema20_atr_ts_top70,location,dist_ema20_atr,3888,0.3,3888,0.0,0.0
loc_dist_ema20_atr_ts_bot70,location,dist_ema20_atr,9072,0.7,3888,0.0,0.0
loc_dist_ema20_atr_ts_top80,location,dist_ema20_atr,2592,0.2,2592,0.0,0.0
loc_dist_ema20_atr_ts_bot80,location,dist_ema20_atr,10368,0.8,2592,0.0,0.0
loc_dist_ema20_atr_ts_band20_80,location,dist_ema20_atr,7776,0.6,5184,0.0,0.0
loc_dist_ema20_atr_ts_band25_75,location,dist_ema20_atr,6480,0.5,6480,0.0,0.0
loc_dist_ema20_atr_ts_band30_70,location,dist_ema20_atr,5184,0.4,5184,0.0,0.0
loc_dist_ema20_atr_ts_band40_60,location,dist_ema20_atr,2592,0.2,2592,0.0,0.0
loc_dist_ema50_atr_ts_top20,location,dist_ema50_atr,10368,0.8,2592,0.0,0.0
loc_dist_ema50_atr_ts_bot20,location,dist_ema50_atr,2592,0.2,2592,0.0,0.0
loc_dist_ema50_atr_ts_top30,location,dist_ema50_atr,9072,0.7,3888,0.0,0.0
loc_dist_ema50_atr_ts_bot30,location,dist_ema50_atr,3888,0.3,3888,0.0,0.0
loc_dist_ema50_atr_ts_top40,location,dist_ema50_atr,7776,0.6,5184,0.0,0.0
loc_dist_ema50_atr_ts_bot40,location,dist_ema50_atr,5184,0.4,5184,0.0,0.0
loc_dist_ema50_atr_ts_top50,location,dist_ema50_atr,6480,0.5,6480,0.0,0.0
