regime_families_combo,count
trend|volatility,1983
volatility,815
trend|volatility|volatility_term_structure,167
volatility|volatility_term_structure,56
trend,31
compression|trend|volatility,28
,21
trend|volatility_term_structure,18
volatility_term_structure,4
compression|volatility,3
compression|trend,1
