model,side,kind,score,passed,H,is_winner,checks.pr_auc_ge_threshold.pass,checks.pr_auc_ge_threshold.emoji,checks.pr_auc_ge_random.pass,checks.pr_auc_ge_random.emoji,checks.brier_and_logloss_improve_ge_2pct.pass,checks.brier_and_logloss_improve_ge_2pct.emoji,checks.liftk_and_preck_lift.pass,checks.liftk_and_preck_lift.emoji,checks.bootstrap_prec20_cv_le_0_30.pass,checks.bootstrap_prec20_cv_le_0_30.emoji,checks.delta_logloss_le_minus_0_5pct.pass,checks.delta_logloss_le_minus_0_5pct.emoji,checks.logloss_improves_in_ge_70pct_folds.pass,checks.logloss_improves_in_ge_70pct_folds.emoji,checks.worst_fold_delta_logloss_ge_0_5pct_improve.pass,checks.worst_fold_delta_logloss_ge_0_5pct_improve.emoji,metrics.auc,metrics.ic,metrics.ic_ret,metrics.logloss,metrics.pr_auc,metrics.pr_auc_threshold,metrics.brier_improvement,metrics.logloss_improvement,metrics.lift_at_20pct,metrics.precision_lift_abs,metrics.bootstrap_prec20_cv,metrics.fold_logloss_improvement_ratio,metrics.worst_fold_logloss_improvement,metrics.prec_at_10pct,metrics.recall_at_10pct,metrics.lift_at_10pct,metrics.prec_at_30pct,metrics.recall_at_30pct,metrics.lift_at_30pct,metrics.timeout_rate_at_20pct,metrics.timeout_rate_at_bot50pct
short_compression_ratio_1_0376017_dist_ema_fast_0_095782697_sin_hod_0_12940952_tail_asymmetry_q90_q10_atr_norm_0_47184935_H10:extratrees,short,compression_ratio_1_0376017_dist_ema_fast_0_095782697_sin_hod_0_12940952_tail_asymmetry_q90_q10_atr_norm_0_47184935,0.36316276835132577,False,10,True,False,⚠️,True,✅,True,✅,True,✅,True,✅,True,✅,False,⚠️,False,⚠️,0.5837511733404921,0.17327298789688786,0.07895022863262591,0.6154026230967359,0.4017441604973343,0.41766601708889217,0.0420558502871693,0.03400626462098065,1.2227045965577104,0.07441291346531803,0.02396607479653247,0.0,-1.0,0.4910044977511244,0.14692687303723642,1.4694890105418354,0.3925537231384308,0.3524001794526694,1.1748433768759408,0.5520989505247377,0.6397841403087993
long_loc_initial_balance_pos_24_0_32075533_loc_prev_day_range_pos_48_0_28101721_atr_compression_ratio_1_3097934_ret8h_-0_38833785_H10:extratrees,long,loc_initial_balance_pos_24_0_32075533_loc_prev_day_range_pos_48_0_28101721_atr_compression_ratio_1_3097934_ret8h_-0_38833785,0.37005006715308053,False,10,True,True,✅,True,✅,True,✅,True,✅,True,✅,True,✅,False,⚠️,False,⚠️,0.597363974756402,0.189547828663489,0.09015629825239913,0.5625202766236055,0.3661145542486433,0.34458343167335376,0.05363553020691991,0.04465540807554648,1.3897827343888989,0.10745013777820012,0.03419245404481751,0.0,-1.0,0.4935064935064935,0.17893835616438356,1.790228607009429,0.34893784421715185,0.379708904109589,1.265795929750062,0.5330578512396694,0.6698135473212179
short_cos_hod_0_12940952_realized_volatility_24h_-0_25666356_rsi_slope_0_46084976_H5:extratrees,short,cos_hod_0_12940952_realized_volatility_24h_-0_25666356_rsi_slope_0_46084976,0.38560646559264333,False,5,True,False,⚠️,True,✅,True,✅,False,⚠️,True,✅,True,✅,False,⚠️,False,⚠️,0.5699787581789504,0.14789706673577005,0.08444976446331172,0.6010176039089573,0.36165457837437914,0.38360891990291257,0.029503640357123762,0.025251420238157702,1.194133924211477,0.05957720398662286,0.023912189382406718,0.0,-1.0,0.4393019726858877,0.1431043005437469,1.4314773128746279,0.34032869785082176,0.33267424616905583,1.1089702304659501,0.5588012139605463,0.6256067961165048
long_cos_hod_0_00000000000000000000000000000000001_slope_-0_83119529_volume_trend_48_-0_64375514_vov_mad_20_-0_37346116_H5:extratrees,long,cos_hod_0_00000000000000000000000000000000001_slope_-0_83119529_volume_trend_48_-0_64375514_vov_mad_20_-0_37346116,0.43171819161478747,False,5,True,True,✅,True,✅,True,✅,True,✅,True,✅,True,✅,False,⚠️,False,⚠️,0.5885102826959996,0.17637844272117548,0.15989773321350415,0.5751179154611407,0.36353780268057034,0.35532666781589384,0.04217661465423401,0.03654541909607796,1.387443539449196,0.11013521747142291,0.02710404031706087,0.0,-1.0,0.4681034482758621,0.1646452395391146,1.6467362664938,0.36695402298850577,0.3872043662825955,1.290903752186975,0.5543103448275862,0.6828133080503361
