fold_id,seed,regime_family,gain,split
0,42,asset_relative_funding,9.85808,4.0
0,42,asset_state,183.5487,21.0
0,42,compression,537.30707,46.0
0,42,context,78.620834,13.0
0,42,crowding,4.09607,1.0
0,42,funding,219.4277,32.0
0,42,liquidity,259.76007,39.0
0,42,momentum,35.92928,5.0
0,42,open_interest,2944.4429,246.0
0,42,orderbook,60.281788,10.0
0,42,path_structure,289.35007,48.0
0,42,perp_tradeability,1452.3667,194.0
0,42,residual,1346.8744,88.0
0,42,trend,97.56576,12.0
0,42,volatility,5.43449,2.0
0,42,volatility_term_structure,26.525457,7.0
1,42,asset_relative_funding,33.63986,12.0
1,42,asset_state,144.99976,21.0
1,42,compression,551.97217,67.0
1,42,context,116.88988,19.0
1,42,crowding,10.313977,5.0
1,42,funding,295.04797,69.0
1,42,liquidity,220.66953,47.0
1,42,momentum,96.42292,18.0
1,42,open_interest,4306.6475,495.0
1,42,orderbook,48.13977,12.0
1,42,path_structure,536.2297,81.0
1,42,perp_tradeability,1800.9474,315.0
1,42,residual,1508.8518,130.0
1,42,trend,219.10556,31.0
1,42,volatility,53.18254,13.0
1,42,volatility_term_structure,84.08431,24.0
2,42,asset_state,192.60548,19.0
2,42,compression,351.77777,40.0
2,42,context,44.73242,9.0
2,42,funding,68.23468,18.0
2,42,liquidity,78.40772,16.0
2,42,momentum,8.71901,4.0
2,42,open_interest,2127.5532,202.0
2,42,orderbook,68.91904,10.0
2,42,path_structure,235.47649,33.0
2,42,perp_tradeability,1251.9366,158.0
2,42,residual,1338.6895,76.0
2,42,trend,186.99176,24.0
2,42,volatility,25.699347,6.0
2,42,volatility_term_structure,37.39695,12.0
3,42,asset_relative_funding,72.14842,23.0
3,42,asset_state,166.60344,33.0
3,42,compression,612.968,117.0
3,42,context,141.54071,33.0
3,42,crowding,12.41856,5.0
3,42,funding,355.28317,111.0
3,42,liquidity,304.842,73.0
3,42,momentum,111.60867,27.0
3,42,open_interest,4577.711,774.0
3,42,orderbook,110.42658,32.0
3,42,path_structure,492.5633,123.0
3,42,perp_tradeability,2444.715,513.0
3,42,residual,1755.5469,234.0
3,42,trend,250.62735,57.0
3,42,volatility,89.04964,27.0
3,42,volatility_term_structure,130.28583,44.0
4,42,asset_relative_funding,3.53441,1.0
4,42,asset_state,110.04307,8.0
4,42,compression,233.1212,20.0
4,42,context,93.900314,11.0
4,42,crowding,1.9667,1.0
4,42,funding,18.254648,8.0
4,42,liquidity,16.34901,3.0
4,42,momentum,8.98134,2.0
4,42,open_interest,1372.1017,113.0
4,42,orderbook,2.63524,1.0
4,42,path_structure,64.13905,15.0
4,42,perp_tradeability,1176.957,124.0
4,42,residual,1176.3755,53.0
4,42,trend,101.44823,12.0
4,42,volatility,13.951109,4.0
4,42,volatility_term_structure,13.52505,7.0
