,share_mu,share_std,share_stab,freq_mu,freq_std,freq_stab,mdi_depth_mu,mdi_depth_std,mdi_depth_stab,mdi_cov_mu,mdi_cov_std,mdi_cov_stab,composite_rank,top30_support,top30_lift,global_importance,stability_score,frequency_score,interaction_support,median_rank,mean_abs_rank_dev,final_score,final_rank
ret48h,0.06817651,0.02478747,0.18751554,52.666668,9.741093,284.75015,187.85062,79.48472,443.95767,0.101946294,0.04229518,0.24572651,3.0,0.0,0.9542613,1.0,0.87142855,0.8333333,0.0,1.0,1.5,0.89285713,1.0
climax_vol_12,0.042484947,0.0050589573,0.3567871,46.666668,6.724747,323.8453,98.15943,16.968988,567.81665,0.059164904,0.010190328,0.34351063,2.0,0.0,0.5814562,0.55972457,0.9142857,1.0,0.0,5.0,1.0,0.68641996,2.0
reversion_target_distance,0.041035395,0.006068601,0.27747807,38.333332,5.617433,261.58646,109.50297,20.41094,587.4742,0.06666181,0.0121821165,0.36478034,1.0,1.0,0.8684371,0.5348837,0.82857144,0.8333333,0.0,4.0,2.0,0.6263289,3.0
kf_score_mean,0.037496295,0.013041924,0.10780405,41.666668,5.436502,319.3434,105.2951,48.76682,227.34839,0.06188101,0.02669084,0.14346717,11.0,0.20183799,0.9127507,0.47423422,0.62857145,0.6666667,0.0,7.5,4.3333335,0.5179717,4.0
rsi_z_x_regime_vol,0.038964298,0.013554215,0.11201065,45.0,9.899495,204.5559,93.6819,38.724308,226.63539,0.05734079,0.023603033,0.13930269,10.0,0.021492163,0.9832992,0.49939135,0.47142857,0.6666667,0.0,5.5,6.1666665,0.49252242,5.0
hh_count_12,0.042704258,0.018608911,0.09799894,52.0,7.9162283,341.5768,111.410164,55.796288,222.4561,0.06355143,0.030661546,0.1317215,15.0,0.4902822,0.9832992,0.56348294,0.35714287,0.5,0.0,7.0,7.5,0.47420132,6.0
press_12,0.031994566,0.00632501,0.161842,30.666666,4.109609,228.84035,80.77633,23.981195,272.0805,0.050229102,0.014592684,0.17289229,6.0,0.0,0.9832992,0.3799513,0.67142856,0.33333334,0.11374954,12.5,3.8333333,0.43251783,7.0
asset_atr_level,0.030037096,0.0045266426,0.19931485,56.166668,4.4876375,702.9745,67.36011,13.094471,346.51144,0.04600475,0.009348246,0.22639938,4.0,0.095757745,0.9934837,0.3464062,0.7714286,0.0,0.0,11.5,2.6666667,0.38338056,8.0
ll_count_12,0.028185368,0.007560227,0.10507818,29.0,4.0,210.25,71.644424,27.949266,183.65147,0.04260726,0.015772453,0.11509805,16.0,0.0,0.188975,0.3146732,0.55714285,0.33333334,0.12920578,17.0,5.1666665,0.36881626,9.0
prog_eff_12,0.028573094,0.008525721,0.09575984,35.666668,7.086764,179.50522,66.42182,19.225727,229.47682,0.041448772,0.011133691,0.15430647,12.0,0.35203713,0.9832992,0.32131764,0.42857143,0.33333334,0.56585044,11.5,6.6666665,0.3621601,10.0
time_since_peak_12h,0.03067027,0.010146567,0.09270776,35.333332,7.15697,174.43756,72.63813,21.88862,241.05211,0.04476019,0.013222255,0.15152292,13.0,0.14878146,0.9832992,0.3572569,0.41428572,0.33333334,0.20814241,13.5,6.8333335,0.36046985,11.0
cusum_strength_norm,0.032437198,0.012834401,0.08198059,44.666668,10.257789,194.4972,73.244026,33.168484,161.74051,0.045014292,0.018796619,0.10780059,18.0,0.0,0.0,0.38753667,0.31428573,0.33333334,0.0,10.5,8.0,0.34171662,12.0
breakout_confirmed,0.0309837,0.01253852,0.07656324,50.666668,10.290233,249.47066,73.51496,30.534891,176.99258,0.04613776,0.018908245,0.11258015,19.0,0.0,0.3230611,0.3626281,0.34285715,0.33333334,0.0,16.5,7.6666665,0.33515975,13.0
vol_z_30_calm,0.025444977,0.00386812,0.16738024,40.666668,5.8783975,281.3314,56.90808,8.8832655,364.56522,0.036379956,0.006074816,0.21786685,5.0,0.0,0.9832992,0.26771122,0.74285716,0.0,0.0,16.0,3.0,0.33295548,14.0
trapped_longs_96,0.027640115,0.007069961,0.108059436,43.166668,5.079917,366.80936,59.583923,19.277878,184.16156,0.038264576,0.0119188465,0.12284558,14.0,0.0,0.8936765,0.30532923,0.54285717,0.16666667,0.0,13.0,5.3333335,0.32864538,15.0
vol_scale,0.022170382,0.003748438,0.13112818,30.666666,3.197221,294.14435,54.674866,11.324257,263.9768,0.033848032,0.006312511,0.18149504,8.0,0.0,0.8684997,0.21159458,0.71428573,0.0,0.0,19.5,3.3333333,0.29494846,16.0
asset_vol_level,0.017984308,0.0017459457,0.18524937,41.333332,2.4267032,704.0187,39.797115,6.0542235,261.60422,0.026416726,0.0041151736,0.16957814,7.0,0.0,0.9832992,0.13985799,0.8142857,0.0,0.118353955,26.0,2.1666667,0.28641102,17.0
volume_trend_alignment,0.02790007,0.010472653,0.07432824,33.166668,5.580223,197.12971,67.48644,25.124022,181.27748,0.040324133,0.013662826,0.11901168,20.0,0.0,0.9832992,0.30978405,0.27142859,0.16666667,0.0,15.0,8.5,0.26323837,18.0
mkt_rv_pct,0.021902522,0.0061061084,0.078564025,36.833332,3.578485,379.12537,49.172832,14.580074,165.84056,0.03342033,0.008995126,0.12416933,17.0,0.2629948,0.9832992,0.20700428,0.5,0.0,0.46340215,19.5,5.8333335,0.26202247,19.0
