symbol,status,error,dist_vwap_norm_nan_before,dist_vwap_norm_nan_after,tail_asymmetry_q90_q10_atr_norm_nan_before,tail_asymmetry_q90_q10_atr_norm_nan_after,vwap_zone_1d_atr_nan_before,vwap_zone_1d_atr_nan_after,dist_vwap_12_atr_nan_before,dist_vwap_12_atr_nan_after,dist_vwap_24_atr_nan_before,dist_vwap_24_atr_nan_after,dist_vwap_96_atr_nan_before,dist_vwap_96_atr_nan_after,trapped_longs_12_nan_before,trapped_longs_12_nan_after,trapped_longs_24_nan_before,trapped_longs_24_nan_after,trapped_longs_96_nan_before,trapped_longs_96_nan_after,dist_stack_nan_before,dist_stack_nan_after,oi_chg_2h_nan_before,oi_chg_2h_nan_after,oi_chg_4h_nan_before,oi_chg_4h_nan_after,oi_chg_8h_nan_before,oi_chg_8h_nan_after,oi_chg_z_2h_nan_before,oi_chg_z_2h_nan_after,oi_chg_z_4h_nan_before,oi_chg_z_4h_nan_after,oi_chg_z_8h_nan_before,oi_chg_z_8h_nan_after,oi_vel_2h_nan_before,oi_vel_2h_nan_after,oi_vel_4h_nan_before,oi_vel_4h_nan_after,oi_vel_8h_nan_before,oi_vel_8h_nan_after,oi_chg_w_nan_before,oi_chg_w_nan_after
DEEP_USD:USD,updated,,0.6644502154618875,0.6644502154618875,0.6210724579777974,0.6210724579777974,0.6392511629234325,0.6392511629234325,0.6644502154618875,0.6644502154618875,0.6644502154618875,0.6644502154618875,0.6644502154618875,0.6644502154618875,0.6644502154618875,0.6644502154618875,0.6644502154618875,0.6644502154618875,0.6644502154618875,0.6644502154618875,0.7014639993150881,0.7014639993150881,0.6229845038668987,0.6229845038668987,0.6230415798635883,0.6230415798635883,0.6231557318569676,0.6231557318569676,0.6229845038668987,0.6229845038668987,0.6230415798635883,0.6230415798635883,0.6231557318569676,0.6231557318569676,0.6229845038668987,0.6229845038668987,0.6230415798635883,0.6230415798635883,0.6231557318569676,0.6231557318569676,1.0,0.6232128078536572
DEGEN_USD:USD,updated,,0.6324020433206815,0.6324020433206815,0.6207014639993151,0.6207014639993151,0.6232984218486916,0.6232984218486916,0.6324020433206815,0.6324020433206815,0.6324020433206815,0.6324020433206815,0.6324020433206815,0.6324020433206815,0.6324020433206815,0.6324020433206815,0.6324020433206815,0.6324020433206815,0.6324020433206815,0.6324020433206815,0.6740104449073941,0.6740104449073941,0.6226135098884165,0.6226135098884165,0.622670585885106,0.622670585885106,0.6227847378784852,0.6227847378784852,0.6226135098884165,0.6226135098884165,0.622670585885106,0.622670585885106,0.6227847378784852,0.6227847378784852,0.6226135098884165,0.6226135098884165,0.622670585885106,0.622670585885106,0.6227847378784852,0.6227847378784852,1.0,0.6228418138751748
DENT_USD:USD,updated,,0.6848834222767615,0.6848834222767615,0.6304329214348906,0.6304329214348906,0.6520361861819012,0.6520361861819012,0.6848834222767615,0.6848834222767615,0.6848834222767615,0.6848834222767615,0.6848834222767615,0.6848834222767615,0.6848834222767615,0.6848834222767615,0.6848834222767615,0.6848834222767615,0.6848834222767615,0.6848834222767615,0.72569275990982,0.72569275990982,0.6323164293256471,0.6323164293256471,0.6323735053223367,0.6323735053223367,0.6324876573157159,0.6324876573157159,0.6323164293256471,0.6323164293256471,0.6323735053223367,0.6323735053223367,0.6324876573157159,0.6324876573157159,0.6323164293256471,0.6323164293256471,0.6323735053223367,0.6323735053223367,0.6324876573157159,0.6324876573157159,1.0,0.6325447333124055
DOGE_USD:USD,updated,,0.019091920892668587,0.019091920892668587,0.01923461088439257,0.01923461088439257,0.019120458891013385,0.019120458891013385,0.019091920892668587,0.019091920892668587,0.019091920892668587,0.019091920892668587,0.019091920892668587,0.019091920892668587,0.019091920892668587,0.019091920892668587,0.019091920892668587,0.019091920892668587,0.019091920892668587,0.019091920892668587,0.0607003224793813,0.0607003224793813,0.19913815244998717,0.19913815244998717,0.19919522844667675,0.19919522844667675,0.19930938044005594,0.19930938044005594,0.19913815244998717,0.19913815244998717,0.19919522844667675,0.19919522844667675,0.19930938044005594,0.19930938044005594,0.19913815244998717,0.19913815244998717,0.19919522844667675,0.19919522844667675,0.19930938044005594,0.19930938044005594,1.0,0.1994235324334351
DOGS_USD:USD,updated,,0.6191604120886961,0.6191604120886961,0.5959875574327217,0.5959875574327217,0.6008960931480266,0.6008960931480266,0.6191604120886961,0.6191604120886961,0.6191604120886961,0.6191604120886961,0.6191604120886961,0.6191604120886961,0.6191604120886961,0.6191604120886961,0.6191604120886961,0.6191604120886961,0.6191604120886961,0.6191604120886961,0.6607688136754089,0.6607688136754089,0.597899603321823,0.597899603321823,0.5979566793185126,0.5979566793185126,0.5980708313118918,0.5980708313118918,0.597899603321823,0.597899603321823,0.5979566793185126,0.5979566793185126,0.5980708313118918,0.5980708313118918,0.597899603321823,0.597899603321823,0.5979566793185126,0.5979566793185126,0.5980708313118918,0.5980708313118918,1.0,0.5981279073085813
DOG_USD:USD,updated,,0.6417910447761194,0.6417910447761194,0.6206729260009702,0.6206729260009702,0.6298050854713051,0.6298050854713051,0.6417910447761194,0.6417910447761194,0.6417910447761194,0.6417910447761194,0.6417910447761194,0.6417910447761194,0.6417910447761194,0.6417910447761194,0.6417910447761194,0.6417910447761194,0.6417910447761194,0.6417910447761194,0.6833138323677977,0.6833138323677977,0.6225849718900717,0.6225849718900717,0.6226420478867613,0.6226420478867613,0.6227561998801404,0.6227561998801404,0.6225849718900717,0.6225849718900717,0.6226420478867613,0.6226420478867613,0.6227561998801404,0.6227561998801404,0.6225849718900717,0.6225849718900717,0.6226420478867613,0.6226420478867613,0.6227561998801404,0.6227561998801404,1.0,0.62281327587683
DOT_USD:USD,updated,,0.0,0.0,0.00014268999172398049,0.00014268999172398049,2.8537998344796096e-05,2.8537998344796096e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04160840158671271,0.04160840158671271,0.19913815244998717,0.19913815244998717,0.19919522844667675,0.19919522844667675,0.19930938044005594,0.19930938044005594,0.19913815244998717,0.19913815244998717,0.19919522844667675,0.19919522844667675,0.19930938044005594,0.19930938044005594,0.19913815244998717,0.19913815244998717,0.19919522844667675,0.19919522844667675,0.19930938044005594,0.19930938044005594,1.0,0.1994235324334351
DYDX_USD:USD,updated,,0.07585399960046803,0.07585399960046803,0.07337119374447076,0.07337119374447076,0.07337119374447076,0.07337119374447076,0.07585399960046803,0.07585399960046803,0.07585399960046803,0.07585399960046803,0.07585399960046803,0.07585399960046803,0.07585399960046803,0.07585399960046803,0.07585399960046803,0.07585399960046803,0.07585399960046803,0.07585399960046803,0.11589281127821695,0.11589281127821695,0.19913815244998717,0.19913815244998717,0.19919522844667675,0.19919522844667675,0.19930938044005594,0.19930938044005594,0.19913815244998717,0.19913815244998717,0.19919522844667675,0.19919522844667675,0.19930938044005594,0.19930938044005594,0.19913815244998717,0.19913815244998717,0.19919522844667675,0.19919522844667675,0.19930938044005594,0.19930938044005594,1.0,0.1994235324334351
DYM_USD:USD,updated,,0.4335207328557975,0.4335207328557975,0.4288119631289061,0.4288119631289061,0.4292400331040781,0.4292400331040781,0.4335207328557975,0.4335207328557975,0.4335207328557975,0.4335207328557975,0.4335207328557975,0.4335207328557975,0.4335207328557975,0.4335207328557975,0.4335207328557975,0.4335207328557975,0.4335207328557975,0.4335207328557975,0.4751291344425102,0.4751291344425102,0.4365172226820011,0.4365172226820011,0.4365172226820011,0.4365172226820011,0.4365172226820011,0.4365172226820011,0.4365172226820011,0.4365172226820011,0.4365172226820011,0.4365172226820011,0.4365172226820011,0.4365172226820011,0.4365172226820011,0.4365172226820011,0.4365172226820011,0.4365172226820011,0.4365172226820011,0.4365172226820011,1.0,0.4365742986786907
EGLD_USD:USD,updated,,0.07756627950115579,0.07756627950115579,0.07337119374447076,0.07337119374447076,0.07391341571302189,0.07391341571302189,0.07756627950115579,0.07756627950115579,0.07756627950115579,0.07756627950115579,0.07756627950115579,0.07756627950115579,0.07756627950115579,0.07756627950115579,0.07756627950115579,0.07756627950115579,0.07756627950115579,0.07756627950115579,0.11826146514083502,0.11826146514083502,0.19913815244998717,0.19913815244998717,0.19919522844667675,0.19919522844667675,0.19930938044005594,0.19930938044005594,0.19913815244998717,0.19913815244998717,0.19919522844667675,0.19919522844667675,0.19930938044005594,0.19930938044005594,0.19913815244998717,0.19913815244998717,0.19919522844667675,0.19919522844667675,0.19930938044005594,0.19930938044005594,1.0,0.1994235324334351
EIGEN_USD:USD,updated,,0.5963300134128592,0.5963300134128592,0.5959019434376873,0.5959019434376873,0.595816329442653,0.595816329442653,0.5963300134128592,0.5963300134128592,0.5963300134128592,0.5963300134128592,0.5963300134128592,0.5963300134128592,0.5963300134128592,0.5963300134128592,0.5963300134128592,0.5963300134128592,0.5963300134128592,0.5963300134128592,0.6379098770012271,0.6379098770012271,0.5977854513284439,0.5977854513284439,0.5978425273251334,0.5978425273251334,0.5979566793185126,0.5979566793185126,0.5977854513284439,0.5977854513284439,0.5978425273251334,0.5978425273251334,0.5979566793185126,0.5979566793185126,0.5977854513284439,0.5977854513284439,0.5978425273251334,0.5978425273251334,0.5979566793185126,0.5979566793185126,1.0,0.5980137553152022
ENA_USD:USD,updated,,0.48077965811477985,0.48077965811477985,0.480893810108159,0.480893810108159,0.48080819611312464,0.48080819611312464,0.48077965811477985,0.48077965811477985,0.48077965811477985,0.48077965811477985,0.48077965811477985,0.48077965811477985,0.48077965811477985,0.48077965811477985,0.48077965811477985,0.48077965811477985,0.48077965811477985,0.48077965811477985,0.5223595217031477,0.5223595217031477,0.48280585599726034,0.48280585599726034,0.4828629319939499,0.4828629319939499,0.48297708398732914,0.48297708398732914,0.48280585599726034,0.48280585599726034,0.4828629319939499,0.4828629319939499,0.48297708398732914,0.48297708398732914,0.48280585599726034,0.48280585599726034,0.4828629319939499,0.4828629319939499,0.48297708398732914,0.48297708398732914,1.0,0.4830341599840187
ENJ_USD:USD,updated,,0.038726063753888304,0.038726063753888304,0.03501612396906481,0.03501612396906481,0.03498758597072001,0.03498758597072001,0.038726063753888304,0.038726063753888304,0.038726063753888304,0.038726063753888304,0.038726063753888304,0.038726063753888304,0.038726063753888304,0.038726063753888304,0.038726063753888304,0.038726063753888304,0.038726063753888304,0.038726063753888304,0.08027738934391142,0.08027738934391142,0.19916669044833196,0.19916669044833196,0.19922376644502154,0.19922376644502154,0.19933791843840074,0.19933791843840074,0.19916669044833196,0.19916669044833196,0.19922376644502154,0.19922376644502154,0.19933791843840074,0.19933791843840074,0.19916669044833196,0.19916669044833196,0.19922376644502154,0.19922376644502154,0.19933791843840074,0.19933791843840074,1.0,0.19945207043177993
ENS_USD:USD,updated,,0.087754344910248,0.087754344910248,0.08766873091521361,0.08766873091521361,0.08755457892183442,0.08755457892183442,0.087754344910248,0.087754344910248,0.087754344910248,0.087754344910248,0.087754344910248,0.087754344910248,0.087754344910248,0.087754344910248,0.087754344910248,0.087754344910248,0.087754344910248,0.087754344910248,0.1292200565052367,0.1292200565052367,0.19913815244998717,0.19913815244998717,0.19919522844667675,0.19919522844667675,0.19930938044005594,0.19930938044005594,0.19913815244998717,0.19913815244998717,0.19919522844667675,0.19919522844667675,0.19930938044005594,0.19930938044005594,0.19913815244998717,0.19913815244998717,0.19919522844667675,0.19919522844667675,0.19930938044005594,0.19930938044005594,1.0,0.1994235324334351
ESPORTS_USD:USD,updated,,0.8971775919636996,0.8971775919636996,0.8966353699951486,0.8966353699951486,0.8965212180017693,0.8965212180017693,0.8971775919636996,0.8971775919636996,0.8971775919636996,0.8971775919636996,0.8971775919636996,0.8971775919636996,0.8971775919636996,0.8971775919636996,0.8971775919636996,0.8971775919636996,0.8971775919636996,0.8971775919636996,0.9383293855768956,0.9383293855768956,0.8986615678776291,0.8986615678776291,0.8987186438743187,0.8987186438743187,0.8988327958676978,0.8988327958676978,0.8986615678776291,0.8986615678776291,0.8987186438743187,0.8987186438743187,0.8988327958676978,0.8988327958676978,0.8986615678776291,0.8986615678776291,0.8987186438743187,0.8987186438743187,0.8988327958676978,0.8988327958676978,1.0,0.8988327958676978
ETC_USD:USD,updated,,0.05034102908022031,0.05034102908022031,0.04937073713649725,0.04937073713649725,0.049256585143118065,0.049256585143118065,0.05034102908022031,0.05034102908022031,0.05034102908022031,0.05034102908022031,0.05034102908022031,0.05034102908022031,0.05034102908022031,0.05034102908022031,0.05034102908022031,0.05034102908022031,0.05034102908022031,0.05034102908022031,0.09194943066693302,0.09194943066693302,0.19913815244998717,0.19913815244998717,0.19919522844667675,0.19919522844667675,0.19930938044005594,0.19930938044005594,0.19913815244998717,0.19913815244998717,0.19919522844667675,0.19919522844667675,0.19930938044005594,0.19930938044005594,0.19913815244998717,0.19913815244998717,0.19919522844667675,0.19919522844667675,0.19930938044005594,0.19930938044005594,1.0,0.1994235324334351
ETHFI_USD:USD,updated,,0.492794155417939,0.492794155417939,0.4917953254758711,0.4917953254758711,0.49168117348249196,0.49168117348249196,0.492794155417939,0.492794155417939,0.492794155417939,0.492794155417939,0.492794155417939,0.492794155417939,0.492794155417939,0.492794155417939,0.492794155417939,0.492794155417939,0.492794155417939,0.492794155417939,0.5339744870294798,0.5339744870294798,0.49370737136497245,0.49370737136497245,0.49376444736166203,0.49376444736166203,0.49387859935504125,0.49387859935504125,0.49370737136497245,0.49370737136497245,0.49376444736166203,0.49376444736166203,0.49387859935504125,0.49387859935504125,0.49370737136497245,0.49370737136497245,0.49376444736166203,0.49376444736166203,0.49387859935504125,0.49387859935504125,1.0,0.49393567535173083
ETH_USD:USD,updated,,0.0,0.0,0.00014268999172398049,0.00014268999172398049,2.8537998344796096e-05,2.8537998344796096e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04160840158671271,0.04160840158671271,0.19905253845495277,0.19905253845495277,0.19910961445164235,0.19910961445164235,0.19922376644502154,0.19922376644502154,0.19905253845495277,0.19905253845495277,0.19910961445164235,0.19910961445164235,0.19922376644502154,0.19922376644502154,0.19905253845495277,0.19905253845495277,0.19910961445164235,0.19910961445164235,0.19922376644502154,0.19922376644502154,1.0,0.19928084244171113
EUR_USD:USD,updated,,0.8439827630489998,0.8439827630489998,0.7264918238634742,0.7264918238634742,0.7956964698496047,0.7956964698496047,0.8439827630489998,0.8439827630489998,0.8439827630489998,0.8439827630489998,0.8439827630489998,0.8439827630489998,0.8439827630489998,0.8439827630489998,0.8439827630489998,0.8439827630489998,0.8439827630489998,0.8439827630489998,0.8606204160840158,0.8606204160840158,0.7283753317542307,0.7283753317542307,0.7284324077509203,0.7284324077509203,0.7285465597442995,0.7285465597442995,0.7283753317542307,0.7283753317542307,0.7284324077509203,0.7284324077509203,0.7285465597442995,0.7285465597442995,0.7283753317542307,0.7283753317542307,0.7284324077509203,0.7284324077509203,0.7285465597442995,0.7285465597442995,1.0,0.7286036357409891
FARTCOIN_USD:USD,updated,,0.666476413344368,0.666476413344368,0.6666761793327816,0.6666761793327816,0.6665049513427128,0.6665049513427128,0.666476413344368,0.666476413344368,0.666476413344368,0.666476413344368,0.666476413344368,0.666476413344368,0.666476413344368,0.666476413344368,0.666476413344368,0.666476413344368,0.666476413344368,0.666476413344368,0.7080848149310808,0.7080848149310808,0.6685311492251933,0.6685311492251933,0.668588225221883,0.668588225221883,0.6687023772152622,0.6687023772152622,0.6685311492251933,0.6685311492251933,0.668588225221883,0.668588225221883,0.6687023772152622,0.6687023772152622,0.6685311492251933,0.6685311492251933,0.668588225221883,0.668588225221883,0.6687023772152622,0.6687023772152622,1.0,0.6687594532119517
FET_USD:USD,updated,,0.3287292029337062,0.3287292029337062,0.20824177392197712,0.20824177392197712,0.3261607830826746,0.3261607830826746,0.3287292029337062,0.3287292029337062,0.3287292029337062,0.3287292029337062,0.3287292029337062,0.3287292029337062,0.3287292029337062,0.3287292029337062,0.3287292029337062,0.3287292029337062,0.3287292029337062,0.3287292029337062,0.3703376045204189,0.3703376045204189,0.31979680945178507,0.31979680945178507,0.31979680945178507,0.31979680945178507,0.31979680945178507,0.31979680945178507,0.31979680945178507,0.31979680945178507,0.31979680945178507,0.31979680945178507,0.31979680945178507,0.31979680945178507,0.31979680945178507,0.31979680945178507,0.31979680945178507,0.31979680945178507,0.31979680945178507,0.31979680945178507,1.0,0.31991096144516423
FIL_USD:USD,updated,,0.0,0.0,0.00014268999172398049,0.00014268999172398049,2.8537998344796096e-05,2.8537998344796096e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04160840158671271,0.04160840158671271,0.19913815244998717,0.19913815244998717,0.19919522844667675,0.19919522844667675,0.19930938044005594,0.19930938044005594,0.19913815244998717,0.19913815244998717,0.19919522844667675,0.19919522844667675,0.19930938044005594,0.19930938044005594,0.19913815244998717,0.19913815244998717,0.19919522844667675,0.19919522844667675,0.19930938044005594,0.19930938044005594,1.0,0.1994235324334351
FLOKI_USD:USD,updated,,0.49516280928055706,0.49516280928055706,0.49530549927228107,0.49530549927228107,0.49519134727890185,0.49519134727890185,0.49516280928055706,0.49516280928055706,0.49516280928055706,0.49516280928055706,0.49516280928055706,0.49516280928055706,0.49516280928055706,0.49516280928055706,0.49516280928055706,0.49516280928055706,0.49516280928055706,0.49516280928055706,0.5367712108672698,0.5367712108672698,0.4971890071630376,0.4971890071630376,0.4972460831597272,0.4972460831597272,0.49736023515310634,0.49736023515310634,0.4971890071630376,0.4971890071630376,0.4972460831597272,0.4972460831597272,0.49736023515310634,0.49736023515310634,0.4971890071630376,0.4971890071630376,0.4972460831597272,0.4972460831597272,0.49736023515310634,0.49736023515310634,1.0,0.4974173111497959
FLOW_USD:USD,updated,,0.0767101395508119,0.0767101395508119,0.059016580577038326,0.059016580577038326,0.06147084843469079,0.06147084843469079,0.0767101395508119,0.0767101395508119,0.0767101395508119,0.0767101395508119,0.0767101395508119,0.0767101395508119,0.0767101395508119,0.0767101395508119,0.0767101395508119,0.0767101395508119,0.0767101395508119,0.0767101395508119,0.11669187523187123,0.11669187523187123,0.19919522844667675,0.19919522844667675,0.19925230444336633,0.19925230444336633,0.19936645643674553,0.19936645643674553,0.19919522844667675,0.19919522844667675,0.19925230444336633,0.19925230444336633,0.19936645643674553,0.19936645643674553,0.19919522844667675,0.19919522844667675,0.19925230444336633,0.19925230444336633,0.19936645643674553,0.19936645643674553,1.0,0.19948060843012472
FLR_USD:USD,updated,,0.17570845580890956,0.17570845580890956,0.15889957478382466,0.15889957478382466,0.16143945663651152,0.16143945663651152,0.17570845580890956,0.17570845580890956,0.17570845580890956,0.17570845580890956,0.17570845580890956,0.17570845580890956,0.17570845580890956,0.17570845580890956,0.17570845580890956,0.17570845580890956,0.17570845580890956,0.17570845580890956,0.21731685739562226,0.21731685739562226,0.19916669044833196,0.19916669044833196,0.19922376644502154,0.19922376644502154,0.19933791843840074,0.19933791843840074,0.19916669044833196,0.19916669044833196,0.19922376644502154,0.19922376644502154,0.19933791843840074,0.19933791843840074,0.19916669044833196,0.19916669044833196,0.19922376644502154,0.19922376644502154,0.19933791843840074,0.19933791843840074,1.0,0.19945207043177993
FLUX_USD:USD,updated,,0.7020918352786736,0.7020918352786736,0.630233155446477,0.630233155446477,0.6574584058674124,0.6574584058674124,0.7020918352786736,0.7020918352786736,0.7020918352786736,0.7020918352786736,0.7020918352786736,0.7020918352786736,0.7020918352786736,0.7020918352786736,0.7020918352786736,0.7020918352786736,0.7020918352786736,0.7020918352786736,0.7390485431351845,0.7390485431351845,0.6321166633372335,0.6321166633372335,0.6321737393339231,0.6321737393339231,0.6322878913273023,0.6322878913273023,0.6321166633372335,0.6321166633372335,0.6321737393339231,0.6321737393339231,0.6322878913273023,0.6322878913273023,0.6321166633372335,0.6321166633372335,0.6321737393339231,0.6321737393339231,0.6322878913273023,0.6322878913273023,1.0,0.6323449673239919
GALA_USD:USD,updated,,0.05034102908022031,0.05034102908022031,0.049456351131531635,0.049456351131531635,0.05022687708684113,0.05022687708684113,0.05034102908022031,0.05034102908022031,0.05034102908022031,0.05034102908022031,0.05034102908022031,0.05034102908022031,0.05034102908022031,0.05034102908022031,0.05034102908022031,0.05034102908022031,0.05034102908022031,0.05034102908022031,0.09106475271824434,0.09106475271824434,0.19913815244998717,0.19913815244998717,0.19919522844667675,0.19919522844667675,0.19930938044005594,0.19930938044005594,0.19913815244998717,0.19913815244998717,0.19919522844667675,0.19919522844667675,0.19930938044005594,0.19930938044005594,0.19913815244998717,0.19913815244998717,0.19919522844667675,0.19919522844667675,0.19930938044005594,0.19930938044005594,1.0,0.1994235324334351
GAS_USD:USD,updated,,0.7079135869410119,0.7079135869410119,0.6048057989212636,0.6048057989212636,0.6556034359750007,0.6556034359750007,0.7079135869410119,0.7079135869410119,0.7079135869410119,0.7079135869410119,0.7079135869410119,0.7079135869410119,0.7079135869410119,0.7079135869410119,0.7079135869410119,0.7079135869410119,0.7079135869410119,0.7079135869410119,0.7376501812162894,0.7376501812162894,0.6068890728004338,0.6068890728004338,0.6069461487971234,0.6069461487971234,0.6070603007905025,0.6070603007905025,0.6068890728004338,0.6068890728004338,0.6069461487971234,0.6069461487971234,0.6070603007905025,0.6070603007905025,0.6068890728004338,0.6068890728004338,0.6069461487971234,0.6069461487971234,0.6070603007905025,0.6070603007905025,1.0,0.6071173767871921
GBP_USD:USD,updated,,0.9190376986958134,0.9190376986958134,0.7307725236151936,0.7307725236151936,0.8784566650495135,0.8784566650495135,0.9190376986958134,0.9190376986958134,0.9190376986958134,0.9190376986958134,0.9190376986958134,0.9190376986958134,0.9190376986958134,0.9190376986958134,0.9190376986958134,0.9190376986958134,0.9190376986958134,0.9190376986958134,0.9312519619873862,0.9312519619873862,0.7326560315059502,0.7326560315059502,0.7327131075026397,0.7327131075026397,0.7328272594960189,0.7328272594960189,0.7326560315059502,0.7326560315059502,0.7327131075026397,0.7327131075026397,0.7328272594960189,0.7328272594960189,0.7326560315059502,0.7326560315059502,0.7327131075026397,0.7327131075026397,0.7328272594960189,0.7328272594960189,1.0,0.7328843354927086
GIGA_USD:USD,updated,,0.6471276504665963,0.6471276504665963,0.6405068348506036,0.6405068348506036,0.6418195827744642,0.6418195827744642,0.6471276504665963,0.6471276504665963,0.6471276504665963,0.6471276504665963,0.6471276504665963,0.6471276504665963,0.6471276504665963,0.6471276504665963,0.6471276504665963,0.6471276504665963,0.6471276504665963,0.6471276504665963,0.688736052053309,0.688736052053309,0.6425901087297737,0.6425901087297737,0.6426471847264633,0.6426471847264633,0.6427613367198425,0.6427613367198425,0.6425901087297737,0.6425901087297737,0.6426471847264633,0.6426471847264633,0.6427613367198425,0.6427613367198425,0.6425901087297737,0.6425901087297737,0.6426471847264633,0.6426471847264633,0.6427613367198425,0.6427613367198425,1.0,0.6428184127165321
GMT_USD:USD,updated,,0.007476955566336577,0.007476955566336577,0.004879997716960132,0.004879997716960132,0.004765845723580948,0.004765845723580948,0.007476955566336577,0.007476955566336577,0.007476955566336577,0.007476955566336577,0.007476955566336577,0.007476955566336577,0.007476955566336577,0.007476955566336577,0.007476955566336577,0.007476955566336577,0.007476955566336577,0.007476955566336577,0.049085357153049285,0.049085357153049285,0.19913815244998717,0.19913815244998717,0.19919522844667675,0.19919522844667675,0.19930938044005594,0.19930938044005594,0.19913815244998717,0.19913815244998717,0.19919522844667675,0.19919522844667675,0.19930938044005594,0.19930938044005594,0.19913815244998717,0.19913815244998717,0.19919522844667675,0.19919522844667675,0.19930938044005594,0.19930938044005594,1.0,0.1994235324334351
GMX_USD:USD,updated,,0.20638680402956536,0.20638680402956536,0.19819639850460888,0.19819639850460888,0.19925230444336633,0.19925230444336633,0.20638680402956536,0.20638680402956536,0.20638680402956536,0.20638680402956536,0.20638680402956536,0.20638680402956536,0.20638680402956536,0.20638680402956536,0.20638680402956536,0.20638680402956536,0.20638680402956536,0.20638680402956536,0.2478810536228989,0.2478810536228989,0.2025341742530179,0.2025341742530179,0.2025341742530179,0.2025341742530179,0.2025341742530179,0.2025341742530179,0.2025341742530179,0.2025341742530179,0.2025341742530179,0.2025341742530179,0.2025341742530179,0.2025341742530179,0.2025341742530179,0.2025341742530179,0.2025341742530179,0.2025341742530179,0.2025341742530179,0.2025341742530179,1.0,0.2026483262463971
GOAT_USD:USD,updated,,0.6062041608401587,0.6062041608401587,0.6063468508318827,0.6063468508318827,0.6062326988385035,0.6062326988385035,0.6062041608401587,0.6062041608401587,0.6062041608401587,0.6062041608401587,0.6062041608401587,0.6062041608401587,0.6062041608401587,0.6062041608401587,0.6062041608401587,0.6062041608401587,0.6062041608401587,0.6062041608401587,0.6478125624268714,0.6478125624268714,0.6084301247110527,0.6084301247110527,0.6084872007077423,0.6084872007077423,0.6086013527011216,0.6086013527011216,0.6084301247110527,0.6084301247110527,0.6084872007077423,0.6084872007077423,0.6086013527011216,0.6086013527011216,0.6084301247110527,0.6084301247110527,0.6084872007077423,0.6084872007077423,0.6086013527011216,0.6086013527011216,1.0,0.6086584286978112
GRASS_USD:USD,updated,,0.6230130418652435,0.6230130418652435,0.6207870779943495,0.6207870779943495,0.6211866099711766,0.6211866099711766,0.6230130418652435,0.6230130418652435,0.6230130418652435,0.6230130418652435,0.6230130418652435,0.6230130418652435,0.6230130418652435,0.6230130418652435,0.6230130418652435,0.6230130418652435,0.6230130418652435,0.6230130418652435,0.6646214434519563,0.6646214434519563,0.622670585885106,0.622670585885106,0.6227276618817956,0.6227276618817956,0.6228418138751748,0.6228418138751748,0.622670585885106,0.622670585885106,0.6227276618817956,0.6227276618817956,0.6228418138751748,0.6228418138751748,0.622670585885106,0.622670585885106,0.6227276618817956,0.6227276618817956,0.6228418138751748,0.6228418138751748,1.0,0.6228988898718644
GRIFFAIN_USD:USD,updated,,0.6765788647584259,0.6765788647584259,0.667874775263263,0.667874775263263,0.6700151251391228,0.6700151251391228,0.6765788647584259,0.6765788647584259,0.6765788647584259,0.6765788647584259,0.6765788647584259,0.6765788647584259,0.6765788647584259,0.6765788647584259,0.6765788647584259,0.6765788647584259,0.6765788647584259,0.6765788647584259,0.7181587283467937,0.7181587283467937,0.6697582831540195,0.6697582831540195,0.6698153591507092,0.6698153591507092,0.6699295111440884,0.6699295111440884,0.6697582831540195,0.6697582831540195,0.6698153591507092,0.6698153591507092,0.6699295111440884,0.6699295111440884,0.6697582831540195,0.6697582831540195,0.6698153591507092,0.6698153591507092,0.6699295111440884,0.6699295111440884,1.0,0.669986587140778
GRT_USD:USD,updated,,0.05978710653234782,0.05978710653234782,0.059016580577038326,0.059016580577038326,0.05890242858365914,0.05890242858365914,0.05978710653234782,0.05978710653234782,0.05978710653234782,0.05978710653234782,0.05978710653234782,0.05978710653234782,0.05978710653234782,0.05978710653234782,0.05978710653234782,0.05978710653234782,0.05978710653234782,0.05978710653234782,0.10079621015381982,0.10079621015381982,0.19913815244998717,0.19913815244998717,0.19919522844667675,0.19919522844667675,0.19930938044005594,0.19930938044005594,0.19913815244998717,0.19913815244998717,0.19919522844667675,0.19919522844667675,0.19930938044005594,0.19930938044005594,0.19913815244998717,0.19913815244998717,0.19919522844667675,0.19919522844667675,0.19930938044005594,0.19930938044005594,1.0,0.1994235324334351
