symbol,status,error,dist_vwap_norm_nan_before,dist_vwap_norm_nan_after,tail_asymmetry_q90_q10_atr_norm_nan_before,tail_asymmetry_q90_q10_atr_norm_nan_after,vwap_zone_1d_atr_nan_before,vwap_zone_1d_atr_nan_after,dist_vwap_12_atr_nan_before,dist_vwap_12_atr_nan_after,dist_vwap_24_atr_nan_before,dist_vwap_24_atr_nan_after,dist_vwap_96_atr_nan_before,dist_vwap_96_atr_nan_after,trapped_longs_12_nan_before,trapped_longs_12_nan_after,trapped_longs_24_nan_before,trapped_longs_24_nan_after,trapped_longs_96_nan_before,trapped_longs_96_nan_after,dist_stack_nan_before,dist_stack_nan_after,oi_chg_2h_nan_before,oi_chg_2h_nan_after,oi_chg_4h_nan_before,oi_chg_4h_nan_after,oi_chg_8h_nan_before,oi_chg_8h_nan_after,oi_chg_z_2h_nan_before,oi_chg_z_2h_nan_after,oi_chg_z_4h_nan_before,oi_chg_z_4h_nan_after,oi_chg_z_8h_nan_before,oi_chg_z_8h_nan_after,oi_vel_2h_nan_before,oi_vel_2h_nan_after,oi_vel_4h_nan_before,oi_vel_4h_nan_after,oi_vel_8h_nan_before,oi_vel_8h_nan_after,oi_chg_w_nan_before,oi_chg_w_nan_after
ALT_USD:USD,updated,,0.5214463057561143,0.5214463057561143,0.5047801147227533,0.5047801147227533,0.5096030364430238,0.5096030364430238,0.5214463057561143,0.5214463057561143,0.5214463057561143,0.5214463057561143,0.5214463057561143,0.5214463057561143,0.5214463057561143,0.5214463057561143,0.5214463057561143,0.5214463057561143,0.5214463057561143,0.5214463057561143,0.5615992694272424,0.5615992694272424,0.5066065466168203,0.5066065466168203,0.5066636226135098,0.5066636226135098,0.5067777746068891,0.5067777746068891,0.5066065466168203,0.5066065466168203,0.5066636226135098,0.5066636226135098,0.5067777746068891,0.5067777746068891,0.5066065466168203,0.5066065466168203,0.5066636226135098,0.5066636226135098,0.5067777746068891,0.5067777746068891,1.0,0.5067777746068891
ANIME_USD:USD,updated,,0.7042892611512228,0.7042892611512228,0.6693302131788477,0.6693302131788477,0.6827716103992466,0.6827716103992466,0.7042892611512228,0.7042892611512228,0.7042892611512228,0.7042892611512228,0.7042892611512228,0.7042892611512228,0.7042892611512228,0.7042892611512228,0.7042892611512228,0.7042892611512228,0.7042892611512228,0.7042892611512228,0.7362518192973945,0.7362518192973945,0.6712137210696042,0.6712137210696042,0.6712707970662938,0.6712707970662938,0.6713849490596729,0.6713849490596729,0.6712137210696042,0.6712137210696042,0.6712707970662938,0.6712707970662938,0.6713849490596729,0.6713849490596729,0.6712137210696042,0.6712137210696042,0.6712707970662938,0.6712707970662938,0.6713849490596729,0.6713849490596729,1.0,0.6714420250563625
ANKR_USD:USD,updated,,0.09029422676293485,0.09029422676293485,0.07845095744984447,0.07845095744984447,0.07942124939356754,0.07942124939356754,0.09029422676293485,0.09029422676293485,0.09029422676293485,0.09029422676293485,0.09029422676293485,0.09029422676293485,0.09029422676293485,0.09029422676293485,0.09029422676293485,0.09029422676293485,0.09029422676293485,0.09029422676293485,0.12733654861448018,0.12733654861448018,0.19908107645329756,0.19908107645329756,0.19913815244998717,0.19913815244998717,0.19925230444336633,0.19925230444336633,0.19908107645329756,0.19908107645329756,0.19913815244998717,0.19913815244998717,0.19925230444336633,0.19925230444336633,0.19908107645329756,0.19908107645329756,0.19913815244998717,0.19913815244998717,0.19925230444336633,0.19925230444336633,1.0,0.19930938044005594
APE_USD:USD,updated,,0.014268999172398048,0.014268999172398048,0.014411689164122029,0.014411689164122029,0.014297537170742844,0.014297537170742844,0.014268999172398048,0.014268999172398048,0.014268999172398048,0.014268999172398048,0.014268999172398048,0.014268999172398048,0.014268999172398048,0.014268999172398048,0.014268999172398048,0.014268999172398048,0.014268999172398048,0.014268999172398048,0.055877400759110754,0.055877400759110754,0.19913815244998717,0.19913815244998717,0.19919522844667675,0.19919522844667675,0.19930938044005594,0.19930938044005594,0.19913815244998717,0.19913815244998717,0.19919522844667675,0.19919522844667675,0.19930938044005594,0.19930938044005594,0.19913815244998717,0.19913815244998717,0.19919522844667675,0.19919522844667675,0.19930938044005594,0.19930938044005594,1.0,0.1994235324334351
API3_USD:USD,updated,,0.42424588339373875,0.42424588339373875,0.4233041294483605,0.4233041294483605,0.4232185154533261,0.4232185154533261,0.42424588339373875,0.42424588339373875,0.42424588339373875,0.42424588339373875,0.42424588339373875,0.42424588339373875,0.42424588339373875,0.42424588339373875,0.42424588339373875,0.42424588339373875,0.42424588339373875,0.42424588339373875,0.46582574698210666,0.46582574698210666,0.42515909934077223,0.42515909934077223,0.4252161753374618,0.4252161753374618,0.42533032733084103,0.42533032733084103,0.42515909934077223,0.42515909934077223,0.4252161753374618,0.4252161753374618,0.42533032733084103,0.42533032733084103,0.42515909934077223,0.42515909934077223,0.4252161753374618,0.4252161753374618,0.42533032733084103,0.42533032733084103,1.0,0.42533032733084103
APT_USD:USD,updated,,0.10253702805285238,0.10253702805285238,0.10202334408264604,0.10202334408264604,0.10190919208926685,0.10190919208926685,0.10253702805285238,0.10253702805285238,0.10253702805285238,0.10253702805285238,0.10253702805285238,0.10253702805285238,0.10253702805285238,0.10253702805285238,0.10253702805285238,0.10253702805285238,0.10253702805285238,0.10253702805285238,0.14348905567763476,0.14348905567763476,0.19919522844667675,0.19919522844667675,0.19925230444336633,0.19925230444336633,0.19936645643674553,0.19936645643674553,0.19919522844667675,0.19919522844667675,0.19925230444336633,0.19925230444336633,0.19936645643674553,0.19936645643674553,0.19919522844667675,0.19919522844667675,0.19925230444336633,0.19925230444336633,0.19936645643674553,0.19936645643674553,1.0,0.19948060843012472
ARB_USD:USD,updated,,0.20809908393025314,0.20809908393025314,0.20824177392197712,0.20824177392197712,0.20812762192859793,0.20812762192859793,0.20809908393025314,0.20809908393025314,0.20809908393025314,0.20809908393025314,0.20809908393025314,0.20809908393025314,0.20809908393025314,0.20809908393025314,0.20809908393025314,0.20809908393025314,0.20809908393025314,0.20809908393025314,0.24970748551696584,0.24970748551696584,0.21018235780942324,0.21018235780942324,0.21023943380611285,0.21023943380611285,0.210353585799492,0.210353585799492,0.21018235780942324,0.21018235780942324,0.21023943380611285,0.21023943380611285,0.210353585799492,0.210353585799492,0.21018235780942324,0.21018235780942324,0.21023943380611285,0.21023943380611285,0.210353585799492,0.210353585799492,1.0,0.2104677377928712
ARC_USD:USD,updated,,0.6737250649239462,0.6737250649239462,0.6719842470249137,0.6719842470249137,0.6718700950315345,0.6718700950315345,0.6737250649239462,0.6737250649239462,0.6737250649239462,0.6737250649239462,0.6737250649239462,0.6737250649239462,0.6737250649239462,0.6737250649239462,0.6737250649239462,0.6737250649239462,0.6737250649239462,0.6737250649239462,0.715333466510659,0.715333466510659,0.6738106789189806,0.6738106789189806,0.6738677549156702,0.6738677549156702,0.6739819069090494,0.6739819069090494,0.6738106789189806,0.6738106789189806,0.6738677549156702,0.6738677549156702,0.6739819069090494,0.6739819069090494,0.6738106789189806,0.6738106789189806,0.6738677549156702,0.6738677549156702,0.6739819069090494,0.6739819069090494,1.0,0.6739819069090494
ARKM_USD:USD,updated,,0.5196198738620473,0.5196198738620473,0.49536257526897065,0.49536257526897065,0.5024685368568249,0.5024685368568249,0.5196198738620473,0.5196198738620473,0.5196198738620473,0.5196198738620473,0.5196198738620473,0.5196198738620473,0.5196198738620473,0.5196198738620473,0.5196198738620473,0.5196198738620473,0.5196198738620473,0.5196198738620473,0.56122827544876,0.56122827544876,0.49730315915641676,0.49730315915641676,0.49736023515310634,0.49736023515310634,0.49747438714648556,0.49747438714648556,0.49730315915641676,0.49730315915641676,0.49736023515310634,0.49736023515310634,0.49747438714648556,0.49747438714648556,0.49730315915641676,0.49730315915641676,0.49736023515310634,0.49736023515310634,0.49747438714648556,0.49747438714648556,1.0,0.49753146314317515
AR_USD:USD,updated,,0.49533403727062586,0.49533403727062586,0.49159555948745753,0.49159555948745753,0.4919094774692503,0.4919094774692503,0.49533403727062586,0.49533403727062586,0.49533403727062586,0.49533403727062586,0.49533403727062586,0.49533403727062586,0.49533403727062586,0.49533403727062586,0.49533403727062586,0.49533403727062586,0.49533403727062586,0.49533403727062586,0.5369424388573385,0.5369424388573385,0.4934505293798693,0.4934505293798693,0.4935076053765589,0.4935076053765589,0.4936217573699381,0.4936217573699381,0.4934505293798693,0.4934505293798693,0.4935076053765589,0.4935076053765589,0.4936217573699381,0.4936217573699381,0.4934505293798693,0.4934505293798693,0.4935076053765589,0.4935076053765589,0.4936217573699381,0.4936217573699381,1.0,0.4936217573699381
ASTER_USD:USD,updated,,0.8367341114694216,0.8367341114694216,0.8368482634628007,0.8368482634628007,0.8367626494677664,0.8367626494677664,0.8367341114694216,0.8367341114694216,0.8367341114694216,0.8367341114694216,0.8367341114694216,0.8367341114694216,0.8367341114694216,0.8367341114694216,0.8367341114694216,0.8367341114694216,0.8367341114694216,0.8367341114694216,0.8783139750577894,0.8783139750577894,0.8386746953568677,0.8386746953568677,0.8387317713535573,0.8387317713535573,0.8388459233469364,0.8388459233469364,0.8386746953568677,0.8386746953568677,0.8387317713535573,0.8387317713535573,0.8388459233469364,0.8388459233469364,0.8386746953568677,0.8386746953568677,0.8387317713535573,0.8387317713535573,0.8388459233469364,0.8388459233469364,1.0,0.8388459233469364
ASTR_USD:USD,updated,,0.5058645586598556,0.5058645586598556,0.4862874917953255,0.4862874917953255,0.49456351131531634,0.49456351131531634,0.5058645586598556,0.5058645586598556,0.5058645586598556,0.5058645586598556,0.5058645586598556,0.5058645586598556,0.5058645586598556,0.5058645586598556,0.5058645586598556,0.5058645586598556,0.5058645586598556,0.5058645586598556,0.5424502725378842,0.5424502725378842,0.4881995376844268,0.4881995376844268,0.4882566136811164,0.4882566136811164,0.4883707656744956,0.4883707656744956,0.4881995376844268,0.4881995376844268,0.4882566136811164,0.4882566136811164,0.4883707656744956,0.4883707656744956,0.4881995376844268,0.4881995376844268,0.4882566136811164,0.4882566136811164,0.4883707656744956,0.4883707656744956,1.0,0.4884278416711852
ATH_USD:USD,updated,,0.6297765474729603,0.6297765474729603,0.6208441539910391,0.6208441539910391,0.6226135098884165,0.6226135098884165,0.6297765474729603,0.6297765474729603,0.6297765474729603,0.6297765474729603,0.6297765474729603,0.6297765474729603,0.6297765474729603,0.6297765474729603,0.6297765474729603,0.6297765474729603,0.6297765474729603,0.6297765474729603,0.6712707970662938,0.6712707970662938,0.622670585885106,0.622670585885106,0.6227276618817956,0.6227276618817956,0.6228418138751748,0.6228418138751748,0.622670585885106,0.622670585885106,0.6227276618817956,0.6227276618817956,0.6228418138751748,0.6228418138751748,0.622670585885106,0.622670585885106,0.6227276618817956,0.6227276618817956,0.6228418138751748,0.6228418138751748,1.0,0.6228418138751748
ATOM_USD:USD,updated,,0.0,0.0,0.00014268999172398049,0.00014268999172398049,2.8537998344796096e-05,2.8537998344796096e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04160840158671271,0.04160840158671271,0.19913815244998717,0.19913815244998717,0.19919522844667675,0.19919522844667675,0.19930938044005594,0.19930938044005594,0.19913815244998717,0.19913815244998717,0.19919522844667675,0.19919522844667675,0.19930938044005594,0.19930938044005594,0.19913815244998717,0.19913815244998717,0.19919522844667675,0.19919522844667675,0.19930938044005594,0.19930938044005594,1.0,0.1994235324334351
AUCTION_USD:USD,updated,,0.6062612368368483,0.6062612368368483,0.5589166975828316,0.5589166975828316,0.57592534459633,0.57592534459633,0.6062612368368483,0.6062612368368483,0.6062612368368483,0.6062612368368483,0.6062612368368483,0.6062612368368483,0.6062612368368483,0.6062612368368483,0.6062612368368483,0.6062612368368483,0.6062612368368483,0.6062612368368483,0.6478411004252161,0.6478411004252161,0.5607431294768985,0.5607431294768985,0.5608002054735881,0.5608002054735881,0.5609143574669673,0.5609143574669673,0.5607431294768985,0.5607431294768985,0.5608002054735881,0.5608002054735881,0.5609143574669673,0.5609143574669673,0.5607431294768985,0.5607431294768985,0.5608002054735881,0.5608002054735881,0.5609143574669673,0.5609143574669673,1.0,0.5609143574669673
AUD_USD:USD,updated,,0.966981535915071,0.966981535915071,0.7429867869067663,0.7429867869067663,0.9475186210439199,0.9475186210439199,0.966981535915071,0.966981535915071,0.966981535915071,0.966981535915071,0.966981535915071,0.966981535915071,0.966981535915071,0.966981535915071,0.966981535915071,0.966981535915071,0.966981535915071,0.966981535915071,0.9695214177677578,0.9695214177677578,0.7448702947975229,0.7448702947975229,0.7449273707942125,0.7449273707942125,0.7450415227875917,0.7450415227875917,0.7448702947975229,0.7448702947975229,0.7449273707942125,0.7449273707942125,0.7450415227875917,0.7450415227875917,0.7448702947975229,0.7448702947975229,0.7449273707942125,0.7449273707942125,0.7450415227875917,0.7450415227875917,1.0,0.7450985987842813
AVAX_USD:USD,updated,,0.0,0.0,0.00014268999172398049,0.00014268999172398049,2.8537998344796096e-05,2.8537998344796096e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04160840158671271,0.04160840158671271,0.19908107645329756,0.19908107645329756,0.19913815244998717,0.19913815244998717,0.19925230444336633,0.19925230444336633,0.19908107645329756,0.19908107645329756,0.19913815244998717,0.19913815244998717,0.19925230444336633,0.19925230444336633,0.19908107645329756,0.19908107645329756,0.19913815244998717,0.19913815244998717,0.19925230444336633,0.19925230444336633,1.0,0.19930938044005594
AXS_USD:USD,updated,,0.04954196512656602,0.04954196512656602,0.049456351131531635,0.049456351131531635,0.049456351131531635,0.049456351131531635,0.04954196512656602,0.04954196512656602,0.04954196512656602,0.04954196512656602,0.04954196512656602,0.04954196512656602,0.04954196512656602,0.04954196512656602,0.04954196512656602,0.04954196512656602,0.04954196512656602,0.04954196512656602,0.09103621471989955,0.09103621471989955,0.19913815244998717,0.19913815244998717,0.19919522844667675,0.19919522844667675,0.19930938044005594,0.19930938044005594,0.19913815244998717,0.19913815244998717,0.19919522844667675,0.19919522844667675,0.19930938044005594,0.19930938044005594,0.19913815244998717,0.19913815244998717,0.19919522844667675,0.19919522844667675,0.19930938044005594,0.19930938044005594,1.0,0.1994235324334351
B3_USD:USD,updated,,0.7537456122827545,0.7537456122827545,0.7027196712422591,0.7027196712422591,0.7252076139379584,0.7252076139379584,0.7537456122827545,0.7537456122827545,0.7537456122827545,0.7537456122827545,0.7537456122827545,0.7537456122827545,0.7537456122827545,0.7537456122827545,0.7537456122827545,0.7537456122827545,0.7537456122827545,0.7537456122827545,0.7868211523643731,0.7868211523643731,0.704546103136326,0.704546103136326,0.7046031791330156,0.7046031791330156,0.7047173311263948,0.7047173311263948,0.704546103136326,0.704546103136326,0.7046031791330156,0.7046031791330156,0.7047173311263948,0.7047173311263948,0.704546103136326,0.704546103136326,0.7046031791330156,0.7046031791330156,0.7047173311263948,0.7047173311263948,1.0,0.7047173311263948
BAND_USD:USD,updated,,0.11263947946691019,0.11263947946691019,0.08295996118832225,0.08295996118832225,0.09192089266858823,0.09192089266858823,0.11263947946691019,0.11263947946691019,0.11263947946691019,0.11263947946691019,0.11263947946691019,0.11263947946691019,0.11263947946691019,0.11263947946691019,0.11263947946691019,0.11263947946691019,0.11263947946691019,0.11263947946691019,0.14922519334493878,0.14922519334493878,0.19908107645329756,0.19908107645329756,0.19913815244998717,0.19913815244998717,0.19925230444336633,0.19925230444336633,0.19908107645329756,0.19908107645329756,0.19913815244998717,0.19913815244998717,0.19925230444336633,0.19925230444336633,0.19908107645329756,0.19908107645329756,0.19913815244998717,0.19913815244998717,0.19925230444336633,0.19925230444336633,1.0,0.19930938044005594
BAT_USD:USD,updated,,0.05065494706201307,0.05065494706201307,0.039896121686024945,0.039896121686024945,0.040952027624782394,0.040952027624782394,0.05065494706201307,0.05065494706201307,0.05065494706201307,0.05065494706201307,0.05065494706201307,0.05065494706201307,0.05065494706201307,0.05065494706201307,0.05065494706201307,0.05065494706201307,0.05065494706201307,0.05065494706201307,0.09117890471162353,0.09117890471162353,0.19925230444336633,0.19925230444336633,0.19930938044005594,0.19930938044005594,0.1994235324334351,0.1994235324334351,0.19925230444336633,0.19925230444336633,0.19930938044005594,0.19930938044005594,0.1994235324334351,0.1994235324334351,0.19925230444336633,0.19925230444336633,0.19930938044005594,0.19930938044005594,0.1994235324334351,0.1994235324334351,1.0,0.1995376844268143
BCH_USD:USD,updated,,0.0,0.0,0.00014268999172398049,0.00014268999172398049,2.8537998344796096e-05,2.8537998344796096e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04160840158671271,0.04160840158671271,0.19916669044833196,0.19916669044833196,0.19922376644502154,0.19922376644502154,0.19933791843840074,0.19933791843840074,0.19916669044833196,0.19916669044833196,0.19922376644502154,0.19922376644502154,0.19933791843840074,0.19933791843840074,0.19916669044833196,0.19916669044833196,0.19922376644502154,0.19922376644502154,0.19933791843840074,0.19933791843840074,1.0,0.19945207043177993
BEAM_USD:USD,updated,,0.48874175965297795,0.48874175965297795,0.47672726234981877,0.47672726234981877,0.48075112011643506,0.48075112011643506,0.48874175965297795,0.48874175965297795,0.48874175965297795,0.48874175965297795,0.48874175965297795,0.48874175965297795,0.48874175965297795,0.48874175965297795,0.48874175965297795,0.48874175965297795,0.48874175965297795,0.48874175965297795,0.5303501612396907,0.5303501612396907,0.4788105362289889,0.4788105362289889,0.4788676122256785,0.4788676122256785,0.4789817642190577,0.4789817642190577,0.4788105362289889,0.4788105362289889,0.4788676122256785,0.4788676122256785,0.4789817642190577,0.4789817642190577,0.4788105362289889,0.4788105362289889,0.4788676122256785,0.4788676122256785,0.4789817642190577,0.4789817642190577,1.0,0.4790388402157473
BERA_USD:USD,updated,,0.6829999143860049,0.6829999143860049,0.6823150024257298,0.6823150024257298,0.6822008504323507,0.6822008504323507,0.6829999143860049,0.6829999143860049,0.6829999143860049,0.6829999143860049,0.6829999143860049,0.6829999143860049,0.6829999143860049,0.6829999143860049,0.6829999143860049,0.6829999143860049,0.6829999143860049,0.6829999143860049,0.7246083159727177,0.7246083159727177,0.6843982763049,0.6843982763049,0.6844553523015896,0.6844553523015896,0.6845695042949688,0.6845695042949688,0.6843982763049,0.6843982763049,0.6844553523015896,0.6844553523015896,0.6845695042949688,0.6845695042949688,0.6843982763049,0.6843982763049,0.6844553523015896,0.6844553523015896,0.6845695042949688,0.6845695042949688,1.0,0.6846265802916583
BICO_USD:USD,updated,,0.5112867783453668,0.5112867783453668,0.48580234582346393,0.48580234582346393,0.49125310350732,0.49125310350732,0.5112867783453668,0.5112867783453668,0.5112867783453668,0.5112867783453668,0.5112867783453668,0.5112867783453668,0.5112867783453668,0.5112867783453668,0.5112867783453668,0.5112867783453668,0.5112867783453668,0.5112867783453668,0.551582432008219,0.551582432008219,0.4876287777175309,0.4876287777175309,0.48768585371422046,0.48768585371422046,0.4878000057075997,0.4878000057075997,0.4876287777175309,0.4876287777175309,0.48768585371422046,0.48768585371422046,0.4878000057075997,0.4878000057075997,0.4876287777175309,0.4876287777175309,0.48768585371422046,0.48768585371422046,0.4878000057075997,0.4878000057075997,1.0,0.4878000057075997
