symbol,status,error,unwind_score_nan_before,unwind_score_nan_after,basis_nan_before,basis_nan_after,basis_pct_nan_before,basis_pct_nan_after,basis_per_atr_nan_before,basis_per_atr_nan_after,basis_stretch_nan_before,basis_stretch_nan_after,basis_vol_nan_before,basis_vol_nan_after,basis_mom_2h_nan_before,basis_mom_2h_nan_after,basis_mom_4h_nan_before,basis_mom_4h_nan_after,basis_mom_8h_nan_before,basis_mom_8h_nan_after,basis_mom_w_nan_before,basis_mom_w_nan_after,basis_fund_div_z_nan_before,basis_fund_div_z_nan_after,basis_funding_div_nan_before,basis_funding_div_nan_after,basis_funding_div_2h_nan_before,basis_funding_div_2h_nan_after,basis_funding_div_4h_nan_before,basis_funding_div_4h_nan_after,basis_funding_div_8h_nan_before,basis_funding_div_8h_nan_after,leverage_build_score_nan_before,leverage_build_score_nan_after,squeeze_prob_nan_before,squeeze_prob_nan_after,basis_adjusted_trend_5h_nan_before,basis_adjusted_trend_5h_nan_after,basis_adjusted_trend_10h_nan_before,basis_adjusted_trend_10h_nan_after,basis_adjusted_trend_self_z_5h_nan_before,basis_adjusted_trend_self_z_5h_nan_after,basis_adjusted_trend_self_z_10h_nan_before,basis_adjusted_trend_self_z_10h_nan_after
COW_USD:USD,updated,,0.6310203149965761,0.6310203149965761,0.6287947957087423,0.6287947957087423,0.6287947957087423,0.6287947957087423,0.6287947957087423,0.6287947957087423,0.6306779274138324,0.6306779274138324,0.6294510385756676,0.6294510385756676,0.6307349920109564,0.6307349920109564,0.6307920566080804,0.6307920566080804,0.6309061858023283,0.6309061858023283,0.6309061858023283,0.6309061858023283,0.6306779274138324,0.6306779274138324,0.6306779274138324,0.6306779274138324,0.6306779274138324,0.6306779274138324,0.6306779274138324,0.6306779274138324,0.6306779274138324,0.6306779274138324,0.6310203149965761,0.6310203149965761,0.6493095183748002,0.6493095183748002,0.6289374572015521,0.6289374572015521,0.629080118694362,0.629080118694362,0.6308205889066423,0.6308205889066423,0.6309632503994522,0.6309632503994522
CRO_USD:USD,updated,,0.6472837251769002,0.6472837251769002,0.6450582058890664,0.6450582058890664,0.6450582058890664,0.6450582058890664,0.6450582058890664,0.6450582058890664,0.6469413375941566,0.6469413375941566,0.6457144487559918,0.6457144487559918,0.6469984021912806,0.6469984021912806,0.6470554667884044,0.6470554667884044,0.6471695959826523,0.6471695959826523,0.6471695959826523,0.6471695959826523,0.6469413375941566,0.6469413375941566,0.6469413375941566,0.6469413375941566,0.6469413375941566,0.6469413375941566,0.6469413375941566,0.6469413375941566,0.6469413375941566,0.6469413375941566,0.6472837251769002,0.6472837251769002,0.6655729285551244,0.6655729285551244,0.6452008673818763,0.6452008673818763,0.6453435288746862,0.6453435288746862,0.6470839990869665,0.6470839990869665,0.6472266605797763,0.6472266605797763
CRV_USD:USD,updated,,0.19935517005249942,0.19935517005249942,0.023910066194932664,0.023910066194932664,0.023910066194932664,0.023910066194932664,0.023910066194932664,0.023910066194932664,0.025793197900022827,0.025793197900022827,0.024566309061858024,0.024566309061858024,0.02585026249714677,0.02585026249714677,0.025907327094270714,0.025907327094270714,0.026021456288518603,0.026021456288518603,0.026021456288518603,0.026021456288518603,0.025793197900022827,0.025793197900022827,0.025793197900022827,0.025793197900022827,0.025793197900022827,0.025793197900022827,0.025793197900022827,0.025793197900022827,0.025793197900022827,0.025793197900022827,0.19935517005249942,0.19935517005249942,0.20178041543026706,0.20178041543026706,0.024052727687742526,0.024052727687742526,0.024195389180552387,0.024195389180552387,0.025935859392832685,0.025935859392832685,0.026078520885642546,0.026078520885642546
CTSI_USD:USD,updated,,0.5067621547591874,0.5067621547591874,0.5045366354713535,0.5045366354713535,0.5045366354713535,0.5045366354713535,0.5045366354713535,0.5045366354713535,0.5064197671764438,0.5064197671764438,0.505192878338279,0.505192878338279,0.5064768317735677,0.5064768317735677,0.5065338963706916,0.5065338963706916,0.5066480255649395,0.5066480255649395,0.5066480255649395,0.5066480255649395,0.5064768317735677,0.5064768317735677,0.5064768317735677,0.5064768317735677,0.5064768317735677,0.5064768317735677,0.5064768317735677,0.5064768317735677,0.5064768317735677,0.5064768317735677,0.5067621547591874,0.5067621547591874,0.5251084227345355,0.5251084227345355,0.5046792969641635,0.5046792969641635,0.5048219584569733,0.5048219584569733,0.5065624286692536,0.5065624286692536,0.5067050901620634,0.5067050901620634
CVX_USD:USD,updated,,0.21590390321844327,0.21590390321844327,0.21287947957087422,0.21287947957087422,0.21287947957087422,0.21287947957087422,0.21287947957087422,0.21287947957087422,0.21476261127596438,0.21476261127596438,0.21353572243779959,0.21353572243779959,0.21481967587308834,0.21481967587308834,0.21487674047021227,0.21487674047021227,0.21499086966446018,0.21499086966446018,0.21499086966446018,0.21499086966446018,0.21544738644145173,0.21544738644145173,0.21544738644145173,0.21544738644145173,0.21544738644145173,0.21544738644145173,0.21544738644145173,0.21544738644145173,0.21544738644145173,0.21544738644145173,0.2156756448299475,0.2156756448299475,0.233593928326866,0.233593928326866,0.21302214106368408,0.21302214106368408,0.21316480255649395,0.21316480255649395,0.21490527276877425,0.21490527276877425,0.2150479342615841,0.2150479342615841
CYBER_USD:USD,updated,,0.634158867838393,0.634158867838393,0.6063684090390322,0.6063684090390322,0.6063684090390322,0.6063684090390322,0.6063684090390322,0.6063684090390322,0.6082515407441224,0.6082515407441224,0.6070246519059576,0.6070246519059576,0.6083086053412463,0.6083086053412463,0.6083656699383703,0.6083656699383703,0.6084797991326181,0.6084797991326181,0.6084797991326181,0.6084797991326181,0.6338164802556494,0.6338164802556494,0.6338164802556494,0.6338164802556494,0.6338164802556494,0.6338164802556494,0.6338164802556494,0.6338164802556494,0.6338164802556494,0.6338164802556494,0.608593928326866,0.608593928326866,0.6268831317050901,0.6268831317050901,0.6065110705318421,0.6065110705318421,0.6066537320246519,0.6066537320246519,0.6083942022369322,0.6083942022369322,0.608536863729742,0.608536863729742
DASH_USD:USD,updated,,0.1993837023510614,0.1993837023510614,0.06356996119607396,0.06356996119607396,0.06356996119607396,0.06356996119607396,0.06356996119607396,0.06356996119607396,0.06545309290116412,0.06545309290116412,0.06422620406299931,0.06422620406299931,0.06551015749828806,0.06551015749828806,0.065567222095412,0.065567222095412,0.06568135128965989,0.06568135128965989,0.06568135128965989,0.06568135128965989,0.06551015749828806,0.06551015749828806,0.06551015749828806,0.06551015749828806,0.06551015749828806,0.06551015749828806,0.06551015749828806,0.06551015749828806,0.06551015749828806,0.06551015749828806,0.1993837023510614,0.1993837023510614,0.20180894772882904,0.20180894772882904,0.06371262268888382,0.06371262268888382,0.06385528418169367,0.06385528418169367,0.06559575439397398,0.06559575439397398,0.06573841588678384,0.06573841588678384
DEEP_USD:USD,updated,,0.6230598036977859,0.6230598036977859,0.620834284409952,0.620834284409952,0.620834284409952,0.620834284409952,0.620834284409952,0.620834284409952,0.6227174161150423,0.6227174161150423,0.6214905272768775,0.6214905272768775,0.6227744807121661,0.6227744807121661,0.6228315453092901,0.6228315453092901,0.622945674503538,0.622945674503538,0.622945674503538,0.622945674503538,0.6227174161150423,0.6227174161150423,0.6227174161150423,0.6227174161150423,0.6227174161150423,0.6227174161150423,0.6227174161150423,0.6227174161150423,0.6227174161150423,0.6227174161150423,0.6230598036977859,0.6230598036977859,0.6413490070760101,0.6413490070760101,0.620976945902762,0.620976945902762,0.6211196073955718,0.6211196073955718,0.6228600776078521,0.6228600776078521,0.623002739100662,0.623002739100662
DEGEN_USD:USD,updated,,0.6226888838164802,0.6226888838164802,0.6204633645286465,0.6204633645286465,0.6204633645286465,0.6204633645286465,0.6204633645286465,0.6204633645286465,0.6223464962337366,0.6223464962337366,0.6211196073955718,0.6211196073955718,0.6224035608308606,0.6224035608308606,0.6224606254279845,0.6224606254279845,0.6225747546222323,0.6225747546222323,0.6225747546222323,0.6225747546222323,0.6223464962337366,0.6223464962337366,0.6223464962337366,0.6223464962337366,0.6223464962337366,0.6223464962337366,0.6223464962337366,0.6223464962337366,0.6223464962337366,0.6223464962337366,0.6226888838164802,0.6226888838164802,0.6409780871947044,0.6409780871947044,0.6206060260214563,0.6206060260214563,0.6207486875142662,0.6207486875142662,0.6224891577265464,0.6224891577265464,0.6226318192193563,0.6226318192193563
DENT_USD:USD,updated,,0.6323898653275508,0.6323898653275508,0.6301643460397169,0.6301643460397169,0.6301643460397169,0.6301643460397169,0.6301643460397169,0.6301643460397169,0.6320474777448071,0.6320474777448071,0.6308205889066423,0.6308205889066423,0.632104542341931,0.632104542341931,0.632161606939055,0.632161606939055,0.6322757361333029,0.6322757361333029,0.6322757361333029,0.6322757361333029,0.6320474777448071,0.6320474777448071,0.6320474777448071,0.6320474777448071,0.6320474777448071,0.6320474777448071,0.6320474777448071,0.6320474777448071,0.6320474777448071,0.6320474777448071,0.6323898653275508,0.6323898653275508,0.650679068705775,0.650679068705775,0.6303070075325268,0.6303070075325268,0.6304496690253367,0.6304496690253367,0.632190139237617,0.632190139237617,0.6323328007304269,0.6323328007304269
DOGE_USD:USD,updated,,0.19935517005249942,0.19935517005249942,0.01908810773795937,0.01908810773795937,0.01908810773795937,0.01908810773795937,0.01908810773795937,0.01908810773795937,0.020971239443049534,0.020971239443049534,0.01974435060488473,0.01974435060488473,0.021028304040173477,0.021028304040173477,0.02108536863729742,0.02108536863729742,0.02119949783154531,0.02119949783154531,0.02119949783154531,0.02119949783154531,0.020999771741611505,0.020999771741611505,0.020999771741611505,0.020999771741611505,0.020999771741611505,0.020999771741611505,0.020999771741611505,0.020999771741611505,0.020999771741611505,0.020999771741611505,0.19935517005249942,0.19935517005249942,0.20178041543026706,0.20178041543026706,0.019230769230769232,0.019230769230769232,0.019373430723579093,0.019373430723579093,0.02111390093585939,0.02111390093585939,0.021256562428669253,0.021256562428669253
DOGS_USD:USD,updated,,0.5979799132618123,0.5979799132618123,0.5957258616754165,0.5957258616754165,0.5957258616754165,0.5957258616754165,0.5957258616754165,0.5957258616754165,0.5976089933805068,0.5976089933805068,0.596382104542342,0.596382104542342,0.5976660579776307,0.5976660579776307,0.5977231225747546,0.5977231225747546,0.5978372517690025,0.5978372517690025,0.5978372517690025,0.5978372517690025,0.5976089933805068,0.5976089933805068,0.5976089933805068,0.5976089933805068,0.5976089933805068,0.5976089933805068,0.5976089933805068,0.5976089933805068,0.5976089933805068,0.5976089933805068,0.5979799132618123,0.5979799132618123,0.6162405843414746,0.6162405843414746,0.5958685231682265,0.5958685231682265,0.5960111846610363,0.5960111846610363,0.5977516548733166,0.5977516548733166,0.5978943163661264,0.5978943163661264
DOG_USD:USD,updated,,0.6226603515179183,0.6226603515179183,0.6204348322300844,0.6204348322300844,0.6204348322300844,0.6204348322300844,0.6204348322300844,0.6204348322300844,0.6223179639351746,0.6223179639351746,0.6210910750970098,0.6210910750970098,0.6223750285322985,0.6223750285322985,0.6224320931294225,0.6224320931294225,0.6225462223236704,0.6225462223236704,0.6225462223236704,0.6225462223236704,0.6223179639351746,0.6223179639351746,0.6223179639351746,0.6223179639351746,0.6223179639351746,0.6223179639351746,0.6223179639351746,0.6223179639351746,0.6223179639351746,0.6223179639351746,0.6226603515179183,0.6226603515179183,0.6409495548961425,0.6409495548961425,0.6205774937228943,0.6205774937228943,0.6207201552157042,0.6207201552157042,0.6224606254279845,0.6224606254279845,0.6226032869207944,0.6226032869207944
DOT_USD:USD,updated,,0.19935517005249942,0.19935517005249942,0.0,0.0,0.0,0.0,0.0,0.0,0.0018831317050901622,0.0018831317050901622,0.0006562428669253595,0.0006562428669253595,0.0019401963022141063,0.0019401963022141063,0.0019972608993380505,0.0019972608993380505,0.0021113900935859392,0.0021113900935859392,0.0021113900935859392,0.0021113900935859392,0.0019401963022141063,0.0019401963022141063,0.0019401963022141063,0.0019401963022141063,0.0019401963022141063,0.0019401963022141063,0.0019401963022141063,0.0019401963022141063,0.0019401963022141063,0.0019401963022141063,0.19935517005249942,0.19935517005249942,0.20178041543026706,0.20178041543026706,0.00014266149280986077,0.00014266149280986077,0.00028532298561972154,0.00028532298561972154,0.002025793197900023,0.002025793197900023,0.0021684546907098836,0.0021684546907098836
DYDX_USD:USD,updated,,0.19935517005249942,0.19935517005249942,0.07321387811002054,0.07321387811002054,0.07321387811002054,0.07321387811002054,0.07321387811002054,0.07321387811002054,0.07509700981511071,0.07509700981511071,0.0738701209769459,0.0738701209769459,0.07515407441223465,0.07515407441223465,0.0752111390093586,0.0752111390093586,0.07532526820360648,0.07532526820360648,0.07532526820360648,0.07532526820360648,0.07509700981511071,0.07509700981511071,0.07509700981511071,0.07509700981511071,0.07509700981511071,0.07509700981511071,0.07509700981511071,0.07509700981511071,0.07509700981511071,0.07509700981511071,0.19935517005249942,0.19935517005249942,0.20178041543026706,0.20178041543026706,0.07335653960283041,0.07335653960283041,0.07349920109564026,0.07349920109564026,0.07523967130792057,0.07523967130792057,0.07538233280073042,0.07538233280073042
DYM_USD:USD,updated,,0.4366868294909838,0.4366868294909838,0.4285836566993837,0.4285836566993837,0.4285836566993837,0.4285836566993837,0.4285836566993837,0.4285836566993837,0.4304667884044739,0.4304667884044739,0.42923989956630904,0.42923989956630904,0.4305238530015978,0.4305238530015978,0.43058091759872175,0.43058091759872175,0.43069504679296966,0.43069504679296966,0.43069504679296966,0.43069504679296966,0.4363444419082401,0.4363444419082401,0.4363444419082401,0.4363444419082401,0.4363444419082401,0.4363444419082401,0.4363444419082401,0.4363444419082401,0.4363444419082401,0.4363444419082401,0.43645857110248804,0.43645857110248804,0.44909837936544167,0.44909837936544167,0.4287263181921936,0.4287263181921936,0.4288689796850034,0.4288689796850034,0.4306094498972837,0.4306094498972837,0.43075211139009356,0.43075211139009356
EGLD_USD:USD,updated,,0.19935517005249942,0.19935517005249942,0.07321387811002054,0.07321387811002054,0.07321387811002054,0.07321387811002054,0.07321387811002054,0.07321387811002054,0.07509700981511071,0.07509700981511071,0.0738701209769459,0.0738701209769459,0.07515407441223465,0.07515407441223465,0.0752111390093586,0.0752111390093586,0.07532526820360648,0.07532526820360648,0.07532526820360648,0.07532526820360648,0.07509700981511071,0.07509700981511071,0.07509700981511071,0.07509700981511071,0.07509700981511071,0.07509700981511071,0.07509700981511071,0.07509700981511071,0.07509700981511071,0.07509700981511071,0.19935517005249942,0.19935517005249942,0.20178041543026706,0.20178041543026706,0.07335653960283041,0.07335653960283041,0.07349920109564026,0.07349920109564026,0.07523967130792057,0.07523967130792057,0.07538233280073042,0.07538233280073042
EIGEN_USD:USD,updated,,0.5978657840675645,0.5978657840675645,0.5956402647797306,0.5956402647797306,0.5956402647797306,0.5956402647797306,0.5956402647797306,0.5956402647797306,0.5975233964848208,0.5975233964848208,0.596296507646656,0.596296507646656,0.5975804610819447,0.5975804610819447,0.5976375256790687,0.5976375256790687,0.5977516548733166,0.5977516548733166,0.5977516548733166,0.5977516548733166,0.5975233964848208,0.5975233964848208,0.5975233964848208,0.5975233964848208,0.5975233964848208,0.5975233964848208,0.5975233964848208,0.5975233964848208,0.5975233964848208,0.5975233964848208,0.5978657840675645,0.5978657840675645,0.6161549874457887,0.6161549874457887,0.5957829262725405,0.5957829262725405,0.5959255877653504,0.5959255877653504,0.5976660579776307,0.5976660579776307,0.5978087194704406,0.5978087194704406
ENA_USD:USD,updated,,0.48290915316137867,0.48290915316137867,0.48068363387354485,0.48068363387354485,0.48068363387354485,0.48068363387354485,0.48068363387354485,0.48068363387354485,0.48256676557863504,0.48256676557863504,0.4813398767404702,0.4813398767404702,0.48262383017575894,0.48262383017575894,0.4826808947728829,0.4826808947728829,0.4827950239671308,0.4827950239671308,0.4827950239671308,0.4827950239671308,0.48256676557863504,0.48256676557863504,0.48256676557863504,0.48256676557863504,0.48256676557863504,0.48256676557863504,0.48256676557863504,0.48256676557863504,0.48256676557863504,0.48256676557863504,0.48290915316137867,0.48290915316137867,0.5011983565396029,0.5011983565396029,0.48082629536635474,0.48082629536635474,0.4809689568591646,0.4809689568591646,0.4827094270714449,0.4827094270714449,0.4828520885642547,0.4828520885642547
ENJ_USD:USD,updated,,0.1993837023510614,0.1993837023510614,0.034866468842729974,0.034866468842729974,0.034866468842729974,0.034866468842729974,0.034866468842729974,0.034866468842729974,0.03674960054782013,0.03674960054782013,0.03552271170965533,0.03552271170965533,0.03680666514494408,0.03680666514494408,0.03686372974206802,0.03686372974206802,0.03697785893631591,0.03697785893631591,0.03697785893631591,0.03697785893631591,0.03674960054782013,0.03674960054782013,0.03674960054782013,0.03674960054782013,0.03674960054782013,0.03674960054782013,0.03674960054782013,0.03674960054782013,0.03674960054782013,0.03674960054782013,0.1993837023510614,0.1993837023510614,0.20180894772882904,0.20180894772882904,0.03500913033553983,0.03500913033553983,0.03515179182834969,0.03515179182834969,0.036892262040629994,0.036892262040629994,0.03703492353343985,0.03703492353343985
ENS_USD:USD,updated,,0.19935517005249942,0.19935517005249942,0.0875085596895686,0.0875085596895686,0.0875085596895686,0.0875085596895686,0.0875085596895686,0.0875085596895686,0.08939169139465876,0.08939169139465876,0.08816480255649395,0.08816480255649395,0.0894487559917827,0.0894487559917827,0.08950582058890665,0.08950582058890665,0.08961994978315453,0.08961994978315453,0.08961994978315453,0.08961994978315453,0.08953435288746861,0.08953435288746861,0.08953435288746861,0.08953435288746861,0.08953435288746861,0.08953435288746861,0.08953435288746861,0.08953435288746861,0.08953435288746861,0.08953435288746861,0.19935517005249942,0.19935517005249942,0.20178041543026706,0.20178041543026706,0.08765122118237845,0.08765122118237845,0.08779388267518831,0.08779388267518831,0.08953435288746861,0.08953435288746861,0.08967701438027847,0.08967701438027847
ESPORTS_USD:USD,updated,,0.898624743209313,0.898624743209313,0.8963136270257932,0.8963136270257932,0.8963136270257932,0.8963136270257932,0.8963136270257932,0.8963136270257932,0.8981967587308833,0.8981967587308833,0.8969698698927185,0.8969698698927185,0.8982538233280073,0.8982538233280073,0.8983108879251313,0.8983108879251313,0.8984250171193792,0.8984250171193792,0.8984250171193792,0.8984250171193792,0.8983964848208171,0.8983964848208171,0.8983964848208171,0.8983964848208171,0.8983964848208171,0.8983964848208171,0.8983964848208171,0.8983964848208171,0.8983964848208171,0.8983964848208171,0.898624743209313,0.898624743209313,0.917028075781785,0.917028075781785,0.896456288518603,0.896456288518603,0.8965989500114129,0.8965989500114129,0.8983394202236932,0.8983394202236932,0.8984820817165031,0.8984820817165031
ETC_USD:USD,updated,,0.19935517005249942,0.19935517005249942,0.04921821501940196,0.04921821501940196,0.04921821501940196,0.04921821501940196,0.04921821501940196,0.04921821501940196,0.051101346724492125,0.051101346724492125,0.04987445788632732,0.04987445788632732,0.05115841132161607,0.05115841132161607,0.05121547591874001,0.05121547591874001,0.051329605112987904,0.051329605112987904,0.051329605112987904,0.051329605112987904,0.051129879023054096,0.051129879023054096,0.051129879023054096,0.051129879023054096,0.051129879023054096,0.051129879023054096,0.051129879023054096,0.051129879023054096,0.051129879023054096,0.051129879023054096,0.19935517005249942,0.19935517005249942,0.20178041543026706,0.20178041543026706,0.049360876512211826,0.049360876512211826,0.049503538005021684,0.049503538005021684,0.05124400821730198,0.05124400821730198,0.05138666971011185,0.05138666971011185
ETHFI_USD:USD,updated,,0.49380849121205206,0.49380849121205206,0.49158297192421824,0.49158297192421824,0.49158297192421824,0.49158297192421824,0.49158297192421824,0.49158297192421824,0.4934661036293084,0.4934661036293084,0.4922392147911436,0.4922392147911436,0.49352316822643233,0.49352316822643233,0.4935802328235563,0.4935802328235563,0.49369436201780414,0.49369436201780414,0.49369436201780414,0.49369436201780414,0.4934661036293084,0.4934661036293084,0.4934661036293084,0.4934661036293084,0.4934661036293084,0.4934661036293084,0.4934661036293084,0.4934661036293084,0.4934661036293084,0.4934661036293084,0.49380849121205206,0.49380849121205206,0.5120976945902762,0.5120976945902762,0.4917256334170281,0.4917256334170281,0.4918682949098379,0.4918682949098379,0.49360876512211826,0.49360876512211826,0.4937514266149281,0.4937514266149281
ETH_USD:ETH,updated,,0.1994692992467473,0.1994692992467473,0.00028532298561972154,0.00028532298561972154,0.00028532298561972154,0.00028532298561972154,0.00028532298561972154,0.00028532298561972154,0.0021684546907098836,0.0021684546907098836,0.0006562428669253595,0.0006562428669253595,0.0022825838849577723,0.0022825838849577723,0.0023396484820817163,0.0023396484820817163,0.002453777676329605,0.002453777676329605,0.0025679068705774938,0.0025679068705774938,0.002225519287833828,0.002225519287833828,0.002225519287833828,0.002225519287833828,0.002225519287833828,0.002225519287833828,0.002225519287833828,0.002225519287833828,0.002225519287833828,0.002225519287833828,0.19935517005249942,0.19935517005249942,0.22255192878338279,0.22255192878338279,0.0004850490755535266,0.0004850490755535266,0.0006277105683633874,0.0006277105683633874,0.0023681807806436887,0.0023681807806436887,0.0025108422734535494,0.0025108422734535494
ETH_USD:USD,updated,,0.19924104085825153,0.19924104085825153,0.0,0.0,0.0,0.0,0.0,0.0,0.0018831317050901622,0.0018831317050901622,0.0006562428669253595,0.0006562428669253595,0.0019401963022141063,0.0019401963022141063,0.0019972608993380505,0.0019972608993380505,0.0021113900935859392,0.0021113900935859392,0.0021113900935859392,0.0021113900935859392,0.0019401963022141063,0.0019401963022141063,0.0019401963022141063,0.0019401963022141063,0.0019401963022141063,0.0019401963022141063,0.0019401963022141063,0.0019401963022141063,0.0019401963022141063,0.0019401963022141063,0.19924104085825153,0.19924104085825153,0.20178041543026706,0.20178041543026706,0.00014266149280986077,0.00014266149280986077,0.00028532298561972154,0.00028532298561972154,0.002025793197900023,0.002025793197900023,0.0021684546907098836,0.0021684546907098836
EUR_USD:USD,updated,,0.728429582287149,0.728429582287149,0.7262040629993152,0.7262040629993152,0.7262040629993152,0.7262040629993152,0.7262040629993152,0.7262040629993152,0.7280871947044054,0.7280871947044054,0.7268603058662406,0.7268603058662406,0.7281442593015294,0.7281442593015294,0.7282013238986533,0.7282013238986533,0.7283154530929011,0.7283154530929011,0.7283154530929011,0.7283154530929011,0.7280871947044054,0.7280871947044054,0.7280871947044054,0.7280871947044054,0.7280871947044054,0.7280871947044054,0.7280871947044054,0.7280871947044054,0.7280871947044054,0.7280871947044054,0.728429582287149,0.728429582287149,0.7467187856653732,0.7467187856653732,0.7263467244921251,0.7263467244921251,0.726489385984935,0.726489385984935,0.7282298561972153,0.7282298561972153,0.7283725176900251,0.7283725176900251
FARTCOIN_USD:USD,updated,,0.6685973522026935,0.6685973522026935,0.6663718329148596,0.6663718329148596,0.6663718329148596,0.6663718329148596,0.6663718329148596,0.6663718329148596,0.6682549646199498,0.6682549646199498,0.667028075781785,0.667028075781785,0.6683120292170738,0.6683120292170738,0.6683690938141976,0.6683690938141976,0.6684832230084455,0.6684832230084455,0.6684832230084455,0.6684832230084455,0.6682549646199498,0.6682549646199498,0.6682549646199498,0.6682549646199498,0.6682549646199498,0.6682549646199498,0.6682549646199498,0.6682549646199498,0.6682549646199498,0.6682549646199498,0.6685973522026935,0.6685973522026935,0.6868865555809176,0.6868865555809176,0.6665144944076695,0.6665144944076695,0.6666571559004794,0.6666571559004794,0.6683976261127597,0.6683976261127597,0.6685402876055695,0.6685402876055695
FET_USD:USD,updated,,0.32024651905957546,0.32024651905957546,0.20805752111390094,0.20805752111390094,0.20805752111390094,0.20805752111390094,0.20805752111390094,0.20805752111390094,0.3195617438940881,0.3195617438940881,0.2087137639808263,0.2087137639808263,0.3195617438940881,0.3195617438940881,0.3195617438940881,0.3195617438940881,0.3195617438940881,0.3195617438940881,0.3195617438940881,0.3195617438940881,0.31981853458114584,0.31981853458114584,0.31981853458114584,0.31981853458114584,0.31981853458114584,0.31981853458114584,0.31981853458114584,0.31981853458114584,0.31981853458114584,0.31981853458114584,0.31981853458114584,0.31981853458114584,0.3382503994521799,0.3382503994521799,0.2082001826067108,0.2082001826067108,0.20834284409952067,0.20834284409952067,0.3195617438940881,0.3195617438940881,0.3195617438940881,0.3195617438940881
FIL_USD:USD,updated,,0.19935517005249942,0.19935517005249942,0.0,0.0,0.0,0.0,0.0,0.0,0.0018831317050901622,0.0018831317050901622,0.0006562428669253595,0.0006562428669253595,0.0019401963022141063,0.0019401963022141063,0.0019972608993380505,0.0019972608993380505,0.0021113900935859392,0.0021113900935859392,0.0021113900935859392,0.0021113900935859392,0.0019401963022141063,0.0019401963022141063,0.0019401963022141063,0.0019401963022141063,0.0019401963022141063,0.0019401963022141063,0.0019401963022141063,0.0019401963022141063,0.0019401963022141063,0.0019401963022141063,0.19935517005249942,0.19935517005249942,0.20178041543026706,0.20178041543026706,0.00014266149280986077,0.00014266149280986077,0.00028532298561972154,0.00028532298561972154,0.002025793197900023,0.002025793197900023,0.0021684546907098836,0.0021684546907098836
FLOKI_USD:USD,updated,,0.49728943163661266,0.49728943163661266,0.49506391234877883,0.49506391234877883,0.49506391234877883,0.49506391234877883,0.49506391234877883,0.49506391234877883,0.49694704405386897,0.49694704405386897,0.4957201552157042,0.4957201552157042,0.4970041086509929,0.4970041086509929,0.4970611732481169,0.4970611732481169,0.49717530244236474,0.49717530244236474,0.49717530244236474,0.49717530244236474,0.49694704405386897,0.49694704405386897,0.49694704405386897,0.49694704405386897,0.49694704405386897,0.49694704405386897,0.49694704405386897,0.49694704405386897,0.49694704405386897,0.49694704405386897,0.49728943163661266,0.49728943163661266,0.5155786350148368,0.5155786350148368,0.49520657384158867,0.49520657384158867,0.49534923533439856,0.49534923533439856,0.49708970554667886,0.49708970554667886,0.4972323670394887,0.4972323670394887
FLOW_USD:USD,updated,,0.19941223464962338,0.19941223464962338,0.05886213193334855,0.05886213193334855,0.05886213193334855,0.05886213193334855,0.05886213193334855,0.05886213193334855,0.06074526363843871,0.06074526363843871,0.05951837480027391,0.05951837480027391,0.060802328235562655,0.060802328235562655,0.0608593928326866,0.0608593928326866,0.06097352202693449,0.06097352202693449,0.06097352202693449,0.06097352202693449,0.06094498972837252,0.06094498972837252,0.06094498972837252,0.06094498972837252,0.06094498972837252,0.06094498972837252,0.06094498972837252,0.06094498972837252,0.06094498972837252,0.06094498972837252,0.19941223464962338,0.19941223464962338,0.20183748002739102,0.20183748002739102,0.059004793426158414,0.059004793426158414,0.05914745491896827,0.05914745491896827,0.06088792513124857,0.06088792513124857,0.061030586624058435,0.061030586624058435
FLR_USD:USD,updated,,0.19935517005249942,0.19935517005249942,0.1587251769002511,0.1587251769002511,0.1587251769002511,0.1587251769002511,0.1587251769002511,0.1587251769002511,0.16060830860534125,0.16060830860534125,0.15938141976717643,0.15938141976717643,0.16066537320246518,0.16066537320246518,0.16072243779958914,0.16072243779958914,0.16083656699383703,0.16083656699383703,0.16083656699383703,0.16083656699383703,0.16060830860534125,0.16060830860534125,0.16060830860534125,0.16060830860534125,0.16060830860534125,0.16060830860534125,0.16060830860534125,0.16060830860534125,0.16060830860534125,0.16060830860534125,0.19935517005249942,0.19935517005249942,0.20178041543026706,0.20178041543026706,0.15886783839306096,0.15886783839306096,0.1590104998858708,0.1590104998858708,0.16075097009815112,0.16075097009815112,0.16089363159096096,0.16089363159096096
FLUX_USD:USD,updated,,0.632190139237617,0.632190139237617,0.6299646199497831,0.6299646199497831,0.6299646199497831,0.6299646199497831,0.6299646199497831,0.6299646199497831,0.6318477516548733,0.6318477516548733,0.6306208628167085,0.6306208628167085,0.6319048162519972,0.6319048162519972,0.6319618808491212,0.6319618808491212,0.6320760100433691,0.6320760100433691,0.6320760100433691,0.6320760100433691,0.6318477516548733,0.6318477516548733,0.6318477516548733,0.6318477516548733,0.6318477516548733,0.6318477516548733,0.6318477516548733,0.6318477516548733,0.6318477516548733,0.6318477516548733,0.632190139237617,0.632190139237617,0.6504793426158412,0.6504793426158412,0.630107281442593,0.630107281442593,0.6302499429354029,0.6302499429354029,0.6319904131476832,0.6319904131476832,0.6321330746404931,0.6321330746404931
