symbol,status,error,unwind_score_nan_before,unwind_score_nan_after,basis_nan_before,basis_nan_after,basis_pct_nan_before,basis_pct_nan_after,basis_per_atr_nan_before,basis_per_atr_nan_after,basis_stretch_nan_before,basis_stretch_nan_after,basis_vol_nan_before,basis_vol_nan_after,basis_mom_2h_nan_before,basis_mom_2h_nan_after,basis_mom_4h_nan_before,basis_mom_4h_nan_after,basis_mom_8h_nan_before,basis_mom_8h_nan_after,basis_mom_w_nan_before,basis_mom_w_nan_after,basis_fund_div_z_nan_before,basis_fund_div_z_nan_after,basis_funding_div_nan_before,basis_funding_div_nan_after,basis_funding_div_2h_nan_before,basis_funding_div_2h_nan_after,basis_funding_div_4h_nan_before,basis_funding_div_4h_nan_after,basis_funding_div_8h_nan_before,basis_funding_div_8h_nan_after,leverage_build_score_nan_before,leverage_build_score_nan_after,squeeze_prob_nan_before,squeeze_prob_nan_after,basis_adjusted_trend_5h_nan_before,basis_adjusted_trend_5h_nan_after,basis_adjusted_trend_10h_nan_before,basis_adjusted_trend_10h_nan_after,basis_adjusted_trend_self_z_5h_nan_before,basis_adjusted_trend_self_z_5h_nan_after,basis_adjusted_trend_self_z_10h_nan_before,basis_adjusted_trend_self_z_10h_nan_after
ALT_USD:USD,updated,,0.507104542341931,0.507104542341931,0.5047078292627254,0.5047078292627254,0.5047078292627254,0.5047078292627254,0.5047078292627254,0.5047078292627254,0.5065909609678155,0.5065909609678155,0.5053640721296507,0.5053640721296507,0.5066480255649395,0.5066480255649395,0.5067050901620634,0.5067050901620634,0.5068192193563114,0.5068192193563114,0.5068192193563114,0.5068192193563114,0.5065909609678155,0.5065909609678155,0.5065909609678155,0.5065909609678155,0.5065909609678155,0.5065909609678155,0.5065909609678155,0.5065909609678155,0.5065909609678155,0.5065909609678155,0.507104542341931,0.507104542341931,0.5252225519287834,0.5252225519287834,0.5048504907555352,0.5048504907555352,0.5049931522483452,0.5049931522483452,0.5067336224606255,0.5067336224606255,0.5068762839534353,0.5068762839534353
ANIME_USD:USD,updated,,0.6714505820588906,0.6714505820588906,0.669053868979685,0.669053868979685,0.669053868979685,0.669053868979685,0.669053868979685,0.669053868979685,0.6709370006847751,0.6709370006847751,0.6697101118466103,0.6697101118466103,0.6709940652818991,0.6709940652818991,0.671051129879023,0.671051129879023,0.671165259073271,0.671165259073271,0.671165259073271,0.671165259073271,0.6709370006847751,0.6709370006847751,0.6709370006847751,0.6709370006847751,0.6709370006847751,0.6709370006847751,0.6709370006847751,0.6709370006847751,0.6709370006847751,0.6709370006847751,0.6714505820588906,0.6714505820588906,0.689568591645743,0.689568591645743,0.6691965304724948,0.6691965304724948,0.6693391919653047,0.6693391919653047,0.6710796621775851,0.6710796621775851,0.6712223236703949,0.6712223236703949
ANKR_USD:USD,updated,,0.19952636384387126,0.19952636384387126,0.07829262725405159,0.07829262725405159,0.07829262725405159,0.07829262725405159,0.07829262725405159,0.07829262725405159,0.08017575895914175,0.08017575895914175,0.07894887012097694,0.07894887012097694,0.0802328235562657,0.0802328235562657,0.08028988815338964,0.08028988815338964,0.08040401734763752,0.08040401734763752,0.08040401734763752,0.08040401734763752,0.0804325496461995,0.0804325496461995,0.0804325496461995,0.0804325496461995,0.0804325496461995,0.0804325496461995,0.0804325496461995,0.0804325496461995,0.0804325496461995,0.0804325496461995,0.19952636384387126,0.19952636384387126,0.20178041543026706,0.20178041543026706,0.07843528874686145,0.07843528874686145,0.0785779502396713,0.0785779502396713,0.0803184204519516,0.0803184204519516,0.08046108194476147,0.08046108194476147
APE_USD:USD,updated,,0.19952636384387126,0.19952636384387126,0.014266149280986077,0.014266149280986077,0.014266149280986077,0.014266149280986077,0.014266149280986077,0.014266149280986077,0.01614928098607624,0.01614928098607624,0.014922392147911436,0.014922392147911436,0.016206345583200183,0.016206345583200183,0.016263410180324126,0.016263410180324126,0.016377539374572016,0.016377539374572016,0.016377539374572016,0.016377539374572016,0.016206345583200183,0.016206345583200183,0.016206345583200183,0.016206345583200183,0.016206345583200183,0.016206345583200183,0.016206345583200183,0.016206345583200183,0.016206345583200183,0.016206345583200183,0.19952636384387126,0.19952636384387126,0.20178041543026706,0.20178041543026706,0.014408810773795936,0.014408810773795936,0.014551472266605798,0.014551472266605798,0.016291942478886098,0.016291942478886098,0.01643460397169596,0.01643460397169596
API3_USD:USD,updated,,0.4391120748687514,0.4391120748687514,0.4230769230769231,0.4230769230769231,0.4230769230769231,0.4230769230769231,0.4230769230769231,0.4230769230769231,0.42496005478201326,0.42496005478201326,0.4237331659438484,0.4237331659438484,0.42501711937913716,0.42501711937913716,0.4250741839762611,0.4250741839762611,0.42518831317050904,0.42518831317050904,0.42518831317050904,0.42518831317050904,0.4387411549874458,0.4387411549874458,0.4387411549874458,0.4387411549874458,0.4387411549874458,0.4387411549874458,0.4387411549874458,0.4387411549874458,0.4387411549874458,0.4387411549874458,0.42553070075325267,0.42553070075325267,0.44379137183291484,0.44379137183291484,0.42321958456973297,0.42321958456973297,0.4233622460625428,0.4233622460625428,0.4251027162748231,0.4251027162748231,0.42524537776763294,0.42524537776763294
APT_USD:USD,updated,,0.19958342844099522,0.19958342844099522,0.10186030586624058,0.10186030586624058,0.10186030586624058,0.10186030586624058,0.10186030586624058,0.10186030586624058,0.10374343757133074,0.10374343757133074,0.10251654873316594,0.10251654873316594,0.1038005021684547,0.1038005021684547,0.10385756676557864,0.10385756676557864,0.10397169595982653,0.10397169595982653,0.10397169595982653,0.10397169595982653,0.10405729285551243,0.10405729285551243,0.10405729285551243,0.10405729285551243,0.10405729285551243,0.10405729285551243,0.10405729285551243,0.10405729285551243,0.10405729285551243,0.10405729285551243,0.19958342844099522,0.19958342844099522,0.20183748002739102,0.20183748002739102,0.10200296735905044,0.10200296735905044,0.1021456288518603,0.1021456288518603,0.1038860990641406,0.1038860990641406,0.10402876055695047,0.10402876055695047
ARB_USD:USD,updated,,0.21062542798447842,0.21062542798447842,0.20805752111390094,0.20805752111390094,0.20805752111390094,0.20805752111390094,0.20805752111390094,0.20805752111390094,0.2099406528189911,0.2099406528189911,0.2087137639808263,0.2087137639808263,0.20999771741611503,0.20999771741611503,0.210054782013239,0.210054782013239,0.21016891120748687,0.21016891120748687,0.21016891120748687,0.21016891120748687,0.20999771741611503,0.20999771741611503,0.20999771741611503,0.20999771741611503,0.20999771741611503,0.20999771741611503,0.20999771741611503,0.20999771741611503,0.20999771741611503,0.20999771741611503,0.21062542798447842,0.21062542798447842,0.22862930837708287,0.22862930837708287,0.2082001826067108,0.2082001826067108,0.20834284409952067,0.20834284409952067,0.21008331431180097,0.21008331431180097,0.21022597580461083,0.21022597580461083
ARC_USD:USD,updated,,0.6817222095412007,0.6817222095412007,0.6719356311344442,0.6719356311344442,0.6719356311344442,0.6719356311344442,0.6719356311344442,0.6719356311344442,0.6738187628395343,0.6738187628395343,0.6725918740013695,0.6725918740013695,0.6738758274366583,0.6738758274366583,0.6739328920337823,0.6739328920337823,0.6740470212280302,0.6740470212280302,0.6740470212280302,0.6740470212280302,0.6812086281670852,0.6812086281670852,0.6812086281670852,0.6812086281670852,0.6812086281670852,0.6812086281670852,0.6812086281670852,0.6812086281670852,0.6812086281670852,0.6812086281670852,0.674104085825154,0.674104085825154,0.6924503538005021,0.6924503538005021,0.672078292627254,0.672078292627254,0.6722209541200639,0.6722209541200639,0.6739614243323442,0.6739614243323442,0.674104085825154,0.674104085825154
ARKM_USD:USD,updated,,0.4976318192193563,0.4976318192193563,0.49523510614015065,0.49523510614015065,0.49523510614015065,0.49523510614015065,0.49523510614015065,0.49523510614015065,0.49711823784524084,0.49711823784524084,0.495891349007076,0.495891349007076,0.49717530244236474,0.49717530244236474,0.4972323670394887,0.4972323670394887,0.4973464962337366,0.4973464962337366,0.4973464962337366,0.4973464962337366,0.49711823784524084,0.49711823784524084,0.49711823784524084,0.49711823784524084,0.49711823784524084,0.49711823784524084,0.49711823784524084,0.49711823784524084,0.49711823784524084,0.49711823784524084,0.4976318192193563,0.4976318192193563,0.5157498288062087,0.5157498288062087,0.4953777676329605,0.4953777676329605,0.4955204291257704,0.4955204291257704,0.4972608993380507,0.4972608993380507,0.4974035608308605,0.4974035608308605
AR_USD:USD,updated,,0.4937799589134901,0.4937799589134901,0.4913832458342844,0.4913832458342844,0.4913832458342844,0.4913832458342844,0.4913832458342844,0.4913832458342844,0.4932663775393746,0.4932663775393746,0.4920394887012098,0.4920394887012098,0.49332344213649854,0.49332344213649854,0.49338050673362244,0.49338050673362244,0.49349463592787035,0.49349463592787035,0.49349463592787035,0.49349463592787035,0.4932663775393746,0.4932663775393746,0.4932663775393746,0.4932663775393746,0.4932663775393746,0.4932663775393746,0.4932663775393746,0.4932663775393746,0.4932663775393746,0.4932663775393746,0.4937799589134901,0.4937799589134901,0.5118979685003424,0.5118979685003424,0.4915259073270943,0.4915259073270943,0.4916685688199041,0.4916685688199041,0.4934090390321844,0.4934090390321844,0.4935517005249943,0.4935517005249943
ASTER_USD:USD,updated,,0.8389351746176672,0.8389351746176672,0.8365384615384616,0.8365384615384616,0.8365384615384616,0.8365384615384616,0.8365384615384616,0.8365384615384616,0.8384215932435517,0.8384215932435517,0.8371947044053869,0.8371947044053869,0.8384786578406757,0.8384786578406757,0.8385357224377996,0.8385357224377996,0.8386498516320475,0.8386498516320475,0.8386498516320475,0.8386498516320475,0.8384215932435517,0.8384215932435517,0.8384215932435517,0.8384215932435517,0.8384215932435517,0.8384215932435517,0.8384215932435517,0.8384215932435517,0.8384215932435517,0.8384215932435517,0.8389351746176672,0.8389351746176672,0.8570531842045195,0.8570531842045195,0.8366811230312714,0.8366811230312714,0.8368237845240812,0.8368237845240812,0.8385642547363615,0.8385642547363615,0.8387069162291714,0.8387069162291714
ASTR_USD:USD,updated,,0.48847295138096325,0.48847295138096325,0.48604770600319563,0.48604770600319563,0.48604770600319563,0.48604770600319563,0.48604770600319563,0.48604770600319563,0.48793083770828577,0.48793083770828577,0.486703948870121,0.486703948870121,0.4879879023054097,0.4879879023054097,0.4880449669025337,0.4880449669025337,0.48815909609678154,0.48815909609678154,0.48815909609678154,0.48815909609678154,0.48795937000684775,0.48795937000684775,0.48795937000684775,0.48795937000684775,0.48795937000684775,0.48795937000684775,0.48795937000684775,0.48795937000684775,0.48795937000684775,0.48795937000684775,0.48847295138096325,0.48847295138096325,0.5065909609678155,0.5065909609678155,0.48619036749600547,0.48619036749600547,0.48633302898881536,0.48633302898881536,0.48807349920109566,0.48807349920109566,0.4882161606939055,0.4882161606939055
ATH_USD:USD,updated,,0.6229742068021,0.6229742068021,0.6205774937228943,0.6205774937228943,0.6205774937228943,0.6205774937228943,0.6205774937228943,0.6205774937228943,0.6224606254279845,0.6224606254279845,0.6212337365898197,0.6212337365898197,0.6225176900251084,0.6225176900251084,0.6225747546222323,0.6225747546222323,0.6226888838164802,0.6226888838164802,0.6226888838164802,0.6226888838164802,0.6224606254279845,0.6224606254279845,0.6224606254279845,0.6224606254279845,0.6224606254279845,0.6224606254279845,0.6224606254279845,0.6224606254279845,0.6224606254279845,0.6224606254279845,0.6229742068021,0.6229742068021,0.6410922163889523,0.6410922163889523,0.6207201552157042,0.6207201552157042,0.6208628167085141,0.6208628167085141,0.6226032869207944,0.6226032869207944,0.6227459484136042,0.6227459484136042
ATOM_USD:USD,updated,,0.19952636384387126,0.19952636384387126,0.0,0.0,0.0,0.0,0.0,0.0,0.0018831317050901622,0.0018831317050901622,0.0006562428669253595,0.0006562428669253595,0.0019401963022141063,0.0019401963022141063,0.0019972608993380505,0.0019972608993380505,0.0021113900935859392,0.0021113900935859392,0.0021113900935859392,0.0021113900935859392,0.0021399223921479116,0.0021399223921479116,0.0021399223921479116,0.0021399223921479116,0.0021399223921479116,0.0021399223921479116,0.0021399223921479116,0.0021399223921479116,0.0021399223921479116,0.0021399223921479116,0.19952636384387126,0.19952636384387126,0.20178041543026706,0.20178041543026706,0.00014266149280986077,0.00014266149280986077,0.00028532298561972154,0.00028532298561972154,0.002025793197900023,0.002025793197900023,0.0021684546907098836,0.0021684546907098836
AUCTION_USD:USD,updated,,0.5610876512211824,0.5610876512211824,0.5586624058434148,0.5586624058434148,0.5586624058434148,0.5586624058434148,0.5586624058434148,0.5586624058434148,0.5605455375485049,0.5605455375485049,0.5593186487103401,0.5593186487103401,0.5606026021456288,0.5606026021456288,0.5606596667427528,0.5606596667427528,0.5607737959370007,0.5607737959370007,0.5607737959370007,0.5607737959370007,0.5605740698470669,0.5605740698470669,0.5605740698470669,0.5605740698470669,0.5605740698470669,0.5605740698470669,0.5605740698470669,0.5605740698470669,0.5605740698470669,0.5605740698470669,0.5610876512211824,0.5610876512211824,0.5792056608080347,0.5792056608080347,0.5588050673362246,0.5588050673362246,0.5589477288290344,0.5589477288290344,0.5606881990413147,0.5606881990413147,0.5608308605341247,0.5608308605341247
AUD_USD:USD,updated,,0.7450924446473408,0.7450924446473408,0.7426957315681352,0.7426957315681352,0.7426957315681352,0.7426957315681352,0.7426957315681352,0.7426957315681352,0.7445788632732253,0.7445788632732253,0.7433519744350605,0.7433519744350605,0.7446359278703493,0.7446359278703493,0.7446929924674732,0.7446929924674732,0.744807121661721,0.744807121661721,0.744807121661721,0.744807121661721,0.7445788632732253,0.7445788632732253,0.7445788632732253,0.7445788632732253,0.7445788632732253,0.7445788632732253,0.7445788632732253,0.7445788632732253,0.7445788632732253,0.7445788632732253,0.7450924446473408,0.7450924446473408,0.8466674275279616,0.8466674275279616,0.742838393060945,0.742838393060945,0.7429810545537548,0.7429810545537548,0.7447215247660351,0.7447215247660351,0.744864186258845,0.744864186258845
AVAX_USD:USD,updated,,0.19952636384387126,0.19952636384387126,0.0,0.0,0.0,0.0,0.0,0.0,0.0018831317050901622,0.0018831317050901622,0.0006562428669253595,0.0006562428669253595,0.0019401963022141063,0.0019401963022141063,0.0019972608993380505,0.0019972608993380505,0.0021113900935859392,0.0021113900935859392,0.0021113900935859392,0.0021113900935859392,0.0021399223921479116,0.0021399223921479116,0.0021399223921479116,0.0021399223921479116,0.0021399223921479116,0.0021399223921479116,0.0021399223921479116,0.0021399223921479116,0.0021399223921479116,0.0021399223921479116,0.19952636384387126,0.19952636384387126,0.20178041543026706,0.20178041543026706,0.00014266149280986077,0.00014266149280986077,0.00028532298561972154,0.00028532298561972154,0.002025793197900023,0.002025793197900023,0.0021684546907098836,0.0021684546907098836
AXS_USD:USD,updated,,0.19952636384387126,0.19952636384387126,0.049303811915087876,0.049303811915087876,0.049303811915087876,0.049303811915087876,0.049303811915087876,0.049303811915087876,0.05118694362017804,0.05118694362017804,0.049960054782013236,0.049960054782013236,0.05124400821730198,0.05124400821730198,0.05130107281442593,0.05130107281442593,0.05141520200867382,0.05141520200867382,0.05141520200867382,0.05141520200867382,0.05144373430723579,0.05144373430723579,0.05144373430723579,0.05144373430723579,0.05144373430723579,0.05144373430723579,0.05144373430723579,0.05144373430723579,0.05144373430723579,0.05144373430723579,0.19952636384387126,0.19952636384387126,0.20178041543026706,0.20178041543026706,0.04944647340789774,0.04944647340789774,0.0495891349007076,0.0495891349007076,0.051329605112987904,0.051329605112987904,0.05147226660579776,0.05147226660579776
B3_USD:USD,updated,,0.7048904359735221,0.7048904359735221,0.7024937228943163,0.7024937228943163,0.7024937228943163,0.7024937228943163,0.7024937228943163,0.7024937228943163,0.7043768545994066,0.7043768545994066,0.7031499657612418,0.7031499657612418,0.7044339191965304,0.7044339191965304,0.7044909837936544,0.7044909837936544,0.7046051129879023,0.7046051129879023,0.7046051129879023,0.7046051129879023,0.7043768545994066,0.7043768545994066,0.7043768545994066,0.7043768545994066,0.7043768545994066,0.7043768545994066,0.7043768545994066,0.7043768545994066,0.7043768545994066,0.7043768545994066,0.7048904359735221,0.7048904359735221,0.7230084455603744,0.7230084455603744,0.7026363843871263,0.7026363843871263,0.7027790458799361,0.7027790458799361,0.7045195160922164,0.7045195160922164,0.7046621775850263,0.7046621775850263
BAND_USD:USD,updated,,0.19952636384387126,0.19952636384387126,0.08280073042684319,0.08280073042684319,0.08280073042684319,0.08280073042684319,0.08280073042684319,0.08280073042684319,0.08468386213193335,0.08468386213193335,0.08345697329376854,0.08345697329376854,0.0847409267290573,0.0847409267290573,0.08479799132618124,0.08479799132618124,0.08491212052042912,0.08491212052042912,0.08491212052042912,0.08491212052042912,0.08471239443049532,0.08471239443049532,0.08471239443049532,0.08471239443049532,0.08471239443049532,0.08471239443049532,0.08471239443049532,0.08471239443049532,0.08471239443049532,0.08471239443049532,0.19952636384387126,0.19952636384387126,0.20178041543026706,0.20178041543026706,0.08294339191965305,0.08294339191965305,0.0830860534124629,0.0830860534124629,0.0848265236247432,0.0848265236247432,0.08496918511755307,0.08496918511755307
BAT_USD:USD,updated,,0.19964049303811915,0.19964049303811915,0.03974549189682721,0.03974549189682721,0.03974549189682721,0.03974549189682721,0.03974549189682721,0.03974549189682721,0.041628623601917374,0.041628623601917374,0.04040173476375257,0.04040173476375257,0.04168568819904132,0.04168568819904132,0.04174275279616526,0.04174275279616526,0.041856881990413146,0.041856881990413146,0.041856881990413146,0.041856881990413146,0.042513124857338505,0.042513124857338505,0.042513124857338505,0.042513124857338505,0.042513124857338505,0.042513124857338505,0.042513124857338505,0.042513124857338505,0.042513124857338505,0.042513124857338505,0.19964049303811915,0.19964049303811915,0.20189454462451495,0.20189454462451495,0.03988815338963707,0.03988815338963707,0.04003081488244693,0.04003081488244693,0.04177128509472723,0.04177128509472723,0.04191394658753709,0.04191394658753709
BCH_USD:USD,updated,,0.19955489614243324,0.19955489614243324,0.0,0.0,0.0,0.0,0.0,0.0,0.0018831317050901622,0.0018831317050901622,0.0006562428669253595,0.0006562428669253595,0.0019401963022141063,0.0019401963022141063,0.0019972608993380505,0.0019972608993380505,0.0021113900935859392,0.0021113900935859392,0.0021113900935859392,0.0021113900935859392,0.0021399223921479116,0.0021399223921479116,0.0021399223921479116,0.0021399223921479116,0.0021399223921479116,0.0021399223921479116,0.0021399223921479116,0.0021399223921479116,0.0021399223921479116,0.0021399223921479116,0.19955489614243324,0.19955489614243324,0.20180894772882904,0.20180894772882904,0.00014266149280986077,0.00014266149280986077,0.00028532298561972154,0.00028532298561972154,0.002025793197900023,0.002025793197900023,0.0021684546907098836,0.0021684546907098836
