symbol,status,error,oi_rel_vol_2h_nan_before,oi_rel_vol_2h_nan_after,oi_rel_vol_4h_nan_before,oi_rel_vol_4h_nan_after,oi_rel_vol_8h_nan_before,oi_rel_vol_8h_nan_after,leverage_build_nan_before,leverage_build_nan_after,leverage_build_score_nan_before,leverage_build_score_nan_after,unwind_score_nan_before,unwind_score_nan_after
ALT_USD:USD,updated,,0.7307725236151936,0.7307725236151936,0.6506092862646614,0.6506092862646614,0.5813190262834965,0.5813190262834965,0.507205844582061,0.507205844582061,0.507205844582061,0.507205844582061,0.507205844582061,0.507205844582061
ANIME_USD:USD,updated,,0.8846208726919894,0.8846208726919894,0.8331383236779772,0.8331383236779772,0.7758340230016266,0.7758340230016266,0.6715847150480865,0.6715847150480865,0.6715847150480865,0.6715847150480865,0.6715847150480865,0.6715847150480865
ANKR_USD:USD,updated,,0.4808652721098142,0.4808652721098142,0.35053223366913044,0.35053223366913044,0.26075169087640193,0.26075169087640193,0.1996232984218487,0.1995662224251591,0.1996232984218487,0.1995662224251591,0.1995662224251591,0.1995662224251591
APE_USD:USD,updated,,0.21312177163893725,0.21312177163893725,0.19985160240860705,0.19985160240860705,0.19756856254102337,0.19756856254102337,0.1996232984218487,0.1995662224251591,0.1996232984218487,0.1995662224251591,0.1995662224251591,0.1995662224251591
API3_USD:USD,updated,,0.5861419480037671,0.5861419480037671,0.5033817528038583,0.5033817528038583,0.45012984789246885,0.45012984789246885,0.425615707314289,0.425615707314289,0.425615707314289,0.425615707314289,0.4393424845181359,0.4393424845181359
APT_USD:USD,updated,,0.25487286321737396,0.25487286321737396,0.22251077309437517,0.22251077309437517,0.20341885220170658,0.20341885220170658,0.1996232984218487,0.1996232984218487,0.1996232984218487,0.1996232984218487,0.1996232984218487,0.1996232984218487
ARB_USD:USD,updated,,0.24882280756827715,0.24882280756827715,0.2259924088924403,0.2259924088924403,0.21332153762735082,0.21332153762735082,0.2106675037812848,0.2106675037812848,0.2106675037812848,0.2106675037812848,0.2106675037812848,0.2106675037812848
ARC_USD:USD,updated,,0.7496932165177934,0.7496932165177934,0.7149910105305214,0.7149910105305214,0.6906766359407551,0.6906766359407551,0.6742387488941526,0.6742387488941526,0.6742387488941526,0.6742387488941526,0.6818583944522131,0.6818583944522131
ARKM_USD:USD,updated,,0.6993236494392283,0.6993236494392283,0.6341428612197141,0.6341428612197141,0.5795496703861192,0.5795496703861192,0.49773122913158874,0.49773122913158874,0.49773122913158874,0.49773122913158874,0.49773122913158874,0.49773122913158874
AR_USD:USD,updated,,0.5465882822978796,0.5465882822978796,0.5206757798008048,0.5206757798008048,0.5072343825804058,0.5072343825804058,0.49387859935504125,0.49387859935504125,0.49387859935504125,0.49387859935504125,0.49387859935504125,0.49387859935504125
ASTER_USD:USD,updated,,0.8617048600211181,0.8617048600211181,0.8467509488884449,0.8467509488884449,0.8395879113039011,0.8395879113039011,0.8391027653320396,0.8391027653320396,0.8391027653320396,0.8391027653320396,0.8391027653320396,0.8391027653320396
ASTR_USD:USD,updated,,0.775919636996661,0.775919636996661,0.6791758226078023,0.6791758226078023,0.5856282640335607,0.5856282640335607,0.48857053166290915,0.48857053166290915,0.48857053166290915,0.48857053166290915,0.48857053166290915,0.48857053166290915
ATH_USD:USD,updated,,0.7715247852515624,0.7715247852515624,0.7126794326645929,0.7126794326645929,0.6659056533774721,0.6659056533774721,0.6230986558602779,0.6230986558602779,0.6230986558602779,0.6230986558602779,0.6230986558602779,0.6230986558602779
ATOM_USD:USD,updated,,0.1981393225079193,0.1981393225079193,0.197482948545989,0.197482948545989,0.1975114865443338,0.1975114865443338,0.1996232984218487,0.1995662224251591,0.1996232984218487,0.1995662224251591,0.1995662224251591,0.1995662224251591
AUCTION_USD:USD,updated,,0.7957535458462943,0.7957535458462943,0.7382494791815302,0.7382494791815302,0.6810022545018692,0.6810022545018692,0.5611997374504152,0.5611997374504152,0.5611997374504152,0.5611997374504152,0.5611997374504152,0.5611997374504152
AUD_USD:USD,updated,,0.9955480722582118,0.9955480722582118,0.9920378984618019,0.9920378984618019,0.9858451528209812,0.9858451528209812,0.7452412887760053,0.7452412887760053,0.7452412887760053,0.7452412887760053,0.7452412887760053,0.7452412887760053
AVAX_USD:USD,updated,,0.19922376644502154,0.19922376644502154,0.19782540452612654,0.19782540452612654,0.1975114865443338,0.1975114865443338,0.1996232984218487,0.1995662224251591,0.1996232984218487,0.1995662224251591,0.1995662224251591,0.1995662224251591
AXS_USD:USD,updated,,0.22884620872691988,0.22884620872691988,0.20387546017522332,0.20387546017522332,0.1981393225079193,0.1981393225079193,0.1996232984218487,0.1995662224251591,0.1996232984218487,0.1995662224251591,0.1995662224251591,0.1995662224251591
B3_USD:USD,updated,,0.9114180531377529,0.9114180531377529,0.8708940954881425,0.8708940954881425,0.82434862018778,0.82434862018778,0.7050312491081876,0.7050312491081876,0.7050312491081876,0.7050312491081876,0.7050312491081876,0.7050312491081876
BAND_USD:USD,updated,,0.5637110813047573,0.5637110813047573,0.43026740104449074,0.43026740104449074,0.31685739562227105,0.31685739562227105,0.1996232984218487,0.1995662224251591,0.1996232984218487,0.1995662224251591,0.1995662224251591,0.1995662224251591
BAT_USD:USD,updated,,0.5035244427955823,0.5035244427955823,0.36979538255186784,0.36979538255186784,0.26885648240632404,0.26885648240632404,0.19970891241688307,0.19968037441853828,0.19970891241688307,0.19968037441853828,0.19968037441853828,0.19968037441853828
BCH_USD:USD,updated,,0.1987671584715048,0.1987671584715048,0.19779686652778175,0.19779686652778175,0.19754002454267858,0.19754002454267858,0.1996232984218487,0.1995947604235039,0.1996232984218487,0.1995947604235039,0.1995947604235039,0.1995947604235039
BEAM_USD:USD,updated,,0.6574869438657572,0.6574869438657572,0.5918495476727262,0.5918495476727262,0.5378841928027168,0.5378841928027168,0.47935275819754003,0.47935275819754003,0.47935275819754003,0.47935275819754003,0.47935275819754003,0.47935275819754003
BERA_USD:USD,updated,,0.7390770811335293,0.7390770811335293,0.7080277389343912,0.7080277389343912,0.6919323078679261,0.6919323078679261,0.6847692702833823,0.6847692702833823,0.6847692702833823,0.6847692702833823,0.6847692702833823,0.6847692702833823
BICO_USD:USD,updated,,0.7937844239605034,0.7937844239605034,0.7038897291743957,0.7038897291743957,0.6086298906994664,0.6086298906994664,0.48808538569104765,0.48808538569104765,0.48808538569104765,0.48808538569104765,0.48808538569104765,0.48808538569104765
BIGTIME_USD:USD,updated,,0.7159613024742445,0.7159613024742445,0.6629662395479581,0.6629662395479581,0.6151650923204246,0.6151650923204246,0.5256413915127993,0.5256413915127993,0.5256413915127993,0.5256413915127993,0.5348020889814789,0.5348020889814789
BIO_USD:USD,updated,,0.7976085157387061,0.7976085157387061,0.749750292514483,0.749750292514483,0.7110527667589396,0.7110527667589396,0.674324362889187,0.674324362889187,0.674324362889187,0.674324362889187,0.6816586284637995,0.6816586284637995
BLUR_USD:USD,updated,,0.37615935618275737,0.37615935618275737,0.2822408036300334,0.2822408036300334,0.2243942809851317,0.2243942809851317,0.20447475814046404,0.20436060614708484,0.20447475814046404,0.20436060614708484,0.2045889101338432,0.2045889101338432
BNB_USD:USD,updated,,0.3847207556861962,0.3847207556861962,0.3779857880768243,0.3779857880768243,0.3759025141976542,0.3759025141976542,0.37770040809337635,0.37770040809337635,0.37770040809337635,0.37770040809337635,0.37770040809337635,0.37770040809337635
BNT_USD:USD,updated,,0.8689249736023515,0.8689249736023515,0.7988927256642219,0.7988927256642219,0.7134214206215576,0.7134214206215576,0.5209326217859079,0.5208184697925288,0.5209326217859079,0.5208184697925288,0.5208184697925288,0.5208184697925288
BONK_USD:USD,updated,,0.40155817470962585,0.40155817470962585,0.39724893695956165,0.39724893695956165,0.39590765103735626,0.39590765103735626,0.39790531092149195,0.39790531092149195,0.39790531092149195,0.39790531092149195,0.39790531092149195,0.39790531092149195
BTC_USD:USD,updated,,0.19754002454267858,0.19754002454267858,0.197482948545989,0.197482948545989,0.1975114865443338,0.1975114865443338,0.1996232984218487,0.1995662224251591,0.1996232984218487,0.1995662224251591,0.1995662224251591,0.1995662224251591
C98_USD:USD,updated,,0.8014611455152536,0.8014611455152536,0.7169886704146571,0.7169886704146571,0.6304329214348906,0.6304329214348906,0.5029251448303416,0.5029251448303416,0.5029251448303416,0.5029251448303416,0.5031819868154448,0.5031819868154448
CAKE_USD:USD,updated,,0.7596815159384721,0.7596815159384721,0.711537912730801,0.711537912730801,0.6725835449901544,0.6725835449901544,0.6263805256699295,0.6263805256699295,0.6263805256699295,0.6263805256699295,0.6263805256699295,0.6263805256699295
CAT_USD:USD,updated,,0.7599954339202648,0.7599954339202648,0.7235238720356154,0.7235238720356154,0.690562483947376,0.690562483947376,0.6133671984247024,0.6133671984247024,0.6133671984247024,0.6133671984247024,0.6133671984247024,0.6133671984247024
CELO_USD:USD,updated,,0.8229217202705402,0.8229217202705402,0.7507776604548957,0.7507776604548957,0.6800319625581461,0.6800319625581461,0.6031505950172655,0.6031505950172655,0.6031505950172655,0.6031505950172655,0.6031505950172655,0.6031505950172655
CELR_USD:USD,updated,,0.7756342570132131,0.7756342570132131,0.701606689306812,0.701606689306812,0.635826603122057,0.635826603122057,0.5656231271938587,0.5656231271938587,0.5656231271938587,0.5656231271938587,0.5656231271938587,0.5656231271938587
CFX_USD:USD,updated,,0.4970177791729688,0.4970177791729688,0.4208783995890528,0.4208783995890528,0.3675408806826289,0.3675408806826289,0.3071544761850404,0.3071544761850404,0.3071544761850404,0.3071544761850404,0.3071544761850404,0.3071544761850404
CHR_USD:USD,updated,,0.764590051653777,0.764590051653777,0.6859678662138637,0.6859678662138637,0.6078022887474672,0.6078022887474672,0.4934505293798693,0.4934505293798693,0.4934505293798693,0.4934505293798693,0.4934505293798693,0.4934505293798693
CHZ_USD:USD,updated,,0.33808966639079935,0.33808966639079935,0.2704260723152878,0.2704260723152878,0.22799006877657602,0.22799006877657602,0.1995091464284695,0.1995091464284695,0.1995091464284695,0.1995091464284695,0.1995091464284695,0.1995091464284695
COMP_USD:USD,updated,,0.37176450443765874,0.37176450443765874,0.2792728518021746,0.2792728518021746,0.2236808310265118,0.2236808310265118,0.1996232984218487,0.1996232984218487,0.1996232984218487,0.1996232984218487,0.1996232984218487,0.1996232984218487
COOKIE_USD:USD,updated,,0.8652435718158729,0.8652435718158729,0.81316172483662,0.81316172483662,0.7608515738706088,0.7608515738706088,0.6792043606061471,0.6792043606061471,0.6792043606061471,0.6792043606061471,0.6792043606061471,0.6792043606061471
COTI_USD:USD,updated,,0.6632516195314061,0.6632516195314061,0.5866556319739733,0.5866556319739733,0.5297794012727948,0.5297794012727948,0.48745754972746214,0.48745754972746214,0.48745754972746214,0.48745754972746214,0.48745754972746214,0.48745754972746214
COW_USD:USD,updated,,0.8569104762991924,0.8569104762991924,0.8111926029508291,0.8111926029508291,0.764304671670329,0.764304671670329,0.6311463713935105,0.6311463713935105,0.6311463713935105,0.6311463713935105,0.6311463713935105,0.6311463713935105
CRO_USD:USD,updated,,0.7457549727462116,0.7457549727462116,0.6997231814160555,0.6997231814160555,0.6657915013840929,0.6657915013840929,0.6474130304500443,0.6474130304500443,0.6474130304500443,0.6474130304500443,0.6474130304500443,0.6474130304500443
CRV_USD:USD,updated,,0.19916669044833196,0.19916669044833196,0.197482948545989,0.197482948545989,0.1973973345509546,0.1973973345509546,0.19939499443509032,0.19939499443509032,0.19939499443509032,0.19939499443509032,0.19939499443509032,0.19939499443509032
CTSI_USD:USD,updated,,0.8006335435632544,0.8006335435632544,0.7208413001912046,0.7208413001912046,0.6357980651237122,0.6357980651237122,0.5068633886019235,0.5068633886019235,0.5068633886019235,0.5068633886019235,0.5068633886019235,0.5068633886019235
CVX_USD:USD,updated,,0.5054079506863388,0.5054079506863388,0.3969920949744585,0.3969920949744585,0.30952313004765847,0.30952313004765847,0.2157187294883137,0.2157187294883137,0.2157187294883137,0.2157187294883137,0.21594703347507205,0.21594703347507205
CYBER_USD:USD,updated,,0.8750606432464827,0.8750606432464827,0.8243771581861248,0.8243771581861248,0.7687851374104621,0.7687851374104621,0.6087155046945008,0.6087155046945008,0.6087155046945008,0.6087155046945008,0.634285551211438,0.634285551211438
DASH_USD:USD,updated,,0.33212522473673695,0.33212522473673695,0.27248080819611314,0.27248080819611314,0.23309837048029453,0.23309837048029453,0.1994235324334351,0.1994235324334351,0.1994235324334351,0.1994235324334351,0.1994235324334351,0.1994235324334351
DEEP_USD:USD,updated,,0.8319397277474958,0.8319397277474958,0.7829399845894809,0.7829399845894809,0.7333409434662252,0.7333409434662252,0.6231842698553124,0.6231842698553124,0.6231842698553124,0.6231842698553124,0.6231842698553124,0.6231842698553124
DEGEN_USD:USD,updated,,0.7833965925629977,0.7833965925629977,0.7235238720356154,0.7235238720356154,0.6735538369338775,0.6735538369338775,0.62281327587683,0.62281327587683,0.62281327587683,0.62281327587683,0.62281327587683,0.62281327587683
DENT_USD:USD,updated,,0.8703804115179361,0.8703804115179361,0.819183242487372,0.819183242487372,0.7629919237464684,0.7629919237464684,0.6325161953140607,0.6325161953140607,0.6325161953140607,0.6325161953140607,0.6325161953140607,0.6325161953140607
DOGE_USD:USD,updated,,0.1975114865443338,0.1975114865443338,0.1973973345509546,0.1973973345509546,0.1973973345509546,0.1973973345509546,0.19939499443509032,0.19939499443509032,0.19939499443509032,0.19939499443509032,0.19939499443509032,0.19939499443509032
DOGS_USD:USD,updated,,0.8097086270368996,0.8097086270368996,0.7474387146485546,0.7474387146485546,0.6873947661311036,0.6873947661311036,0.5980993693102366,0.5980993693102366,0.5980993693102366,0.5980993693102366,0.5980993693102366,0.5980993693102366
DOG_USD:USD,updated,,0.7566850261122685,0.7566850261122685,0.7186724123170001,0.7186724123170001,0.6838275163380041,0.6838275163380041,0.6227847378784852,0.6227847378784852,0.6227847378784852,0.6227847378784852,0.6227847378784852,0.6227847378784852
DOT_USD:USD,updated,,0.1981393225079193,0.1981393225079193,0.197482948545989,0.197482948545989,0.1973973345509546,0.1973973345509546,0.19939499443509032,0.19939499443509032,0.19939499443509032,0.19939499443509032,0.19939499443509032,0.19939499443509032
DYDX_USD:USD,updated,,0.28772009931223425,0.28772009931223425,0.23209954053822665,0.23209954053822665,0.20715732998487485,0.20715732998487485,0.19939499443509032,0.19939499443509032,0.19939499443509032,0.19939499443509032,0.19939499443509032,0.19939499443509032
DYM_USD:USD,updated,,0.5911931737107959,0.5911931737107959,0.5222739077081133,0.5222739077081133,0.4699922947404469,0.4699922947404469,0.4365457606803459,0.4365457606803459,0.4365457606803459,0.4365457606803459,0.4367740646671042,0.4367740646671042
EGLD_USD:USD,updated,,0.3976770069347336,0.3976770069347336,0.2886618532576125,0.2886618532576125,0.22773322679147284,0.22773322679147284,0.19939499443509032,0.19939499443509032,0.19939499443509032,0.19939499443509032,0.19939499443509032,0.19939499443509032
EIGEN_USD:USD,updated,,0.668730915213607,0.668730915213607,0.6260666076881367,0.6260666076881367,0.6038355069775406,0.6038355069775406,0.5979852173168574,0.5979852173168574,0.5979852173168574,0.5979852173168574,0.5979852173168574,0.5979852173168574
ENA_USD:USD,updated,,0.48617333980194627,0.48617333980194627,0.48226363402870925,0.48226363402870925,0.48149310807339973,0.48149310807339973,0.4830056219856739,0.4830056219856739,0.4830056219856739,0.4830056219856739,0.4830056219856739,0.4830056219856739
ENJ_USD:USD,updated,,0.45960446334294114,0.45960446334294114,0.3390314203361776,0.3390314203361776,0.2527039753431694,0.2527039753431694,0.1994235324334351,0.1994235324334351,0.1994235324334351,0.1994235324334351,0.1994235324334351,0.1994235324334351
ENS_USD:USD,updated,,0.279073085813761,0.279073085813761,0.23070117861933165,0.23070117861933165,0.20573043006763506,0.20573043006763506,0.19939499443509032,0.19939499443509032,0.19939499443509032,0.19939499443509032,0.19939499443509032,0.19939499443509032
ESPORTS_USD:USD,updated,,0.9223481065038098,0.9223481065038098,0.9117034331212008,0.9117034331212008,0.9040552495647955,0.9040552495647955,0.898804257869353,0.898804257869353,0.898804257869353,0.898804257869353,0.8989184098627322,0.8989184098627322
ETC_USD:USD,updated,,0.31662909163551267,0.31662909163551267,0.2524756713564111,0.2524756713564111,0.2154904255015553,0.2154904255015553,0.19939499443509032,0.19939499443509032,0.19939499443509032,0.19939499443509032,0.19939499443509032,0.19939499443509032
ETHFI_USD:USD,updated,,0.5985274392854085,0.5985274392854085,0.5419651265660227,0.5419651265660227,0.5096886504380582,0.5096886504380582,0.49390713735338604,0.49390713735338604,0.49390713735338604,0.49390713735338604,0.49390713735338604,0.49390713735338604
ETH_USD:USD,updated,,0.1973973345509546,0.1973973345509546,0.1973117205559202,0.1973117205559202,0.197340258554265,0.197340258554265,0.19928084244171113,0.19928084244171113,0.19928084244171113,0.19928084244171113,0.19939499443509032,0.19939499443509032
EUR_USD:USD,updated,,0.966981535915071,0.966981535915071,0.945549499158129,0.945549499158129,0.9133871750235438,0.9133871750235438,0.7285750977426443,0.7285750977426443,0.7285750977426443,0.7285750977426443,0.7285750977426443,0.7285750977426443
FARTCOIN_USD:USD,updated,,0.6668474073228504,0.6668474073228504,0.6667903313261608,0.6667903313261608,0.6667903313261608,0.6667903313261608,0.668730915213607,0.668730915213607,0.668730915213607,0.668730915213607,0.668730915213607,0.668730915213607
FET_USD:USD,updated,,0.38865899945777804,0.38865899945777804,0.35775234725036387,0.35775234725036387,0.33886019234610887,0.33886019234610887,0.31988242344681944,0.31988242344681944,0.31988242344681944,0.31988242344681944,0.32031049342199136,0.32031049342199136
FIL_USD:USD,updated,,0.22054165120858424,0.22054165120858424,0.2055306640792215,0.2055306640792215,0.1987671584715048,0.1987671584715048,0.19939499443509032,0.19939499443509032,0.19939499443509032,0.19939499443509032,0.19939499443509032,0.19939499443509032
FLOKI_USD:USD,updated,,0.5243857195856283,0.5243857195856283,0.5049228047144774,0.5049228047144774,0.4971890071630376,0.4971890071630376,0.49738877315145114,0.49738877315145114,0.49738877315145114,0.49738877315145114,0.49738877315145114,0.49738877315145114
FLOW_USD:USD,updated,,0.5706458149025427,0.5706458149025427,0.4268428412431152,0.4268428412431152,0.3041579863588368,0.3041579863588368,0.19945207043177993,0.19945207043177993,0.19945207043177993,0.19945207043177993,0.19945207043177993,0.19945207043177993
FLR_USD:USD,updated,,0.5356011529351331,0.5356011529351331,0.4020433206814874,0.4020433206814874,0.29805085471305043,0.29805085471305043,0.1994235324334351,0.19939499443509032,0.1994235324334351,0.19939499443509032,0.19939499443509032,0.19939499443509032
FLUX_USD:USD,updated,,0.9139864729887845,0.9139864729887845,0.8663280157529751,0.8663280157529751,0.8030592734225621,0.8030592734225621,0.6323164293256471,0.6323164293256471,0.6323164293256471,0.6323164293256471,0.6323164293256471,0.6323164293256471
GALA_USD:USD,updated,,0.24094632002511343,0.24094632002511343,0.21292200565052366,0.21292200565052366,0.20087897034901972,0.20087897034901972,0.19939499443509032,0.19939499443509032,0.19939499443509032,0.19939499443509032,0.19939499443509032,0.19939499443509032
GAS_USD:USD,updated,,0.9195799206643646,0.9195799206643646,0.8754030992266203,0.8754030992266203,0.8156159926942724,0.8156159926942724,0.6071173767871921,0.6071173767871921,0.6071173767871921,0.6071173767871921,0.6071173767871921,0.6071173767871921
GBP_USD:USD,updated,,0.9882138066835993,0.9882138066835993,0.9791672612082989,0.9791672612082989,0.9633286721269371,0.9633286721269371,0.7328557974943637,0.7328557974943637,0.7328557974943637,0.7328557974943637,0.7328557974943637,0.7328557974943637
GIGA_USD:USD,updated,,0.7658171855826033,0.7658171855826033,0.7133928826232128,0.7133928826232128,0.6746382808709797,0.6746382808709797,0.6427898747181873,0.6427898747181873,0.6427898747181873,0.6427898747181873,0.6427898747181873,0.6427898747181873
GMT_USD:USD,updated,,0.3552695413943666,0.3552695413943666,0.2754487600239719,0.2754487600239719,0.22747638480636967,0.22747638480636967,0.19939499443509032,0.19939499443509032,0.19939499443509032,0.19939499443509032,0.19939499443509032,0.19939499443509032
GMX_USD:USD,updated,,0.44270996832282183,0.44270996832282183,0.3290145829171542,0.3290145829171542,0.2511629234325504,0.2511629234325504,0.20261978824805227,0.20261978824805227,0.20261978824805227,0.20261978824805227,0.20284809223481065,0.20284809223481065
GOAT_USD:USD,updated,,0.6148511743386319,0.6148511743386319,0.6085157387060871,0.6085157387060871,0.6068890728004338,0.6068890728004338,0.6086298906994664,0.6086298906994664,0.6086298906994664,0.6086298906994664,0.6086298906994664,0.6086298906994664
GRASS_USD:USD,updated,,0.6661339573642304,0.6661339573642304,0.64310379269998,0.64310379269998,0.6306612254216489,0.6306612254216489,0.6228703518735196,0.6228703518735196,0.6228703518735196,0.6228703518735196,0.6228703518735196,0.6228703518735196
GRIFFAIN_USD:USD,updated,,0.7446419908107645,0.7446419908107645,0.7161896064610028,0.7161896064610028,0.6958420136411632,0.6958420136411632,0.6699580491424332,0.6699580491424332,0.6699580491424332,0.6699580491424332,0.6699580491424332,0.6699580491424332
GRT_USD:USD,updated,,0.2873491053337519,0.2873491053337519,0.23386889643560402,0.23386889643560402,0.20801346993521874,0.20801346993521874,0.19939499443509032,0.19939499443509032,0.19939499443509032,0.19939499443509032,0.19939499443509032,0.19939499443509032
GTC_USD:USD,updated,,0.900059929796524,0.900059929796524,0.8490625267543734,0.8490625267543734,0.7829970605861705,0.7829970605861705,0.5212180017693558,0.52064724180246,0.5212180017693558,0.52064724180246,0.52064724180246,0.52064724180246
HBAR_USD:USD,updated,,0.5324334351188608,0.5324334351188608,0.5262977654747296,0.5262977654747296,0.5241859535972146,0.5241859535972146,0.5255843155161097,0.5254701635227306,0.5255843155161097,0.5254701635227306,0.5254701635227306,0.5254701635227306
HFT_USD:USD,updated,,0.5880254558945236,0.5880254558945236,0.477954396278645,0.477954396278645,0.38994320938329385,0.38994320938329385,0.2961388088239491,0.2961388088239491,0.2961388088239491,0.2961388088239491,0.2961388088239491,0.2961388088239491
HMSTR_USD:USD,updated,,0.8521731685739562,0.8521731685739562,0.795097171884364,0.795097171884364,0.7349961473702235,0.7349961473702235,0.6086298906994664,0.6086298906994664,0.6086298906994664,0.6086298906994664,0.6089438086812591,0.6089438086812591
HYPE_USD:USD,updated,,0.6709854170828458,0.6709854170828458,0.669986587140778,0.669986587140778,0.6697582831540195,0.6697582831540195,0.6779201506806313,0.6779201506806313,0.6779201506806313,0.6779201506806313,0.6806312605233868,0.6806312605233868
ICP_USD:USD,updated,,0.2804999857310008,0.2804999857310008,0.2441140378413858,0.2441140378413858,0.2164607174452784,0.2164607174452784,0.1995091464284695,0.19948060843012472,0.1995091464284695,0.19948060843012472,0.19948060843012472,0.19948060843012472
ICX_USD:USD,updated,,0.5843440541080449,0.5843440541080449,0.48043720213464225,0.48043720213464225,0.3776147940983419,0.3776147940983419,0.1995091464284695,0.1995091464284695,0.1995091464284695,0.1995091464284695,0.1995091464284695,0.1995091464284695
IMX_USD:USD,updated,,0.3150309637282041,0.3150309637282041,0.251648069404412,0.251648069404412,0.2170029394138295,0.2170029394138295,0.1994235324334351,0.1994235324334351,0.1994235324334351,0.1994235324334351,0.1994235324334351,0.1994235324334351
INIT_USD:USD,updated,,0.8732627493507605,0.8732627493507605,0.8292856939014297,0.8292856939014297,0.7884478182700265,0.7884478182700265,0.7501498244913102,0.7501498244913102,0.7501498244913102,0.7501498244913102,0.7501498244913102,0.7501498244913102
INJ_USD:USD,updated,,0.2548443252190291,0.2548443252190291,0.2338403584372592,0.2338403584372592,0.22271053908278873,0.22271053908278873,0.219457207271482,0.219457207271482,0.219457207271482,0.219457207271482,0.219457207271482,0.219457207271482
IP_USD:USD,updated,,0.7484090065922776,0.7484090065922776,0.7247510059644416,0.7247510059644416,0.7094261008532862,0.7094261008532862,0.6999514854028138,0.6999514854028138,0.6999514854028138,0.6999514854028138,0.6999514854028138,0.6999514854028138
JASMY_USD:USD,updated,,0.3482491938015468,0.3482491938015468,0.3068405582032476,0.3068405582032476,0.26785765246425614,0.26785765246425614,0.2193430552781028,0.2193430552781028,0.2193430552781028,0.2193430552781028,0.2193430552781028,0.2193430552781028
JTO_USD:USD,updated,,0.4473331240546788,0.4473331240546788,0.41391512799292257,0.41391512799292257,0.3998744328072829,0.3998744328072829,0.3975343169430096,0.3975343169430096,0.3975343169430096,0.3975343169430096,0.3975343169430096,0.3975343169430096
JUP_USD:USD,updated,,0.4307810850146971,0.4307810850146971,0.4247595673639451,0.4247595673639451,0.4241888073970492,0.4241888073970492,0.43623184269855314,0.43623184269855314,0.43623184269855314,0.43623184269855314,0.43646014668531147,0.43646014668531147
KAITO_USD:USD,updated,,0.7823406866242402,0.7823406866242402,0.7477240946320025,0.7477240946320025,0.7239804800091322,0.7239804800091322,0.7030621272223966,0.7030621272223966,0.7030621272223966,0.7030621272223966,0.7030621272223966,0.7030621272223966
KAS_USD:USD,updated,,0.4183670557347108,0.4183670557347108,0.4129162980508547,0.4129162980508547,0.41029080220313346,0.41029080220313346,0.4117177021203733,0.4117177021203733,0.4117177021203733,0.4117177021203733,0.4117177021203733,0.4117177021203733
