feature,total_rows,nan_rows,inf_rows,finite_rows,missing_column_rows,nan_rows_pct,inf_rows_pct,finite_rows_pct,missing_column_rows_pct
oi_rel_vol_2h,8481616,5119636,0,3361980,0,60.361563173810275,0.0,39.638436826189725,0.0
oi_rel_vol_4h,8481616,4734401,0,3747215,0,55.81956315871881,0.0,44.18043684128119,0.0
oi_rel_vol_8h_peer_resid,8481616,4509434,0,3972182,105144,53.16715588161502,0.0,46.83284411838498,1.2396694214876034
oi_rel_vol_8h,8481616,4422284,0,4059332,0,52.1396394272035,0.0,47.86036057279651,0.0
oi_to_volume_1d_z_90d,8481616,4202808,0,4278808,105144,49.551972171340935,0.0,50.44802782865907,1.2396694214876034
oi_to_volume_7d_z_180d,8481616,4198588,0,4283028,105144,49.50221750194774,0.0,50.49778249805226,1.2396694214876034
log_oi_to_volume_1d,8481616,4027725,0,4453891,105144,47.48770753120632,0.0,52.51229246879369,1.2396694214876034
log_oi_to_volume_7d,8481616,4027725,0,4453891,105144,47.48770753120632,0.0,52.51229246879369,1.2396694214876034
