symbol,status,error,basis_pct_mkt_resid_nan_before,basis_pct_mkt_resid_nan_after,basis_fund_div_mkt_resid_nan_before,basis_fund_div_mkt_resid_nan_after,squeeze_prob_mkt_resid_nan_before,squeeze_prob_mkt_resid_nan_after
SYRUP_USD:USD,updated,,0.7531100205432549,0.7531100205432549,0.7532241497375028,0.7532241497375028,0.7718557406984706,0.7718557406984706
S_USD:USD,updated,,0.7432949098379366,0.7432949098379366,0.67013809632504,0.67013809632504,0.6887696872860077,0.6887696872860077
TAO_USD:USD,updated,,0.5319561743894088,0.5319561743894088,0.5304439625656243,0.5304439625656243,0.5490755535265921,0.5490755535265921
TIA_USD:USD,updated,,0.385243095183748,0.385243095183748,0.3855854827664917,0.3855854827664917,0.40421707372745946,0.40421707372745946
TLM_USD:USD,updated,,0.5145229399680439,0.5145229399680439,0.5146370691622917,0.5146370691622917,0.5332686601232596,0.5332686601232596
TNSR_USD:USD,updated,,0.5145229399680439,0.5145229399680439,0.5146370691622917,0.5146370691622917,0.5332686601232596,0.5332686601232596
TON_USD:USD,updated,,0.6022597580461082,0.6022597580461082,0.4900992923989957,0.4900992923989957,0.5087308833599635,0.5087308833599635
TRUMP_USD:USD,updated,,0.6701666286236019,0.6701666286236019,0.67013809632504,0.67013809632504,0.6887696872860077,0.6887696872860077
TRU_USD:USD,updated,,0.48151107053184206,0.48151107053184206,0.48182492581602376,0.48182492581602376,0.5004565167769915,0.5004565167769915
TRX_USD:USD,updated,,0.024309518374800273,0.024309518374800273,0.024423647569048162,0.024423647569048162,0.20526135585482766,0.20526135585482766
TURBO_USD:USD,updated,,0.5618865555809176,0.5618865555809176,0.5146370691622917,0.5146370691622917,0.5332686601232596,0.5332686601232596
T_USD:USD,updated,,0.4954918968272084,0.4954918968272084,0.49563455832001824,0.49563455832001824,0.5142661492809861,0.5142661492809861
UMA_USD:USD,updated,,0.42473179639351744,0.42473179639351744,0.440567222095412,0.440567222095412,0.443677242638667,0.443677242638667
UNI_USD:USD,updated,,0.005221410636840904,0.005221410636840904,0.005364072129650765,0.005364072129650765,0.20520429125770373,0.20520429125770373
USDC_USD:USD,updated,,0.20514722666057977,0.20514722666057977,0.2070874229627939,0.2070874229627939,0.24189682720839992,0.24189682720839992
USDT_USD:USD,updated,,0.20514722666057977,0.20514722666057977,0.2070874229627939,0.2070874229627939,0.22454918968272083,0.22454918968272083
USUAL_USD:USD,updated,,0.6776135585482767,0.6776135585482767,0.668026706231454,0.668026706231454,0.6866582971924218,0.6866582971924218
VELO_USD:USD,updated,,1.0,1.0,0.6819504679296964,0.6819504679296964,0.7245206573841588,0.7245206573841588
VET_USD:USD,updated,,1.0,1.0,0.6211196073955718,0.6211196073955718,0.6636897968500343,0.6636897968500343
VINE_USD:USD,updated,,0.6817222095412007,0.6817222095412007,0.6743894088107738,0.6743894088107738,0.6930209997717416,0.6930209997717416
VIRTUAL_USD:USD,updated,,0.6871433462679754,0.6871433462679754,0.6716788404473865,0.6716788404473865,0.6903104314083542,0.6903104314083542
WIF_USD:USD,updated,,0.42901164117781326,0.42901164117781326,0.4222209541200639,0.4222209541200639,0.4408525450810317,0.4408525450810317
WLD_USD:USD,updated,,0.7016092216388953,0.7016092216388953,0.3039831088792513,0.3039831088792513,0.3465532983337138,0.3465532983337138
WLFI_USD:USD,updated,,0.824868751426615,0.824868751426615,0.8249828806208628,0.8249828806208628,0.8436144715818307,0.8436144715818307
WOO_USD:USD,updated,,0.22215247660351517,0.22215247660351517,0.222323670394887,0.222323670394887,0.24095526135585482,0.24095526135585482
W_USD:USD,updated,,0.47483451266834054,0.47483451266834054,0.47494864186258845,0.47494864186258845,0.4935802328235563,0.4935802328235563
XCN_USD:USD,updated,,0.6768146541885415,0.6768146541885415,0.6882275736133303,0.6882275736133303,0.695760100433691,0.695760100433691
XLM_USD:USD,updated,,0.03520885642547364,0.03520885642547364,0.03546564711253138,0.03546564711253138,0.20526135585482766,0.20526135585482766
XMR_USD:USD,updated,,0.005221410636840904,0.005221410636840904,0.005364072129650765,0.005364072129650765,0.20523282355626568,0.20523282355626568
XPL_USD:USD,updated,,0.8419881305637982,0.8419881305637982,0.8421307920566081,0.8421307920566081,0.8611333028988816,0.8611333028988816
XRP_USD:USD,updated,,0.005221410636840904,0.005221410636840904,0.005392604428212737,0.005392604428212737,0.20520429125770373,0.20520429125770373
XTZ_USD:USD,updated,,0.03520885642547364,0.03520885642547364,0.03546564711253138,0.03546564711253138,0.20523282355626568,0.20523282355626568
YFI_USD:USD,updated,,0.04011641177813285,0.04011641177813285,0.04028760556950468,0.04028760556950468,0.20520429125770373,0.20520429125770373
YGG_USD:USD,updated,,0.47628965989500116,0.47628965989500116,0.476403789089249,0.476403789089249,0.49503538005021686,0.49503538005021686
ZBT_USD:USD,updated,,0.8701780415430267,0.8701780415430267,0.8897797306551015,0.8897797306551015,0.9081259986304496,0.9081259986304496
ZEC_USD:USD,updated,,0.06876283953435289,0.06876283953435289,0.06893403332572472,0.06893403332572472,0.20523282355626568,0.20523282355626568
ZIG_USD:USD,updated,,0.9228201323898654,0.9228201323898654,0.924132618123716,0.924132618123716,0.9415658525450811,0.9415658525450811
ZK_USD:USD,updated,,0.5625998630449669,0.5625998630449669,0.5539260442821273,0.5539260442821273,0.5725576352430952,0.5725576352430952
ZRO_USD:USD,updated,,0.5319561743894088,0.5319561743894088,0.525593471810089,0.525593471810089,0.5442250627710569,0.5442250627710569
ZRX_USD:USD,updated,,0.2270314996576124,0.2270314996576124,0.22731682264323214,0.22731682264323214,0.24594841360419994,0.24594841360419994
