symbol,status,error,basis_pct_mkt_resid_nan_before,basis_pct_mkt_resid_nan_after,basis_fund_div_mkt_resid_nan_before,basis_fund_div_mkt_resid_nan_after,squeeze_prob_mkt_resid_nan_before,squeeze_prob_mkt_resid_nan_after
CTSI_USD:USD,updated,,0.5097295138096325,0.5097295138096325,0.5099007076010044,0.5099007076010044,0.5285322985619721,0.5285322985619721
CVX_USD:USD,updated,,0.21807235790915316,0.21807235790915316,0.2188712622688884,0.2188712622688884,0.23701780415430268,0.23701780415430268
CYBER_USD:USD,updated,,0.6913946587537092,0.6913946587537092,0.6406642319105227,0.6406642319105227,0.6303070075325268,0.6303070075325268
DASH_USD:USD,updated,,0.06876283953435289,0.06876283953435289,0.06893403332572472,0.06893403332572472,0.20523282355626568,0.20523282355626568
DEEP_USD:USD,updated,,0.7645229399680439,0.7645229399680439,0.6261412919424789,0.6261412919424789,0.6447728829034467,0.6447728829034467
DEGEN_USD:USD,updated,,0.7542798447842958,0.7542798447842958,0.6257703720611733,0.6257703720611733,0.644401963022141,0.644401963022141
DENT_USD:USD,updated,,0.6353572243779959,0.6353572243779959,0.6354713535722438,0.6354713535722438,0.6541029445332116,0.6541029445332116
DOGE_USD:USD,updated,,0.0242809860762383,0.0242809860762383,0.024423647569048162,0.024423647569048162,0.20520429125770373,0.20520429125770373
DOGS_USD:USD,updated,,0.6878281214334627,0.6878281214334627,0.6010328692079434,0.6010328692079434,0.6196644601689112,0.6196644601689112
DOG_USD:USD,updated,,0.7795309290116412,0.7795309290116412,0.6257418397626113,0.6257418397626113,0.6443734307235791,0.6443734307235791
DOT_USD:USD,updated,,0.0051928783382789315,0.0051928783382789315,0.005364072129650765,0.005364072129650765,0.20520429125770373,0.20520429125770373
DYDX_USD:USD,updated,,0.07840675644829947,0.07840675644829947,0.07852088564254736,0.07852088564254736,0.20520429125770373,0.20520429125770373
DYM_USD:USD,updated,,0.4337765350376626,0.4337765350376626,0.44319219356311346,0.44319219356311346,0.45252225519287836,0.45252225519287836
EGLD_USD:USD,updated,,0.07840675644829947,0.07840675644829947,0.07852088564254736,0.07852088564254736,0.20520429125770373,0.20520429125770373
EIGEN_USD:USD,updated,,0.6008331431180096,0.6008331431180096,0.6009472723122575,0.6009472723122575,0.6195788632732253,0.6195788632732253
ENA_USD:USD,updated,,0.5105569504679297,0.5105569504679297,0.4859906414060717,0.4859906414060717,0.5046222323670395,0.5046222323670395
ENJ_USD:USD,updated,,0.040059347181008904,0.040059347181008904,0.04017347637525679,0.04017347637525679,0.20523282355626568,0.20523282355626568
ENS_USD:USD,updated,,0.09270143802784753,0.09270143802784753,0.09295822871490528,0.09295822871490528,0.20520429125770373,0.20520429125770373
ESPORTS_USD:USD,updated,,0.9015065053640722,0.9015065053640722,0.9018203606482538,0.9018203606482538,0.9204519516092217,0.9204519516092217
ETC_USD:USD,updated,,0.05441109335768089,0.05441109335768089,0.05455375485049076,0.05455375485049076,0.20520429125770373,0.20520429125770373
ETHFI_USD:USD,updated,,0.5104998858708057,0.5104998858708057,0.496889979456745,0.496889979456745,0.5155215704177128,0.5155215704177128
ETH_USD:ETH,updated,,1.0,1.0,0.0056493951152704865,0.0056493951152704865,0.2293996804382561,0.2293996804382561
ETH_USD:USD,updated,,0.005221410636840904,0.005221410636840904,0.005364072129650765,0.005364072129650765,0.20520429125770373,0.20520429125770373
EUR_USD:USD,updated,,0.7313969413375941,0.7313969413375941,0.7315110705318421,0.7315110705318421,0.7501426614928098,0.7501426614928098
FARTCOIN_USD:USD,updated,,0.6734478429582287,0.6734478429582287,0.6716788404473865,0.6716788404473865,0.6903104314083542,0.6903104314083542
FET_USD:USD,updated,,0.21325039945217986,0.21325039945217986,0.3266662862360192,0.3266662862360192,0.34509815110705316,0.34509815110705316
FIL_USD:USD,updated,,0.0051928783382789315,0.0051928783382789315,0.005364072129650765,0.005364072129650765,0.20520429125770373,0.20520429125770373
FLOKI_USD:USD,updated,,0.5426843186487104,0.5426843186487104,0.5003709198813057,0.5003709198813057,0.5190025108422734,0.5190025108422734
FLOW_USD:USD,updated,,0.06405501027162748,0.06405501027162748,0.06436886555580917,0.06436886555580917,0.20526135585482766,0.20526135585482766
FLR_USD:USD,updated,,0.16391805523853,0.16391805523853,0.1640321844327779,0.1640321844327779,0.20520429125770373,0.20520429125770373
FLUX_USD:USD,updated,,0.6825496461994979,0.6825496461994979,0.6352716274823099,0.6352716274823099,0.6539032184432778,0.6539032184432778
GALA_USD:USD,updated,,0.054496690253366814,0.054496690253366814,0.05466788404473864,0.05466788404473864,0.20520429125770373,0.20520429125770373
GAS_USD:USD,updated,,1.0,1.0,0.6100776078520885,0.6100776078520885,0.652647797306551,0.652647797306551
GBP_USD:USD,updated,,0.73567678612189,0.73567678612189,0.7357909153161378,0.7357909153161378,0.7904302670623146,0.7904302670623146
GIGA_USD:USD,updated,,0.645429125770372,0.645429125770372,0.6457429810545537,0.6457429810545537,0.6643745720155215,0.6643745720155215
GMT_USD:USD,updated,,0.00992923989956631,0.00992923989956631,0.010043369093814198,0.010043369093814198,0.20520429125770373,0.20520429125770373
GMX_USD:USD,updated,,0.21190938141976717,0.21190938141976717,0.20577493722894316,0.20577493722894316,0.22215247660351517,0.22215247660351517
GOAT_USD:USD,updated,,0.6440025108422734,0.6440025108422734,0.6115898196758731,0.6115898196758731,0.6302214106368409,0.6302214106368409
GRASS_USD:USD,updated,,0.6761869436201781,0.6761869436201781,0.6258274366582972,0.6258274366582972,0.644459027619265,0.644459027619265
GRIFFAIN_USD:USD,updated,,0.6734478429582287,0.6734478429582287,0.6729057292855513,0.6729057292855513,0.691537320246519,0.691537320246519
GRT_USD:USD,updated,,0.06405501027162748,0.06405501027162748,0.06436886555580917,0.06436886555580917,0.20520429125770373,0.20520429125770373
GTC_USD:USD,updated,,0.5234820817165031,0.5234820817165031,0.523624743209313,0.523624743209313,0.5537548504907556,0.5537548504907556
HBAR_USD:USD,updated,,0.7885186030586624,0.7885186030586624,0.5284467016662863,0.5284467016662863,0.547078292627254,0.547078292627254
HFT_USD:USD,updated,,0.29893289203378226,0.29893289203378226,0.2990470212280301,0.2990470212280301,0.31767861218899796,0.31767861218899796
HMSTR_USD:USD,updated,,0.7339077836110477,0.7339077836110477,0.6115898196758731,0.6115898196758731,0.6302214106368409,0.6302214106368409
HYPE_USD:USD,updated,,1.0,1.0,0.6870006847751655,0.6870006847751655,0.717216388952294,0.717216388952294
ICP_USD:USD,updated,,0.08348550559233052,0.08348550559233052,0.08374229627938827,0.08374229627938827,0.20528988815338964,0.20528988815338964
ICX_USD:USD,updated,,0.09278703492353343,0.09278703492353343,0.09290116411778133,0.09290116411778133,0.20531842045195162,0.20531842045195162
IMX_USD:USD,updated,,0.10280187171878566,0.10280187171878566,0.10311572700296735,0.10311572700296735,0.20523282355626568,0.20523282355626568
INIT_USD:USD,updated,,0.7529673590504451,0.7529673590504451,0.753081488244693,0.753081488244693,0.7717130792056608,0.7717130792056608
INJ_USD:USD,updated,,0.22215247660351517,0.22215247660351517,0.22240926729057292,0.22240926729057292,0.24104085825154076,0.24104085825154076
IP_USD:USD,updated,,0.7049475005706459,0.7049475005706459,0.702893175074184,0.702893175074184,0.7215247660351518,0.7215247660351518
JASMY_USD:USD,updated,,0.22215247660351517,0.22215247660351517,0.22229513809632503,0.22229513809632503,0.24092672905729284,0.24092672905729284
JTO_USD:USD,updated,,0.4003081488244693,0.4003081488244693,0.4004222780187172,0.4004222780187172,0.419053868979685,0.419053868979685
JUP_USD:USD,updated,,0.42895457658068936,0.42895457658068936,0.44287833827893175,0.44287833827893175,0.44770029673590506,0.44770029673590506
KAITO_USD:USD,updated,,0.7056893403332573,0.7056893403332573,0.706003195617439,0.706003195617439,0.7246347865784067,0.7246347865784067
KAS_USD:USD,updated,,0.6288803926044282,0.6288803926044282,0.4147169595982652,0.4147169595982652,0.43334855055923305,0.43334855055923305
KAVA_USD:USD,updated,,0.059204519516092215,0.059204519516092215,0.05934718100890208,0.05934718100890208,0.20526135585482766,0.20526135585482766
KSM_USD:USD,updated,,0.06405501027162748,0.06405501027162748,0.06436886555580917,0.06436886555580917,0.20520429125770373,0.20520429125770373
LAYER_USD:USD,updated,,0.7009529787719698,0.7009529787719698,0.6927927413832459,0.6927927413832459,0.7073727459484136,0.7073727459484136
LCAP_USD:USD,updated,,0.8972551928783383,0.8972551928783383,0.8973978543711482,0.8973978543711482,0.9272141063684091,0.9272141063684091
LDO_USD:USD,updated,,0.20295023967130793,0.20295023967130793,0.20560374343757132,0.20560374343757132,0.22189568591645742,0.22189568591645742
LINK_USD:USD,updated,,0.0051928783382789315,0.0051928783382789315,0.005364072129650765,0.005364072129650765,0.20520429125770373,0.20520429125770373
LPT_USD:USD,updated,,0.04493837023510614,0.04493837023510614,0.045252225519287835,0.045252225519287835,0.20520429125770373,0.20520429125770373
LQTY_USD:USD,updated,,0.6729627938826752,0.6729627938826752,0.6100490755535266,0.6100490755535266,0.6313627025793198,0.6313627025793198
LRC_USD:USD,updated,,0.059204519516092215,0.059204519516092215,0.05934718100890208,0.05934718100890208,0.20523282355626568,0.20523282355626568
LSK_USD:USD,updated,,0.428269801415202,0.428269801415202,0.4455603743437571,0.4455603743437571,0.44721524766035153,0.44721524766035153
LTC_USD:LTC,updated,,1.0,1.0,0.0056493951152704865,0.0056493951152704865,0.2293996804382561,0.2293996804382561
LTC_USD:USD,updated,,0.005221410636840904,0.005221410636840904,0.005364072129650765,0.005364072129650765,0.20520429125770373,0.20520429125770373
MANA_USD:USD,updated,,0.029102944533211595,0.029102944533211595,0.029217073727459485,0.029217073727459485,0.20520429125770373,0.20520429125770373
MELANIA_USD:USD,updated,,0.6713079205660808,0.6713079205660808,0.6714505820588906,0.6714505820588906,0.6900821730198585,0.6900821730198585
METIS_USD:USD,updated,,0.7255763524309519,0.7255763524309519,0.6258274366582972,0.6258274366582972,0.644459027619265,0.644459027619265
MEW_USD:USD,updated,,0.6002054325496462,0.6002054325496462,0.523624743209313,0.523624743209313,0.5422563341702807,0.5422563341702807
ME_USD:USD,updated,,0.6769002510842274,0.6769002510842274,0.668026706231454,0.668026706231454,0.6866582971924218,0.6866582971924218
MINA_USD:USD,updated,,0.09820817165030815,0.09820817165030815,0.09835083314311802,0.09835083314311802,0.20528988815338964,0.20528988815338964
MIRA_USD:USD,updated,,0.8497774480712166,0.8497774480712166,0.8661549874457887,0.8661549874457887,0.8685231682264323,0.8685231682264323
MNT_USD:USD,updated,,0.5418854142889751,0.5418854142889751,0.6306208628167085,0.6306208628167085,0.6534181693677242,0.6534181693677242
MOG_USD:USD,updated,,0.572814425930153,0.572814425930153,0.5639694133759415,0.5639694133759415,0.5826010043369094,0.5826010043369094
MON_USD:USD,updated,,0.9015350376626341,0.9015350376626341,0.9276135585482767,0.9276135585482767,0.9294681579548049,0.9294681579548049
MOODENG_USD:USD,updated,,0.6487959370006848,0.6487959370006848,0.6161549874457887,0.6161549874457887,0.6347865784067565,0.6347865784067565
MORPHO_USD:USD,updated,,0.6337594156585254,0.6337594156585254,0.6340732709427072,0.6340732709427072,0.6527048619036749,0.6527048619036749
MOVR_USD:USD,updated,,0.5003138552841817,0.5003138552841817,0.5004279844784296,0.5004279844784296,0.5190595754393974,0.5190595754393974
MUBARAK_USD:USD,updated,,0.7552499429354029,0.7552499429354029,0.7553640721296507,0.7553640721296507,0.7739956630906186,0.7739956630906186
NEAR_USD:USD,updated,,0.021513353115727003,0.021513353115727003,0.01963022141063684,0.01963022141063684,0.20520429125770373,0.20520429125770373
NEIRO_USD:USD,updated,,0.6398938598493494,0.6398938598493494,0.6009472723122575,0.6009472723122575,0.6195788632732253,0.6195788632732253
NEO_USD:USD,updated,,1.0,1.0,0.48604770600319563,0.48604770600319563,0.528617895457658,0.528617895457658
NIGHT_USD:USD,updated,,0.8945731568135129,0.8945731568135129,0.8947158183063227,0.8947158183063227,0.9133474092672905,0.9133474092672905
NMR_USD:USD,updated,,0.5345240812599863,0.5345240812599863,0.5346667427527961,0.5346667427527961,0.553298333713764,0.553298333713764
NOT_USD:USD,updated,,0.6878566537320246,0.6878566537320246,0.5380050216845469,0.5380050216845469,0.5566366126455147,0.5566366126455147
OGN_USD:USD,updated,,0.07358479799132618,0.07358479799132618,0.07375599178269801,0.07375599178269801,0.20520429125770373,0.20520429125770373
OMI_USD:USD,updated,,0.9023054097238074,0.9023054097238074,0.9024195389180553,0.9024195389180553,0.9442193563113445,0.9442193563113445
ONDO_USD:USD,updated,,0.4769744350604885,0.4769744350604885,0.47708856425473634,0.47708856425473634,0.4957201552157042,0.4957201552157042
OPEN_USD:USD,updated,,0.8509187400136955,0.8509187400136955,0.8696359278703493,0.8696359278703493,0.8817906870577493,0.8817906870577493
OP_USD:USD,updated,,0.34321501940196303,0.34321501940196303,0.012497146770143804,0.012497146770143804,0.20520429125770373,0.20520429125770373
ORCA_USD:USD,updated,,0.6502225519287834,0.6502225519287834,0.6503366811230312,0.6503366811230312,0.6689682720839991,0.6689682720839991
ORDER_USD:USD,updated,,0.8460967815567222,0.8460967815567222,0.8462109107509701,0.8462109107509701,0.8648425017119379,0.8648425017119379
OXT_USD:USD,updated,,0.6149566309061858,0.6149566309061858,0.6150707601004337,0.6150707601004337,0.6337023510614015,0.6337023510614015
PAXG_USD:USD,updated,,0.3132846382104542,0.3132846382104542,0.3133987674047021,0.3133987674047021,0.33203035836566996,0.33203035836566996
PENDLE_USD:USD,updated,,0.5152362474320932,0.5152362474320932,0.5099007076010044,0.5099007076010044,0.5285322985619721,0.5285322985619721
PENGU_USD:USD,updated,,0.6768717187856653,0.6768717187856653,0.6503366811230312,0.6503366811230312,0.6689682720839991,0.6689682720839991
PEPE_USD:USD,updated,,0.25633417028075783,0.25633417028075783,0.25647683177356767,0.25647683177356767,0.2751084227345355,0.2751084227345355
PNUT_USD:USD,updated,,0.6487959370006848,0.6487959370006848,0.6340732709427072,0.6340732709427072,0.6527048619036749,0.6527048619036749
POL_USD:USD,updated,,0.5877938826751883,0.5877938826751883,0.5879365441679981,0.5879365441679981,0.606568135128966,0.606568135128966
POPCAT_USD:USD,updated,,0.5871947044053869,0.5871947044053869,0.5236532755078749,0.5236532755078749,0.5422848664688428,0.5422848664688428
PORTAL_USD:USD,updated,,0.5321273681807807,0.5321273681807807,0.5284467016662863,0.5284467016662863,0.547078292627254,0.547078292627254
POWR_USD:USD,updated,,0.5003423875827436,0.5003423875827436,0.5004565167769915,0.5004565167769915,0.5190881077379593,0.5190881077379593
PROMPT_USD:USD,updated,,0.846239443049532,0.846239443049532,0.8463535722437799,0.8463535722437799,0.8649851632047477,0.8649851632047477
PUMP_USD:USD,updated,,0.7913147683177357,0.7913147683177357,0.7916286236019173,0.7916286236019173,0.8102602145628852,0.8102602145628852
PYTH_USD:USD,updated,,0.3892661492809861,0.3892661492809861,0.3855854827664917,0.3855854827664917,0.40421707372745946,0.40421707372745946
QNT_USD:USD,updated,,0.102459484136042,0.102459484136042,0.1027733394202237,0.1027733394202237,0.20523282355626568,0.20523282355626568
QTUM_USD:USD,updated,,0.06876283953435289,0.06876283953435289,0.06893403332572472,0.06893403332572472,0.20520429125770373,0.20520429125770373
RARE_USD:USD,updated,,0.5638838164802557,0.5638838164802557,0.5641976717644374,0.5641976717644374,0.5828292627254051,0.5828292627254051
RARI_USD:USD,updated,,0.8604485277333942,0.8604485277333942,0.9178840447386442,0.9178840447386442,0.9436201780415431,0.9436201780415431
RAY_USD:USD,updated,,0.6112759643916914,0.6112759643916914,0.6115898196758731,0.6115898196758731,0.6302214106368409,0.6302214106368409
RENDER_USD:USD,updated,,0.5569504679296964,0.5569504679296964,0.5523853001597808,0.5523853001597808,0.5710168911207487,0.5710168911207487
REZ_USD:USD,updated,,0.5446245149509245,0.5446245149509245,0.5449383702351062,0.5449383702351062,0.5635699611960739,0.5635699611960739
RIVER_USD:USD,updated,,0.8700639123487788,0.8700639123487788,0.9183976261127597,0.9183976261127597,0.9257874914403105,0.9257874914403105
RLC_USD:USD,updated,,0.22717416115042227,0.22717416115042227,0.22748801643460398,0.22748801643460398,0.2461196073955718,0.2461196073955718
RSR_USD:USD,updated,,0.6337308833599635,0.6337308833599635,0.5914460168911208,0.5914460168911208,0.6100776078520885,0.6100776078520885
RUNE_USD:USD,updated,,0.07840675644829947,0.07840675644829947,0.07852088564254736,0.07852088564254736,0.20520429125770373,0.20520429125770373
SAGA_USD:USD,updated,,0.5427128509472723,0.5427128509472723,0.4786578406756448,0.4786578406756448,0.49728943163661266,0.49728943163661266
SAND_USD:USD,updated,,0.040087879479570876,0.040087879479570876,0.04028760556950468,0.04028760556950468,0.20523282355626568,0.20523282355626568
SEI_USD:USD,updated,,0.457001826067108,0.457001826067108,0.4582287149052728,0.4582287149052728,0.4757475462223237,0.4757475462223237
SHIB_USD:USD,updated,,0.260214562885186,0.260214562885186,0.26032869207943393,0.26032869207943393,0.2789602830404017,0.2789602830404017
SNX_USD:USD,updated,,0.03520885642547364,0.03520885642547364,0.03546564711253138,0.03546564711253138,0.20520429125770373,0.20520429125770373
SOLV_USD:USD,updated,,0.8940310431408355,0.8940310431408355,0.6875427984478429,0.6875427984478429,0.7220098151107053,0.7220098151107053
SOL_USD:USD,updated,,0.0051928783382789315,0.0051928783382789315,0.005392604428212737,0.005392604428212737,0.20520429125770373,0.20520429125770373
SONIC_USD:USD,updated,,0.6817507418397626,0.6817507418397626,0.6880563798219584,0.6880563798219584,0.6959027619265008,0.6959027619265008
SOON_USD:USD,updated,,0.8426443734307236,0.8426443734307236,0.8465247660351518,0.8465247660351518,0.8624743209312943,0.8624743209312943
SPELL_USD:USD,updated,,0.4468157954804839,0.4468157954804839,0.4493837023510614,0.4493837023510614,0.46576124172563343,0.46576124172563343
SPK_USD:USD,updated,,0.7812143346267976,0.7812143346267976,0.7813284638210454,0.7813284638210454,0.7999600547820133,0.7999600547820133
SPX_USD:USD,updated,,0.6502225519287834,0.6502225519287834,0.6503366811230312,0.6503366811230312,0.6689682720839991,0.6689682720839991
SSV_USD:USD,updated,,0.6208057521113901,0.6208057521113901,0.6209484136042,0.6209484136042,0.6395800045651677,0.6395800045651677
STBL_USD:USD,updated,,0.8418740013695504,0.8418740013695504,0.8419881305637982,0.8419881305637982,0.8606197215247661,0.8606197215247661
STG_USD:USD,updated,,0.29893289203378226,0.29893289203378226,0.2990470212280301,0.2990470212280301,0.31767861218899796,0.31767861218899796
STORJ_USD:USD,updated,,0.0783782241497375,0.0783782241497375,0.07852088564254736,0.07852088564254736,0.20520429125770373,0.20520429125770373
STRK_USD:USD,updated,,0.442593015293312,0.442593015293312,0.4429068705774937,0.4429068705774937,0.46153846153846156,0.46153846153846156
STX_USD:USD,updated,,0.21810089020771514,0.21810089020771514,0.21889979456745035,0.21889979456745035,0.23704633645286463,0.23704633645286463
SUI_USD:USD,updated,,0.24129764893859848,0.24129764893859848,0.2414117781328464,0.2414117781328464,0.2600433690938142,0.2600433690938142
SUN_USD:USD,updated,,0.7248345126683405,0.7248345126683405,0.6100490755535266,0.6100490755535266,0.6286806665144944,0.6286806665144944
SUPER_USD:USD,updated,,0.4864471581830632,0.4864471581830632,0.4865898196758731,0.4865898196758731,0.5052214106368409,0.5052214106368409
SUSHI_USD:USD,updated,,0.07358479799132618,0.07358479799132618,0.07375599178269801,0.07375599178269801,0.20520429125770373,0.20520429125770373
SWARMS_USD:USD,updated,,0.6817792741383246,0.6817792741383246,0.6818934033325724,0.6818934033325724,0.7005249942935403,0.7005249942935403
SXT_USD:USD,updated,,0.7553926044282128,0.7553926044282128,0.7555067336224607,0.7555067336224607,0.7741383245834285,0.7741383245834285
SYN_USD:USD,updated,,0.5680495320703036,0.5680495320703036,0.5683633873544853,0.5683633873544853,0.5869949783154531,0.5869949783154531
