symbol,status,error,dist_vwap_norm_nan_before,dist_vwap_norm_nan_after,vwap_zone_1d_atr_nan_before,vwap_zone_1d_atr_nan_after,vwap_zone_7d_atr_nan_before,vwap_zone_7d_atr_nan_after,dist_vwap_12_atr_nan_before,dist_vwap_12_atr_nan_after,dist_vwap_24_atr_nan_before,dist_vwap_24_atr_nan_after,dist_vwap_96_atr_nan_before,dist_vwap_96_atr_nan_after,trapped_longs_12_nan_before,trapped_longs_12_nan_after,trapped_longs_24_nan_before,trapped_longs_24_nan_after,trapped_longs_96_nan_before,trapped_longs_96_nan_after,dist_stack_nan_before,dist_stack_nan_after,oi_rel_vol_2h_nan_before,oi_rel_vol_2h_nan_after,oi_rel_vol_4h_nan_before,oi_rel_vol_4h_nan_after,oi_rel_vol_8h_nan_before,oi_rel_vol_8h_nan_after,unwind_score_nan_before,unwind_score_nan_after
ARB_USD:USD,updated,,0.20805752111390094,0.20805752111390094,0.20808605341246292,0.20808605341246292,0.20808605341246292,0.20808605341246292,0.20805752111390094,0.20805752111390094,0.20805752111390094,0.20805752111390094,0.20805752111390094,0.20805752111390094,0.20805752111390094,0.20805752111390094,0.20805752111390094,0.20805752111390094,0.20805752111390094,0.20805752111390094,0.24985733850719014,0.24985733850719014,0.2487731111618352,0.2487731111618352,0.22594727231225747,0.22594727231225747,0.21327893175074183,0.21327893175074183,0.21062542798447842,0.21062542798447842
ARC_USD:USD,updated,,0.6735905044510386,0.6735905044510386,0.6717359050445104,0.6717359050445104,0.6717359050445104,0.6717359050445104,0.6735905044510386,0.6735905044510386,0.6735905044510386,0.6735905044510386,0.6735905044510386,0.6735905044510386,0.6735905044510386,0.6735905044510386,0.6735905044510386,0.6735905044510386,0.6735905044510386,0.6735905044510386,0.7153903218443278,0.7153903218443278,0.7495720155215704,0.7495720155215704,0.7148482081716503,0.7148482081716503,0.6905386897968501,0.6905386897968501,0.6817222095412007,0.6817222095412007
ARKM_USD:USD,updated,,0.519516092216389,0.519516092216389,0.5023681807806437,0.5023681807806437,0.4951495092444647,0.4951495092444647,0.519516092216389,0.519516092216389,0.519516092216389,0.519516092216389,0.519516092216389,0.519516092216389,0.519516092216389,0.519516092216389,0.519516092216389,0.519516092216389,0.519516092216389,0.519516092216389,0.5613159096096781,0.5613159096096781,0.6991839762611276,0.6991839762611276,0.6340162063455832,0.6340162063455832,0.5794339191965304,0.5794339191965304,0.4976318192193563,0.4976318192193563
AR_USD:USD,updated,,0.49526363843871263,0.49526363843871263,0.491811230312714,0.491811230312714,0.4913832458342844,0.4913832458342844,0.49526363843871263,0.49526363843871263,0.49526363843871263,0.49526363843871263,0.49526363843871263,0.49526363843871263,0.49526363843871263,0.49526363843871263,0.49526363843871263,0.49526363843871263,0.49526363843871263,0.49526363843871263,0.5370634558320019,0.5370634558320019,0.5465076466560146,0.5465076466560146,0.520486190367496,0.520486190367496,0.5071330746404931,0.5071330746404931,0.4937799589134901,0.4937799589134901
ASTER_USD:USD,updated,,0.8365669938370235,0.8365669938370235,0.8365955261355855,0.8365955261355855,0.8365955261355855,0.8365955261355855,0.8365669938370235,0.8365669938370235,0.8365669938370235,0.8365669938370235,0.8365669938370235,0.8365669938370235,0.8365669938370235,0.8365669938370235,0.8365669938370235,0.8365669938370235,0.8365669938370235,0.8365669938370235,0.8783382789317508,0.8783382789317508,0.8614756904816252,0.8614756904816252,0.8465247660351518,0.8465247660351518,0.8393916913946587,0.8393916913946587,0.8389351746176672,0.8389351746176672
ASTR_USD:USD,updated,,0.5057635243095183,0.5057635243095183,0.4944647340789774,0.4944647340789774,0.4860762383017576,0.4860762383017576,0.5057635243095183,0.5057635243095183,0.5057635243095183,0.5057635243095183,0.5057635243095183,0.5057635243095183,0.5057635243095183,0.5057635243095183,0.5057635243095183,0.5057635243095183,0.5057635243095183,0.5057635243095183,0.5425416571559005,0.5425416571559005,0.7757646656014608,0.7757646656014608,0.6789260442821273,0.6789260442821273,0.5854827664916685,0.5854827664916685,0.48847295138096325,0.48847295138096325
ATH_USD:USD,updated,,0.6296222323670395,0.6296222323670395,0.6224891577265464,0.6224891577265464,0.6207201552157042,0.6207201552157042,0.6296222323670395,0.6296222323670395,0.6296222323670395,0.6296222323670395,0.6296222323670395,0.6296222323670395,0.6296222323670395,0.6296222323670395,0.6296222323670395,0.6296222323670395,0.6296222323670395,0.6296222323670395,0.6713079205660808,0.6713079205660808,0.7714848208171651,0.7714848208171651,0.7125656242866926,0.7125656242866926,0.6658011869436202,0.6658011869436202,0.6229742068021,0.6229742068021
ATOM_USD:USD,updated,,0.0,0.0,2.8532298561972153e-05,2.8532298561972153e-05,2.8532298561972153e-05,2.8532298561972153e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0417998173932892,0.0417998173932892,0.19809974891577264,0.19809974891577264,0.1974435060488473,0.1974435060488473,0.19747203834740926,0.19747203834740926,0.19952636384387126,0.19952636384387126
AUCTION_USD:USD,updated,,0.6061401506505364,0.6061401506505364,0.575838849577722,0.575838849577722,0.5586909381419767,0.5586909381419767,0.6061401506505364,0.6061401506505364,0.6061401506505364,0.6061401506505364,0.6061401506505364,0.6061401506505364,0.6061401506505364,0.6061401506505364,0.6061401506505364,0.6061401506505364,0.6061401506505364,0.6061401506505364,0.6479399680438256,0.6479399680438256,0.7957087422962794,0.7957087422962794,0.7381020314996576,0.7381020314996576,0.6806950467929697,0.6806950467929697,0.5610876512211824,0.5610876512211824
AUD_USD:USD,updated,,0.9669881305637982,0.9669881305637982,0.9475291029445332,0.9475291029445332,0.8683234421364985,0.8683234421364985,0.9669881305637982,0.9669881305637982,0.9669881305637982,0.9669881305637982,0.9669881305637982,0.9669881305637982,0.9669881305637982,0.9669881305637982,0.9669881305637982,0.9669881305637982,0.9669881305637982,0.9669881305637982,0.9695275051358138,0.9695275051358138,0.9955489614243324,0.9955489614243324,0.9920394887012097,0.9920394887012097,0.9858479799132618,0.9858479799132618,0.7450924446473408,0.7450924446473408
AVAX_USD:USD,updated,,0.0,0.0,2.8532298561972153e-05,2.8532298561972153e-05,2.8532298561972153e-05,2.8532298561972153e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0417998173932892,0.0417998173932892,0.1991839762611276,0.1991839762611276,0.19778589363159096,0.19778589363159096,0.19747203834740926,0.19747203834740926,0.19952636384387126,0.19952636384387126
AXS_USD:USD,updated,,0.049532070303583656,0.049532070303583656,0.04944647340789774,0.04944647340789774,0.04944647340789774,0.04944647340789774,0.049532070303583656,0.049532070303583656,0.049532070303583656,0.049532070303583656,0.049532070303583656,0.049532070303583656,0.049532070303583656,0.049532070303583656,0.049532070303583656,0.049532070303583656,0.049532070303583656,0.049532070303583656,0.09121775850262497,0.09121775850262497,0.22880050216845468,0.22880050216845468,0.20383474092672907,0.20383474092672907,0.19809974891577264,0.19809974891577264,0.19952636384387126,0.19952636384387126
B3_USD:USD,updated,,0.7536236019173704,0.7536236019173704,0.7250627710568364,0.7250627710568364,0.7024651905957544,0.7024651905957544,0.7536236019173704,0.7536236019173704,0.7536236019173704,0.7536236019173704,0.7536236019173704,0.7536236019173704,0.7536236019173704,0.7536236019173704,0.7536236019173704,0.7536236019173704,0.7536236019173704,0.7536236019173704,0.78689226204063,0.78689226204063,0.9112645514722666,0.9112645514722666,0.8707486875142662,0.8707486875142662,0.8241554439625656,0.8241554439625656,0.7048904359735221,0.7048904359735221
BAND_USD:USD,updated,,0.11255991782698015,0.11255991782698015,0.09193106596667427,0.09193106596667427,0.0828863273225291,0.0828863273225291,0.11255991782698015,0.11255991782698015,0.11255991782698015,0.11255991782698015,0.11255991782698015,0.11255991782698015,0.11255991782698015,0.11255991782698015,0.11255991782698015,0.11255991782698015,0.11255991782698015,0.11255991782698015,0.14933805067336225,0.14933805067336225,0.5637126226888838,0.5637126226888838,0.43018146541885416,0.43018146541885416,0.31665144944076695,0.31665144944076695,0.19952636384387126,0.19952636384387126
BAT_USD:USD,updated,,0.05064482994750057,0.05064482994750057,0.040943848436430036,0.040943848436430036,0.04040173476375257,0.04040173476375257,0.05064482994750057,0.05064482994750057,0.05064482994750057,0.05064482994750057,0.05064482994750057,0.05064482994750057,0.05064482994750057,0.05064482994750057,0.05064482994750057,0.05064482994750057,0.05064482994750057,0.05064482994750057,0.09136041999543483,0.09136041999543483,0.5035665373202465,0.5035665373202465,0.3697785893631591,0.3697785893631591,0.26883131705090163,0.26883131705090163,0.19964049303811915,0.19964049303811915
BCH_USD:USD,updated,,0.0,0.0,2.8532298561972153e-05,2.8532298561972153e-05,2.8532298561972153e-05,2.8532298561972153e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0417998173932892,0.0417998173932892,0.19872745948413603,0.19872745948413603,0.19775736133302899,0.19775736133302899,0.19750057064597124,0.19750057064597124,0.19955489614243324,0.19955489614243324
BEAM_USD:USD,updated,,0.48864414517233506,0.48864414517233506,0.48065510157498287,0.48065510157498287,0.47651791828349693,0.47651791828349693,0.48864414517233506,0.48864414517233506,0.48864414517233506,0.48864414517233506,0.48864414517233506,0.48864414517233506,0.48864414517233506,0.48864414517233506,0.48864414517233506,0.48864414517233506,0.48864414517233506,0.48864414517233506,0.5304439625656243,0.5304439625656243,0.6572700296735905,0.6572700296735905,0.5915886783839306,0.5915886783839306,0.5377196986989272,0.5377196986989272,0.47925701894544626,0.47925701894544626
BERA_USD:USD,updated,,0.6828349691851175,0.6828349691851175,0.6820645971239443,0.6820645971239443,0.6820645971239443,0.6820645971239443,0.6828349691851175,0.6828349691851175,0.6828349691851175,0.6828349691851175,0.6828349691851175,0.6828349691851175,0.6828349691851175,0.6828349691851175,0.6828349691851175,0.6828349691851175,0.6828349691851175,0.6828349691851175,0.7246347865784067,0.7246347865784067,0.7388724035608308,0.7388724035608308,0.7078292627254051,0.7078292627254051,0.6917655786350149,0.6917655786350149,0.6846325039945218,0.6846325039945218
BICO_USD:USD,updated,,0.5111561287377311,0.5111561287377311,0.49112645514722664,0.49112645514722664,0.4857338507190139,0.4857338507190139,0.5111561287377311,0.5111561287377311,0.5111561287377311,0.5111561287377311,0.5111561287377311,0.5111561287377311,0.5111561287377311,0.5111561287377311,0.5111561287377311,0.5111561287377311,0.5111561287377311,0.5111561287377311,0.5516434603971696,0.5516434603971696,0.7936544167998174,0.7936544167998174,0.7036350148367952,0.7036350148367952,0.6082800730426843,0.6082800730426843,0.4879879023054097,0.4879879023054097
BIGTIME_USD:USD,updated,,0.5607167313398768,0.5607167313398768,0.5451951609221639,0.5451951609221639,0.5267632960511299,0.5267632960511299,0.5607167313398768,0.5607167313398768,0.5607167313398768,0.5607167313398768,0.5607167313398768,0.5607167313398768,0.5607167313398768,0.5607167313398768,0.5607167313398768,0.5607167313398768,0.5607167313398768,0.5607167313398768,0.6020885642547363,0.6020885642547363,0.7160180324126911,0.7160180324126911,0.6630335539831089,0.6630335539831089,0.6152419538918055,0.6152419538918055,0.5346952750513582,0.5346952750513582
BIO_USD:USD,updated,,0.6790401734763752,0.6790401734763752,0.6720212280301301,0.6720212280301301,0.6717929696416344,0.6717929696416344,0.6790401734763752,0.6790401734763752,0.6790401734763752,0.6790401734763752,0.6790401734763752,0.6790401734763752,0.6790401734763752,0.6790401734763752,0.6790401734763752,0.6790401734763752,0.6790401734763752,0.6790401734763752,0.7178726318192193,0.7178726318192193,0.7973350833143118,0.7973350833143118,0.7493152248345126,0.7493152248345126,0.7107395571787263,0.7107395571787263,0.6815224834512669,0.6815224834512669
BLUR_USD:USD,updated,,0.18488929468157955,0.18488929468157955,0.18417598721753026,0.18417598721753026,0.18417598721753026,0.18417598721753026,0.18488929468157955,0.18488929468157955,0.18488929468157955,0.18488929468157955,0.18488929468157955,0.18488929468157955,0.18488929468157955,0.18488929468157955,0.18488929468157955,0.18488929468157955,0.18488929468157955,0.18488929468157955,0.22668911207486875,0.22668911207486875,0.37628395343528875,0.37628395343528875,0.2822700296735905,0.2822700296735905,0.22437799589134902,0.22437799589134902,0.20454804839077836,0.20454804839077836
BNB_USD:USD,updated,,0.3751141291942479,0.3751141291942479,0.37514266149280984,0.37514266149280984,0.37514266149280984,0.37514266149280984,0.3751141291942479,0.3751141291942479,0.3751141291942479,0.3751141291942479,0.3751141291942479,0.3751141291942479,0.3751141291942479,0.3751141291942479,0.3751141291942479,0.3751141291942479,0.3751141291942479,0.3751141291942479,0.4169139465875371,0.4169139465875371,0.3846439169139466,0.3846439169139466,0.37791029445332114,0.37791029445332114,0.3758274366582972,0.3758274366582972,0.37762497146770146,0.37762497146770146
BNT_USD:USD,updated,,0.5899623373658982,0.5899623373658982,0.5445959826523624,0.5445959826523624,0.5183462679753481,0.5183462679753481,0.5899623373658982,0.5899623373658982,0.5899623373658982,0.5899623373658982,0.5899623373658982,0.5899623373658982,0.5899623373658982,0.5899623373658982,0.5899623373658982,0.5899623373658982,0.5899623373658982,0.5899623373658982,0.6261698242410408,0.6261698242410408,0.8689796850034239,0.8689796850034239,0.7989614243323442,0.7989614243323442,0.7135071901392376,0.7135071901392376,0.5207144487559918,0.5207144487559918
BONK_USD:USD,updated,,0.3951152704861904,0.3951152704861904,0.39514380278475236,0.39514380278475236,0.39514380278475236,0.39514380278475236,0.3951152704861904,0.3951152704861904,0.3951152704861904,0.3951152704861904,0.3951152704861904,0.3951152704861904,0.3951152704861904,0.3951152704861904,0.3951152704861904,0.3951152704861904,0.3951152704861904,0.3951152704861904,0.4369150878794796,0.4369150878794796,0.4013353115727003,0.4013353115727003,0.3971410636840904,0.3971410636840904,0.3958285779502397,0.3958285779502397,0.39782583884957773,0.39782583884957773
BTC_USD:BTC,updated,,0.0,0.0,2.8532298561972153e-05,2.8532298561972153e-05,2.8532298561972153e-05,2.8532298561972153e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04197101118466104,,0.1975291029445332,0.1975291029445332,0.1974435060488473,0.1974435060488473,0.19747203834740926,0.19747203834740926,0.19958342844099522,0.19958342844099522
BTC_USD:USD,updated,,0.0,0.0,2.8532298561972153e-05,2.8532298561972153e-05,2.8532298561972153e-05,2.8532298561972153e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0417998173932892,0.0417998173932892,0.19750057064597124,0.19750057064597124,0.1974435060488473,0.1974435060488473,0.19747203834740926,0.19747203834740926,0.19952636384387126,0.19952636384387126
C98_USD:USD,updated,,0.53067222095412,0.53067222095412,0.5065338963706916,0.5065338963706916,0.5004850490755536,0.5004850490755536,0.53067222095412,0.53067222095412,0.53067222095412,0.53067222095412,0.53067222095412,0.53067222095412,0.53067222095412,0.53067222095412,0.53067222095412,0.53067222095412,0.53067222095412,0.53067222095412,0.5673647569048162,0.5673647569048162,0.8015007989043598,0.8015007989043598,0.7170166628623602,0.7170166628623602,0.6303355398310888,0.6303355398310888,0.5028246975576353,0.5028246975576353
CAKE_USD:USD,updated,,0.6362987902305409,0.6362987902305409,0.6283382789317508,0.6283382789317508,0.623915772654645,0.623915772654645,0.6362987902305409,0.6362987902305409,0.6362987902305409,0.6362987902305409,0.6362987902305409,0.6362987902305409,0.6362987902305409,0.6362987902305409,0.6362987902305409,0.6362987902305409,0.6362987902305409,0.6362987902305409,0.6772997032640949,0.6772997032640949,0.7594156585254508,0.7594156585254508,0.7111960739557178,0.7111960739557178,0.6722780187171878,0.6722780187171878,0.6262554211367267,0.6262554211367267
CAT_USD:USD,updated,,0.6450582058890664,0.6450582058890664,0.6262268888381648,0.6262268888381648,0.6108765122118238,0.6108765122118238,0.6450582058890664,0.6450582058890664,0.6450582058890664,0.6450582058890664,0.6450582058890664,0.6450582058890664,0.6450582058890664,0.6450582058890664,0.6450582058890664,0.6450582058890664,0.6450582058890664,0.6450582058890664,0.6868009586852317,0.6868009586852317,0.7597009815110706,0.7597009815110706,0.7231511070531842,0.7231511070531842,0.6899965761241725,0.6899965761241725,0.6132446929924674,0.6132446929924674
CELO_USD:USD,updated,,0.6159552613558549,0.6159552613558549,0.6051129879023054,0.6051129879023054,0.6006334170280758,0.6006334170280758,0.6159552613558549,0.6159552613558549,0.6159552613558549,0.6159552613558549,0.6159552613558549,0.6159552613558549,0.6159552613558549,0.6159552613558549,0.6159552613558549,0.6159552613558549,0.6159552613558549,0.6159552613558549,0.6571844327779046,0.6571844327779046,0.8225576352430952,0.8225576352430952,0.7503994521798676,0.7503994521798676,0.6798105455375485,0.6798105455375485,0.6030301301072815,0.6030301301072815
CELR_USD:USD,updated,,0.576866012325953,0.576866012325953,0.5657954804839078,0.5657954804839078,0.5628851860305866,0.5628851860305866,0.576866012325953,0.576866012325953,0.576866012325953,0.576866012325953,0.576866012325953,0.576866012325953,0.576866012325953,0.576866012325953,0.576866012325953,0.576866012325953,0.576866012325953,0.576866012325953,0.6183805067336224,0.6183805067336224,0.7754222780187172,0.7754222780187172,0.7013524309518375,0.7013524309518375,0.6355569504679297,0.6355569504679297,0.565510157498288,0.565510157498288
CFX_USD:USD,updated,,0.31667998173932893,0.31667998173932893,0.3069790002282584,0.3069790002282584,0.30452522255192876,0.30452522255192876,0.31667998173932893,0.31667998173932893,0.31667998173932893,0.31667998173932893,0.31667998173932893,0.31667998173932893,0.31667998173932893,0.31667998173932893,0.31667998173932893,0.31667998173932893,0.31667998173932893,0.31667998173932893,0.3552556493951153,0.3552556493951153,0.496889979456745,0.496889979456745,0.4207087422962794,0.4207087422962794,0.3673533439853915,0.3673533439853915,0.3070931294225063,0.3070931294225063
CHR_USD:USD,updated,,0.5217701438027847,0.5217701438027847,0.5001997260899338,0.5001997260899338,0.49055580917598723,0.49055580917598723,0.5217701438027847,0.5217701438027847,0.5217701438027847,0.5217701438027847,0.5217701438027847,0.5217701438027847,0.5217701438027847,0.5217701438027847,0.5217701438027847,0.5217701438027847,0.5217701438027847,0.5217701438027847,0.56351289659895,0.56351289659895,0.7643802784752339,0.7643802784752339,0.6856311344441908,0.6856311344441908,0.6074241040858251,0.6074241040858251,0.4933519744350605,0.4933519744350605
