path,rows,updated,missing_columns,fund_payment_pressure_5h_old_bad_rows,fund_payment_pressure_5h_old_bad_pct,fund_payment_pressure_5h_new_bad_rows,fund_payment_pressure_5h_new_bad_pct,fund_payment_pressure_5h_changed_rows,fund_payment_pressure_10h_old_bad_rows,fund_payment_pressure_10h_old_bad_pct,fund_payment_pressure_10h_new_bad_rows,fund_payment_pressure_10h_new_bad_pct,fund_payment_pressure_10h_changed_rows
data_perp/features/20260523_015947/symbol=RARI_USD:USD.parquet,35048,True,,30068,85.79091531613787,0,0.0,30238,30068,85.79091531613787,0,0.0,30254
data_perp/features/20260523_015947/symbol=RAVE_USD:USD.parquet,35048,True,,33483,95.53469527505136,0,0.0,33589,33483,95.53469527505136,0,0.0,33601
data_perp/features/20260523_015947/symbol=RAY_USD:USD.parquet,35048,True,,21294,60.7566765578635,0,0.0,21996,21294,60.7566765578635,0,0.0,22094
data_perp/features/20260523_015947/symbol=RENDER_USD:USD.parquet,35048,True,,19176,54.7135357224378,0,0.0,20069,19176,54.7135357224378,0,0.0,20131
data_perp/features/20260523_015947/symbol=REZ_USD:USD.parquet,35048,True,,18908,53.94887012097694,0,0.0,19655,18908,53.94887012097694,0,0.0,19787
data_perp/features/20260523_015947/symbol=RIVER_USD:USD.parquet,35048,True,,30313,86.48995663090618,0,0.0,30504,30313,86.48995663090618,0,0.0,30516
data_perp/features/20260523_015947/symbol=RLC_USD:USD.parquet,35048,True,,7783,22.206687970782927,0,0.0,9063,7783,22.206687970782927,0,0.0,9227
data_perp/features/20260523_015947/symbol=RSR_USD:USD.parquet,35048,True,,20544,58.61675416571559,0,0.0,21352,20544,58.61675416571559,0,0.0,21464
data_perp/features/20260523_015947/symbol=RUNE_USD:USD.parquet,35048,True,,2568,7.327094270714449,0,0.0,4529,2568,7.327094270714449,0,0.0,4712
data_perp/features/20260523_015947/symbol=SAGA_USD:USD.parquet,35048,True,,16592,47.340789774024195,0,0.0,17490,16592,47.340789774024195,0,0.0,17583
data_perp/features/20260523_015947/symbol=SAND_USD:USD.parquet,35048,True,,1228,3.5037662634101805,0,0.0,3036,1228,3.5037662634101805,0,0.0,3249
data_perp/features/20260523_015947/symbol=SEI_USD:USD.parquet,35048,True,,15837,45.186601232595294,0,0.0,16945,15837,45.186601232595294,0,0.0,17018
data_perp/features/20260523_015947/symbol=SHIB_USD:USD.parquet,35048,True,,8940,25.507874914403107,0,0.0,10468,8940,25.507874914403107,0,0.0,10608
data_perp/features/20260523_015947/symbol=SNX_USD:USD.parquet,35048,True,,1056,3.0130107281442595,0,0.0,2866,1056,3.0130107281442595,0,0.0,3018
data_perp/features/20260523_015947/symbol=SOLV_USD:USD.parquet,35048,True,,23906,68.20931294225063,0,0.0,24309,23906,68.20931294225063,0,0.0,24349
data_perp/features/20260523_015947/symbol=SOL_USD:USD.parquet,35048,True,,10,0.028532298561972154,0,0.0,1985,10,0.028532298561972154,0,0.0,2251
data_perp/features/20260523_015947/symbol=SONIC_USD:USD.parquet,35048,True,,23546,67.18215019401963,0,0.0,24035,23546,67.18215019401963,0,0.0,24102
data_perp/features/20260523_015947/symbol=SOON_USD:USD.parquet,35048,True,,29352,83.74800273910066,0,0.0,29593,29352,83.74800273910066,0,0.0,29696
data_perp/features/20260523_015947/symbol=SPELL_USD:USD.parquet,35048,True,,15480,44.167998173932894,0,0.0,16447,15480,44.167998173932894,0,0.0,16551
data_perp/features/20260523_015947/symbol=SPK_USD:USD.parquet,35048,True,,27199,77.60499885870806,0,0.0,27587,27199,77.60499885870806,0,0.0,27642
data_perp/features/20260523_015947/symbol=SPX_USD:USD.parquet,35048,True,,22609,64.50867381876284,0,0.0,23032,22609,64.50867381876284,0,0.0,23070
data_perp/features/20260523_015947/symbol=SSV_USD:USD.parquet,35048,True,,21578,61.56699383702351,0,0.0,22035,21578,61.56699383702351,0,0.0,22071
data_perp/features/20260523_015947/symbol=STBL_USD:USD.parquet,35048,True,,29325,83.67096553298333,0,0.0,29607,29325,83.67096553298333,0,0.0,29691
data_perp/features/20260523_015947/symbol=STG_USD:USD.parquet,35048,True,,10297,29.379707829262724,0,0.0,11800,10297,29.379707829262724,0,0.0,11935
data_perp/features/20260523_015947/symbol=STORJ_USD:USD.parquet,35048,True,,2568,7.327094270714449,0,0.0,4331,2568,7.327094270714449,0,0.0,4532
data_perp/features/20260523_015947/symbol=STRK_USD:USD.parquet,35048,True,,15332,43.74572015521571,0,0.0,16439,15332,43.74572015521571,0,0.0,16544
data_perp/features/20260523_015947/symbol=STX_USD:USD.parquet,35048,True,,7465,21.29936087651221,0,0.0,9108,7465,21.29936087651221,0,0.0,9223
data_perp/features/20260523_015947/symbol=SUI_USD:USD.parquet,35048,True,,8277,23.61618351974435,0,0.0,9710,8277,23.61618351974435,0,0.0,9804
data_perp/features/20260523_015947/symbol=SUN_USD:USD.parquet,35048,True,,21190,60.459940652818986,0,0.0,21653,21190,60.459940652818986,0,0.0,21726
data_perp/features/20260523_015947/symbol=SUPER_USD:USD.parquet,35048,True,,16869,48.13113444419083,0,0.0,17730,16869,48.13113444419083,0,0.0,17849
data_perp/features/20260523_015947/symbol=SUSHI_USD:USD.parquet,35048,True,,2400,6.847751654873317,0,0.0,4208,2400,6.847751654873317,0,0.0,4383
data_perp/features/20260523_015947/symbol=SWARMS_USD:USD.parquet,35048,True,,23715,67.66434603971696,0,0.0,24322,23715,67.66434603971696,0,0.0,24429
data_perp/features/20260523_015947/symbol=SXT_USD:USD.parquet,35048,True,,26295,75.02567906870577,0,0.0,26712,26295,75.02567906870577,0,0.0,26802
data_perp/features/20260523_015947/symbol=SYN_USD:USD.parquet,35048,True,,19729,56.29137183291486,0,0.0,20478,19729,56.29137183291486,0,0.0,20639
data_perp/features/20260523_015947/symbol=SYRUP_USD:USD.parquet,35048,True,,26215,74.79742068021,0,0.0,26582,26215,74.79742068021,0,0.0,26623
data_perp/features/20260523_015947/symbol=S_USD:USD.parquet,35048,True,,23303,66.4888153389637,0,0.0,23824,23303,66.4888153389637,0,0.0,23892
data_perp/features/20260523_015947/symbol=TAO_USD:USD.parquet,35048,True,,18407,52.51940196302214,0,0.0,19369,18407,52.51940196302214,0,0.0,19395
data_perp/features/20260523_015947/symbol=TIA_USD:USD.parquet,35048,True,,13322,38.0107281442593,0,0.0,14633,13322,38.0107281442593,0,0.0,14758
data_perp/features/20260523_015947/symbol=TLM_USD:USD.parquet,35048,True,,17853,50.93871262268889,0,0.0,18655,17853,50.93871262268889,0,0.0,18768
data_perp/features/20260523_015947/symbol=TNSR_USD:USD.parquet,35048,True,,17853,50.93871262268889,0,0.0,18817,17853,50.93871262268889,0,0.0,18896
data_perp/features/20260523_015947/symbol=TON_USD:USD.parquet,35048,True,,16993,48.484934946359274,0,0.0,18024,16993,48.484934946359274,0,0.0,18110
data_perp/features/20260523_015947/symbol=TRUMP_USD:USD.parquet,35048,True,,23303,66.4888153389637,0,0.0,24023,23303,66.4888153389637,0,0.0,24049
data_perp/features/20260523_015947/symbol=TRU_USD:USD.parquet,35048,True,,16696,47.6375256790687,0,0.0,17652,16696,47.6375256790687,0,0.0,17785
data_perp/features/20260523_015947/symbol=TRX_USD:USD.parquet,35048,True,,672,1.9173704633645285,0,0.0,2591,672,1.9173704633645285,0,0.0,2816
data_perp/features/20260523_015947/symbol=TURBO_USD:USD.parquet,35048,True,,17853,50.93871262268889,0,0.0,18824,17853,50.93871262268889,0,0.0,18925
data_perp/features/20260523_015947/symbol=T_USD:USD.parquet,35048,True,,17186,49.03560830860534,0,0.0,18182,17186,49.03560830860534,0,0.0,18302
data_perp/features/20260523_015947/symbol=UMA_USD:USD.parquet,35048,True,,14706,41.959598265236245,0,0.0,15796,14706,41.959598265236245,0,0.0,15845
data_perp/features/20260523_015947/symbol=UNI_USD:USD.parquet,35048,True,,10,0.028532298561972154,0,0.0,1926,10,0.028532298561972154,0,0.0,2138
data_perp/features/20260523_015947/symbol=USDC_USD:USD.parquet,35048,True,,7011,20.003994521798678,0,0.0,8740,7011,20.003994521798678,0,0.0,8931
data_perp/features/20260523_015947/symbol=USDT_USD:USD.parquet,35048,True,,7011,20.003994521798678,0,0.0,8716,7011,20.003994521798678,0,0.0,8813
data_perp/features/20260523_015947/symbol=USUAL_USD:USD.parquet,35048,True,,23229,66.27767632960511,0,0.0,23855,23229,66.27767632960511,0,0.0,23962
data_perp/features/20260523_015947/symbol=VELO_USD:USD.parquet,35048,True,,23732,67.7128509472723,0,0.0,24234,23732,67.7128509472723,0,0.0,24354
data_perp/features/20260523_015947/symbol=VET_USD:USD.parquet,35048,True,,21595,61.615498744578865,0,0.0,22111,21595,61.615498744578865,0,0.0,22119
data_perp/features/20260523_015947/symbol=VINE_USD:USD.parquet,35048,True,,23452,66.91394658753708,0,0.0,24035,23452,66.91394658753708,0,0.0,24081
data_perp/features/20260523_015947/symbol=VIRTUAL_USD:USD.parquet,35048,True,,23356,66.64003652134215,0,0.0,24008,23356,66.64003652134215,0,0.0,24049
data_perp/features/20260523_015947/symbol=WIF_USD:USD.parquet,35048,True,,14614,41.6971011184661,0,0.0,15822,14614,41.6971011184661,0,0.0,15932
data_perp/features/20260523_015947/symbol=WLD_USD:USD.parquet,35048,True,,10462,29.850490755535265,0,0.0,11886,10462,29.850490755535265,0,0.0,11997
data_perp/features/20260523_015947/symbol=WLFI_USD:USD.parquet,35048,True,,28730,81.973293768546,0,0.0,29108,28730,81.973293768546,0,0.0,29113
data_perp/features/20260523_015947/symbol=WOO_USD:USD.parquet,35048,True,,7608,21.707372745948415,0,0.0,9185,7608,21.707372745948415,0,0.0,9344
data_perp/features/20260523_015947/symbol=W_USD:USD.parquet,35048,True,,16462,46.969869892718556,0,0.0,17405,16462,46.969869892718556,0,0.0,17459
data_perp/features/20260523_015947/symbol=XCN_USD:USD.parquet,35048,True,,23541,67.16788404473864,0,0.0,24001,23541,67.16788404473864,0,0.0,24093
data_perp/features/20260523_015947/symbol=XLM_USD:USD.parquet,35048,True,,1056,3.0130107281442595,0,0.0,2913,1056,3.0130107281442595,0,0.0,3113
data_perp/features/20260523_015947/symbol=XMR_USD:USD.parquet,35048,True,,10,0.028532298561972154,0,0.0,1838,10,0.028532298561972154,0,0.0,2004
data_perp/features/20260523_015947/symbol=XPL_USD:USD.parquet,35048,True,,29329,83.68237845240813,0,0.0,29533,29329,83.68237845240813,0,0.0,29554
data_perp/features/20260523_015947/symbol=XRP_USD:USD.parquet,35048,True,,10,0.028532298561972154,0,0.0,1942,10,0.028532298561972154,0,0.0,2146
data_perp/features/20260523_015947/symbol=XTZ_USD:USD.parquet,35048,True,,1056,3.0130107281442595,0,0.0,2914,1056,3.0130107281442595,0,0.0,3116
data_perp/features/20260523_015947/symbol=YFI_USD:USD.parquet,35048,True,,1228,3.5037662634101805,0,0.0,3153,1228,3.5037662634101805,0,0.0,3357
data_perp/features/20260523_015947/symbol=YGG_USD:USD.parquet,35048,True,,16513,47.11538461538461,0,0.0,17534,16513,47.11538461538461,0,0.0,17607
data_perp/features/20260523_015947/symbol=ZBT_USD:USD.parquet,35048,True,,30317,86.50136955033098,0,0.0,30545,30317,86.50136955033098,0,0.0,30578
data_perp/features/20260523_015947/symbol=ZEC_USD:USD.parquet,35048,True,,2232,6.368409039032184,0,0.0,4175,2232,6.368409039032184,0,0.0,4333
data_perp/features/20260523_015947/symbol=ZIG_USD:USD.parquet,35048,True,,32238,91.98242410408582,0,0.0,32313,32238,91.98242410408582,0,0.0,32329
data_perp/features/20260523_015947/symbol=ZK_USD:USD.parquet,35048,True,,19230,54.867610134672454,0,0.0,20086,19230,54.867610134672454,0,0.0,20153
data_perp/features/20260523_015947/symbol=ZRO_USD:USD.parquet,35048,True,,18236,52.031499657612414,0,0.0,19269,18236,52.031499657612414,0,0.0,19362
data_perp/features/20260523_015947/symbol=ZRX_USD:USD.parquet,35048,True,,7783,22.206687970782927,0,0.0,9216,7783,22.206687970782927,0,0.0,9318
