,share_mu,share_std,share_stab,freq_mu,freq_std,freq_stab,mdi_depth_mu,mdi_depth_std,mdi_depth_stab,mdi_cov_mu,mdi_cov_std,mdi_cov_stab,composite_rank,top30_support,top30_lift,global_importance,stability_score,frequency_score,interaction_support,median_rank,mean_abs_rank_dev,final_score,final_rank
adx_14_gt25,0.11257496,0.021108402,0.6003828,110.5,8.902246,1371.5919,245.00925,50.675926,1184.5769,0.14192598,0.027538711,0.7314424,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.95000005,1.0
is_low_vol_regime,0.056523804,0.015699618,0.20350437,92.666664,14.862331,577.77686,122.02921,36.18467,411.53146,0.06924506,0.019591931,0.24473746,4.0,0.0,0.0,0.48563275,0.8979592,1.0,0.0,2.0,1.6666666,0.64158785,2.0
adx_10_gt25,0.044748046,0.015086111,0.13273053,47.333332,8.319989,269.28455,88.84603,34.923477,226.02612,0.051140495,0.019237803,0.1359485,8.0,0.0,0.0,0.37756962,0.8877551,1.0,0.0,4.0,1.8333334,0.5796021,3.0
ffd_range_24_04,0.03352679,0.0038959929,0.28851327,53.166668,4.7051983,600.75995,68.22035,7.394089,629.42395,0.038881898,0.0035446188,0.42650622,3.0,0.0,0.0,0.274595,0.93877554,1.0,0.0,5.0,1.0,0.5357212,4.0
ffd_range_24_05,0.030394321,0.002471595,0.3737727,48.166668,3.2871804,705.78046,67.89082,10.1992445,451.9123,0.038533516,0.0057395482,0.2587019,2.0,0.5,0.33333334,0.24584912,0.90816325,1.0,0.0,8.0,1.5,0.5122578,5.0
prior_volatility,0.029139543,0.0044730254,0.18982966,46.666668,7.363574,295.7501,62.422424,12.859228,303.01654,0.03602428,0.0071138046,0.18242684,5.0,0.33333334,0.33333334,0.23433433,0.90816325,1.0,0.0,8.5,1.5,0.5059247,6.0
rng_z,0.03556211,0.007905594,0.15997072,60.833332,10.83846,341.44098,75.45726,17.917463,317.77927,0.043507166,0.010446735,0.18119285,7.0,0.33333334,0.33333334,0.29327258,0.86734694,0.8333333,0.0,4.5,2.1666667,0.50313663,7.0
rolling_range_20,0.026392575,0.0057708216,0.12070518,46.166668,5.8428493,364.78113,53.83426,12.150294,238.52325,0.0315654,0.0074004205,0.13463756,10.0,0.33333334,0.33333334,0.2091261,0.86734694,0.8333333,0.16426587,9.5,2.1666667,0.46506938,8.0
body_ratio,0.028148714,0.0061819023,0.12817255,47.0,7.5277267,293.4485,59.78712,16.61384,215.15193,0.033367164,0.008972179,0.1240911,9.0,0.0,0.0,0.22524175,0.85714287,0.8333333,0.0,8.5,2.3333333,0.46316868,9.0
vov_fast_slow_ratio,0.03136722,0.009557901,0.10294127,60.333332,10.19259,357.1331,66.644104,24.503277,181.25888,0.038361847,0.013478769,0.10918144,11.0,0.5,0.33333334,0.25477716,0.78571427,0.6666667,0.0,6.5,3.5,0.43655604,10.0
vol_z_x_low_vol,0.024313178,0.006273857,0.09422126,40.833332,9.47658,175.94547,48.232876,12.443521,186.95758,0.028490696,0.007633047,0.106342815,14.0,0.0,0.0,0.190044,0.6938776,0.8333333,0.0,10.0,5.0,0.4029936,11.0
