,share_mu,share_std,share_stab,freq_mu,freq_std,freq_stab,mdi_depth_mu,mdi_depth_std,mdi_depth_stab,mdi_cov_mu,mdi_cov_std,mdi_cov_stab,blended_mu,blended_std,blended_stab,composite_rank,top30_support,top30_lift,global_importance,stability_score,frequency_score,interaction_support,median_rank,mean_abs_rank_dev,final_score,final_rank
dir_path_short_2h,0.008494901,0.0037521787,0.019232381,25.166666,7.0336494,90.047295,32.016983,12.518601,81.88512,0.008980948,0.0036238213,0.022257559,0.16000979,0.09445746,0.27105463,57.0,0.5,0.6666667,0.35738423,0.56647396,0.8333333,0.0,25.0,25.0,0.46317983,21.0
vp_in_lvn_above_zone,0.008539435,0.0026489191,0.027528945,27.666666,7.1802197,106.6046,31.495241,10.105018,98.16412,0.008870259,0.0032224916,0.024416354,0.14019293,0.037905216,0.5185053,35.0,0.5,0.6666667,0.35948294,0.6473988,0.6666667,0.0,26.5,20.333334,0.45956534,22.0
clv,0.0070495848,0.0011283591,0.044043288,23.166666,2.7938426,192.09904,27.769228,3.9325862,196.08725,0.0075712097,0.001185652,0.048347425,0.13042782,0.03870946,0.43946403,13.0,0.0,0.6666667,0.28927404,0.78612715,0.6666667,0.0,33.5,12.333333,0.4556325,23.0
vol_shock_asym_8_24,0.009252789,0.004168226,0.020539703,22.166666,7.38053,66.57532,30.30236,12.953463,70.88707,0.009761672,0.0045101433,0.02112798,0.14503144,0.085454084,0.24614526,55.0,0.0,0.6666667,0.3930996,0.433526,0.6666667,0.0,30.0,32.666668,0.4245863,24.0
adx_7_slope,0.0070671644,0.0020394842,0.024488943,22.333334,4.346135,114.76353,28.785034,9.310049,88.99826,0.007939463,0.0025226304,0.024987832,0.12527734,0.020668663,0.75933367,40.0,0.0,0.6666667,0.29010248,0.6040462,0.6666667,0.09154129,33.5,22.833334,0.415145,25.0
funding_proxy,0.006249006,0.0011782041,0.03314373,25.166666,3.7601714,168.43942,26.081375,5.393764,126.11568,0.0068643163,0.0014441462,0.03262747,0.12751774,0.056313694,0.2887535,25.0,0.0,0.6666667,0.25154695,0.70520234,0.5,0.0,41.5,17.0,0.38965142,26.0
jump_rate_10h,0.0072850543,0.0028428542,0.018668566,18.5,6.1305246,55.827194,29.51869,12.172766,71.58218,0.008481614,0.0036698931,0.019602146,0.13090423,0.04259037,0.40234253,65.0,0.0,0.6666667,0.3003705,0.57225436,0.5,0.093317874,43.5,24.666666,0.38793322,27.0
vp_dist_poc_atr,0.0068165003,0.0016003873,0.029033396,18.166666,4.219663,78.21188,25.154524,5.9135466,107.00009,0.007401659,0.001586486,0.034532014,0.12083204,0.049950637,0.2922962,31.0,0.0,0.6666667,0.27829,0.61560696,0.5,0.0,37.5,22.166666,0.38196123,28.0
adx_di_plus_10,0.0083869435,0.0035785271,0.01965636,14.833333,5.6984406,38.61193,25.063469,11.200952,56.082508,0.008261221,0.0036979923,0.01845536,0.10349481,0.04592993,0.23320687,65.0,0.0,0.6666667,0.3522968,0.35260117,0.6666667,0.0,31.0,37.333332,0.38191354,29.0
hh_count_12,0.0079586515,0.0026957283,0.02349648,14.5,3.354102,62.68444,23.63884,8.602042,64.96072,0.0078118197,0.0029933366,0.02038679,0.108637325,0.04411063,0.2675561,50.0,0.0,0.6666667,0.33211362,0.45375723,0.5,0.0,53.0,31.5,0.3711018,30.0
ft_drop,0.006301476,0.0020369026,0.0194946,23.0,5.228129,101.183426,25.745129,8.921101,74.29707,0.0068798377,0.002286484,0.020700851,0.12626037,0.060834825,0.26204863,59.0,0.0,0.6666667,0.2540196,0.48265895,0.6666667,0.0,34.5,29.833334,0.36037552,31.0
range_pct,0.00684293,0.002192329,0.021358881,14.5,4.681524,44.91059,23.276844,6.478405,83.63346,0.0072636437,0.002038228,0.025885485,0.10871816,0.047697242,0.24780548,47.0,0.0,0.6666667,0.27953547,0.48554912,0.5,0.15241078,41.5,29.666666,0.35775235,32.0
bb_pos_12,0.0057702926,0.001122842,0.029653573,17.333334,2.3570225,127.46778,24.026096,4.2963967,134.35754,0.0062710834,0.0012437564,0.031619124,0.11572383,0.04589663,0.29178625,27.0,0.0,0.6666667,0.22898768,0.7254335,0.33333334,0.0,42.5,15.833333,0.35730162,33.0
adx_10_slope,0.0060029086,0.0013304946,0.027083844,18.5,3.2532036,105.203995,22.924786,5.6187763,93.53386,0.006429108,0.0016045528,0.02576009,0.10012898,0.012504676,0.801765,37.0,0.0,0.6666667,0.23994966,0.58381504,0.5,0.0,40.0,24.0,0.35292608,34.0
prior_range,0.006646209,0.0017810158,0.024801629,21.166666,3.1841621,140.70508,23.874096,6.752482,84.409325,0.006934961,0.0021990268,0.02187044,0.10341209,0.012866816,0.831135,42.0,0.0,0.6666667,0.27026504,0.58092487,0.33333334,0.0,49.0,24.166666,0.34387702,35.0
climax,0.0056390897,0.00082966866,0.038327746,17.666666,1.7950549,173.87274,22.183142,3.5516562,138.55276,0.00615049,0.00082941004,0.04560896,0.105462916,0.03688095,0.30157647,20.0,0.0,0.6666667,0.22280477,0.74277455,0.16666667,0.149801,52.0,14.833333,0.34072632,36.0
clv_collapse,0.006615466,0.002724613,0.016062606,20.833334,6.5170717,66.59859,27.54132,10.193654,74.41143,0.007392333,0.0027543702,0.019839957,0.13274832,0.07074725,0.24908553,72.0,0.0,0.6666667,0.2688163,0.54913294,0.33333334,0.0,54.5,26.0,0.3351322,37.0
ffd_z_24_06,0.005613692,0.0008038389,0.039203804,15.5,2.5,96.1,22.388887,3.1673787,158.25777,0.0061635496,0.0007925354,0.047933944,0.107502155,0.04352861,0.26549697,16.0,0.0,0.6666667,0.22160791,0.73121387,0.16666667,0.0,55.0,15.5,0.32968783,38.0
wick_ratio,0.0063929725,0.002042887,0.020006048,17.833334,4.81029,66.11406,22.978354,7.1189356,74.16906,0.0065686577,0.0022366233,0.019291252,0.11199571,0.05877633,0.21340288,56.0,0.5,0.6666667,0.25833133,0.43063584,0.5,0.09784794,49.5,32.833332,0.3296336,39.0
ffd_vol_price_corr_10h_04,0.0060748956,0.0016831068,0.021926332,16.666666,3.3993464,81.71506,21.906158,4.9014554,97.90556,0.0063604917,0.0015446942,0.026190203,0.09748301,0.020679574,0.45953253,43.0,0.0,0.6666667,0.24334203,0.6416185,0.16666667,0.0,57.5,20.666666,0.31924275,40.0
trend_pct_base,0.00622279,0.0017138645,0.022594038,16.833334,2.608746,108.61967,22.636492,6.1610565,83.169304,0.0068130265,0.0019201314,0.02417404,0.100114964,0.021257928,0.47149497,46.0,0.0,0.6666667,0.25031152,0.41618496,0.5,0.0,50.5,33.666668,0.31671757,41.0
range_expansion_ratio,0.006108801,0.0019617183,0.019022835,16.333334,1.8856181,141.48029,22.822086,7.304538,71.30467,0.0066698464,0.00219036,0.020310288,0.11010706,0.058133844,0.2085457,62.0,0.0,0.6666667,0.2449398,0.40751445,0.5,0.0,57.0,34.166668,0.3115955,42.0
ret24h,0.0060618613,0.0019924599,0.018442612,16.833334,4.179979,67.790085,22.31655,6.8640866,72.555664,0.0067531117,0.002164394,0.021070339,0.09903229,0.04062693,0.24140134,63.0,0.0,0.6666667,0.24272779,0.5086705,0.33333334,0.0,45.0,28.333334,0.31066793,43.0
trend_t,0.005617669,0.0012333,0.025588423,15.666667,3.2998316,74.3809,20.399689,4.243657,98.063354,0.005955387,0.001237561,0.028658492,0.09974775,0.047160443,0.21097372,36.0,0.0,0.6666667,0.22179532,0.6473988,0.16666667,0.0,68.0,20.333334,0.30883715,44.0
ret24h_G_VOL_1,0.0064587346,0.0023191387,0.017987391,17.333334,3.681787,81.60288,24.07591,8.518886,68.04287,0.006759191,0.002431063,0.018792877,0.11576758,0.06508637,0.20591305,69.0,0.0,0.6666667,0.26143035,0.31791908,0.5,0.14928973,46.0,39.333332,0.30573097,45.0
dist_vwap_96_atr,0.005467728,0.001490911,0.020052202,17.333334,4.189935,71.70623,22.358843,7.0023885,71.39248,0.005932744,0.0019042675,0.018483462,0.09591866,0.018273687,0.5034775,58.0,0.0,0.6666667,0.21472937,0.5433526,0.33333334,0.0,61.5,26.333334,0.3039393,46.0
vp_profile_concentration,0.0052508465,0.0004878034,0.05652152,15.666667,2.4944382,98.39668,19.628223,2.6942954,142.99365,0.0054436834,0.000733105,0.040422164,0.0896667,0.020668441,0.3890045,11.0,0.0,0.6666667,0.20450889,0.70520234,0.0,0.090574086,70.5,17.0,0.29330918,47.0
atr_compression_ratio,0.0051960708,0.0015869747,0.017012969,15.5,3.5939765,66.84796,19.612986,6.5232577,58.96888,0.0055503,0.0020596434,0.014956873,0.086777665,0.023653109,0.31836677,79.0,0.0,0.6666667,0.20192759,0.61560696,0.16666667,0.0,79.5,22.166666,0.2899619,48.0
tail_asymmetry_q90_q10_atr_norm,0.0044367397,0.0005088585,0.038683962,12.333333,2.2852182,66.56306,17.899231,2.8886893,110.909294,0.0048296894,0.0006873313,0.033936907,0.08166871,0.023421591,0.28477055,24.0,0.0,0.6666667,0.16614428,0.76589596,0.0,0.0,87.5,13.5,0.28285336,49.0
atr_percentile,0.0052560954,0.0020297705,0.013610672,17.333334,3.6362374,82.62509,21.858315,8.17527,58.442833,0.0057727615,0.0023401217,0.014240616,0.097241625,0.02929425,0.32279146,92.0,0.0,0.6666667,0.20475625,0.5606936,0.16666667,0.10102053,71.5,25.333334,0.28284037,50.0
zscore_price_200,0.0045719603,0.00046742972,0.04471864,17.166666,2.67187,110.295204,17.102674,2.1305559,137.28882,0.0047547445,0.00063177495,0.035784256,0.079296224,0.024938727,0.2521336,17.0,0.0,0.6666667,0.17251652,0.7456647,0.0,0.0,92.5,14.666667,0.28130028,51.0
breakout_min,0.0051302696,0.0013985952,0.018818645,14.333333,1.9720266,104.179344,21.271107,4.5925317,98.52083,0.0058300244,0.0012952884,0.02624063,0.1046647,0.050584793,0.21656112,53.0,0.0,0.6666667,0.19882673,0.4768786,0.33333334,0.0,61.0,30.166666,0.27857438,52.0
range_norm_12,0.0053821146,0.002208588,0.013115691,14.833333,2.9107082,75.59252,18.622433,6.8504953,50.623344,0.0057001114,0.0021633857,0.015018712,0.0895187,0.053509045,0.14976156,100.0,0.0,0.6666667,0.21069486,0.44219652,0.33333334,0.0,114.0,32.166668,0.27643132,53.0
slope,0.0057503255,0.0026498588,0.012478491,17.666666,3.7712362,82.760956,21.731934,8.907222,53.0218,0.0062736236,0.0027717815,0.014199659,0.10784006,0.067742,0.17167309,108.5,0.0,0.6666667,0.22804673,0.39884394,0.33333334,0.0,77.0,34.666668,0.2751367,54.0
up_vol_6,0.006865011,0.003920708,0.012020375,18.0,6.5064073,49.79707,26.064747,14.451486,47.01046,0.0074944887,0.004421125,0.012704314,0.12523568,0.08318874,0.18853481,114.0,0.0,0.6666667,0.28057605,0.28323698,0.33333334,0.0,81.5,41.333332,0.27512607,55.0
gap_pct,0.0030713228,0.00041625072,0.02266188,10.333333,1.5986105,66.79412,13.185726,1.1460828,151.70229,0.0034471639,0.00037716856,0.031505644,0.060317837,0.018905234,0.19244625,33.0,0.0,0.6666667,0.101799294,0.8265896,0.0,0.19315846,125.5,10.0,0.27229494,56.0
adx_di_plus_7,0.0065442193,0.0028732808,0.014905195,13.833333,4.633813,41.296684,20.694792,9.360449,45.753624,0.0065919487,0.00299338,0.014516628,0.08666955,0.027009303,0.27811196,95.0,0.0,0.6666667,0.26545882,0.40462428,0.16666667,0.0,80.0,34.333332,0.2721584,57.0
align,0.0036253717,0.00039123648,0.03359431,16.666666,2.6874192,103.36228,14.704747,2.097624,103.08311,0.003969266,0.0005718804,0.027549595,0.06658839,0.019205121,0.23087661,29.0,0.0,0.6666667,0.12790874,0.7803468,0.0,0.13420597,102.0,12.666667,0.2721468,58.0
loc_range_pos_48,0.0047163963,0.0010094292,0.022036605,15.5,3.730505,64.401474,20.051495,4.9678907,80.93222,0.005347355,0.0013028495,0.021947436,0.08895949,0.019603632,0.40369007,48.0,0.0,0.6666667,0.17932303,0.59248555,0.16666667,0.0,82.0,23.5,0.27174905,59.0
dist_vwap_12_atr,0.004719651,0.0007170977,0.03106286,13.5,1.6072751,113.39067,17.568855,2.7011316,114.27236,0.005004775,0.0007572528,0.033077158,0.07929464,0.020693434,0.30384707,28.0,0.0,0.6666667,0.17947641,0.64450866,0.0,0.18656033,80.0,20.5,0.26916718,60.0
climax_decay,0.005622725,0.0016162778,0.019560397,11.5,3.304038,40.02678,18.47893,5.3264537,64.108475,0.0056716534,0.0014763017,0.02178935,0.09001937,0.047698945,0.16988817,60.0,0.0,0.6666667,0.22203359,0.37861273,0.33333334,0.0,85.0,35.833332,0.26677167,61.0
time_since_event_extreme_12h,0.004968172,0.0020557789,0.012006511,16.5,4.7521925,57.289345,18.095934,6.161819,53.143856,0.005032279,0.001769675,0.014309879,0.08770875,0.051364806,0.14976841,111.0,0.0,0.6666667,0.1911879,0.5462428,0.16666667,0.0,105.0,26.166666,0.26671404,62.0
trend_strength_percentile,0.005727139,0.0025159155,0.013037051,15.666667,4.5338235,54.136303,22.736843,10.788731,47.917038,0.0064784936,0.0031392325,0.01336979,0.10376461,0.04909458,0.2193133,106.0,0.0,0.6666667,0.22695406,0.36416185,0.33333334,0.0,75.0,36.666668,0.2658652,63.0
body_ratio_15m,0.0048691016,0.0010398903,0.022798702,15.5,2.43242,98.76995,18.099045,3.3139129,98.84853,0.0049387547,0.000925273,0.02636119,0.085147664,0.034269437,0.21156241,39.0,0.0,0.6666667,0.18651924,0.6040462,0.0,0.18509762,94.5,22.833334,0.262852,64.0
loc_swing_range_pos_48,0.0042727287,0.0007943322,0.022983095,12.0,2.4494898,58.787754,17.662754,3.7028985,84.251,0.004818747,0.0009534825,0.024353167,0.08376697,0.034627546,0.20263939,44.5,0.0,0.6666667,0.15841529,0.67919075,0.0,0.10414736,72.0,18.5,0.26213345,65.0
compression_score_G_VOL_1,0.005324717,0.0018022116,0.01573212,14.833333,3.4359214,64.03749,19.146996,5.8002534,63.205414,0.005613929,0.0019156832,0.016451677,0.09319294,0.045824174,0.18952714,81.5,0.0,0.6666667,0.20799002,0.4653179,0.16666667,0.10935473,89.5,30.833334,0.26119173,66.0
loc_initial_balance_pos_24,0.004582419,0.00072179176,0.029092276,9.833333,1.3437096,71.960815,14.855165,2.5556574,86.34801,0.0044367407,0.00068693043,0.028655985,0.06648888,0.018138016,0.24372955,34.0,0.0,0.6666667,0.17300938,0.61560696,0.0,0.2409918,105.0,22.166666,0.2611065,67.0
down_up_vol_ratio_24,0.0065925326,0.0033841927,0.012842498,14.833333,5.2730975,41.72648,23.401848,11.515259,47.558327,0.0073824218,0.0038459022,0.014170968,0.106939726,0.066885546,0.17098022,108.5,0.0,0.6666667,0.26773557,0.112716764,0.5,0.20246246,43.0,51.166668,0.26055688,68.0
range_16h_pct,0.0046150847,0.001082094,0.01968314,15.166667,3.5316033,65.134094,18.734093,3.3542385,104.63366,0.0048493603,0.00095596124,0.02459963,0.08474683,0.02117753,0.33913425,49.0,0.0,0.6666667,0.17454875,0.55780345,0.16666667,0.0,76.0,25.5,0.2604527,69.0
pct_breakout_t,0.0041710073,0.000826954,0.021037811,15.333333,2.6874192,87.48583,17.036436,2.9612854,98.011536,0.004517763,0.0006408993,0.03184616,0.077008985,0.019971434,0.2969433,44.5,0.0,0.6666667,0.15362169,0.67919075,0.0,0.0881893,93.0,18.5,0.2586991,70.0
trend_retest_success_rate,0.0026726306,0.001003264,0.007119715,8.833333,3.2871804,23.736992,10.329599,3.0869968,34.564537,0.002882318,0.00090514467,0.009178375,0.045895804,0.020030987,0.105158314,159.0,0.0,0.6666667,0.08301101,0.650289,0.0,1.0,143.5,20.166666,0.2582283,71.0
atr_change_rate,0.005575644,0.0023625526,0.013158566,16.333334,2.0548046,129.8312,19.311844,6.4979258,57.39482,0.0056581604,0.0021883924,0.01462936,0.095419385,0.0538484,0.16908316,94.0,0.0,0.6666667,0.2198149,0.40751445,0.16666667,0.11045932,86.5,34.166668,0.25329977,72.0
adx_di_plus_14,0.0029269792,0.0008734578,0.009808381,5.1666665,1.2133516,22.000584,8.775059,2.2450159,34.29894,0.0030049055,0.0007821788,0.011543982,0.039008506,0.016306838,0.09331444,136.0,0.0,0.6666667,0.09499714,0.7976879,0.0,0.0,163.5,11.666667,0.2516704,73.0
press_12,0.004874883,0.0015096554,0.015741663,17.333334,4.3843155,68.52711,19.999153,5.9670286,67.02936,0.0053380723,0.0017586229,0.016203027,0.086312786,0.016924804,0.44017622,78.0,0.0,0.6666667,0.1867917,0.4682081,0.16666667,0.13309315,71.0,30.666666,0.25144213,74.0
trapped_longs_24,0.005159784,0.0009849472,0.027030256,15.833333,2.608746,96.09769,19.035625,4.091857,88.555145,0.0055540353,0.0011866409,0.025995485,0.08736112,0.02702995,0.2823522,38.0,0.0,0.6666667,0.20021759,0.5635838,0.0,0.0,68.0,25.166666,0.25101563,75.0
mr_tape,0.004477986,0.0010260723,0.019542834,18.833334,2.7938426,126.95578,18.381983,3.8605027,87.526764,0.004945388,0.0010169103,0.024050169,0.086626895,0.03506802,0.21399036,54.0,0.0,0.6666667,0.168088,0.632948,0.0,0.0,66.0,21.166666,0.2506854,76.0
ret3h,0.005352736,0.001880272,0.015238105,15.666667,3.8151743,64.33374,19.7012,6.9282007,56.02281,0.0056253476,0.0020154924,0.015700648,0.09353004,0.043843213,0.19952616,87.0,0.0,0.6666667,0.20931041,0.43930635,0.16666667,0.0,70.5,32.333332,0.24994732,77.0
z_r_24,0.0011806032,0.0005319457,0.0026202367,5.0,2.0,12.5,4.6740017,2.199797,9.931049,0.0012339249,0.0005741102,0.0026520528,0.017473103,0.009295461,0.027370825,195.0,0.0,0.6666667,0.012699533,0.9132948,0.0,0.2916126,190.0,5.0,0.24988908,78.0
dist_vwap_24_atr,0.0051994314,0.0014451062,0.018707335,16.166666,3.5316033,74.00636,18.712133,5.8130946,60.23365,0.005503732,0.0018847927,0.016071297,0.08530497,0.032463625,0.22415666,71.0,0.0,0.6666667,0.20208596,0.45086706,0.16666667,0.0,76.0,31.666666,0.24886405,79.0
range_24h_pct,0.0011193147,0.00059272425,0.002113741,3.6666667,1.4907119,9.018807,4.5609202,2.2928722,9.072459,0.0012529215,0.0006451944,0.0024330844,0.014959377,0.009191728,0.020288438,198.0,0.0,0.6666667,0.009811327,0.89017344,0.0,0.4043368,190.0,6.3333335,0.24815643,80.0
vp_dist_hvn_above_atr,0.0046501635,0.0010909537,0.019821208,13.166667,2.3392782,74.1088,15.752567,2.7904174,88.92697,0.0047469707,0.0009421563,0.02391719,0.0712514,0.021796785,0.23291335,51.0,0.0,0.6666667,0.17620182,0.5953757,0.0,0.0,92.5,23.333334,0.24575493,81.0
dir_path_risk_skew_2h,0.0048219752,0.0015242422,0.015254429,15.833333,3.7601714,66.67101,18.988914,5.838047,61.763607,0.00544232,0.0017365678,0.017055968,0.08635522,0.03335511,0.22357066,84.0,0.0,0.6666667,0.18429843,0.45086706,0.16666667,0.09590378,82.5,31.666666,0.2438761,82.0
v_power,0.0047522,0.0007247285,0.031161197,15.5,3.4034297,70.59056,17.636692,3.4451356,90.28757,0.0049257088,0.0006697059,0.03622875,0.083234005,0.03456879,0.20040907,30.0,0.0,0.6666667,0.18101028,0.5751445,0.0,0.0,84.0,24.5,0.24334179,83.0
dir_path_risk_short_2h,0.003911533,0.0008038316,0.019033946,14.5,2.9297326,71.76423,15.957421,3.8410454,66.294266,0.0043768445,0.0011667612,0.016418757,0.0748331,0.029234651,0.19155328,68.0,0.0,0.6666667,0.14139402,0.65606934,0.0,0.0,91.0,19.833334,0.24178404,84.0
zscore_price_50,0.0056599826,0.0025415688,0.0126045775,18.166666,4.669642,70.67518,23.285019,10.737627,50.49459,0.0063815936,0.0029502811,0.01380368,0.10522832,0.048434556,0.22861776,110.0,0.0,0.6666667,0.22378933,0.2716763,0.33333334,0.0,51.0,42.0,0.24100322,85.0
dip_velocity,0.002459991,0.00081288134,0.0074445745,7.8333335,3.8908725,15.770527,9.897573,3.3663223,29.100588,0.00276507,0.0010143033,0.007537796,0.046461646,0.025356695,0.08513272,162.0,0.0,0.6666667,0.07299042,0.61271673,0.0,0.9222248,152.5,22.333334,0.23943515,86.0
momentum_accel,0.002789301,0.00057859084,0.013446809,9.833333,1.2133516,79.692024,10.760761,2.1104517,54.866924,0.0028619927,0.0005447339,0.015036703,0.04898571,0.020642255,0.11624698,91.0,0.0,0.6666667,0.08850908,0.7630058,0.0,0.0,154.0,13.666667,0.23943144,87.0
adx_14_slope,0.004934984,0.0018947728,0.01285329,15.833333,5.6396413,44.452194,20.128567,6.622541,61.178814,0.0055756927,0.0020371818,0.01526047,0.09477803,0.0482193,0.18629211,96.0,0.0,0.6666667,0.18962392,0.23988439,0.5,0.0,73.0,43.833332,0.23926426,88.0
decel_4,0.004248145,0.00083263684,0.021674197,16.5,2.140872,127.1678,17.12536,2.6930475,108.901886,0.00440641,0.0006404535,0.030316718,0.08061461,0.03013649,0.21564277,41.0,0.0,0.6666667,0.1572568,0.60982656,0.0,0.0,92.5,22.5,0.23894788,89.0
compression_score,0.0054079164,0.0017070244,0.01713248,13.5,2.8722813,63.451305,18.1806,5.1380854,64.33022,0.0056436486,0.0018015946,0.017679209,0.08444687,0.034557384,0.20636033,73.0,0.0,0.6666667,0.21191077,0.4884393,0.0,0.0,71.5,29.5,0.23866075,90.0
