,RETURNS_REGIME_0,RETURNS_REGIME_1,RETURNS_REGIME_2,RETURNS_REGIME_3,RETURNS_REGIME_INTEGRITY,RETURNS_REGIME_0_VELOCITY,RETURNS_REGIME_1_VELOCITY,RETURNS_REGIME_2_VELOCITY,RETURNS_REGIME_3_VELOCITY,RETURNS_REGIME_INTEGRITY_VELOCITY
2022-12-12 01:30:00,0.00084456406,3.4201666e-09,7.1203166e-10,0.9991554,0.09382196,0.00082255085,-0.8740602,-0.12590908,0.99914676,-0.03935708
2022-12-12 01:45:00,5.187688e-05,0.8184597,0.181474,1.4438849e-05,0.15255581,-0.0007926872,0.8184597,0.181474,-0.999141,0.05873386
2022-12-12 02:00:00,0.6953471,8.485461e-05,0.0010965194,0.30347154,0.5225638,0.6952952,-0.8183748,-0.18037748,0.30345708,0.37000802
2022-12-12 02:15:00,0.25047982,0.05361604,0.68914384,0.0067602987,0.6835292,-0.44486728,0.053531185,0.68804735,-0.29671124,0.16096535
2022-12-12 02:30:00,0.6856232,7.990993e-05,0.0010143234,0.31328252,0.5168146,0.43514344,-0.053536132,-0.68812954,0.30652222,-0.16671458
2022-12-12 02:45:00,4.7927588e-05,0.8243113,0.175627,1.3770682e-05,0.15064016,-0.6855753,0.8242314,0.17461267,-0.31326875,-0.36617446
2022-12-12 03:00:00,0.65540636,6.6802655e-05,0.000802903,0.34372395,0.5000217,0.65535843,-0.8242445,-0.17482409,0.34371018,0.34938154
2022-12-12 03:15:00,0.89184254,0.0024358903,0.05303619,0.052685402,0.8943285,0.23643619,0.0023690877,0.05223329,-0.29103857,0.3943068
2022-12-12 03:30:00,0.06770139,8.640588e-07,2.2023978e-06,0.93229556,0.23971961,-0.82414114,-0.0024350262,-0.05303399,0.8796101,-0.6546089
2022-12-12 03:45:00,0.0048421356,0.30474105,0.6901627,0.00025408322,0.33202845,-0.06285925,0.3047402,0.6901605,-0.93204147,0.092308834
2022-12-12 04:00:00,0.0064375955,0.27481243,0.7184399,0.00031012058,0.3497866,0.0015954599,-0.029928628,0.02827713,5.603738e-05,0.017758157
2022-12-12 04:15:00,0.29288286,0.047781687,0.65137535,0.007960103,0.70579123,0.28644526,-0.22703074,-0.0670645,0.007649983,0.35600463
2022-12-12 04:30:00,0.60190326,4.962279e-05,0.00054283143,0.39750427,0.4734068,0.3090204,-0.047732063,-0.65083253,0.38954416,-0.23238446
2022-12-12 04:45:00,8.0828165e-08,0.9920564,0.007943106,3.8796958e-07,0.05549073,-0.6019032,0.9920068,0.007400274,-0.39750388,-0.41791606
2022-12-12 05:00:00,0.015991908,0.193779,0.7896245,0.0006045648,0.4131267,0.015991826,-0.79827744,0.7816814,0.00060417684,0.35763597
2022-12-12 05:15:00,0.00047522617,1.7919461e-09,2.6511623e-10,0.9995248,0.08331131,-0.015516681,-0.193779,-0.7896245,0.9989202,-0.3298154
2022-12-12 05:30:00,0.0015639295,6.944975e-09,2.0776172e-09,0.99843603,0.106614396,0.0010887033,5.1530282e-09,1.8125008e-09,-0.0010887103,0.023303082
2022-12-12 05:45:00,0.14125223,2.6239743e-06,1.019577e-05,0.85873497,0.28642377,0.1396883,2.6170294e-06,1.0193693e-05,-0.13970111,0.17980938
2022-12-12 06:00:00,5.458528e-12,0.99996585,3.412421e-05,4.638009e-09,0.011576909,-0.14125223,0.9999632,2.3928438e-05,-0.85873497,-0.27484685
2022-12-12 06:15:00,0.89628893,0.0020768424,0.045108147,0.0565261,0.87585497,0.89628893,-0.99788904,0.045074023,0.056526095,0.8642781
2022-12-12 06:30:00,0.8957738,0.002122473,0.046120316,0.055983398,0.8783708,-0.0005150996,4.5630735e-05,0.0010121686,-0.0005426997,0.0025158217
2022-12-12 06:45:00,0.408544,0.035191298,0.5447716,0.011493084,0.7602708,-0.4872298,0.033068825,0.4986513,-0.044490315,-0.11810003
2022-12-12 07:00:00,0.41983822,0.0341401,0.53415865,0.011863048,0.76533127,0.011294204,-0.0010512006,-0.010612968,0.00036996457,0.0050605177
2022-12-12 07:15:00,0.4309203,0.033132073,0.52371645,0.0122311935,0.7702772,0.011082098,-0.0010080239,-0.010442219,0.0003681446,0.004945889
2022-12-12 07:30:00,0.002562046,1.2407077e-08,4.9490168e-09,0.99743795,0.11816462,-0.42835826,-0.03313206,-0.5237164,0.9852067,-0.65211254
2022-12-12 07:45:00,0.89050955,0.0025330062,0.055166125,0.051791307,0.8988631,0.8879475,0.002532994,0.05516612,-0.94564664,0.7806985
2022-12-12 08:00:00,0.015867513,0.19437945,0.7891521,0.000600977,0.4125391,-0.8746421,0.19184645,0.73398596,-0.051190328,-0.486324
2022-12-12 08:15:00,0.7010322,8.7941466e-05,0.001148446,0.29773143,0.5260136,0.6851647,-0.1942915,-0.7880036,0.29713044,0.11347451
